Id;CourseId;Title;Description;SortOrder;IsVisible;DueDate;TargetSquadronId;CreatedById;CreatedAt;UpdatedAt;ActivityType;AdditionalFileUrls;AiPromptUsed;AiSummary;ContentType;DifficultyLevel;FileUrl;GradingMode;Instructions;MaxGrade;PassingScore;QuizScope;SourceLectureIds;ThumbnailUrl;TotalMarks;Transcript;AllowLateSubmission;TranscriptGeneratedAt;SummaryGeneratedAt;TimeLimitMinutes;MaxAttempts;ShuffleQuestions;ShowCorrectAnswers;ShowExplanations;IsAiGenerated;EstimatedCompletionMinutes;SummaryStatus;AssignmentFileUrls
442;42;Concurrency;Description for Concurrency;12;0;2026-01-15 11:54:00;;6;2025-11-17 11:54:00;2026-02-12 11:54:00;Quiz;;Summarize this lecture;AI summary for Concurrency;;Hard;;;Please complete the quiz carefully.;100.0;60.7;SingleLecture;;/uploads/thumbnails/f36197ce-28b5-4920-8b80-067f13a2d223.jpg;100.0;;;;;20.0;;1.0;1.0;0.0;0;20.0;;
225;24;Ethics in AI;Description for Ethics in AI;2;0;2025-02-24 14:15:45;42.0;7;2024-12-26 14:15:45;2025-03-15 14:15:45;Lecture;/uploads/extra/e34e132f-5a4e-4b17-8789-24f22908a22a.pdf;;;Pdf;;/uploads/lectures/24/d5b79835-4571-4373-a41d-10090a2ca29b.pdf;;;;;;;/uploads/thumbnails/90110285-dcca-4d5d-acc4-6d4363b46456.jpg;;;;;;;;;;;0;60.0;Pending;
694;69;REST APIs;Description for REST APIs;14;1;2024-03-26 18:17:54;33.0;2;2024-02-29 18:17:54;2024-04-18 18:17:54;Lecture;;;AI summary for REST APIs;Pdf;;/uploads/lectures/69/9d21de9a-06f2-4bb6-8b8e-0f7dc4295ffe.pdf;;;;;;;;;Auto-generated transcript...;;;;;;;;;0;45.0;Done;
2026;188;Computer Vision Intro;Description for Computer Vision Intro;25;1;2024-08-07 03:05:35;;9;2024-07-25 03:05:35;2024-08-05 03:05:35;Lecture;/uploads/extra/c56a99fb-4b46-46dc-9eac-f85451d6f565.pdf;;AI summary for Computer Vision Intro;Pdf;;/uploads/lectures/188/d2f3547a-d240-4523-82c9-bff2964d4a93.pdf;;;;;;;/uploads/thumbnails/95cb65ab-3cfc-465b-8837-8bb811e4f15c.jpg;;;;;;;;;;;0;30.0;Failed;
1252;118;SQL Joins;Description for SQL Joins;26;1;2024-03-14 23:02:44;;8;2024-02-16 23:02:44;;Lecture;;;;Video;;/uploads/lectures/118/a066c78b-4ae2-43cc-811d-0fe40c837601.pdf;;;;;;;;;;;;;;;;;;0;10.0;Done;
1974;184;Trees and Graphs;Description for Trees and Graphs;13;0;2025-11-09 06:11:07;;11;2025-10-07 06:11:07;2025-10-29 06:11:07;Lecture;;;;Video;;/uploads/lectures/184/915c13da-b8ce-40d3-8f54-dd8ab4e79c25.pdf;;;;;;;;;;;2025-10-08 06:11:07;;;;;;;1;30.0;;
1712;160;Cybersecurity Fundamentals;Description for Cybersecurity Fundamentals;7;1;;;2;2025-10-05 05:13:41;2025-10-31 05:13:41;Assignment;;;AI summary for Cybersecurity Fundamentals;;;;Manual;;50.0;24.5;;;;;;;;2025-10-07 05:13:41;;;;;;0;5.0;Failed;/uploads/assignments/4bf7689e-4296-43d7-917c-237c695298fe.pdf
573;54;Computer Vision Intro;Description for Computer Vision Intro;21;0;;16.0;10;2024-11-14 05:25:58;2025-02-06 05:25:58;Lecture;;;;Video;;/uploads/lectures/54/5ce5b50b-475e-487d-91ba-58bddf500e87.pdf;;;;;;;;;;;2024-11-15 05:25:58;;;;;;;1;20.0;Failed;
1674;156;OOP Concepts;;15;1;2024-09-30 23:01:14;;3;2024-08-22 23:01:14;;Lecture;;;;Pdf;;/uploads/lectures/156/a3b0aeee-d7e2-41da-a56e-97490bfcd75e.pdf;;;;;;;;;;;;2024-08-24 23:01:14;;;;;;0;45.0;Done;
1503;143;Computer Vision Intro;;5;0;2026-03-28 18:12:45;;12;2026-02-14 18:12:45;2026-02-24 18:12:45;Quiz;;;;;Medium;;;;10.0;5.4;;[821];;10.0;;;;2026-02-16 18:12:45;45.0;3.0;0.0;1.0;0.0;1;;Done;
874;85;Database Normalization;Description for Database Normalization;15;1;2025-12-11 11:27:32;;12;2025-11-18 11:27:32;2026-02-04 11:27:32;Quiz;;Summarize this lecture;;;;;;Please complete the quiz carefully.;100.0;59.9;;;;100.0;;;;;45.0;3.0;0.0;1.0;0.0;0;5.0;;
282;28;Network Protocols;Description for Network Protocols;6;1;;;5;2022-12-29 08:42:16;2023-03-18 08:42:16;Quiz;;Summarize this lecture;;;Hard;;;Please complete the quiz carefully.;25.0;15.4;;[150];;25.0;Auto-generated transcript...;;2022-12-30 08:42:16;2022-12-31 08:42:16;45.0;;1.0;0.0;1.0;0;5.0;;
747;74;Dynamic Programming;Description for Dynamic Programming;4;1;;29.0;8;2023-01-21 19:28:40;2023-03-05 19:28:40;Lecture;;;AI summary for Dynamic Programming;Pdf;;/uploads/lectures/74/b26d6b8b-70e9-4090-96b6-5f577fb31e4e.pdf;;;;;;;;;;;;;;;;;;0;30.0;Failed;
1018;97;Big Data Overview;Description for Big Data Overview;18;1;;;7;2025-07-30 02:20:52;2025-08-20 02:20:52;Lecture;;;;;;/uploads/lectures/97/4da0faa6-9174-4860-b078-50a3e0f46863.pdf;;;;;;;;;;;;2025-08-01 02:20:52;;;;;;0;20.0;;
352;33;SQL Joins;Description for SQL Joins;14;0;;;9;2023-05-30 02:23:25;2023-08-08 02:23:25;Assignment;;;;;;;Manual;Please complete the assignment carefully.;100.0;52.4;;;;;;;;;;;;;;0;5.0;;
863;84;Encryption Methods;;15;0;2024-03-25 04:18:23;57.0;4;2024-02-20 04:18:23;2024-04-02 04:18:23;Quiz;;Summarize this lecture;AI summary for Encryption Methods;;;;;Please complete the quiz carefully.;25.0;12.1;;;;25.0;;;;;60.0;;1.0;1.0;0.0;0;5.0;Pending;
2090;194;Neural Networks;Description for Neural Networks;26;1;2025-01-15 09:53:59;;7;2024-11-22 09:53:59;2025-01-23 09:53:59;Lecture;;;AI summary for Neural Networks;Pdf;;/uploads/lectures/194/cf818035-7580-49f2-bbf0-420b080cd23e.pdf;;;;;;;;;Auto-generated transcript...;;;;;;;;;0;;;
1462;139;Concurrency;Description for Concurrency;15;1;2026-03-19 21:04:06;;8;2026-02-21 21:04:06;2026-02-25 21:04:06;Lecture;;;;Pdf;;/uploads/lectures/139/dc0a9345-9ea1-4e87-b6ee-3eca0f93fc47.pdf;;;;;;;/uploads/thumbnails/79fad82a-666d-4f74-addc-343a29851eda.jpg;;;;;;;;;;;0;;Pending;
1967;183;Ethics in AI;Description for Ethics in AI;38;1;;;1;2022-09-18 16:17:57;2022-11-18 16:17:57;Quiz;;;AI summary for Ethics in AI;;Hard;;;Please complete the quiz carefully.;10.0;6.2;MultiLecture;;;10.0;;;2022-09-19 16:17:57;;90.0;2.0;1.0;0.0;0.0;0;60.0;Failed;
295;29;Computer Vision Intro;Description for Computer Vision Intro;21;0;2026-02-08 06:45:34;;1;2025-12-11 06:45:34;2026-03-03 06:45:34;Assignment;;Summarize this lecture;AI summary for Computer Vision Intro;;;;;;10.0;6.2;;;;;;;;;;;;;;0;30.0;;
595;58;Machine Learning Basics;Description for Machine Learning Basics;3;1;;54.0;13;2025-04-30 03:58:41;2025-05-25 03:58:41;Quiz;;;AI summary for Machine Learning Basics;;;;;;100.0;64.9;FullCourse;[466];;100.0;;;;;30.0;;0.0;1.0;0.0;0;60.0;Pending;
9;2;Cybersecurity Fundamentals;Description for Cybersecurity Fundamentals;1;1;2025-08-20 12:41:41;;7;2025-08-03 12:41:41;2025-10-01 12:41:41;Assignment;;Summarize this lecture;;;;;;;50.0;26.2;;;;;;1.0;;2025-08-05 12:41:41;;;;;;0;10.0;Pending;/uploads/assignments/7610dcd4-04d4-4ca5-af85-3446de160cdd.pdf
1301;121;Introduction to the Course;Description for Introduction to the Course;22;1;;;3;2026-01-18 06:47:02;;Lecture;;Summarize this lecture;AI summary for Introduction to the Course;Pdf;;/uploads/lectures/121/c7a4a6c6-fdca-4fef-97a0-17a11b315164.pdf;;;;;;;;;;;;2026-01-20 06:47:02;;;;;;1;5.0;Done;
2079;194;Cybersecurity Fundamentals;Description for Cybersecurity Fundamentals;3;1;;;6;2025-03-20 21:57:50;2025-04-22 21:57:50;Quiz;/uploads/extra/0225e4b7-7301-45cb-8ed7-213056254126.pdf;;;;Hard;;;;20.0;10.3;SingleLecture;;;20.0;;;;2025-03-22 21:57:50;90.0;3.0;1.0;1.0;0.0;0;60.0;Failed;
2116;198;Python for Data Science;Description for Python for Data Science;20;1;;12.0;10;2025-10-30 07:35:43;2026-01-02 07:35:43;Assignment;;;;;;;;Please complete the assignment carefully.;100.0;59.2;;;;;;;;;;;;;;0;30.0;;
1438;999;Memory Management;Description for Memory Management;10;0;;74.0;1;2026-01-03 14:16:24;;Lecture;;;;Video;;/uploads/lectures/137/56cc8efe-c728-473a-a69c-d2816627913e.pdf;;;;;;;/uploads/thumbnails/b6c14a1a-7e01-433f-b795-a818438711cc.jpg;;Auto-generated transcript...;;;;;;;;;0;5.0;Pending;
795;78;Python for Data Science;Description for Python for Data Science;12;1;;;9;2023-07-28 07:32:25;2023-09-25 07:32:25;Quiz;;Summarize this lecture;AI summary for Python for Data Science;;Hard;;;;0.0;60.9;SingleLecture;;;0.0;;;;;45.0;;0.0;1.0;1.0;0;10.0;Done;
275;27;Sorting Algorithms;;28;1;;;7;2026-01-07 05:14:17;2026-02-10 05:14:17;Lecture;/uploads/extra/2fc02fe4-8b0c-4f9b-9ea2-4670cb01d221.pdf;Summarize this lecture;AI summary for Sorting Algorithms;Pdf;;/uploads/lectures/27/8ba1f5b7-370e-4d0d-b325-edc78d0d52ce.pdf;;;;;;;;;;;;;;;;;;1;30.0;Done;
1747;162;Ethics in AI;Description for Ethics in AI;10;1;2025-04-16 22:06:40;29.0;4;2025-03-27 22:06:40;2025-05-23 22:06:40;Lecture;;;AI summary for Ethics in AI;Pdf;;/uploads/lectures/162/d38f1259-e5ef-48d4-a699-c6f178d9a286.pdf;;;;;;;;;;;;;;;;;;0;15.0;Failed;
2099;876;REST APIs;;9;1;;7.0;14;2023-03-09 19:44:40;2023-05-24 19:44:40;Lecture;/uploads/extra/55c44028-fc44-4d7d-90b0-dbb59f8ea42a.pdf;;;Video;;/uploads/lectures/196/a926c1ff-4993-4fc7-98df-2e4adcceeca0.pdf;;;;;;;;;;;;;;;;;;1;5.0;Failed;
1041;100;REST APIs;;7;1;2025-02-06 14:29:18;;13;2024-12-19 14:29:18;;Lecture;;;;Pdf;;/uploads/lectures/100/f8ec51c1-963d-481d-a432-4dc025d31560.pdf;;;;;;;;;;;;2024-12-21 14:29:18;;;;;;1;60.0;Pending;
1927;181;Machine Learning Basics;Description for Machine Learning Basics;13;0;2024-10-21 15:42:09;;4;2024-08-23 15:42:09;2024-09-04 15:42:09;Quiz;;;;;Hard;;;Please complete the quiz carefully.;10.0;5.0;;;;10.0;;;;;60.0;;1.0;0.0;0.0;0;30.0;Pending;
1867;174;Ethics in AI;Description for Ethics in AI;1;1;2025-06-08 03:55:03;;3;2025-05-18 03:55:03;;Lecture;;Summarize this lecture;;Pdf;;/uploads/lectures/174/a5cc0a34-951f-4fe5-872c-81f4dba6c1b9.pdf;;;;;;;;;;;;;;;;;;0;60.0;;
1029;99;Machine Learning Basics;Description for Machine Learning Basics;5;0;2025-06-14 22:36:38;78.0;8;2025-05-03 22:36:38;2025-07-12 22:36:38;Assignment;;;;;;;Auto;;25.0;12.5;;;/uploads/thumbnails/101e11eb-d9f0-498b-b8c7-874040c27d61.jpg;;;1.0;;;;;;;;0;45.0;Pending;
1839;170;SQL Joins;Description for SQL Joins;7;1;2025-06-07 06:04:52;;13;2025-04-15 06:04:52;;Lecture;/uploads/extra/56b6e388-c85c-482a-bbb7-e1502aa8e5e3.pdf;;;;;/uploads/lectures/170/4dd8f0ed-3133-4efc-835d-0ca21845bcbc.pdf;;;;;;;;;;;2025-04-16 06:04:52;;;;;;;0;30.0;Done;
340;32;Cloud Architecture;;25;0;2025-01-09 06:52:59;13.0;2;2024-12-30 06:52:59;2025-01-14 06:52:59;Assignment;;;AI summary for Cloud Architecture;;;;;Please complete the assignment carefully.;50.0;27.6;;;;;;;;;;;;;;0;;Failed;/uploads/assignments/70549701-10cb-479f-be44-206cb2cb72e8.pdf
1634;153;Cybersecurity Fundamentals;Description for Cybersecurity Fundamentals;10;1;;;12;2023-07-24 17:16:20;2023-10-18 17:16:20;Lecture;/uploads/extra/2b904911-83e1-44d6-b9b9-d70bb1717b28.pdf;;;;;/uploads/lectures/153/c3683611-247b-48e5-a8e5-f152ae107b35.pdf;;;;;;;/uploads/thumbnails/b9b05864-55dd-46ab-9b3a-465e79edf6fa.jpg;;;;;2023-07-26 17:16:20;;;;;;0;10.0;;
1287;120;Data Structures Overview;;32;1;2024-02-06 00:52:35;11.0;4;2023-12-26 00:52:35;2024-01-14 00:52:35;Assignment;;;;;;;Auto;Please complete the assignment carefully.;10.0;5.2;;;;;;0.0;;;;;;;;1;15.0;Done;/uploads/assignments/9df5d824-368d-4833-b943-c7290c330d84.pdf
46;5;Cybersecurity Fundamentals;Description for Cybersecurity Fundamentals;3;0;2022-10-04 05:32:45;29.0;11;2022-09-24 05:32:45;2022-11-02 05:32:45;Assignment;;;;;;;Auto;;100.0;62.8;;;;;;0.0;;;;;;;;1;30.0;Pending;
507;47;OOP Concepts;Description for OOP Concepts;30;1;;;14;2022-09-26 05:32:53;2022-10-23 05:32:53;Assignment;;;;;;;;Please complete the assignment carefully.;20.0;11.3;;;/uploads/thumbnails/bd7882ad-f156-4f34-b804-67abac2bf0b0.jpg;;Auto-generated transcript...;;;;;;;;;1;60.0;;/uploads/assignments/c41fbf94-3c87-43ae-9a50-64cf18df1bc6.pdf
2209;147;Cybersecurity Fundamentals;Description for Cybersecurity Fundamentals;18;0;;;4;2025-06-25 04:43:19;2025-09-13 04:43:19;Quiz;/uploads/extra/e696dce6-1c56-4599-874a-909c66a85bb3.pdf;;AI summary for Cybersecurity Fundamentals;;;;;Please complete the quiz carefully.;25.0;11.5;FullCourse;;;25.0;;;;;45.0;1.0;1.0;1.0;1.0;0;30.0;Pending;
1953;183;OS Scheduling;Description for OS Scheduling;7;1;;;14;2022-11-20 15:16:58;2023-01-26 15:16:58;Lecture;;Summarize this lecture;AI summary for OS Scheduling;Pdf;;/uploads/lectures/183/d7c85c38-056a-43d3-8294-19bbd1cedd86.pdf;;;;;;;/uploads/thumbnails/adc400a9-7457-4c68-afe7-4ba67981c44e.jpg;;;;;;;;;;;0;10.0;Failed;
1608;151;Encryption Methods;Description for Encryption Methods;5;1;2025-02-05 13:33:01;;6;2024-12-31 13:33:01;;Assignment;;Summarize this lecture;AI summary for Encryption Methods;;;;Manual;Please complete the assignment carefully.;0.0;57.0;;;;;Auto-generated transcript...;1.0;;;;;;;;1;30.0;;
536;51;Network Protocols;;8;1;;68.0;13;2025-08-01 07:46:05;2025-09-15 07:46:05;Assignment;;;;;;;;;20.0;9.8;;;;;;1.0;;2025-08-03 07:46:05;;;;;;1;;Failed;/uploads/assignments/707ed380-6535-49b3-bedb-fb17324163d9.pdf
181;20;Introduction to the Course;Description for Introduction to the Course;2;1;;;7;2023-08-09 02:38:46;2023-08-13 02:38:46;Quiz;;Summarize this lecture;;;Easy;;;;999.0;10.9;;;;999.0;;;;2023-08-11 02:38:46;;1.0;0.0;0.0;0.0;0;;Pending;
545;51;Computer Vision Intro;;28;1;;;7;2025-12-30 00:57:44;2026-01-06 00:57:44;Lecture;;;;Pdf;;/uploads/lectures/51/685f181a-ed5f-46aa-aec2-15c03a6f63c0.pdf;;;;;;;/uploads/thumbnails/1c252fcf-20e2-4063-9583-668c027f5301.jpg;;;;;;;;;;;0;15.0;;
59;5;SQL Joins;Description for SQL Joins;32;1;2023-03-26 07:28:44;;13;2023-02-11 07:28:44;2023-04-08 07:28:44;Lecture;;Summarize this lecture;;Pdf;;/uploads/lectures/5/b6d8aa4f-36a8-42cf-b587-24272f6d77e4.pdf;;;;;;;;;Auto-generated transcript...;;;2023-02-13 07:28:44;;;;;;1;30.0;Failed;
237;24;Linked Lists;Description for Linked Lists;20;1;2025-05-03 15:04:46;;1;2025-04-17 15:04:46;2025-04-30 15:04:46;Quiz;;;;;Easy;;;Please complete the quiz carefully.;20.0;11.1;;;/uploads/thumbnails/c19d4e6c-25b9-45c6-bbf0-e3a87e0e1beb.jpg;20.0;;;;;20.0;3.0;1.0;1.0;0.0;0;30.0;Pending;
190;20;OS Scheduling;Description for OS Scheduling;22;1;;36.0;14;2023-09-15 12:31:55;2023-11-17 12:31:55;Lecture;;;;Pdf;;/uploads/lectures/20/95a916bc-408b-4a44-b0b4-376e67bc3861.pdf;;;;;;;/uploads/thumbnails/51c2619a-e726-4ae6-9c0c-985382c0d431.jpg;;;;;;;;;;;0;15.0;Failed;
2143;153;Network Protocols;Description for Network Protocols;12;1;;;1;2023-03-06 08:22:15;2023-04-04 08:22:15;Quiz;;;AI summary for Network Protocols;;;;;Please complete the quiz carefully.;-5.0;11.4;FullCourse;;;-5.0;;;2023-03-07 08:22:15;;45.0;2.0;0.0;0.0;0.0;0;45.0;Done;
766;76;Cybersecurity Fundamentals;;10;1;;;11;2022-10-04 23:08:54;2022-11-03 23:08:54;Assignment;;;AI summary for Cybersecurity Fundamentals;;;;Manual;;50.0;27.1;;;/uploads/thumbnails/55082d98-f765-4d0e-94c9-c240ca81d581.jpg;;;;;;;;;;;0;60.0;Pending;
1809;167;Ethics in AI;Description for Ethics in AI;31;1;;;15;2022-05-16 14:52:38;2022-05-19 14:52:38;Quiz;;;;;Hard;;;;50.0;30.2;;;;50.0;;;;;60.0;;1.0;1.0;0.0;1;5.0;;
216;23;Dynamic Programming;Description for Dynamic Programming;9;1;;;3;2025-01-03 17:34:53;2025-03-03 17:34:53;Assignment;;;AI summary for Dynamic Programming;;;;Manual;Please complete the assignment carefully.;25.0;13.1;;;;;;0.0;2025-01-04 17:34:53;;;;;;;1;5.0;Failed;
1525;144;OS Scheduling;Description for OS Scheduling;16;0;;60.0;6;2022-08-09 12:32:15;2022-10-27 12:32:15;Lecture;;;AI summary for OS Scheduling;Video;;/uploads/lectures/144/daf219c4-c738-476a-a37a-109786b1a139.pdf;;;;;;;/uploads/thumbnails/b03614e8-26dd-40e4-a0fe-3ba5b26f8572.jpg;;;;;;;;;;;0;;Pending;
1000;95;Design Patterns;Description for Design Patterns;17;1;2025-06-01 12:37:32;55.0;6;2025-04-17 12:37:32;;Lecture;;;;Pdf;;/uploads/lectures/95/42f393f3-4075-44d5-a190-f70294e1d620.pdf;;;;;;;/uploads/thumbnails/53b91af2-0015-404b-8fbc-43f6c1d164ef.jpg;;;;;2025-04-19 12:37:32;;;;;;0;20.0;;
2128;200;Neural Networks;Description for Neural Networks;3;1;2025-11-16 21:45:25;;8;2025-10-30 21:45:25;2026-01-05 21:45:25;Assignment;;Summarize this lecture;AI summary for Neural Networks;;;;Auto;Please complete the assignment carefully.;10.0;5.5;;;/uploads/thumbnails/a1d2248d-2c69-483f-b884-b30b0196039e.jpg;;Auto-generated transcript...;;;;;;;;;0;45.0;;
102;11;Memory Management;Description for Memory Management;1;0;2023-08-15 17:44:46;31.0;12;2023-06-22 17:44:46;2023-08-07 17:44:46;Lecture;;;;;;/uploads/lectures/11/f9653b31-de87-403e-85c2-bf70c48fda69.pdf;;;;;;;;;;;;;;;;;;0;15.0;Done;
557;53;Python for Data Science;Description for Python for Data Science;10;1;;;13;2026-02-14 23:19:41;;Quiz;;;AI summary for Python for Data Science;;;;;Please complete the quiz carefully.;20.0;10.2;;[411, 411, 411];/uploads/thumbnails/777d2ea5-17a5-4efd-8cc6-4f48a344835c.jpg;20.0;;;;2026-02-16 23:19:41;20.0;;0.0;1.0;1.0;0;15.0;Done;
2104;197;Sorting Algorithms;Description for Sorting Algorithms;1;1;2025-03-03 03:44:58;32.0;11;2025-01-24 03:44:58;;Lecture;;;;Pdf;;/uploads/lectures/197/24be9ffa-08bf-4328-8e36-8564c11ee407.pdf;;;;;;;;;;;;;;;;;;0;30.0;Done;
1606;151;Ethics in AI;Description for Ethics in AI;1;1;;;7;2024-10-23 06:21:48;2025-01-18 06:21:48;Quiz;/uploads/extra/c320fe76-a761-4034-9787-ae836ad876ae.pdf;;;;Medium;;;Please complete the quiz carefully.;20.0;11.1;;;;20.0;;;;;20.0;2.0;0.0;0.0;0.0;0;;;
1485;141;Memory Management;Description for Memory Management;10;1;2024-12-23 21:50:40;;4;2024-11-08 21:50:40;2024-12-29 21:50:40;Lecture;;;;;;/uploads/lectures/141/00ab2b9b-83e5-4926-9525-b06e6bef8744.pdf;;;;;;;/uploads/thumbnails/8974d91b-cb3a-46c6-a147-9cb0fa03ce46.jpg;;;;;;;;;;;0;15.0;Failed;
1786;166;Network Protocols;Description for Network Protocols;4;1;2024-08-14 01:31:54;;14;2024-07-01 01:31:54;2024-07-13 01:31:54;Assignment;;Summarize this lecture;;;;;Auto;Please complete the assignment carefully.;25.0;12.5;;;;;;;;2024-07-03 01:31:54;;;;;;0;;Failed;
570;54;Introduction to the Course;;14;1;2024-06-04 12:38:21;;1;2024-04-22 12:38:21;2024-05-18 12:38:21;Lecture;;Summarize this lecture;;;;/uploads/lectures/54/0830ab89-7306-4450-aa11-0f8cfaf33080.pdf;;;;;;;/uploads/thumbnails/014c23f9-de48-432e-994c-c41b6db1f2af.jpg;;;;;2024-04-24 12:38:21;;;;;;0;45.0;Pending;
2185;142;REST APIs;;3;1;2024-01-16 07:50:04;73.0;3;2023-11-20 07:50:04;;Lecture;;;AI summary for REST APIs;Pdf;;/uploads/lectures/142/690d7972-14b9-4be1-a16d-5d7fd2387fa7.pdf;;;;;;;/uploads/thumbnails/1337a695-3af6-4537-86c3-bb4fa9321a2b.jpg;;;;;;;;;;;0;60.0;Failed;
930;89;Database Normalization;;19;1;2024-03-07 17:12:33;;15;2024-02-03 17:12:33;2024-04-02 17:12:33;Quiz;/uploads/extra/e5355afa-230c-46f1-8f78-77a553f59945.pdf;;AI summary for Database Normalization;;;;;Please complete the quiz carefully.;25.0;12.4;SingleLecture;[732];;25.0;;;;;;1.0;0.0;1.0;1.0;1;45.0;Pending;
2086;194;SQL Joins;Description for SQL Joins;16;1;;;2;2025-01-29 05:52:44;2025-04-02 05:52:44;Lecture;;;AI summary for SQL Joins;Pdf;;/uploads/lectures/194/b24da4f0-e5a6-45cc-9a91-059adbcc4bbb.pdf;;;;;;;;;Auto-generated transcript...;;;;;;;;;0;;;
1255;728;Network Protocols;Description for Network Protocols;33;0;2023-11-04 12:47:44;7.0;1;2023-10-15 12:47:44;2023-10-28 12:47:44;Lecture;;;;Pdf;;/uploads/lectures/118/d4fce88f-6d74-4400-b51f-6403870a2b9d.pdf;;;;;;;;;;;2023-10-16 12:47:44;;;;;;;0;20.0;Pending;
1123;109;OOP Concepts;Description for OOP Concepts;7;0;2025-05-21 08:13:14;;13;2025-05-06 08:13:14;2025-05-29 08:13:14;Quiz;;;;;Easy;;;;100.0;52.3;;;/uploads/thumbnails/84c474be-6355-4820-9157-0b8c6dd5cd89.jpg;100.0;;;;2025-05-08 08:13:14;60.0;3.0;1.0;0.0;1.0;0;20.0;Failed;
354;33;SQL Joins;Description for SQL Joins;16;1;2023-06-30 23:07:10;;6;2023-05-01 23:07:10;2023-06-20 23:07:10;Quiz;;Summarize this lecture;;;Easy;;;Please complete the quiz carefully.;20.0;10.1;SingleLecture;;;20.0;Auto-generated transcript...;;;;90.0;1.0;1.0;0.0;0.0;1;15.0;Pending;
1156;112;Machine Learning Basics;Description for Machine Learning Basics;4;0;2024-04-17 09:42:36;;7;2024-03-25 09:42:36;2024-04-13 09:42:36;Lecture;;;AI summary for Machine Learning Basics;Pdf;;/uploads/lectures/112/b088527b-1d54-4559-9003-e512980669f4.pdf;;;;;;;;;;;;;;;;;;0;60.0;;
1696;159;Design Patterns;Description for Design Patterns;11;1;;;13;2025-12-15 18:30:06;2026-01-01 18:30:06;Quiz;;;AI summary for Design Patterns;;Medium;;;Please complete the quiz carefully.;50.0;28.2;;;;50.0;;;2025-12-16 18:30:06;;15.0;3.0;1.0;0.0;1.0;0;30.0;Failed;
1643;153;REST APIs;Description for REST APIs;31;1;;;6;2022-12-26 03:15:57;2023-02-04 03:15:57;Lecture;;;AI summary for REST APIs;Video;;/uploads/lectures/153/aeef450f-1f1c-4e5d-8be7-53189f981a06.pdf;;;;;;;;;;;;;;;;;;1;30.0;Pending;
2034;189;Web Development Basics;Description for Web Development Basics;5;1;;;11;2024-08-14 06:30:39;2024-09-06 06:30:39;Lecture;;Summarize this lecture;;;;/uploads/lectures/189/f9e5bdde-581b-46a7-af0a-eecdfe493bb4.pdf;;;;;;;/uploads/thumbnails/a72f92cc-30b3-43a6-9d8b-726c4498ca1b.jpg;;;;;;;;;;;0;30.0;Failed;
2208;105;SQL Joins;Description for SQL Joins;7;1;2024-01-12 16:05:21;;4;2023-12-16 16:05:21;2024-03-12 16:05:21;Quiz;;;;;;;;;100.0;58.7;;;/uploads/thumbnails/d4307eb6-82d9-498b-bd82-3d5791d34f6f.jpg;100.0;;;;;30.0;;0.0;1.0;0.0;1;5.0;Pending;
2171;187;Web Development Basics;Description for Web Development Basics;5;1;;;4;2024-02-11 10:47:59;2024-03-14 10:47:59;Lecture;/uploads/extra/1af3fec3-10da-40ab-ae15-6e23e03469ce.pdf;Summarize this lecture;;Pdf;;/uploads/lectures/187/ad3215a2-c38b-463d-89c3-b45c7345bfdb.pdf;;;;;;;/uploads/thumbnails/2430a45f-61ff-42e5-9c30-0701d4a1976c.jpg;;;;;;;;;;;0;;Done;
1399;131;Concurrency;;30;0;2025-10-11 10:43:14;;8;2025-09-13 10:43:14;2025-11-10 10:43:14;Assignment;;Summarize this lecture;;;;;Manual;;50.0;28.7;;;;;;1.0;;;;;;;;0;60.0;Done;
746;74;Sorting Algorithms;Description for Sorting Algorithms;2;1;2022-10-30 10:54:04;;15;2022-10-13 10:54:04;2022-10-24 10:54:04;Lecture;;;;Pdf;;/uploads/lectures/74/5d05c37b-9792-4783-99c5-60da03807a2f.pdf;;;;;;;;;;;2022-10-14 10:54:04;;;;;;;0;;Pending;
1106;107;Data Structures Overview;;24;1;2026-02-11 16:48:09;61.0;5;2025-12-31 16:48:09;2026-03-09 16:48:09;Lecture;;;;Video;;/uploads/lectures/107/d360cd75-28bc-4d23-b84d-c85fdde1c908.pdf;;;;;;;;;;;;;;;;;;0;15.0;Failed;
347;33;Web Development Basics;Description for Web Development Basics;7;1;;;8;2023-08-06 10:04:54;;Lecture;;;;Pdf;;/uploads/lectures/33/53ec84e0-7fdc-4818-8e16-a4885cf4f09f.pdf;;;;;;;;;;;;;;;;;;0;15.0;Done;
477;46;REST APIs;Description for REST APIs;3;1;2022-05-28 11:37:07;70.0;14;2022-03-30 11:37:07;2022-04-08 11:37:07;Quiz;;;AI summary for REST APIs;;;;;;25.0;11.4;SingleLecture;[157, 157, 157];;25.0;;;;;15.0;3.0;0.0;1.0;0.0;0;5.0;Done;
910;87;SQL Joins;Description for SQL Joins;18;0;2024-12-08 10:09:29;;2;2024-11-10 10:09:29;2025-02-04 10:09:29;Lecture;;;;Pdf;;/uploads/lectures/87/bdf6940a-5c95-47d8-9e44-8f300cc957cf.pdf;;;;;;;;;;;2024-11-11 10:09:29;;;;;;;0;20.0;Done;
