Id;UserId;Title;Body;Type;IsRead;ReadAt;EmailSent;EmailSentAt;ReferenceActivityId;CreatedAt
5420;261.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2023-06-17 12:42:28;1093.0;2023-06-17 12:38:28
5356;966.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2023-12-19 18:55:40;;2023-12-19 18:28:40
8408;665.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2023-04-08 06:25:10;1;;216.0;2023-04-05 23:25:10
6802;710.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;0;2023-07-19 08:50:44;502.0;2023-07-19 08:41:44
1833;448.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2024-04-25 07:30:04;;2024-04-25 07:08:04
5468;311.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;2024-09-22 09:12:17;0;;;2024-09-19 10:12:17
8530;1126.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;2026-02-25 14:10:11;1;2026-02-23 18:22:11;572.0;2026-02-23 18:10:11
2888;913.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2023-04-14 11:27:53;1;2023-04-13 10:41:53;1492.0;2023-04-13 10:27:53
1428;611.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;0;2023-02-11 14:55:13;;2023-02-11 14:30:13
13891;1378.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2023-10-13 17:58:20;1;2023-10-11 01:22:20;1809.0;2023-10-11 00:58:20
4197;1331.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;1;2025-10-19 14:12:48;;2025-10-19 13:53:48
10393;875.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;2023-01-02 16:53:02;1;;;2023-01-01 00:53:02
12417;742.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;0;2022-12-03 04:01:21;;2022-12-03 03:54:21
9431;616.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;1;2022-11-07 02:01:46;;2022-11-07 01:35:46
12739;790.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;;907.0;2025-03-03 01:39:40
1260;1915.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;2026-01-16 07:16:30;1;2026-01-13 07:42:30;389.0;2026-01-13 07:16:30
12218;1474.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2023-03-08 10:34:29;1;2023-03-07 22:50:29;792.0;2023-03-07 22:34:29
7156;364.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2023-09-01 19:33:59;;2023-09-01 19:07:59
8242;1199.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2022-04-28 13:50:20;1613.0;2022-04-28 13:38:20
9798;1106.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;1;2025-04-13 16:12:38;645.0;2025-04-13 15:44:38
12173;1253.0;Notification: QuizAvailable;;QuizAvailable;0;;0;2025-02-06 04:29:28;;2025-02-06 04:08:28
13645;667.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;1;2024-12-11 07:22:53;310.0;2024-12-11 07:01:53
4170;1673.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;;670.0;2022-04-26 03:30:02
13836;17.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;2024-07-02 23:10:06;1;2024-07-02 12:20:06;788.0;2024-07-02 12:10:06
5553;621.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;0;2022-06-27 00:32:30;625.0;2022-06-27 00:21:30
1486;1299.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;1;2023-11-06 10:15:43;;2023-11-06 10:01:43
6438;180.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2022-07-31 21:05:22;1453.0;2022-07-31 20:54:22
12834;265.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;;;2022-06-05 04:25:38
6145;972.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;0;2022-10-29 15:42:52;1854.0;2022-10-29 15:26:52
5248;446.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2023-04-11 00:45:32;;2023-04-11 00:21:32
9789;1106.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2026-02-24 18:03:39;1;2026-02-21 23:20:39;49.0;2026-02-21 23:03:39
8222;527.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2025-02-26 11:39:25;1;2025-02-25 21:00:25;509.0;2025-02-25 20:39:25
8283;1183.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;;1;2026-02-06 22:03:52;68.0;2026-02-06 21:43:52
1444;1892.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;;1;2025-04-28 03:51:17;139.0;2025-04-28 03:38:17
1975;119.0;Notification: Reminder;You have a new reminder available.;Reminder;1;2026-01-22 12:29:46;1;;61.0;2026-01-20 20:29:46
6621;995.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2024-09-28 21:21:39;1638.0;2024-09-28 21:17:39
3588;1522.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2023-10-15 15:47:16;1;2023-10-15 01:15:16;645.0;2023-10-15 00:47:16
5252;1675.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;;1;2023-01-26 06:26:57;694.0;2023-01-26 06:05:57
1088;1044.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;2025-05-19 20:12:55;1;2025-05-17 01:37:55;1573.0;2025-05-17 01:12:55
1048;1609.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;0;;1;2025-10-06 09:52:43;;2025-10-06 09:32:43
1974;119.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2024-11-25 00:39:39;1;2024-11-24 16:59:39;967.0;2024-11-24 16:39:39
12206;244.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2024-04-29 04:35:54;1;2024-04-26 11:56:54;1410.0;2024-04-26 11:35:54
5738;474.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2023-12-14 14:04:06;0;2023-12-14 04:28:06;;2023-12-14 04:04:06
10682;1182.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;0;2023-08-25 11:07:58;1093.0;2023-08-25 11:04:58
6180;1430.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;;2090.0;2022-12-23 05:38:22
5088;985.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2025-11-20 06:37:03;1777.0;2025-11-20 06:11:03
4327;663.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2023-12-15 20:20:38;1;2023-12-15 14:23:38;1813.0;2023-12-15 14:20:38
3665;2053.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2024-10-01 01:42:32;1;2024-09-29 08:51:32;;2024-09-29 08:42:32
2795;1909.0;Notification: SystemAlert;You have a new systemalert available.;SystemAlert;0;;0;;2191.0;2024-02-23 11:56:15
9891;1778.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;0;2022-06-10 16:53:18;949.0;2022-06-10 16:52:18
6297;694.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;1;2024-08-24 19:19:42;1603.0;2024-08-24 18:53:42
13632;482.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2024-07-07 07:25:29;1;;2155.0;2024-07-07 06:25:29
11201;508.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2022-03-31 10:25:52;2145.0;2022-03-31 10:10:52
3973;617.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;2025-01-30 03:15:38;1;2025-01-29 06:32:38;1585.0;2025-01-29 06:15:38
2075;1869.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2023-01-09 09:28:34;1807.0;2023-01-09 09:03:34
2431;987.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;1;2025-09-06 00:53:25;1418.0;2025-09-06 00:34:25
10632;29.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;1;;931.0;2023-07-08 14:41:06
6787;675.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2022-08-25 19:34:04;1;2022-08-23 12:49:04;178.0;2022-08-23 12:34:04
12637;1404.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;;1701.0;2022-05-15 23:56:31
10866;982.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;2022-08-17 09:55:57;264.0;2022-08-17 09:25:57
9253;46.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2025-03-04 04:36:21;0;2025-03-03 16:50:21;;2025-03-03 16:36:21
14211;55.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;0;;27.0;2022-05-07 01:52:36
1273;1025.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;0;;1;2022-05-04 13:50:15;855.0;2022-05-04 13:32:15
1081;251.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2022-11-04 07:01:46;305.0;2022-11-04 07:00:46
5272;969.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2024-10-20 19:53:14;965.0;2024-10-20 19:41:14
5777;1133.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2025-12-27 00:05:38;0;2025-12-24 17:25:38;;2025-12-24 17:05:38
4288;865.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;2022-06-27 11:27:19;1;2022-06-26 11:33:19;1195.0;2022-06-26 11:27:19
13626;482.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;0;2023-06-13 12:36:38;;2023-06-13 12:15:38
6506;1051.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;0;2026-02-07 14:45:27;;2026-02-07 14:42:27
3352;1371.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2023-03-31 19:25:19;1;;1235.0;2023-03-31 09:25:19
12914;547.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2025-06-17 05:33:23;1;2025-06-14 15:02:23;;2025-06-14 14:33:23
9332;420.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;2026-01-05 00:11:15;344.0;2026-01-04 23:58:15
7848;166.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;;1;2024-03-17 05:11:10;1724.0;2024-03-17 05:04:10
11003;1177.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2022-12-01 23:38:00;;2022-12-01 23:33:00
1197;903.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2024-10-25 00:44:34;0;;884.0;2024-10-24 10:44:34
13492;1629.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;0;;1;;1541.0;2023-12-09 14:07:29
9200;2019.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;0;2025-09-08 00:33:56;;2025-09-08 00:06:56
5925;475.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2024-04-21 00:13:15;;2024-04-21 00:10:15
334;535.0;Notification: GradeReleased;;GradeReleased;0;;1;2024-08-11 20:18:36;641.0;2024-08-11 20:10:36
2087;117.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;2025-12-21 08:30:19;0;2025-12-20 17:45:19;191.0;2025-12-20 17:30:19
12310;974.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2025-12-11 09:55:29;1;;1044.0;2025-12-08 11:55:29
11264;960.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2025-06-17 01:19:38;1;2025-06-16 01:39:38;;2025-06-16 01:19:38
5175;1047.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2025-12-14 04:07:30;;2025-12-14 03:44:30
14002;178.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2024-05-29 23:48:37;1251.0;2024-05-29 23:38:37
7256;44.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2024-06-20 10:17:51;1;;238.0;2024-06-20 03:17:51
6484;403.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2025-01-23 09:30:36;683.0;2025-01-23 09:06:36
10817;1546.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2023-09-15 03:06:40;1;;932.0;2023-09-15 02:06:40
7389;607.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2026-01-06 22:18:23;1;2026-01-03 22:30:23;1148.0;2026-01-03 22:18:23
12272;1107.0;Notification: GradeReleased;;GradeReleased;0;;1;2022-09-28 07:02:33;437.0;2022-09-28 06:36:33
3938;632.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;1;;87.0;2024-06-06 04:05:49
10672;21.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;;;2024-10-09 05:15:24
3149;1011.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2023-03-22 03:21:28;1;2023-03-19 13:32:28;;2023-03-19 13:21:28
5855;1435.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2025-09-19 21:12:11;;2025-09-19 21:04:11
3654;459.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;;0;;1140.0;2022-12-26 13:39:11
13000;560.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2025-02-07 00:17:48;0;2025-02-06 00:28:48;583.0;2025-02-06 00:17:48
406;1976.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2023-06-07 18:24:57;1;2023-06-05 08:39:57;1005.0;2023-06-05 08:24:57
8972;302.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2024-07-12 20:27:26;1;;1497.0;2024-07-10 14:27:26
3044;609.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2025-10-13 19:39:51;1;2025-10-11 02:47:51;;2025-10-11 02:39:51
10524;1405.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;2025-02-13 07:42:04;0;;;2025-02-13 06:42:04
6028;1144.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2025-10-10 07:18:12;777.0;2025-10-10 06:53:12
13181;204.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2022-12-06 16:15:56;;2022-12-06 16:14:56
566;1293.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2024-12-08 10:45:21;1;2024-12-08 06:08:21;812.0;2024-12-08 05:45:21
5066;1519.0;Notification: NewLecture;;NewLecture;1;2022-05-17 00:56:05;1;2022-05-14 20:16:05;385.0;2022-05-14 19:56:05
2503;501.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2022-02-02 17:03:58;1;2022-01-31 01:21:58;431.0;2022-01-31 01:03:58
1751;1103.0;Notification: QuizAvailable;;QuizAvailable;1;;0;;;2022-09-16 14:38:48
10113;1627.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;0;;613.0;2025-06-24 23:26:11
8846;1415.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;2022-03-04 18:42:12;1;2022-03-03 10:04:12;724.0;2022-03-03 09:42:12
3952;1437.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2023-12-07 22:34:48;;2023-12-07 22:06:48
8419;1100.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;;1;2022-12-20 04:19:49;;2022-12-20 04:09:49
11596;712.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2024-07-03 16:07:33;826.0;2024-07-03 15:44:33
13623;197.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2022-05-02 06:18:13;1530.0;2022-05-02 06:00:13
2118;745.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2023-05-29 09:23:29;;2023-05-29 09:21:29
1300;891.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2024-07-23 05:14:26;1;;454.0;2024-07-21 20:14:26
7711;749.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2026-02-14 12:24:27;;2026-02-14 12:23:27
9050;210.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;1;2024-01-30 02:53:13;;2024-01-30 02:33:13
8640;1962.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;1;2024-01-21 02:34:59;;2024-01-21 02:28:59
5796;887.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2023-06-26 15:06:59;302.0;2023-06-26 14:46:59
13563;205.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;;0;2024-07-07 08:18:00;1394.0;2024-07-07 07:58:00
10167;869.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;2023-07-26 15:13:17;790.0;2023-07-26 15:01:17
5469;311.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;1;2023-09-13 02:43:38;;2023-09-13 02:28:38
2464;1826.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2022-08-23 23:57:11;1;2022-08-23 09:22:11;;2022-08-23 08:57:11
2448;467.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;2024-06-07 18:23:18;1;2024-06-06 15:27:18;;2024-06-06 15:23:18
9754;1477.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;0;2023-06-20 05:26:21;1179.0;2023-06-20 05:00:21
13575;123.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2022-03-08 22:59:22;566.0;2022-03-08 22:53:22
590;835.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2023-01-14 21:55:59;1;2023-01-13 07:14:59;1544.0;2023-01-13 06:55:59
11600;712.0;Notification: SystemAlert;You have a new systemalert available.;SystemAlert;1;2023-05-07 02:00:27;0;;;2023-05-05 00:00:27
5302;1690.0;Notification: QuizAvailable;;QuizAvailable;0;;1;2023-01-07 08:12:37;1689.0;2023-01-07 08:04:37
7955;316.0;Notification: Reminder;You have a new reminder available.;Reminder;0;;1;2025-05-31 03:00:38;;2025-05-31 02:58:38
6290;1528.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;;36.0;2024-03-20 22:14:55
6892;1351.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2025-10-18 09:06:13;1;2025-10-16 04:10:13;;2025-10-16 04:06:13
10349;1187.0;Notification: GradeReleased;;GradeReleased;1;2023-01-01 21:35:13;1;2022-12-30 10:00:13;;2022-12-30 09:35:13
1963;2005.0;Notification: AssignmentDue;;AssignmentDue;1;;0;2025-05-29 05:37:19;2139.0;2025-05-29 05:30:19
5709;1275.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;;0;2025-03-13 03:44:54;221.0;2025-03-13 03:24:54
8635;965.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2024-10-28 04:54:43;;2024-10-28 04:47:43
8968;762.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;1;2024-02-15 02:45:04;2002.0;2024-02-15 02:31:04
10178;869.0;Notification: NewLecture;;NewLecture;1;;0;2022-07-23 17:06:09;1246.0;2022-07-23 16:50:09
5208;816.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2025-09-24 14:20:25;2025.0;2025-09-24 14:14:25
12086;519.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2025-05-31 04:49:22;;2025-05-31 04:21:22
1910;1221.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2022-09-22 05:43:59;631.0;2022-09-22 05:38:59
11301;1770.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;0;;0;2025-01-11 10:01:28;1253.0;2025-01-11 09:51:28
13012;528.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2022-08-08 05:39:28;1;2022-08-07 07:54:28;2136.0;2022-08-07 07:39:28
3153;1011.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2024-10-25 16:26:31;1;2024-10-23 12:40:31;707.0;2024-10-23 12:26:31
5696;1227.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2022-03-14 14:07:17;1;2022-03-13 05:22:17;2104.0;2022-03-13 05:07:17
982;381.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;0;;2113.0;2025-05-04 22:00:25
7754;563.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;0;2022-01-12 05:14:03;286.0;2022-01-12 05:13:03
2787;1313.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2023-03-12 11:13:20;;2023-03-12 10:54:20
3636;297.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2024-04-12 18:02:28;1891.0;2024-04-12 17:48:28
7619;1735.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2023-12-18 00:58:15;1;2023-12-15 22:27:15;2203.0;2023-12-15 21:58:15
1011;1234.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;0;;1;2023-08-02 22:26:06;;2023-08-02 21:59:06
13186;2043.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;0;2023-11-05 20:50:20;;2023-11-05 20:22:20
12399;1072.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;;1;2024-05-13 11:16:21;554.0;2024-05-13 10:51:21
8740;1027.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2023-09-15 20:39:22;;2023-09-15 20:22:22
12033;220.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2026-03-02 19:18:20;0;2026-02-28 22:29:20;;2026-02-28 22:18:20
2214;1332.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2023-12-16 18:19:05;1;2023-12-14 22:34:05;;2023-12-14 22:19:05
6933;505.0;Notification: SystemAlert;You have a new systemalert available.;SystemAlert;1;2024-01-31 12:10:41;0;2024-01-29 07:27:41;1766.0;2024-01-29 07:10:41
6791;675.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2022-04-11 15:45:37;1;2022-04-11 07:53:37;;2022-04-11 07:45:37
2632;1028.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;2024-07-01 16:20:13;0;2024-07-01 04:38:13;;2024-07-01 04:20:13
13964;64.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;2022-04-27 19:56:15;0;2022-04-26 08:20:15;1420.0;2022-04-26 07:56:15
9583;881.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;;1561.0;2022-12-28 21:15:51
339;535.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;1;2024-08-14 05:25:31;1526.0;2024-08-14 05:16:31
10891;286.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2025-07-25 22:32:28;1;2025-07-24 21:50:28;1450.0;2025-07-24 21:32:28
7692;1768.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;1;2022-09-01 13:54:53;;2022-09-01 13:40:53
1960;2005.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;0;;1;2022-06-05 04:51:10;1532.0;2022-06-05 04:48:10
12170;1253.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;0;;1;2024-12-11 13:06:55;;2024-12-11 12:36:55
13643;667.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;0;2025-05-25 03:44:11;1156.0;2025-05-25 03:41:11
3018;1509.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;1;2025-11-07 03:59:46;;2025-11-07 03:29:46
5049;640.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;0;;1;2022-07-07 07:21:22;1376.0;2022-07-07 07:04:22
5735;474.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;;1;;1569.0;2025-04-19 05:25:43
9432;616.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;2023-04-11 20:17:52;0;2023-04-09 21:23:52;137.0;2023-04-09 21:17:52
7243;338.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;2024-12-15 05:51:54;1;2024-12-14 09:09:54;;2024-12-14 08:51:54
7455;27.0;Notification: Reminder;You have a new reminder available.;Reminder;0;;1;;27.0;2023-11-29 02:26:05
6140;124.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;2023-02-03 03:49:42;1;2023-02-03 01:54:42;75.0;2023-02-03 01:49:42
5206;816.0;Notification: Reminder;You have a new reminder available.;Reminder;0;;1;;622.0;2025-09-13 01:02:11
9505;452.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2023-03-27 23:06:37;1471.0;2023-03-27 22:36:37
2642;1526.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;;1;2024-12-21 10:40:20;1730.0;2024-12-21 10:27:20
12815;388.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;;1;2022-04-23 23:31:34;1962.0;2022-04-23 23:14:34
7901;1412.0;Notification: GradeReleased;You have a new gradereleased available.;GradeReleased;1;2023-03-03 03:21:30;1;2023-03-01 07:37:30;84.0;2023-03-01 07:21:30
6742;53.0;Notification: AssignmentDue;You have a new assignmentdue available.;AssignmentDue;1;2024-01-13 18:56:52;0;2024-01-13 18:10:52;;2024-01-13 17:56:52
8613;1762.0;Notification: Reminder;You have a new reminder available.;Reminder;0;;0;2024-12-14 17:23:59;363.0;2024-12-14 17:06:59
4030;333.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;0;;0;2024-11-20 03:07:24;248.0;2024-11-20 02:50:24
13272;1637.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;1;;0;;;2025-08-10 02:52:22
11842;1966.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;;1;2024-03-13 21:00:44;1671.0;2024-03-13 20:43:44
6773;1910.0;Notification: SystemAlert;You have a new systemalert available.;SystemAlert;1;2025-01-28 14:59:28;0;2025-01-25 21:14:28;;2025-01-25 20:59:28
8481;1206.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2024-04-02 19:35:35;934.0;2024-04-02 19:12:35
13795;76.0;Notification: NewLecture;You have a new newlecture available.;NewLecture;1;2025-09-06 16:32:04;1;2025-09-05 20:38:04;1462.0;2025-09-05 20:32:04
6543;466.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;1;;0;2022-04-11 17:14:50;1052.0;2022-04-11 17:03:50
2869;569.0;Notification: QuizAvailable;You have a new quizavailable available.;QuizAvailable;0;;1;2023-08-08 21:07:57;307.0;2023-08-08 20:55:57
5994;1538.0;Notification: SystemAlert;You have a new systemalert available.;SystemAlert;0;;1;2022-08-16 10:07:01;1734.0;2022-08-16 10:03:01
13161;574.0;Notification: CourseEnrollment;You have a new courseenrollment available.;CourseEnrollment;0;;1;2024-09-05 07:14:57;1361.0;2024-09-05 06:59:57
