Id;ActivityId;StudentId;Status;ProgressPercent;FirstAccessedAt;LastAccessedAt;TotalTimeSpentSeconds;CompletedAt
15764;1277;4388.0;Completed;100;2023-11-30 23:38:41;2024-01-21 23:38:41;1001.0;2024-01-21 23:38:41
21802;1937;4364.0;Completed;100;2024-06-25 16:44:31;2024-06-27 16:44:31;6097.0;2024-06-27 16:44:31
9252;409;933.0;InProgress;16;2025-02-28 22:21:05;2025-06-08 22:21:05;3304.0;
18163;1185;2602.0;Completed;100;2025-07-25 22:00:34;2025-11-09 22:00:34;5262.0;2025-11-09 22:00:34
3694;1574;4482.0;Completed;100;2023-01-19 13:06:54;;5324.0;2023-02-17 13:06:54
7928;865;1653.0;InProgress;71;2022-10-03 07:15:14;2023-01-03 07:15:14;1562.0;
2832;1053;1319.0;InProgress;41;2023-04-16 23:02:49;2023-06-23 23:02:49;1816.0;
21426;175;1948.0;Completed;100;2025-04-19 18:15:16;2025-04-20 18:15:16;5146.0;2025-04-20 18:15:16
16489;1497;606.0;Completed;100;2025-01-18 04:16:14;2025-04-27 04:16:14;1449.0;2025-04-27 04:16:14
5299;1199;1884.0;Completed;100;2022-09-17 12:12:36;2022-12-03 12:12:36;5253.0;2022-12-03 12:12:36
10278;587;1264.0;Completed;100;2024-12-18 14:04:55;2025-01-27 14:04:55;2079.0;2025-01-27 14:04:55
19723;727;1245.0;NotStarted;0;;;;
19405;696;1664.0;NotStarted;0;;;;
5791;85;3438.0;Completed;100;2022-11-29 04:06:36;2023-03-10 04:06:36;1927.0;2023-03-10 04:06:36
12220;1651;662.0;NotStarted;101;;;;
7275;9767;2863.0;Completed;100;2024-07-05 13:22:22;2024-09-10 13:22:22;2438.0;2024-09-10 13:22:22
24624;2154;4937.0;NotStarted;0;;;;
5888;1399;1202.0;Completed;100;2025-08-11 03:56:59;2025-08-13 03:56:59;;2025-08-13 03:56:59
15357;1654;4941.0;NotStarted;0;;;;
21600;993;4488.0;Completed;100;2024-01-05 04:18:57;;3408.0;2024-01-12 04:18:57
7115;2197;1079.0;Completed;100;2022-09-08 01:22:32;2022-12-28 01:22:32;5987.0;2022-12-28 01:22:32
24702;85;244.0;Completed;100;2022-06-01 23:21:30;2022-06-30 23:21:30;5185.0;2022-06-30 23:21:30
23891;1239;1358.0;NotStarted;0;;;;
20673;1522;4536.0;InProgress;9;2023-10-04 13:39:46;2023-10-28 13:39:46;3346.0;
1660;411;3542.0;NotStarted;0;;;;
18252;2083;1360.0;Completed;100;2025-03-12 00:55:12;2025-06-01 00:55:12;4320.0;2025-06-01 00:55:12
1597;27;4120.0;InProgress;72;2025-10-26 07:50:41;2025-12-02 07:50:41;1347.0;
21300;548;2905.0;Completed;100;2023-03-28 14:50:09;2023-04-20 14:50:09;491.0;2023-04-20 14:50:09
20524;1454;2534.0;InProgress;55;2025-04-01 00:13:43;2025-04-20 00:13:43;1079.0;
4684;642;2641.0;Completed;67;2025-03-13 12:47:27;2025-05-06 12:47:27;4528.0;2025-05-06 12:47:27
20825;862;3732.0;InProgress;71;2024-03-13 22:11:35;2024-05-24 22:11:35;3364.0;
8821;904;879.0;NotStarted;0;;;;
4341;1306;894.0;Completed;100;2025-03-12 10:40:15;2025-03-27 10:40:15;3774.0;2025-03-27 10:40:15
26660;490;334.0;NotStarted;0;;;;
3591;2023;4127.0;Completed;100;2022-12-18 05:20:03;2023-03-01 05:20:03;5409.0;2023-03-01 05:20:03
12224;1941;4726.0;NotStarted;0;;;;
2054;1405;3906.0;Completed;100;2023-03-30 11:19:23;2023-04-24 11:19:23;2352.0;2023-04-24 11:19:23
13401;381;1042.0;InProgress;76;2023-07-30 12:30:32;2023-09-10 12:30:32;1478.0;
19246;1151;2256.0;Completed;100;2024-02-03 19:57:03;2024-02-09 19:57:03;2424.0;2024-02-09 19:57:03
24650;363;2748.0;Completed;100;2023-12-22 07:32:51;2024-02-18 07:32:51;4332.0;2024-02-18 07:32:51
5978;1291;870.0;Completed;100;2023-02-01 11:55:32;2023-05-27 11:55:32;1654.0;2023-05-27 11:55:32
9708;2194;3710.0;Completed;101;2023-08-09 06:15:01;2023-11-23 06:15:01;2509.0;2023-11-23 06:15:01
4026;1633;3684.0;Completed;100;2024-04-08 14:52:22;2024-06-08 14:52:22;2371.0;2024-06-08 14:52:22
10236;1314;2300.0;InProgress;26;2022-06-03 21:29:13;;107.0;
25495;364;1097.0;InProgress;49;2022-07-19 13:33:01;2022-10-21 13:33:01;1693.0;
25183;1432;1380.0;Completed;100;2025-11-01 00:31:40;2026-02-06 00:31:40;3064.0;2026-02-06 00:31:40
21804;364;4364.0;NotStarted;0;;;;
14464;2179;3295.0;Completed;100;2024-11-09 16:44:48;2024-12-22 16:44:48;3462.0;2024-12-22 16:44:48
9580;1544;2892.0;Completed;100;2022-06-15 10:02:41;2022-09-03 10:02:41;6071.0;2022-09-03 10:02:41
10531;1696;586.0;NotStarted;0;;;;
18447;327;472.0;Completed;100;2024-06-13 06:34:28;;;2024-07-09 06:34:28
18413;1677;1444.0;Completed;100;2025-01-23 18:29:26;2025-02-22 18:29:26;4591.0;2025-02-22 18:29:26
8346;786;1310.0;Completed;100;2022-06-10 16:19:31;2022-08-13 16:19:31;;2022-08-13 16:19:31
12243;300;1910.0;Completed;100;2024-08-29 04:18:09;2024-08-31 04:18:09;4655.0;2024-08-31 04:18:09
22121;1210;4368.0;Completed;100;2024-09-23 15:29:26;2024-11-15 15:29:26;2544.0;2024-11-15 15:29:26
6069;1025;4863.0;NotStarted;0;;;;
19575;1958;4070.0;Completed;100;2024-12-27 18:00:17;2025-01-07 18:00:17;3048.0;2025-01-07 18:00:17
8186;452;1897.0;InProgress;37;2025-09-17 06:53:00;;256.0;
25947;207;;Completed;100;2022-07-06 08:24:20;2022-09-27 08:24:20;2305.0;2022-09-27 08:24:20
27117;222;2763.0;Completed;100;2024-01-10 17:54:38;2024-04-22 17:54:38;5526.0;2024-04-22 17:54:38
19871;953;;Completed;100;2022-12-17 07:15:53;2023-03-13 07:15:53;2070.0;2023-03-13 07:15:53
9261;2073;933.0;InProgress;62;2025-04-02 16:34:13;2025-07-20 16:34:13;109.0;
12647;598;3896.0;Completed;100;2025-04-18 10:32:01;2025-05-30 10:32:01;1578.0;2025-05-30 10:32:01
21687;1047;3426.0;InProgress;56;2025-06-27 02:13:41;2025-10-14 02:13:41;2152.0;
5179;496;725.0;InProgress;18;2022-09-13 21:13:22;;3018.0;
610;1612;2432.0;Completed;999;2025-02-21 04:01:46;;6505.0;2025-03-09 04:01:46
16188;210;33.0;InProgress;21;2024-11-04 05:04:55;2025-02-25 05:04:55;3114.0;
3535;1583;4345.0;Completed;100;2025-12-20 20:58:16;2026-01-04 20:58:16;2502.0;2026-01-04 20:58:16
4571;352;2162.0;InProgress;14;2024-10-01 05:59:43;2024-12-27 05:59:43;;
19685;409;431.0;NotStarted;0;;;;
4512;754;4408.0;Completed;100;2025-05-21 22:44:20;2025-07-13 22:44:20;5452.0;2025-07-13 22:44:20
11986;1958;3773.0;NotStarted;0;;;;
7973;2047;3379.0;Completed;101;2025-02-08 09:31:29;2025-04-13 09:31:29;5536.0;2025-04-13 09:31:29
8218;1255;3675.0;Completed;100;2025-09-17 13:46:52;2025-11-17 13:46:52;2002.0;2025-11-17 13:46:52
27191;1274;781.0;InProgress;9;2025-01-20 22:31:55;2025-03-16 22:31:55;2830.0;
6628;280;2197.0;Completed;100;2025-12-31 21:49:00;2026-04-08 21:49:00;5614.0;2026-04-08 21:49:00
8863;1154;2500.0;NotStarted;0;;;;
22723;956;3074.0;Completed;100;2024-11-29 08:19:25;2025-03-29 08:19:25;5946.0;2025-03-29 08:19:25
16699;1617;2401.0;Completed;100;2024-11-08 08:35:57;2024-12-22 08:35:57;1949.0;2024-12-22 08:35:57
25769;367;1891.0;Completed;100;2024-12-08 13:34:16;2025-01-01 13:34:16;4280.0;2025-01-01 13:34:16
9942;965;3120.0;Completed;100;2023-04-22 18:12:05;2023-05-26 18:12:05;739.0;2023-05-26 18:12:05
5795;349;3438.0;InProgress;91;2023-06-21 01:04:20;2023-10-11 01:04:20;3137.0;
18693;1929;2649.0;Completed;100;2022-06-17 02:56:07;2022-07-01 02:56:07;4785.0;2022-07-01 02:56:07
2243;471;2081.0;NotStarted;0;;;;
24541;9300;309.0;InProgress;68;2022-12-30 03:35:05;2023-03-14 03:35:05;643.0;
648;9422;3989.0;InProgress;20;2023-07-21 21:46:28;2023-10-14 21:46:28;1304.0;
25691;654;4053.0;Completed;100;2025-10-01 22:53:46;2026-01-11 22:53:46;4103.0;2026-01-11 22:53:46
25996;824;3012.0;Completed;100;2025-03-20 18:47:20;;6465.0;2025-03-28 18:47:20
13919;677;3521.0;Completed;100;2022-11-28 06:59:30;2023-03-15 06:59:30;5553.0;2023-03-15 06:59:30
20077;1314;2952.0;Completed;100;2024-07-12 19:49:02;2024-09-08 19:49:02;4049.0;2024-09-08 19:49:02
8836;281;1799.0;Completed;100;2024-07-14 10:27:10;2024-09-06 10:27:10;6512.0;2024-09-06 10:27:10
4855;445;2780.0;Completed;100;2024-04-08 09:45:29;2024-07-30 09:45:29;3565.0;2024-07-30 09:45:29
619;314;2432.0;NotStarted;0;;;;
13001;235;3774.0;InProgress;51;2023-02-03 10:17:25;2023-04-28 10:17:25;2984.0;
11628;378;4204.0;InProgress;80;2024-05-29 23:52:02;2024-07-01 23:52:02;3334.0;
18295;495;4895.0;Completed;100;2026-01-19 19:33:21;2026-04-07 19:33:21;1278.0;2026-04-07 19:33:21
17604;914;1904.0;Completed;100;2023-12-21 18:22:12;2024-04-17 18:22:12;4739.0;2024-04-17 18:22:12
7492;327;3940.0;Completed;100;2025-12-08 20:13:17;2026-01-18 20:13:17;6817.0;2026-01-18 20:13:17
5992;1293;1625.0;Completed;100;2022-09-29 02:02:27;2023-01-18 02:02:27;831.0;2023-01-18 02:02:27
2413;2103;986.0;Completed;100;2024-08-08 08:00:15;2024-08-18 08:00:15;4868.0;2024-08-18 08:00:15
26421;9179;924.0;Completed;100;2025-08-01 03:20:54;2025-11-28 03:20:54;5646.0;2025-11-28 03:20:54
4267;2143;3785.0;Completed;100;2023-12-31 03:11:35;2024-01-07 03:11:35;3287.0;2024-01-07 03:11:35
23857;1043;3857.0;NotStarted;0;;;;
22632;1862;3161.0;Completed;100;2025-12-15 12:06:58;2026-03-16 12:06:58;3847.0;2026-03-16 12:06:58
5534;727;200.0;InProgress;101;2024-11-06 20:23:43;2024-12-29 20:23:43;1126.0;
21213;1999;3445.0;Completed;100;2022-09-29 20:51:15;2022-09-29 20:51:15;4676.0;2022-09-29 20:51:15
6624;1111;2197.0;Completed;100;2024-01-11 04:01:31;2024-03-29 04:01:31;1806.0;2024-03-29 04:01:31
8257;1987;1191.0;Completed;100;2023-11-06 19:00:09;2024-02-02 19:00:09;3478.0;2024-02-02 19:00:09
16439;1274;602.0;Completed;100;2025-02-11 14:58:56;2025-02-28 14:58:56;2564.0;2025-02-28 14:58:56
18489;1700;122.0;Completed;100;2024-09-18 08:31:32;2024-12-26 08:31:32;5512.0;2024-12-26 08:31:32
3683;1018;3470.0;InProgress;19;2023-12-18 01:59:47;2024-03-12 01:59:47;;
16057;862;3723.0;Completed;100;2024-01-14 10:01:12;2024-03-30 10:01:12;4084.0;2024-03-30 10:01:12
7734;2066;520.0;Completed;100;2024-05-18 23:03:52;2024-09-08 23:03:52;5966.0;2024-09-08 23:03:52
6450;1964;2452.0;InProgress;26;2023-04-02 00:02:17;2023-05-26 00:02:17;3514.0;
26017;1215;2461.0;InProgress;25;2023-03-29 09:17:39;2023-05-22 09:17:39;3469.0;
7511;166;1864.0;Completed;100;2024-10-28 08:45:11;2025-01-04 08:45:11;341.0;2025-01-04 08:45:11
10528;1703;4588.0;InProgress;93;2023-03-14 21:54:32;2023-05-05 21:54:32;148.0;
8847;1769;;InProgress;63;2023-06-17 00:24:06;;2850.0;
15756;1154;4388.0;InProgress;9;2023-09-25 05:01:00;2024-01-19 05:01:00;733.0;
17643;2104;3681.0;NotStarted;0;;;;
4547;495;4826.0;InProgress;8;2022-09-24 05:41:24;2022-11-22 05:41:24;2865.0;
14942;1249;824.0;Completed;100;2024-10-20 17:26:12;2024-10-20 17:26:12;;2024-10-20 17:26:12
12621;1090;1189.0;InProgress;67;2025-09-14 04:42:49;;3026.0;
6240;1043;686.0;InProgress;89;2024-07-12 09:59:31;2024-11-03 09:59:31;1798.0;
26818;84;1660.0;Completed;100;2023-08-20 05:06:22;2023-12-16 05:06:22;1539.0;2023-12-16 05:06:22
14860;723;3755.0;NotStarted;0;;;;
17541;1424;2470.0;InProgress;57;2025-09-03 02:12:01;2025-09-06 02:12:01;1238.0;
10617;1077;1203.0;NotStarted;0;;;;
10814;2051;3882.0;InProgress;27;2023-12-05 12:55:07;2024-01-29 12:55:07;707.0;
22031;9296;2440.0;InProgress;52;2022-06-08 10:36:41;2022-09-12 10:36:41;3511.0;
7997;1520;1339.0;Completed;100;2024-03-08 13:15:53;2024-03-14 13:15:53;;2024-03-14 13:15:53
7456;1831;2426.0;InProgress;82;2025-09-07 11:03:05;2025-10-10 11:03:05;2472.0;
323;623;1017.0;Completed;84;2025-09-04 17:40:52;2025-11-08 17:40:52;842.0;2025-11-08 17:40:52
8266;708;2290.0;Completed;100;2024-04-25 17:57:57;2024-07-17 17:57:57;5320.0;2024-07-17 17:57:57
21451;896;564.0;Completed;100;2023-01-05 15:05:47;2023-03-26 15:05:47;4912.0;2023-03-26 15:05:47
8565;1941;4795.0;Completed;100;2024-06-26 22:21:44;2024-07-22 22:21:44;4906.0;2024-07-22 22:21:44
14619;552;2348.0;Completed;100;2024-08-20 18:56:16;2024-10-02 18:56:16;2797.0;2024-10-02 18:56:16
21952;36;1876.0;InProgress;49;2025-09-14 23:16:05;2025-09-26 23:16:05;776.0;
8977;85;4887.0;NotStarted;0;;;;
7742;1765;991.0;Completed;100;2023-01-01 03:17:19;2023-02-09 03:17:19;6335.0;2023-02-09 03:17:19
13898;1169;1650.0;Completed;61;2025-03-09 08:01:57;2025-05-07 08:01:57;2765.0;2025-05-07 08:01:57
3994;342;1226.0;Completed;100;2022-09-07 02:33:36;2022-12-10 02:33:36;4597.0;2022-12-10 02:33:36
14425;452;462.0;Completed;100;2024-10-19 05:06:43;2024-10-29 05:06:43;;2024-10-29 05:06:43
876;85;4226.0;Completed;100;2024-09-06 19:13:24;2024-09-18 19:13:24;6549.0;2024-09-18 19:13:24
1119;1633;789.0;Completed;100;2023-12-31 14:09:51;2024-03-07 14:09:51;5327.0;2024-03-07 14:09:51
5544;1987;200.0;NotStarted;0;;;;
14168;447;770.0;Completed;100;2024-04-07 08:42:55;2024-07-06 08:42:55;5044.0;2024-07-06 08:42:55
14745;1303;1451.0;Completed;100;2023-02-12 23:23:07;2023-04-03 23:23:07;4930.0;2023-04-03 23:23:07
12292;925;2590.0;InProgress;46;2022-06-08 18:10:55;2022-07-29 18:10:55;2425.0;
24482;1862;4707.0;Completed;100;2025-01-25 07:50:30;2025-04-07 07:50:30;6688.0;2025-04-07 07:50:30
19544;539;4833.0;Completed;100;2024-10-28 04:48:51;2025-02-03 04:48:51;4472.0;2025-02-03 04:48:51
24148;1442;4938.0;InProgress;65;2024-09-28 16:10:46;2024-10-12 16:10:46;1260.0;
11841;2074;1858.0;Completed;100;2025-05-06 10:57:49;2025-07-12 10:57:49;4409.0;2025-07-12 10:57:49
729;1465;3737.0;Completed;100;2025-08-16 19:31:49;;2709.0;2025-08-19 19:31:49
16310;620;2897.0;Completed;100;2022-12-27 00:59:04;2023-02-25 00:59:04;6169.0;2023-02-25 00:59:04
15843;1605;905.0;Completed;100;2023-07-08 07:48:25;;553.0;2023-07-24 07:48:25
1934;1519;2455.0;InProgress;61;2024-09-19 00:44:12;2024-11-06 00:44:12;499.0;
2060;2048;3142.0;InProgress;72;2023-05-08 10:45:20;2023-05-15 10:45:20;1672.0;
18689;552;2649.0;InProgress;37;2025-01-10 11:01:11;2025-04-30 11:01:11;2566.0;
15074;1544;1234.0;Completed;100;2025-07-03 06:33:38;2025-09-16 06:33:38;4462.0;2025-09-16 06:33:38
26937;754;2424.0;Completed;100;2023-12-01 15:28:53;2024-03-23 15:28:53;1178.0;2024-03-23 15:28:53
15408;904;3928.0;NotStarted;0;;;;
3295;99;3068.0;Completed;100;2024-04-16 12:10:37;2024-08-07 12:10:37;894.0;2024-08-07 12:10:37
20717;620;579.0;InProgress;13;2023-02-21 01:18:50;2023-04-10 01:18:50;1096.0;
21496;683;3026.0;NotStarted;999;;;;
21697;381;1689.0;InProgress;57;2022-09-08 05:42:51;2022-11-06 05:42:51;3401.0;
14493;755;985.0;InProgress;28;2023-08-25 18:23:17;2023-12-08 18:23:17;3547.0;
26192;1469;2118.0;Completed;100;2023-10-11 10:42:11;2023-12-19 10:42:11;3507.0;2023-12-19 10:42:11
22127;426;2606.0;Completed;100;2024-02-12 10:09:24;2024-02-28 10:09:24;5096.0;2024-02-28 10:09:24
20697;1173;1204.0;InProgress;90;2022-07-12 12:46:22;2022-09-07 12:46:22;3262.0;
15197;394;3468.0;InProgress;21;2022-10-09 09:05:19;2022-10-27 09:05:19;238.0;
5377;1720;4979.0;NotStarted;0;;;;
22143;2143;251.0;Completed;100;2023-06-18 06:32:49;2023-07-05 06:32:49;2577.0;2023-07-05 06:32:49
19958;1338;428.0;Completed;100;2022-09-30 20:16:03;2023-01-21 20:16:03;2761.0;2023-01-21 20:16:03
20325;1259;2732.0;NotStarted;0;;;;
19136;1085;;Completed;100;2023-11-18 04:47:46;2024-02-06 04:47:46;2735.0;2024-02-06 04:47:46
2448;1459;4187.0;Completed;100;2024-06-26 13:51:18;2024-10-23 13:51:18;;2024-10-23 13:51:18
1226;1428;2670.0;Completed;100;2025-08-31 17:25:08;2025-11-08 17:25:08;2606.0;2025-11-08 17:25:08
10761;1617;2788.0;Completed;100;2022-06-06 02:32:46;2022-09-17 02:32:46;6942.0;2022-09-17 02:32:46
5040;1188;3620.0;NotStarted;0;;;;
21244;1178;547.0;Completed;100;2022-06-20 10:15:07;2022-08-27 10:15:07;7070.0;2022-08-27 10:15:07
13876;667;1734.0;Completed;100;2024-06-11 19:14:47;2024-06-19 19:14:47;2641.0;2024-06-19 19:14:47
19667;502;1384.0;InProgress;6;2023-04-17 18:13:39;2023-07-12 18:13:39;759.0;
25355;9838;2353.0;InProgress;91;2024-08-19 10:57:03;2024-11-12 10:57:03;2044.0;
8919;426;;Completed;100;2025-01-05 16:25:21;2025-02-17 16:25:21;2802.0;2025-02-17 16:25:21
10118;1663;3854.0;InProgress;48;2024-09-09 17:16:16;2024-09-23 17:16:16;;
19018;1677;3772.0;Completed;100;2023-11-20 20:59:13;2024-02-24 20:59:13;6472.0;2024-02-24 20:59:13
10451;85;837.0;Completed;100;2025-06-16 16:21:39;2025-06-17 16:21:39;6115.0;2025-06-17 16:21:39
11747;496;1880.0;InProgress;85;2025-05-20 15:34:46;2025-07-23 15:34:46;1306.0;
6089;477;1424.0;Completed;100;2022-11-22 22:27:36;2022-12-27 22:27:36;4861.0;2022-12-27 22:27:36
25634;1905;900.0;InProgress;36;2024-08-26 23:25:08;2024-10-14 23:25:08;135.0;
13625;1230;1093.0;InProgress;48;2022-10-24 16:48:53;2022-12-29 16:48:53;520.0;
26825;1612;1660.0;Completed;100;2022-09-13 08:03:58;2022-12-14 08:03:58;1939.0;2022-12-14 08:03:58
13511;778;199.0;Completed;100;2023-10-31 20:20:10;2023-12-09 20:20:10;422.0;2023-12-09 20:20:10
8973;1765;4887.0;NotStarted;0;;;;
8201;9824;2083.0;InProgress;12;2022-08-21 21:00:22;2022-12-13 21:00:22;2192.0;
8567;1046;4795.0;Completed;100;2023-03-12 17:31:14;2023-06-06 17:31:14;2566.0;2023-06-06 17:31:14
6053;1432;3600.0;NotStarted;0;;;;
23379;1335;3869.0;Completed;150;2025-07-11 03:00:48;2025-11-04 03:00:48;3006.0;2025-11-04 03:00:48
10839;74;1305.0;Completed;100;2023-08-17 01:59:40;2023-11-29 01:59:40;1343.0;2023-11-29 01:59:40
4769;562;;Completed;100;2026-01-04 00:26:22;2026-02-22 00:26:22;2283.0;2026-02-22 00:26:22
20221;496;857.0;Completed;100;2022-10-12 06:43:29;2022-11-25 06:43:29;4509.0;2022-11-25 06:43:29
1471;1666;3797.0;InProgress;44;2025-03-15 15:31:09;2025-05-17 15:31:09;3344.0;
21035;394;2933.0;Completed;100;2025-07-23 20:24:20;;3519.0;2025-08-13 20:24:20
20707;1295;579.0;Completed;100;2023-04-13 02:20:30;2023-08-01 02:20:30;4372.0;2023-08-01 02:20:30
196;1545;2359.0;Completed;100;2023-10-25 20:25:47;2023-11-28 20:25:47;3325.0;2023-11-28 20:25:47
6844;552;;Completed;100;2025-12-08 21:55:27;2026-03-01 21:55:27;1457.0;2026-03-01 21:55:27
27129;1441;2763.0;InProgress;42;2023-12-11 15:47:42;2024-02-11 15:47:42;1008.0;
23946;422;4385.0;InProgress;49;2023-01-15 22:56:14;2023-01-27 22:56:14;865.0;
3631;1302;1901.0;Completed;100;2025-12-25 12:34:07;2026-02-08 12:34:07;1246.0;2026-02-08 12:34:07
17578;668;2210.0;Completed;63;2025-12-18 03:03:52;2026-01-23 03:03:52;2727.0;2026-01-23 03:03:52
18922;198;3613.0;Completed;100;2022-06-11 15:33:11;2022-08-05 15:33:11;6905.0;2022-08-05 15:33:11
3015;1664;4958.0;Completed;100;2025-01-29 10:21:19;2025-02-28 10:21:19;6509.0;2025-02-28 10:21:19
13177;663;784.0;Completed;100;2023-07-29 10:02:41;2023-10-21 10:02:41;2302.0;2023-10-21 10:02:41
3174;1875;2673.0;Completed;100;2023-09-26 19:24:33;2024-01-02 19:24:33;3202.0;2024-01-02 19:24:33
14063;358;4728.0;InProgress;69;2024-02-15 05:44:21;;1461.0;
3530;9273;4345.0;Completed;100;2025-03-30 18:44:20;2025-07-28 18:44:20;3626.0;2025-07-28 18:44:20
7573;276;634.0;Completed;100;2025-07-25 09:41:42;2025-11-06 09:41:42;;2025-11-06 09:41:42
16903;537;916.0;Completed;100;2022-10-06 02:29:42;2022-10-13 02:29:42;3604.0;2022-10-13 02:29:42
10837;1664;1305.0;NotStarted;0;;;;
26606;85;556.0;Completed;100;2024-02-19 16:09:41;2024-04-26 16:09:41;3904.0;2024-04-26 16:09:41
4254;1210;1850.0;NotStarted;0;;;;
11860;1881;3680.0;Completed;999;2023-10-28 19:22:40;2024-02-17 19:22:40;1735.0;2024-02-17 19:22:40
25684;381;352.0;Completed;100;2025-11-16 17:48:23;2025-12-05 17:48:23;1763.0;2025-12-05 17:48:23
15055;1046;2278.0;Completed;100;2025-09-05 20:09:53;2025-09-26 20:09:53;;2025-09-26 20:09:53
25318;2189;2624.0;NotStarted;0;;;;
19644;1552;1823.0;Completed;100;2025-05-23 05:14:09;2025-08-12 05:14:09;2399.0;2025-08-12 05:14:09
2261;1312;2740.0;NotStarted;0;;;;
17434;1173;664.0;InProgress;55;2025-10-15 03:31:05;2025-12-11 03:31:05;1791.0;
24399;1375;4186.0;Completed;100;2024-02-25 04:13:47;2024-06-16 04:13:47;5973.0;2024-06-16 04:13:47
779;213;192.0;NotStarted;0;;;;
8580;562;;InProgress;62;2022-10-19 12:40:17;2022-12-23 12:40:17;;
15784;480;486.0;Completed;100;2022-09-24 22:10:23;2022-10-23 22:10:23;2343.0;2022-10-23 22:10:23
20006;1958;607.0;Completed;100;2023-10-22 22:42:31;;5015.0;2023-11-11 22:42:31
13526;539;199.0;Completed;100;2024-12-12 10:14:15;2024-12-25 10:14:15;3476.0;2024-12-25 10:14:15
25474;727;2074.0;InProgress;95;2023-04-11 16:52:05;2023-04-28 16:52:05;3348.0;
5218;909;2608.0;NotStarted;0;;;;
15916;81;999.0;InProgress;5;2025-02-11 08:41:32;2025-02-13 08:41:32;3100.0;
19559;1153;2813.0;Completed;100;2024-06-01 01:12:59;2024-09-05 01:12:59;6919.0;2024-09-05 01:12:59
6909;502;370.0;Completed;100;2025-02-15 17:57:52;2025-05-06 17:57:52;1267.0;2025-05-06 17:57:52
7063;314;;InProgress;62;2025-10-29 07:49:52;2025-11-01 07:49:52;638.0;
19157;1696;533.0;Completed;100;2023-04-03 04:43:01;2023-05-16 04:43:01;1219.0;2023-05-16 04:43:01
10553;708;1065.0;Completed;54;2025-03-30 04:04:02;2025-06-04 04:04:02;786.0;2025-06-04 04:04:02
4066;9985;2508.0;InProgress;31;2024-10-28 14:59:24;2025-01-15 14:59:24;1949.0;
24060;562;;Completed;100;2024-01-15 23:48:08;2024-03-21 23:48:08;2513.0;2024-03-21 23:48:08
9215;1553;1493.0;Completed;100;2025-01-27 21:39:19;;2063.0;2025-02-16 21:39:19
8085;1375;854.0;Completed;100;2025-01-12 21:35:31;2025-03-21 21:35:31;3586.0;2025-03-21 21:35:31
24898;9343;3815.0;Completed;100;2025-05-24 01:04:46;2025-08-21 01:04:46;6827.0;2025-08-21 01:04:46
4177;1181;3088.0;Completed;100;2024-11-09 09:25:50;2025-03-09 09:25:50;1422.0;2025-03-09 09:25:50
22919;156;1915.0;Completed;100;2023-10-21 22:44:10;2023-11-04 22:44:10;3759.0;2023-11-04 22:44:10
2320;2197;3400.0;Completed;100;2024-11-22 10:06:00;;926.0;2024-12-01 10:06:00
9989;565;978.0;Completed;100;2024-12-03 01:02:44;2025-01-23 01:02:44;1492.0;2025-01-23 01:02:44
46;1718;4322.0;InProgress;88;2023-10-25 02:34:04;2023-11-27 02:34:04;2335.0;
17314;668;3202.0;Completed;100;2026-01-14 16:29:33;2026-05-01 16:29:33;2747.0;2026-05-01 16:29:33
20011;409;2841.0;InProgress;22;2025-04-17 01:21:18;2025-05-05 01:21:18;953.0;
145;1465;3677.0;Completed;100;2024-12-04 05:25:51;2025-01-19 05:25:51;4089.0;2025-01-19 05:25:51
8710;956;4579.0;InProgress;30;2025-04-23 22:28:21;2025-04-30 22:28:21;1507.0;
7850;2194;3863.0;InProgress;86;2023-04-19 12:56:13;2023-05-24 12:56:13;;
4706;175;817.0;Completed;100;2026-01-13 15:08:06;2026-02-11 15:08:06;5723.0;2026-02-11 15:08:06
7934;906;1653.0;Completed;100;2025-03-27 17:52:47;2025-06-29 17:52:47;2693.0;2025-06-29 17:52:47
14068;1311;142.0;NotStarted;0;;;;
4940;1876;657.0;NotStarted;0;;;;
20785;1659;4596.0;InProgress;29;2024-11-29 05:48:15;2025-02-04 05:48:15;2832.0;
2619;778;2362.0;Completed;100;2024-01-11 18:18:57;2024-04-14 18:18:57;2736.0;2024-04-14 18:18:57
8695;246;4168.0;InProgress;57;2023-06-22 03:19:49;2023-07-06 03:19:49;309.0;
8894;1766;3783.0;Completed;100;2024-01-31 02:43:08;2024-03-19 02:43:08;6116.0;2024-03-19 02:43:08
4486;1037;735.0;Completed;100;2023-10-18 06:57:21;2023-12-02 06:57:21;1488.0;2023-12-02 06:57:21
9701;142;3710.0;InProgress;53;2024-08-15 16:16:46;2024-10-13 16:16:46;3353.0;
12071;1612;658.0;NotStarted;0;;;;
25044;9212;4295.0;InProgress;34;2022-10-30 03:04:50;2022-11-12 03:04:50;2787.0;
16633;1262;1562.0;InProgress;17;2025-02-09 22:49:23;2025-04-15 22:49:23;;
16825;1873;71.0;Completed;100;2025-09-09 01:00:20;2025-12-23 01:00:20;1364.0;2025-12-23 01:00:20
1033;1127;2558.0;Completed;100;2023-08-14 09:02:07;2023-11-05 09:02:07;3030.0;2023-11-05 09:02:07
22673;598;1423.0;Completed;100;2025-03-31 14:52:40;2025-06-20 14:52:40;2956.0;2025-06-20 14:52:40
9915;1766;3330.0;Completed;100;2025-12-13 00:36:42;2025-12-15 00:36:42;481.0;2025-12-15 00:36:42
