Id;QuizId;StudentId;AttemptNumber;StartedAt;SubmittedAt;Score;MaxScore;ScorePercent;Status;IsGraded;GradedById;GradedAt;TimeSpentSeconds
4402;893;2002;2;2023-07-18 03:07:42;2023-07-18 03:29:44;;10;;InProgress;0;15.0;2023-07-20 03:29:44;1322.0
5189;1719;1832;1;2025-03-20 09:04:09;2025-03-20 09:18:40;2.3;50;4.6;Completed;1;15.0;;871.0
730;1048;1264;1;2022-07-11 07:56:03;2022-07-11 08:02:57;;25;;Abandoned;0;14.0;;414.0
6032;1079;3253;2;2024-01-31 01:06:32;2024-01-31 01:39:35;;10;;Abandoned;0;5.0;2024-01-31 23:39:35;1983.0
8230;1508;1153;1;2023-03-14 17:48:45;2023-03-14 18:06:14;42.8;50;85.6;Completed;1;4.0;2023-03-15 18:06:14;1049.0
9522;802;1476;2;2022-07-02 05:18:08;2022-07-02 05:38:12;7.4;25;29.6;Completed;1;13.0;2022-07-03 21:38:12;1204.0
7461;954;2035;2;2023-05-09 06:02:37;2023-05-09 06:19:13;9.3;10;93.0;Completed;1;;2023-05-11 03:19:13;996.0
1499;1048;3039;2;2024-05-29 00:50:17;2024-05-29 01:13:36;12.8;25;51.2;Completed;1;8.0;2024-05-30 20:13:36;1399.0
3620;560;3237;1;2025-07-11 08:50:28;2025-07-11 10:09:07;;100;;Abandoned;0;2.0;2025-07-13 10:09:07;4719.0
9080;1505;912;1;2023-02-23 19:49:16;2023-02-23 19:58:32;;100;;Abandoned;0;9.0;2023-02-24 06:58:32;556.0
1974;846;1535;2;2025-04-24 21:06:04;2025-04-24 21:11:26;7.6;10;76.0;Completed;0;1.0;2025-04-24 23:11:26;322.0
9342;2192;443;1;2024-03-07 03:39:53;2024-03-07 03:59:41;;20;;Abandoned;0;;2024-03-07 04:59:41;1188.0
4314;1564;201;2;2025-02-26 12:43:14;2025-02-26 12:59:45;4.6;10;46.0;Completed;0;5.0;2025-02-28 08:59:45;
1481;1719;1086;1;2022-09-07 13:31:41;2022-09-07 14:05:43;4.2;50;8.4;Completed;0;;;2042.0
1140;446;286;1;2024-01-01 08:04:52;2024-01-01 08:50:10;;100;;InProgress;0;8.0;2024-01-01 12:50:10;2718.0
10527;1885;1231;1;2025-04-26 20:35:59;2025-04-26 20:46:09;90.5;100;90.5;Completed;1;;2025-04-27 09:46:09;610.0
3875;1042;871;2;2023-12-13 18:07:25;2023-12-13 18:56:25;4.8;20;24.0;Completed;1;;2023-12-14 16:56:25;2940.0
6982;446;2547;1;2024-07-12 16:24:04;2024-07-12 17:14:09;;100;;InProgress;0;13.0;2024-07-14 09:14:09;3005.0
7621;1264;4089;1;2023-06-11 06:38:59;2023-06-11 07:12:56;1.4;10;14.0;Completed;1;6.0;2023-06-13 05:12:56;2037.0
7815;576;3414;1;2023-05-03 00:00:42;2023-05-03 00:08:33;;25;;InProgress;0;;2023-05-03 12:08:33;471.0
1777;1938;303;2;2024-11-12 03:08:38;2024-11-12 03:37:39;;10;;InProgress;0;11.0;2024-11-12 18:37:39;1741.0
3640;595;2554;2;2023-02-21 07:08:50;2023-02-21 07:33:01;88.9;100;88.9;Completed;1;;2023-02-21 21:33:01;1451.0
8603;1916;1809;1;2023-04-04 18:10:06;2023-04-04 18:30:41;17.0;20;85.0;Completed;0;15.0;2023-04-06 07:30:41;1235.0
3049;1493;1329;3;2023-11-21 07:56:17;2023-11-21 08:33:36;;10;;Abandoned;0;;;2239.0
4979;518;600;1;2023-04-14 11:19:23;2023-04-14 11:32:26;3.3;25;13.2;Completed;0;12.0;;783.0
10460;1351;4052;3;2025-05-31 04:15:47;2025-05-31 04:37:21;;10;;Abandoned;0;3.0;2025-05-31 15:37:21;1294.0
10773;1659;2345;2;2024-08-19 15:10:19;2024-08-19 15:23:28;19.0;25;76.0;Completed;1;;2024-08-21 04:23:28;789.0
5397;646;1851;1;2022-10-16 10:47:27;2022-10-16 10:48:56;24.5;100;24.5;Completed;1;13.0;;89.0
2515;87;1373;1;2023-09-02 15:44:27;2023-09-02 15:58:04;;25;;InProgress;0;;;817.0
9311;1841;917;1;2025-10-07 14:12:26;2025-10-07 14:25:36;;50;;InProgress;0;13.0;2025-10-08 11:25:36;790.0
6450;559;3330;2;2025-08-13 02:25:58;2025-08-13 02:31:36;;25;;InProgress;0;10.0;;338.0
2446;2003;1854;1;2024-05-03 13:07:26;2024-05-03 14:36:26;;25;;Abandoned;0;;2024-05-03 21:36:26;5340.0
5531;1246;4715;1;2025-02-07 05:45:13;2025-02-07 05:51:12;;50;;InProgress;0;10.0;2025-02-07 08:51:12;359.0
9002;411;1200;1;2023-04-09 08:53:28;2023-04-09 09:00:46;8.4;20;42.0;Completed;1;;;438.0
2428;887;3064;2;2023-08-03 19:57:32;2023-08-03 20:27:04;4.5;20;22.5;Completed;0;4.0;;1772.0
8508;1890;2861;3;2024-12-17 08:28:27;2024-12-17 08:39:01;;50;;InProgress;0;13.0;;634.0
2946;510;121;1;2024-10-29 11:08:20;2024-10-29 11:50:52;49.0;50;98.0;Completed;1;;2024-10-30 18:50:52;2552.0
8989;21;4056;1;2024-05-05 14:36:06;2024-05-05 14:54:56;87.9;100;87.9;Completed;1;;;1130.0
4323;1008;201;1;2024-12-05 11:03:55;2024-12-05 11:05:55;7.6;10;76.0;Completed;1;;2024-12-05 16:05:55;120.0
10985;795;840;1;2025-03-01 19:56:29;2025-03-01 20:12:17;3.8;20;19.0;Completed;1;10.0;;948.0
6629;893;4572;1;2024-11-15 18:45:34;2024-11-15 18:55:36;9.6;10;96.0;Completed;1;6.0;2024-11-16 13:55:36;602.0
4712;2114;4167;1;2024-01-16 12:15:33;2024-01-16 12:19:21;;20;;InProgress;0;13.0;2024-01-17 03:19:21;
11132;886;9533;1;2024-05-01 00:00:00;;;20;;InProgress;0;;;
6967;1371;1622;1;2022-08-14 18:09:08;2022-08-14 18:30:46;;50;;Abandoned;0;14.0;2022-08-15 09:30:46;1298.0
5451;986;4450;1;2023-08-18 06:02:55;2023-08-18 06:22:34;7.4;25;29.6;Completed;1;14.0;2023-08-19 22:22:34;1179.0
9362;1080;837;2;2023-03-23 21:41:56;2023-03-23 22:07:08;43.0;100;43.0;Completed;0;6.0;;
7;410;1261;2;2025-01-09 09:11:14;2025-01-09 09:41:03;2.2;20;11.0;Completed;1;2.0;;1789.0
1809;1925;4651;1;2023-04-03 19:30:22;2023-04-03 19:33:28;;10;;InProgress;0;3.0;;186.0
1373;565;1451;1;2025-10-11 20:49:48;2025-10-11 20:56:58;;10;;Abandoned;0;2.0;;430.0
3766;888;2413;1;2023-03-23 13:12:06;2023-03-23 13:32:42;3.0;10;30.0;Completed;0;9.0;2023-03-25 02:32:42;1236.0
8288;277;1510;3;2025-10-29 22:12:50;2025-10-29 22:20:29;;10;;Abandoned;0;;;459.0
10027;817;4917;2;2025-08-02 10:20:07;2025-08-02 10:38:17;3.1;50;6.2;Completed;0;2.0;2025-08-03 11:38:17;1090.0
5773;893;159;1;2023-08-20 16:04:44;2023-08-20 16:24:18;6.0;10;60.0;Completed;1;;;1174.0
8700;141;984;1;2025-10-04 03:13:55;2025-10-04 04:00:21;;25;;Abandoned;0;;2025-10-05 03:00:21;2786.0
4660;87;4655;2;2023-08-05 23:18:55;2023-08-05 23:35:31;11.1;25;44.4;Completed;0;5.0;2023-08-07 00:35:31;996.0
6795;122;4413;2;2024-09-28 17:15:05;2024-09-28 17:35:00;9.1;25;36.4;Completed;1;13.0;;1195.0
10398;2140;3612;1;2023-08-02 11:38:09;2023-08-02 12:08:49;7.2;10;72.0;Completed;0;11.0;2023-08-03 07:08:49;1840.0
7745;893;3875;2;2025-11-20 11:32:14;2025-11-20 11:34:30;8.2;10;82.0;Completed;1;;;136.0
1234;985;3825;1;2026-01-29 08:53:07;2026-01-29 10:15:10;;25;;InProgress;0;;2026-01-30 21:15:10;4923.0
8110;1912;3194;1;2024-10-26 05:14:18;2024-10-26 05:31:20;;100;;Abandoned;0;;;1022.0
4131;286;2010;1;2025-11-13 10:33:49;2025-11-13 11:55:48;14.1;100;14.1;Completed;1;;2025-11-15 09:55:48;4919.0
9575;565;2625;1;2022-12-24 05:25:05;2022-12-24 05:39:51;3.9;10;39.0;Completed;0;2.0;;886.0
58;1264;3841;2;2024-07-26 14:56:14;2024-07-26 15:45:34;;10;;InProgress;0;15.0;2024-07-28 12:45:34;2960.0
5723;620;432;1;2024-10-26 17:09:30;2024-10-26 18:05:04;81.7;100;81.7;Completed;1;;2024-10-28 02:05:04;3334.0
8691;795;2514;3;2025-06-09 00:19:07;2025-06-09 00:50:54;19.5;20;97.5;Completed;1;;2025-06-10 13:50:54;1907.0
6076;1508;2761;2;2025-07-27 00:08:34;2025-07-27 00:55:41;;50;;Abandoned;0;;2025-07-27 08:55:41;2827.0
37;646;636;1;2023-07-27 09:24:25;2023-07-27 09:29:27;;100;;Abandoned;0;14.0;;302.0
10956;1503;3124;1;2023-01-28 13:26:23;2023-01-28 14:03:07;;10;;InProgress;0;;2023-01-28 16:03:07;2204.0
7478;587;4745;1;2023-02-27 16:50:57;2023-02-27 17:04:26;;20;;InProgress;0;2.0;;809.0
5922;2079;3324;2;2022-12-25 02:57:02;2022-12-25 03:55:02;6.4;20;32.0;Completed;1;13.0;2022-12-25 04:55:02;3480.0
4044;328;3899;3;2025-02-18 07:44:36;2025-02-18 07:52:08;0.9;20;4.5;Completed;1;;2025-02-20 01:52:08;452.0
751;887;16;2;2022-08-13 21:49:10;2022-08-13 22:26:52;;20;;Abandoned;0;;;2262.0
6849;1021;4051;1;2025-02-15 17:13:02;2025-02-15 17:25:58;;20;;Abandoned;0;3.0;2025-02-16 02:25:58;776.0
1926;1190;4633;3;2022-07-03 12:51:27;2022-07-03 12:59:43;5.3;10;53.0;Completed;0;;;496.0
9876;327;2607;1;2023-06-21 00:40:24;2023-06-21 01:02:17;4.7;25;18.8;Completed;1;14.0;2023-06-21 10:02:17;1313.0
806;1589;2599;1;2023-05-29 12:05:22;2023-05-29 12:13:54;;20;;Abandoned;0;11.0;2023-05-31 02:13:54;512.0
11195;1493;116;1;2025-08-31 02:42:20;2025-08-31 03:29:16;8.8;10;88.0;Completed;1;1.0;2025-09-01 04:29:16;2816.0
9086;1719;1180;1;2024-07-14 14:25:33;2024-07-14 14:30:53;;50;;InProgress;0;1.0;2024-07-14 17:30:53;320.0
6943;1677;3657;2;2022-10-19 16:35:29;2022-10-19 16:40:08;;10;;InProgress;0;;2022-10-20 18:40:08;279.0
7024;1508;3487;2;2023-02-01 20:18:33;2023-02-01 20:23:23;31.1;50;62.2;Completed;1;11.0;;290.0
6256;687;2274;1;2023-02-06 19:14:04;2023-02-06 19:31:41;;25;;Abandoned;0;;;1057.0
2822;286;1562;1;2023-10-19 19:39:35;2023-10-19 19:54:22;74.4;100;74.4;Completed;0;9.0;2023-10-21 19:54:22;887.0
1270;1503;4606;1;2023-10-28 18:51:40;2023-10-28 19:31:51;3.8;10;38.0;Completed;1;3.0;;
2874;1151;1550;1;2025-02-04 11:00:56;2025-02-04 11:04:42;;25;;InProgress;0;;2025-02-05 18:04:42;226.0
4408;1667;94;1;2022-09-01 02:11:40;2022-09-01 02:26:27;16.0;50;32.0;Completed;1;4.0;2022-09-02 16:26:27;887.0
561;222;2973;1;2023-10-29 23:30:06;2023-10-29 23:42:10;14.6;50;29.2;Completed;0;6.0;2023-10-31 21:42:10;724.0
5471;1175;4120;1;2023-05-28 01:51:03;2023-05-28 03:06:35;3.3;20;16.5;Completed;1;7.0;2023-05-29 00:06:35;4532.0
1779;745;163;1;2024-09-15 20:16:29;2024-09-15 20:42:24;;10;;Abandoned;0;2.0;2024-09-16 10:42:24;1555.0
4494;1869;299;1;2022-12-31 14:18:01;2022-12-31 14:20:12;;100;;InProgress;0;;2023-01-02 13:20:12;131.0
10124;1607;3518;3;2024-03-25 20:14:44;2024-03-25 20:20:17;5.8;20;29.0;Completed;0;12.0;2024-03-27 09:20:17;333.0
8410;559;4875;1;2022-06-23 19:18:58;2022-06-23 19:53:01;0.9;25;3.6;Completed;0;14.0;2022-06-24 16:53:01;2043.0
4649;1912;3961;1;2024-05-02 12:11:29;2024-05-02 12:22:53;35.4;100;35.4;Completed;1;;;684.0
10030;1115;4373;1;2025-09-05 07:55:11;2025-09-05 08:04:46;;10;;InProgress;0;8.0;2025-09-06 18:04:46;575.0
9073;954;42;3;2025-08-14 13:08:08;2025-08-14 13:10:47;;10;;InProgress;0;7.0;2025-08-16 07:10:47;159.0
959;1972;1965;2;2023-01-25 11:14:53;2023-01-25 11:26:33;23.6;100;23.6;Completed;0;9.0;2023-01-26 16:26:33;700.0
8316;448;1098;1;2025-05-17 20:19:47;2025-05-17 20:41:23;54.9;100;54.9;Completed;1;5.0;2025-05-19 16:41:23;1296.0
8721;1864;3026;1;2024-06-26 11:05:45;2024-06-26 11:27:47;;100;;Abandoned;0;13.0;2024-06-28 08:27:47;1322.0
2535;954;291;2;2024-02-06 03:12:56;2024-02-06 03:31:55;;10;;Abandoned;0;14.0;2024-02-07 00:31:55;1139.0
3392;939;2179;1;2024-04-21 23:30:50;2024-04-21 23:46:32;36.0;10;360.0;Completed;1;7.0;2024-04-23 15:46:32;942.0
2129;327;288;1;2024-11-18 07:31:56;2024-11-18 07:55:00;18.4;25;73.6;Completed;1;;;1384.0
1218;1048;4872;2;2022-08-29 07:43:13;2022-08-29 07:51:49;24.9;25;99.6;Completed;1;;;516.0
146;1080;2669;2;2025-09-24 15:46:27;2025-09-24 16:03:24;;100;;InProgress;0;;2025-09-24 17:03:24;1017.0
10661;11;445;3;2022-10-18 13:50:13;2022-10-18 15:24:58;;50;;InProgress;0;7.0;2022-10-20 00:24:58;5685.0
7064;535;2049;1;2024-04-09 12:50:21;2024-04-09 13:26:39;6.7;25;26.8;Completed;1;8.0;;2178.0
9014;878;1690;1;2023-04-28 05:08:13;2023-04-28 05:10:27;44.3;50;88.6;Completed;1;7.0;2023-04-29 19:10:27;134.0
7051;1190;3255;1;2023-05-31 20:36:13;2023-05-31 20:38:09;;10;;InProgress;0;8.0;2023-06-01 04:38:09;116.0
5197;939;948;1;2025-06-20 00:11:59;2025-06-20 01:09:26;;10;;Abandoned;0;14.0;2025-06-20 21:09:26;3447.0
7458;1508;3795;1;2023-04-13 17:49:02;2023-04-13 18:06:31;10.7;50;21.4;Completed;1;;2023-04-14 07:06:31;1049.0
678;1070;1034;1;2023-06-13 00:47:01;2023-06-13 01:04:20;5.6;25;22.4;Completed;0;11.0;2023-06-14 23:04:20;1039.0
2163;773;2590;1;2022-06-30 01:58:45;2022-06-30 02:10:16;568.8;999;56.9;Completed;1;;2022-06-30 08:10:16;691.0
1804;518;3006;1;2023-12-04 03:13:24;2023-12-04 03:30:20;6.2;25;24.8;Completed;1;;2023-12-04 08:30:20;1016.0
1837;1505;1885;2;2023-08-07 09:35:53;2023-08-07 10:09:58;27.6;100;27.6;Completed;0;3.0;2023-08-09 05:09:58;2045.0
6995;1607;4296;2;2025-03-21 18:28:24;2025-03-21 19:20:25;13.4;20;67.0;Completed;0;14.0;2025-03-23 07:20:25;3121.0
7379;846;2837;1;2023-02-13 22:10:31;2023-02-13 22:28:32;6.4;10;64.0;Completed;1;10.0;2023-02-14 17:28:32;1081.0
9554;176;4830;1;2025-04-08 02:54:02;2025-04-08 03:24:16;6.5;10;65.0;Completed;1;8.0;2025-04-08 22:24:16;1814.0
3402;939;2611;1;2024-04-19 01:32:53;2024-04-19 02:10:32;1.1;10;11.0;Completed;1;4.0;2024-04-20 20:10:32;2259.0
2058;389;637;1;2025-11-30 19:54:19;2025-11-30 20:01:34;39.7;100;39.7;Completed;0;1.0;2025-12-01 18:01:34;
4911;1151;4618;1;2022-10-06 17:33:27;2022-10-06 17:43:42;16.5;25;66.0;Completed;0;3.0;;
7209;1080;631;2;2023-06-15 09:25:56;2023-06-15 09:59:10;99.1;100;99.1;Completed;1;;;1994.0
11020;1070;4515;1;2025-11-04 11:45:09;2025-11-04 12:09:47;;25;;InProgress;0;7.0;;1478.0
10077;296;4591;1;2022-10-18 14:46:51;2022-10-18 14:51:11;50.1;100;50.1;Completed;1;;;260.0
8645;1685;1354;3;2024-11-04 19:23:15;2024-11-04 20:05:05;3.8;10;38.0;Completed;0;;;2510.0
5259;1638;812;1;2023-10-08 07:36:18;2023-10-08 07:39:47;;-5;;InProgress;0;7.0;;209.0
9287;1669;36;1;2025-06-14 16:02:46;2025-06-14 16:21:21;;100;;InProgress;0;;;
230;328;193;2;2022-06-18 13:10:39;2022-06-18 13:41:37;;20;;Abandoned;0;2.0;;1858.0
10885;1811;4127;1;2023-07-01 17:07:26;2023-07-01 17:29:10;;20;;Abandoned;0;1.0;2023-07-01 22:29:10;1304.0
540;1546;1409;1;2023-06-18 18:47:33;2023-06-18 19:26:46;8.3;10;83.0;Completed;0;;;2353.0
4760;1656;1243;3;2022-10-06 10:49:10;2022-10-06 11:25:20;;10;;InProgress;0;2.0;2022-10-07 04:25:20;2170.0
7817;576;3414;3;2025-11-16 17:06:10;2025-11-16 17:14:53;;25;;Abandoned;0;5.0;2025-11-18 11:14:53;523.0
10123;1607;3518;2;2024-04-16 04:12:22;2024-04-16 04:19:09;10.4;20;52.0;Completed;1;9.0;2024-04-17 18:19:09;407.0
564;1564;2973;1;2025-10-16 06:55:13;;;10;;InProgress;0;;;2930.0
8945;802;849;2;2025-12-28 16:18:17;2025-12-28 16:41:54;12.0;25;48.0;Completed;1;5.0;;1417.0
3216;595;2013;2;2023-04-05 20:47:23;2023-04-05 21:00:25;;100;;InProgress;0;2.0;2023-04-07 01:00:25;782.0
3812;1500;1387;3;2022-11-20 07:51:37;2022-11-20 08:23:09;20.4;50;40.8;Completed;0;13.0;;
9646;1514;1740;1;2025-01-24 21:50:22;2025-01-24 22:04:36;9.4;25;37.6;Completed;0;11.0;2025-01-25 21:04:36;854.0
10784;2114;1714;1;2025-01-06 00:11:55;2025-01-06 00:22:11;0.7;20;3.5;Completed;1;;2025-01-08 00:22:11;616.0
3360;646;32;1;2023-10-03 05:09:57;2023-10-03 05:23:27;133.0;100;133.0;Completed;1;6.0;;810.0
10917;1564;2031;3;2023-01-07 05:54:15;2023-01-07 06:53:48;;10;;Abandoned;0;8.0;2023-01-07 11:53:48;3573.0
6094;1984;2814;1;2023-06-29 03:19:43;2023-06-29 03:26:08;;25;;Abandoned;0;10.0;;385.0
10531;727;1762;1;2022-09-09 16:24:20;2022-09-09 17:24:44;;25;;Abandoned;0;;;3624.0
10668;1685;1921;2;2024-11-23 15:12:30;2024-11-23 15:22:35;;10;;InProgress;0;15.0;2024-11-25 12:22:35;605.0
3201;1051;2663;2;2023-06-04 23:51:13;2023-06-04 23:53:05;;100;;Abandoned;0;10.0;2023-06-05 16:53:05;112.0
8967;1042;1468;3;2024-03-28 16:45:19;2024-03-28 16:55:06;;20;;Abandoned;0;15.0;;587.0
7578;789;4729;1;2023-09-18 21:55:47;2023-09-18 22:20:14;7.8;50;15.6;Completed;0;4.0;;1467.0
6856;1789;3427;1;2024-06-11 23:10:46;2024-06-11 23:55:25;9.1;10;91.0;Completed;1;11.0;;2679.0
4321;32;201;1;2023-06-23 04:47:42;2023-06-23 06:18:58;34.9;50;69.8;Completed;1;4.0;2023-06-23 20:18:58;5476.0
8043;1489;3485;1;2025-02-17 10:54:41;2025-02-17 11:10:29;;20;;InProgress;0;;2025-02-19 01:10:29;948.0
5116;1508;4877;1;2024-04-10 13:05:52;2024-04-10 13:10:51;33.0;50;66.0;Completed;1;4.0;2024-04-11 05:10:51;299.0
292;2124;59;3;2024-04-19 22:52:28;2024-04-19 23:05:14;7.3;10;73.0;Completed;0;;2024-04-20 11:05:14;766.0
3974;1;1501;1;2025-10-12 10:06:13;2025-10-12 10:22:40;7.5;20;37.5;Completed;1;;;987.0
8166;1246;1874;1;2025-02-07 09:37:57;2025-02-07 10:09:18;;50;;Abandoned;0;8.0;;1881.0
6054;1070;3074;1;2023-07-03 14:06:49;2023-07-03 14:26:28;;25;;Abandoned;0;;2023-07-04 16:26:28;1179.0
43;1570;4318;1;2025-08-27 02:19:53;2025-08-27 02:43:04;138.0;100;138.0;Completed;1;;;1391.0
2720;1489;1416;3;2024-09-09 04:09:03;2024-09-09 04:25:44;;20;;InProgress;0;;2024-09-10 06:25:44;1001.0
5563;863;1560;2;2023-08-06 12:01:47;2023-08-06 12:25:30;14.7;25;58.8;Completed;0;1.0;;1423.0
454;776;913;1;2022-08-11 00:28:36;2022-08-11 00:40:56;;100;;InProgress;0;11.0;;740.0
449;726;1660;1;2023-02-25 15:34:27;2023-02-25 15:45:13;14.2;20;71.0;Completed;1;4.0;;646.0
966;1164;4564;2;2022-08-11 14:13:11;2022-08-11 14:31:21;68.0;100;68.0;Completed;0;3.0;2022-08-13 10:31:21;1090.0
6063;795;4210;1;2023-08-01 06:08:26;2023-08-01 06:10:17;;20;;Abandoned;0;;2023-08-02 20:10:17;
2948;510;121;3;2024-05-17 17:04:24;2024-05-17 17:43:15;0.2;50;0.4;Completed;1;15.0;2024-05-18 01:43:15;2331.0
321;1888;1133;1;2025-10-21 02:59:00;2025-10-21 03:05:38;;25;;Abandoned;0;;2025-10-22 01:05:38;398.0
360;565;3572;1;2025-09-04 23:37:32;2025-09-04 23:46:34;5.3;10;53.0;Completed;1;13.0;2025-09-06 20:46:34;542.0
6505;1500;2197;1;2022-08-04 11:29:27;2022-08-04 11:53:36;8.0;50;16.0;Completed;0;8.0;2022-08-05 02:53:36;1449.0
1554;1118;1803;1;2024-04-22 04:20:58;2024-04-22 04:57:58;52.4;100;52.4;Completed;0;6.0;;2220.0
4421;1314;3383;1;2024-10-24 12:33:57;2024-10-24 13:13:39;;50;;Abandoned;0;;;2382.0
8482;776;1867;1;2023-09-24 06:44:13;2023-09-24 06:46:48;54.2;100;54.2;Completed;1;2.0;2023-09-25 21:46:48;155.0
312;1732;2314;1;2023-01-23 02:39:41;2023-01-23 03:03:48;;-5;;InProgress;0;15.0;;1447.0
983;587;4347;3;2024-07-08 19:44:16;2024-07-08 19:56:15;16.1;20;80.5;Completed;1;;2024-07-09 20:56:15;
3598;1972;2414;1;2023-01-02 02:12:57;2023-01-02 03:25:33;21.8;100;21.8;Completed;1;10.0;;4356.0
8524;1936;2580;2;2024-05-26 07:59:36;2024-05-26 08:11:10;14.5;25;58.0;Completed;1;1.0;;694.0
5491;1590;1137;1;2023-11-28 15:06:41;2023-11-28 15:51:37;18.4;20;92.0;Completed;1;;2023-11-29 22:51:37;2696.0
283;1739;2548;1;2023-11-30 05:11:58;2023-11-30 05:36:31;;25;;InProgress;0;10.0;;1473.0
6764;1685;1900;1;2024-07-25 23:25:27;2024-07-25 23:59:31;0.6;10;6.0;Completed;1;13.0;2024-07-27 09:59:31;
3038;1993;4226;1;2026-01-20 02:52:43;2026-01-20 02:57:56;;50;;InProgress;0;;2026-01-20 04:57:56;313.0
7131;1500;1688;2;2022-06-09 03:59:39;2022-06-09 04:06:35;;50;;Abandoned;0;1.0;;416.0
1629;138;809;2;2025-01-21 19:51:22;2025-01-21 19:52:33;;100;;InProgress;0;;2025-01-23 18:52:33;71.0
7664;350;3021;3;2024-02-16 18:49:03;;;10;;InProgress;0;13.0;;2002.0
7343;1732;2298;2;2025-02-11 09:54:15;2025-02-11 10:24:29;-1.2;-5;24.0;Completed;1;13.0;;1814.0
6552;1188;2737;3;2023-01-21 22:05:25;2023-01-21 22:22:47;5.3;20;26.5;Completed;1;;2023-01-23 08:22:47;1042.0
10431;1659;3671;2;2023-01-15 16:58:19;2023-01-15 16:59:23;9.0;25;36.0;Completed;1;15.0;2023-01-16 11:59:23;64.0
2572;1888;4136;1;2022-09-23 20:08:23;2022-09-23 20:27:59;20.8;25;83.2;Completed;1;2.0;;1176.0
672;1351;4157;2;2022-10-04 14:52:52;2022-10-04 15:16:06;;10;;InProgress;0;;;1394.0
2227;1789;4072;1;2022-08-24 20:22:57;2022-08-24 21:50:11;0.9;10;9.0;Completed;0;14.0;2022-08-26 05:50:11;5234.0
1087;141;2532;1;2025-03-25 08:31:33;2025-03-25 09:01:40;14.0;25;56.0;Completed;1;15.0;;1807.0
1104;1505;319;3;2026-01-27 13:37:55;2026-01-27 14:03:19;;100;;InProgress;0;12.0;;1524.0
4123;1070;4110;1;2023-03-25 04:48:12;2023-03-25 04:49:42;18.8;25;75.2;Completed;1;3.0;2023-03-25 06:49:42;90.0
10238;752;909;2;2022-06-29 05:29:04;2022-06-29 05:39:53;-3.1;-5;62.0;Completed;0;13.0;;
3318;1811;4876;1;2024-04-30 08:25:38;2024-04-30 08:34:08;;20;;InProgress;0;5.0;2024-04-30 18:34:08;510.0
9472;1945;2246;1;2025-07-11 13:44:52;2025-07-11 14:20:49;12.8;20;64.0;Completed;1;1.0;;2157.0
2447;1675;1136;1;2026-01-03 03:07:03;2026-01-03 03:15:11;0.6;25;2.4;Completed;1;13.0;2026-01-04 15:15:11;488.0
2532;1015;291;1;2025-06-30 01:49:41;2025-06-30 02:14:08;5.3;25;21.2;Completed;1;;;1467.0
2634;1201;1435;1;2022-11-24 00:58:00;;;100;;InProgress;0;12.0;;1284.0
6803;817;4413;2;2025-10-05 23:25:08;;;50;;InProgress;0;;;832.0
2841;1997;76;1;2024-08-03 11:36:16;2024-08-03 11:41:44;15.2;100;15.2;Completed;1;;;328.0
4793;1665;4941;1;2024-11-26 22:20:58;2024-11-26 23:09:08;8.2;10;82.0;Completed;1;6.0;;2890.0
2927;742;1213;2;2025-04-28 10:10:02;2025-04-28 10:14:18;22.7;100;22.7;Completed;1;4.0;2025-04-28 14:14:18;256.0
1418;1289;4951;1;2022-06-06 04:21:21;2022-06-06 04:34:53;;25;;InProgress;0;;2022-06-07 01:34:53;812.0
6298;1398;1607;1;2025-07-07 19:20:13;2025-07-07 20:00:38;;100;;InProgress;0;;2025-07-09 07:00:38;2425.0
5087;1070;2209;1;2023-07-20 10:57:34;2023-07-20 10:58:38;19.2;25;76.8;Completed;1;;2023-07-21 04:58:38;64.0
3689;1936;4091;3;2024-01-04 19:15:24;2024-01-04 19:37:43;13.1;25;52.4;Completed;1;11.0;2024-01-05 15:37:43;1339.0
9611;726;2662;1;2025-12-05 12:53:13;2025-12-05 13:02:45;7.5;20;37.5;Completed;0;7.0;;572.0
4734;1938;4265;1;2023-02-27 03:10:20;2023-02-27 03:30:45;0.5;10;5.0;Completed;1;;;1225.0
8451;1190;2003;2;2025-05-15 23:05:50;2025-05-15 23:24:59;0.8;10;8.0;Completed;0;;;1149.0
2779;878;1151;1;2023-10-17 01:35:23;2023-10-17 02:32:33;8.3;50;16.6;Completed;1;6.0;;3430.0
9338;1398;3227;2;2024-07-31 21:00:45;2024-07-31 22:00:44;52.6;100;52.6;Completed;1;;;3599.0
3792;1331;4077;3;2025-05-18 22:54:51;2025-05-18 23:17:51;40.6;50;81.2;Completed;0;;2025-05-19 23:17:51;1380.0
4232;296;35;2;2022-11-04 01:25:02;2022-11-04 01:36:56;45.9;100;45.9;Completed;1;13.0;2022-11-04 22:36:56;714.0
10719;286;1786;1;2025-09-07 11:30:06;2025-09-07 12:33:34;87.6;100;87.6;Completed;1;;2025-09-08 16:33:34;3808.0
3952;789;958;2;2025-07-05 14:53:03;2025-07-05 15:49:41;;50;;InProgress;0;8.0;;3398.0
6767;1408;1900;1;2024-02-28 23:28:29;2024-02-28 23:37:11;2.7;10;27.0;Completed;1;;;522.0
7117;122;2466;2;2025-12-27 17:31:34;2025-12-27 17:38:22;5.3;25;21.2;Completed;1;;2025-12-28 03:38:22;408.0
197;411;2540;1;2022-09-04 09:58:58;2022-09-04 10:19:39;4.5;20;22.5;Completed;1;;2022-09-04 17:19:39;1241.0
