StudentId,QuestionType,Answered,CorrectCount,CorrectRate
1576,TrueFalse,18,12.0,0.667
1579,MCQ,6,2.0,0.333
1579,ShortAnswer,2,2.0,1.0
1579,TrueFalse,2,0.0,0.0
1580,MCQ,27,7.0,0.259
1580,ShortAnswer,3,2.0,0.667
1580,TrueFalse,8,6.0,0.75
1581,MCQ,50,14.0,0.28
1581,ShortAnswer,8,1.0,0.125
1581,TrueFalse,32,14.0,0.438
1585,MCQ,43,11.0,0.256
1585,ShortAnswer,8,2.0,0.25
1585,TrueFalse,19,11.0,0.579
1587,MCQ,53,11.0,0.208
1587,ShortAnswer,15,8.0,0.533
1587,TrueFalse,16,9.0,0.562
1592,MCQ,37,10.0,0.27
1592,ShortAnswer,12,6.0,0.5
1592,TrueFalse,8,1.0,0.125
1593,MCQ,25,7.0,0.28
1593,ShortAnswer,8,4.0,0.5
1593,TrueFalse,6,2.0,0.333
1596,MCQ,21,6.0,0.286
1596,ShortAnswer,7,3.0,0.429
1596,TrueFalse,15,5.0,0.333
1601,MCQ,6,2.0,0.333
1601,ShortAnswer,2,1.0,0.5
1601,TrueFalse,2,1.0,0.5
1603,MCQ,23,5.0,0.217
1603,ShortAnswer,1,1.0,1.0
1604,MCQ,71,19.0,0.268
1604,ShortAnswer,16,12.0,0.75
1604,TrueFalse,12,3.0,0.25
1606,MCQ,72,15.0,0.208
1606,ShortAnswer,9,4.0,0.444
1606,TrueFalse,19,7.0,0.368
1607,MCQ,19,4.0,0.211
1607,ShortAnswer,3,2.0,0.667
1613,MCQ,40,6.0,0.15
1613,ShortAnswer,13,9.0,0.692
1613,TrueFalse,9,6.0,0.667
1622,MCQ,49,10.0,0.204
1622,ShortAnswer,6,4.0,0.667
1622,TrueFalse,13,5.0,0.385
1623,MCQ,22,6.0,0.273
1623,ShortAnswer,10,4.0,0.4
1623,TrueFalse,11,9.0,0.818
1624,MCQ,6,0.0,0.0
1624,TrueFalse,2,1.0,0.5
1626,MCQ,21,6.0,0.286
1626,ShortAnswer,3,1.0,0.333
1626,TrueFalse,10,1.0,0.1
1633,MCQ,47,10.0,0.213
1633,ShortAnswer,17,9.0,0.529
1633,TrueFalse,17,3.0,0.176
1654,MCQ,30,8.0,0.267
1654,TrueFalse,6,5.0,0.833
1658,MCQ,36,9.0,0.25
1658,ShortAnswer,7,3.0,0.429
1658,TrueFalse,16,10.0,0.625
1659,MCQ,32,11.0,0.344
1659,ShortAnswer,14,9.0,0.643
1659,TrueFalse,11,3.0,0.273
1660,MCQ,76,19.0,0.25
1660,ShortAnswer,14,10.0,0.714
1660,TrueFalse,11,7.0,0.636
1669,MCQ,3,1.0,0.333
1669,ShortAnswer,6,4.0,0.667
1669,TrueFalse,7,4.0,0.571
1675,MCQ,48,11.0,0.229
1675,ShortAnswer,12,6.0,0.5
1675,TrueFalse,10,4.0,0.4
1677,MCQ,34,11.0,0.324
1677,ShortAnswer,13,6.0,0.462
1677,TrueFalse,15,7.0,0.467
1688,MCQ,38,5.0,0.132
1688,ShortAnswer,10,5.0,0.5
1688,TrueFalse,19,13.0,0.684
1690,MCQ,79,25.0,0.316
1690,ShortAnswer,9,4.0,0.444
1690,TrueFalse,12,7.0,0.583
1691,MCQ,12,3.0,0.25
1691,ShortAnswer,6,5.0,0.833
1691,TrueFalse,7,4.0,0.571
1695,MCQ,69,13.0,0.188
1695,ShortAnswer,8,2.0,0.25
1695,TrueFalse,14,9.0,0.643
1699,MCQ,47,13.0,0.277
1699,ShortAnswer,3,2.0,0.667
1699,TrueFalse,14,9.0,0.643
1706,MCQ,65,14.0,0.215
1706,ShortAnswer,10,4.0,0.4
1706,TrueFalse,14,4.0,0.286
1714,MCQ,56,12.0,0.214
1714,ShortAnswer,20,15.0,0.75
1714,TrueFalse,19,9.0,0.474
1722,MCQ,57,15.0,0.263
1722,ShortAnswer,23,9.0,0.391
1722,TrueFalse,19,10.0,0.526
1723,MCQ,37,8.0,0.216
1723,ShortAnswer,11,4.0,0.364
1723,TrueFalse,12,9.0,0.75
1728,MCQ,24,4.0,0.167
1728,ShortAnswer,4,2.0,0.5
1728,TrueFalse,4,0.0,0.0
1729,MCQ,51,12.0,0.235
1729,ShortAnswer,8,3.0,0.375
1729,TrueFalse,13,6.0,0.462
1740,MCQ,29,7.0,0.241
1740,ShortAnswer,8,6.0,0.75
1740,TrueFalse,8,7.0,0.875
1741,MCQ,35,6.0,0.171
1741,ShortAnswer,14,9.0,0.643
1741,TrueFalse,9,5.0,0.556
1746,MCQ,36,14.0,0.389
1746,ShortAnswer,9,5.0,0.556
1746,TrueFalse,4,1.0,0.25
1748,MCQ,52,11.0,0.212
1748,ShortAnswer,18,10.0,0.556
1748,TrueFalse,14,7.0,0.5
1760,MCQ,23,7.0,0.304
1760,ShortAnswer,1,1.0,1.0
1760,TrueFalse,4,0.0,0.0
1762,MCQ,30,7.0,0.233
1762,ShortAnswer,7,3.0,0.429
1762,TrueFalse,1,1.0,1.0
1763,MCQ,28,6.0,0.214
1763,ShortAnswer,6,2.0,0.333
1763,TrueFalse,9,7.0,0.778
1765,MCQ,20,4.0,0.2
1765,ShortAnswer,6,2.0,0.333
1765,TrueFalse,4,3.0,0.75
1766,MCQ,20,5.0,0.25
1766,ShortAnswer,8,4.0,0.5
1766,TrueFalse,4,1.0,0.25
1768,MCQ,60,18.0,0.3
1768,ShortAnswer,23,9.0,0.391
1768,TrueFalse,16,5.0,0.312
1769,MCQ,16,3.0,0.188
1769,ShortAnswer,4,2.0,0.5
1769,TrueFalse,4,1.0,0.25
1770,MCQ,16,6.0,0.375
1770,ShortAnswer,2,2.0,1.0
1770,TrueFalse,9,4.0,0.444
1781,MCQ,65,23.0,0.354
1781,ShortAnswer,21,9.0,0.429
1781,TrueFalse,23,15.0,0.652
1783,MCQ,38,8.0,0.211
1783,ShortAnswer,11,5.0,0.455
1783,TrueFalse,11,7.0,0.636
1785,MCQ,30,9.0,0.3
1785,ShortAnswer,6,4.0,0.667
1785,TrueFalse,10,3.0,0.3
1786,MCQ,96,24.0,0.25
1786,ShortAnswer,28,14.0,0.5
1786,TrueFalse,25,14.0,0.56
1787,MCQ,26,4.0,0.154
1787,ShortAnswer,12,7.0,0.583
1787,TrueFalse,8,3.0,0.375
1789,MCQ,16,3.0,0.188
1789,ShortAnswer,3,1.0,0.333
1789,TrueFalse,9,6.0,0.667
1800,MCQ,10,2.0,0.2
1800,TrueFalse,8,4.0,0.5
1803,MCQ,36,10.0,0.278
1803,ShortAnswer,9,5.0,0.556
1803,TrueFalse,18,13.0,0.722
1809,MCQ,55,18.0,0.327
1809,ShortAnswer,24,13.0,0.542
1809,TrueFalse,25,9.0,0.36
1814,MCQ,11,2.0,0.182
1814,ShortAnswer,3,1.0,0.333
1814,TrueFalse,3,1.0,0.333
1817,MCQ,23,3.0,0.13
1817,ShortAnswer,1,0.0,0.0
1817,TrueFalse,4,2.0,0.5
1829,MCQ,66,12.0,0.182
1829,ShortAnswer,13,5.0,0.385
1829,TrueFalse,17,12.0,0.706
1832,MCQ,54,9.0,0.167
1832,ShortAnswer,15,6.0,0.4
1832,TrueFalse,14,6.0,0.429
1837,MCQ,41,9.0,0.22
1837,ShortAnswer,17,10.0,0.588
1837,TrueFalse,16,7.0,0.438
1846,MCQ,56,12.0,0.214
1846,ShortAnswer,9,2.0,0.222
1846,TrueFalse,16,7.0,0.438
1847,MCQ,49,11.0,0.224
1847,ShortAnswer,12,6.0,0.5
1847,TrueFalse,14,3.0,0.214
1850,MCQ,73,17.0,0.233
1850,ShortAnswer,17,8.0,0.471
1850,TrueFalse,12,6.0,0.5
1851,MCQ,29,7.0,0.241
1851,ShortAnswer,2,0.0,0.0
1851,TrueFalse,1,1.0,1.0
1852,MCQ,30,10.0,0.333
1852,ShortAnswer,7,4.0,0.571
1852,TrueFalse,15,10.0,0.667
1853,MCQ,47,13.0,0.277
1853,ShortAnswer,12,5.0,0.417
1853,TrueFalse,11,5.0,0.455
1854,MCQ,49,13.0,0.265
1854,ShortAnswer,4,2.0,0.5
1854,TrueFalse,13,8.0,0.615
1855,MCQ,63,10.0,0.159
1855,ShortAnswer,17,4.0,0.235
1855,TrueFalse,14,8.0,0.571
1865,MCQ,48,16.0,0.333
1865,ShortAnswer,11,6.0,0.545
1865,TrueFalse,5,4.0,0.8
1867,MCQ,48,18.0,0.375
1867,ShortAnswer,7,4.0,0.571
1867,TrueFalse,7,3.0,0.429
1874,MCQ,55,16.0,0.291
1874,ShortAnswer,20,11.0,0.55
1874,TrueFalse,10,8.0,0.8
1878,MCQ,6,1.0,0.167
1878,ShortAnswer,2,2.0,1.0
1878,TrueFalse,5,4.0,0.8
1884,MCQ,4,0.0,0.0
1884,TrueFalse,8,3.0,0.375
1885,MCQ,76,18.0,0.237
1885,ShortAnswer,16,5.0,0.312
1885,TrueFalse,26,11.0,0.423
1887,MCQ,5,1.0,0.2
1887,TrueFalse,7,5.0,0.714
1888,MCQ,47,6.0,0.128
1888,ShortAnswer,10,2.0,0.2
1888,TrueFalse,11,2.0,0.182
1890,MCQ,60,13.0,0.217
1890,ShortAnswer,13,7.0,0.538
1890,TrueFalse,9,7.0,0.778
1893,MCQ,7,1.0,0.143
1893,TrueFalse,3,1.0,0.333
1894,MCQ,4,0.0,0.0
1894,TrueFalse,1,1.0,1.0
1895,MCQ,55,14.0,0.255
1895,ShortAnswer,6,4.0,0.667
1895,TrueFalse,21,13.0,0.619
1896,MCQ,61,17.0,0.279
1896,ShortAnswer,7,3.0,0.429
1896,TrueFalse,10,4.0,0.4
1897,MCQ,1,1.0,1.0
1897,TrueFalse,1,1.0,1.0
1898,MCQ,12,2.0,0.167
1898,ShortAnswer,2,1.0,0.5
1898,TrueFalse,1,0.0,0.0
1900,MCQ,44,6.0,0.136
1900,ShortAnswer,4,4.0,1.0
1900,TrueFalse,12,6.0,0.5
1909,MCQ,50,7.0,0.14
1909,ShortAnswer,10,8.0,0.8
1909,TrueFalse,9,8.0,0.889
1918,MCQ,21,4.0,0.19
1918,ShortAnswer,2,1.0,0.5
1918,TrueFalse,5,1.0,0.2
1921,MCQ,11,4.0,0.364
1921,TrueFalse,7,4.0,0.571
1926,MCQ,10,5.0,0.5
1926,ShortAnswer,5,4.0,0.8
1926,TrueFalse,4,2.0,0.5
1930,MCQ,74,15.0,0.203
1930,ShortAnswer,15,5.0,0.333
1930,TrueFalse,14,6.0,0.429
1933,MCQ,41,6.0,0.146
1933,ShortAnswer,17,11.0,0.647
1933,TrueFalse,23,8.0,0.348
1938,MCQ,46,12.0,0.261
1938,ShortAnswer,4,1.0,0.25
1938,TrueFalse,8,4.0,0.5
1939,MCQ,20,6.0,0.3
1939,ShortAnswer,2,2.0,1.0
1939,TrueFalse,5,4.0,0.8
1940,MCQ,34,12.0,0.353
1942,MCQ,58,13.0,0.224
1942,ShortAnswer,14,7.0,0.5
1942,TrueFalse,22,10.0,0.455
1944,MCQ,61,10.0,0.164
1944,ShortAnswer,16,11.0,0.688
1944,TrueFalse,24,16.0,0.667
1948,MCQ,35,14.0,0.4
1948,ShortAnswer,7,4.0,0.571
1948,TrueFalse,13,8.0,0.615
1949,MCQ,3,1.0,0.333
1949,ShortAnswer,1,0.0,0.0
1950,MCQ,58,16.0,0.276
1950,ShortAnswer,11,7.0,0.636
1950,TrueFalse,13,7.0,0.538
1953,MCQ,43,16.0,0.372
1953,ShortAnswer,19,9.0,0.474
1953,TrueFalse,19,12.0,0.632
1956,MCQ,21,7.0,0.333
1956,ShortAnswer,7,2.0,0.286
1956,TrueFalse,13,7.0,0.538
1957,MCQ,50,9.0,0.18
1957,ShortAnswer,12,8.0,0.667
1957,TrueFalse,10,5.0,0.5
1959,MCQ,16,6.0,0.375
1959,ShortAnswer,5,2.0,0.4
1959,TrueFalse,6,3.0,0.5
1965,MCQ,57,18.0,0.316
1965,ShortAnswer,18,13.0,0.722
1965,TrueFalse,20,9.0,0.45
1967,MCQ,18,1.0,0.056
1967,ShortAnswer,1,0.0,0.0
1967,TrueFalse,4,3.0,0.75
1970,MCQ,1,0.0,0.0
1970,ShortAnswer,1,0.0,0.0
1971,MCQ,48,10.0,0.208
1971,ShortAnswer,9,6.0,0.667
1971,TrueFalse,28,16.0,0.571
1973,MCQ,14,4.0,0.286
1973,ShortAnswer,8,2.0,0.25
1973,TrueFalse,13,6.0,0.462
1974,MCQ,43,15.0,0.349
1974,ShortAnswer,8,3.0,0.375
1974,TrueFalse,11,5.0,0.455
1976,MCQ,24,4.0,0.167
1976,ShortAnswer,2,1.0,0.5
1976,TrueFalse,13,9.0,0.692
1980,MCQ,51,14.0,0.275
1980,ShortAnswer,7,5.0,0.714
1980,TrueFalse,22,8.0,0.364
1985,MCQ,25,9.0,0.36
1985,ShortAnswer,4,2.0,0.5
1985,TrueFalse,1,1.0,1.0
1991,MCQ,1,0.0,0.0
1991,ShortAnswer,1,1.0,1.0
2002,MCQ,28,9.0,0.321
2002,ShortAnswer,6,2.0,0.333
2002,TrueFalse,10,5.0,0.5
2003,MCQ,48,15.0,0.312
2003,ShortAnswer,9,6.0,0.667
2003,TrueFalse,12,7.0,0.583
2005,MCQ,32,7.0,0.219
2005,ShortAnswer,8,4.0,0.5
2005,TrueFalse,5,2.0,0.4
2006,MCQ,42,7.0,0.167
2006,ShortAnswer,16,5.0,0.312
2006,TrueFalse,4,2.0,0.5
2008,MCQ,6,1.0,0.167
2008,ShortAnswer,2,2.0,1.0
2008,TrueFalse,3,2.0,0.667
2010,MCQ,21,8.0,0.381
2010,ShortAnswer,9,4.0,0.444
2010,TrueFalse,9,3.0,0.333
2011,MCQ,60,12.0,0.2
2011,ShortAnswer,11,8.0,0.727
2011,TrueFalse,29,15.0,0.517
2013,MCQ,26,3.0,0.115
2013,ShortAnswer,5,2.0,0.4
2013,TrueFalse,5,2.0,0.4
2015,MCQ,52,15.0,0.288
2015,ShortAnswer,12,6.0,0.5
2015,TrueFalse,15,10.0,0.667
2018,MCQ,45,15.0,0.333
2018,ShortAnswer,9,5.0,0.556
2018,TrueFalse,15,10.0,0.667
2020,MCQ,17,7.0,0.412
2020,ShortAnswer,13,6.0,0.462
2020,TrueFalse,2,2.0,1.0
2023,MCQ,35,8.0,0.229
2023,ShortAnswer,10,3.0,0.3
2023,TrueFalse,3,0.0,0.0
2026,MCQ,2,1.0,0.5
2026,TrueFalse,2,1.0,0.5
2028,MCQ,12,2.0,0.167
2028,ShortAnswer,2,1.0,0.5
2028,TrueFalse,6,4.0,0.667
2031,MCQ,53,14.0,0.264
2031,ShortAnswer,16,7.0,0.438
2031,TrueFalse,10,7.0,0.7
2035,MCQ,38,6.0,0.158
2035,ShortAnswer,4,4.0,1.0
2035,TrueFalse,11,7.0,0.636
2041,MCQ,50,5.0,0.1
2041,ShortAnswer,10,3.0,0.3
2041,TrueFalse,15,5.0,0.333
2044,MCQ,55,14.0,0.255
2044,ShortAnswer,11,6.0,0.545
2044,TrueFalse,18,12.0,0.667
2046,MCQ,22,14.0,0.636
2046,ShortAnswer,3,2.0,0.667
2046,TrueFalse,6,4.0,0.667
2048,MCQ,73,22.0,0.301
2048,ShortAnswer,15,8.0,0.533
2048,TrueFalse,16,8.0,0.5
2049,MCQ,6,2.0,0.333
2049,ShortAnswer,2,1.0,0.5
2052,MCQ,25,8.0,0.32
2052,ShortAnswer,9,4.0,0.444
2052,TrueFalse,12,5.0,0.417
2055,MCQ,53,19.0,0.358
2055,ShortAnswer,9,6.0,0.667
2055,TrueFalse,20,10.0,0.5
2057,MCQ,8,4.0,0.5
2057,ShortAnswer,2,2.0,1.0
2057,TrueFalse,6,5.0,0.833
2059,MCQ,56,18.0,0.321
2059,ShortAnswer,15,10.0,0.667
2059,TrueFalse,16,9.0,0.562
2061,MCQ,27,5.0,0.185
2061,ShortAnswer,7,4.0,0.571
2061,TrueFalse,7,7.0,1.0
2063,MCQ,49,8.0,0.163
2063,ShortAnswer,12,4.0,0.333
2063,TrueFalse,12,6.0,0.5
2064,MCQ,89,21.0,0.236
2064,ShortAnswer,11,8.0,0.727
2064,TrueFalse,25,11.0,0.44
2066,MCQ,34,9.0,0.265
2066,ShortAnswer,5,2.0,0.4
2066,TrueFalse,7,5.0,0.714
2067,MCQ,29,13.0,0.448
2067,ShortAnswer,10,6.0,0.6
2067,TrueFalse,8,6.0,0.75
2068,MCQ,27,6.0,0.222
2068,ShortAnswer,4,2.0,0.5
2068,TrueFalse,9,6.0,0.667
2070,MCQ,8,0.0,0.0
2070,ShortAnswer,2,2.0,1.0
2073,MCQ,51,13.0,0.255
2073,ShortAnswer,17,10.0,0.588
2073,TrueFalse,17,8.0,0.471
2077,MCQ,4,0.0,0.0
2077,TrueFalse,2,0.0,0.0
2078,MCQ,35,8.0,0.229
2078,ShortAnswer,12,5.0,0.417
2078,TrueFalse,17,7.0,0.412
2083,MCQ,43,12.0,0.279
2083,ShortAnswer,12,7.0,0.583
2083,TrueFalse,11,3.0,0.273
2084,MCQ,36,7.0,0.194
2084,ShortAnswer,4,2.0,0.5
2084,TrueFalse,10,4.0,0.4
2090,MCQ,23,6.0,0.261
2090,ShortAnswer,5,3.0,0.6
2090,TrueFalse,5,4.0,0.8
2091,MCQ,3,1.0,0.333
2091,ShortAnswer,1,1.0,1.0
2091,TrueFalse,4,3.0,0.75
2093,MCQ,4,1.0,0.25
2095,MCQ,19,3.0,0.158
2095,ShortAnswer,1,0.0,0.0
2095,TrueFalse,10,2.0,0.2
2098,MCQ,21,2.0,0.095
2098,ShortAnswer,4,2.0,0.5
2098,TrueFalse,5,3.0,0.6
2100,MCQ,53,10.0,0.189
2100,ShortAnswer,9,5.0,0.556
2100,TrueFalse,14,8.0,0.571
2102,MCQ,14,4.0,0.286
2102,ShortAnswer,4,2.0,0.5
2102,TrueFalse,1,0.0,0.0
2104,MCQ,39,10.0,0.256
2104,ShortAnswer,16,5.0,0.312
2104,TrueFalse,10,7.0,0.7
2108,MCQ,29,7.0,0.241
2108,ShortAnswer,9,2.0,0.222
2108,TrueFalse,12,7.0,0.583
2109,MCQ,49,9.0,0.184
2109,ShortAnswer,8,4.0,0.5
2109,TrueFalse,13,6.0,0.462
2115,MCQ,42,9.0,0.214
2115,ShortAnswer,13,7.0,0.538
2115,TrueFalse,5,3.0,0.6
2116,MCQ,14,3.0,0.214
2116,ShortAnswer,3,2.0,0.667
2116,TrueFalse,3,1.0,0.333
2117,MCQ,56,12.0,0.214
2117,ShortAnswer,17,8.0,0.471
2117,TrueFalse,15,7.0,0.467
2118,MCQ,20,5.0,0.25
2118,ShortAnswer,3,3.0,1.0
2118,TrueFalse,5,5.0,1.0
2119,MCQ,35,8.0,0.229
2119,TrueFalse,2,1.0,0.5
2122,MCQ,68,16.0,0.235
2122,ShortAnswer,12,10.0,0.833
2122,TrueFalse,25,13.0,0.52
2125,MCQ,31,13.0,0.419
2125,ShortAnswer,15,4.0,0.267
2125,TrueFalse,10,4.0,0.4
2126,MCQ,37,10.0,0.27
2126,ShortAnswer,6,4.0,0.667
2126,TrueFalse,9,4.0,0.444
2130,MCQ,62,16.0,0.258
2130,ShortAnswer,17,4.0,0.235
2130,TrueFalse,15,10.0,0.667
2134,MCQ,30,9.0,0.3
2134,ShortAnswer,4,2.0,0.5
2134,TrueFalse,17,7.0,0.412
2138,MCQ,29,10.0,0.345
2138,ShortAnswer,7,3.0,0.429
2138,TrueFalse,9,4.0,0.444
2139,MCQ,63,14.0,0.222
2139,ShortAnswer,11,7.0,0.636
2139,TrueFalse,21,7.0,0.333
2143,MCQ,61,11.0,0.18
2143,ShortAnswer,19,10.0,0.526
2143,TrueFalse,23,11.0,0.478
2146,MCQ,16,6.0,0.375
2146,ShortAnswer,1,1.0,1.0
2146,TrueFalse,3,2.0,0.667
2149,MCQ,24,3.0,0.125
2149,ShortAnswer,7,2.0,0.286
2149,TrueFalse,3,0.0,0.0
2154,MCQ,54,14.0,0.259
2154,ShortAnswer,11,5.0,0.455
2154,TrueFalse,18,8.0,0.444
2156,MCQ,38,13.0,0.342
2156,ShortAnswer,5,5.0,1.0
2156,TrueFalse,16,10.0,0.625
2158,MCQ,24,8.0,0.333
2158,ShortAnswer,5,5.0,1.0
2158,TrueFalse,8,6.0,0.75
2160,MCQ,52,11.0,0.212
2160,ShortAnswer,11,6.0,0.545
2160,TrueFalse,24,14.0,0.583
2162,MCQ,63,11.0,0.175
2162,ShortAnswer,16,8.0,0.5
2162,TrueFalse,14,10.0,0.714
2169,MCQ,47,10.0,0.213
2169,ShortAnswer,12,7.0,0.583
2169,TrueFalse,9,5.0,0.556
2176,MCQ,38,12.0,0.316
2176,ShortAnswer,13,7.0,0.538
2176,TrueFalse,11,8.0,0.727
2179,MCQ,36,4.0,0.111
2179,ShortAnswer,3,1.0,0.333
2179,TrueFalse,13,8.0,0.615
2180,MCQ,72,15.0,0.208
2180,ShortAnswer,23,12.0,0.522
2180,TrueFalse,20,8.0,0.4
2181,MCQ,1,0.0,0.0
2185,MCQ,1,1.0,1.0
2185,TrueFalse,1,1.0,1.0
2187,MCQ,9,2.0,0.222
2187,ShortAnswer,2,0.0,0.0
2187,TrueFalse,2,1.0,0.5
2191,MCQ,9,1.0,0.111
2191,TrueFalse,3,3.0,1.0
2194,MCQ,39,9.0,0.231
2194,ShortAnswer,7,5.0,0.714
2194,TrueFalse,11,7.0,0.636
2197,MCQ,40,13.0,0.325
2197,ShortAnswer,14,4.0,0.286
2197,TrueFalse,9,5.0,0.556
2198,MCQ,29,4.0,0.138
2198,ShortAnswer,10,5.0,0.5
2198,TrueFalse,17,9.0,0.529
2199,MCQ,6,3.0,0.5
2199,ShortAnswer,1,0.0,0.0
2199,TrueFalse,2,1.0,0.5
2209,MCQ,31,7.0,0.226
2209,ShortAnswer,6,4.0,0.667
2209,TrueFalse,3,0.0,0.0
2210,MCQ,42,17.0,0.405
2210,ShortAnswer,9,3.0,0.333
2210,TrueFalse,8,1.0,0.125
2220,MCQ,8,3.0,0.375
2220,ShortAnswer,2,1.0,0.5
2220,TrueFalse,2,1.0,0.5
2225,MCQ,81,20.0,0.247
2225,ShortAnswer,23,9.0,0.391
2225,TrueFalse,18,9.0,0.5
2226,MCQ,47,12.0,0.255
2226,ShortAnswer,13,8.0,0.615
2226,TrueFalse,11,3.0,0.273
2232,MCQ,2,1.0,0.5
2232,TrueFalse,1,0.0,0.0
2240,MCQ,26,6.0,0.231
2240,ShortAnswer,6,2.0,0.333
2240,TrueFalse,7,5.0,0.714
2246,MCQ,49,9.0,0.184
2246,ShortAnswer,13,8.0,0.615
2246,TrueFalse,18,7.0,0.389
2250,MCQ,54,14.0,0.259
2250,ShortAnswer,4,1.0,0.25
2250,TrueFalse,21,14.0,0.667
2251,MCQ,15,2.0,0.133
2251,TrueFalse,2,1.0,0.5
2252,MCQ,14,0.0,0.0
2252,ShortAnswer,2,2.0,1.0
2252,TrueFalse,2,2.0,1.0
2254,MCQ,58,13.0,0.224
2254,ShortAnswer,5,5.0,1.0
2254,TrueFalse,12,5.0,0.417
2255,MCQ,21,6.0,0.286
2255,ShortAnswer,16,8.0,0.5
2255,TrueFalse,18,13.0,0.722
2257,MCQ,41,10.0,0.244
2257,ShortAnswer,7,5.0,0.714
2257,TrueFalse,15,8.0,0.533
2261,MCQ,21,8.0,0.381
2261,ShortAnswer,4,1.0,0.25
2261,TrueFalse,6,3.0,0.5
2262,MCQ,27,3.0,0.111
2262,ShortAnswer,5,2.0,0.4
2262,TrueFalse,10,7.0,0.7
2263,MCQ,79,21.0,0.266
2263,ShortAnswer,16,4.0,0.25
2263,TrueFalse,20,9.0,0.45
2264,MCQ,4,1.0,0.25
2264,ShortAnswer,1,0.0,0.0
2270,MCQ,57,13.0,0.228
2270,ShortAnswer,11,8.0,0.727
2270,TrueFalse,27,14.0,0.519
2272,MCQ,52,16.0,0.308
2272,ShortAnswer,16,10.0,0.625
2272,TrueFalse,12,5.0,0.417
2274,MCQ,45,11.0,0.244
2274,ShortAnswer,9,5.0,0.556
2274,TrueFalse,14,9.0,0.643
2283,MCQ,26,9.0,0.346
2283,ShortAnswer,8,3.0,0.375
2283,TrueFalse,4,2.0,0.5
2286,MCQ,24,9.0,0.375
2286,ShortAnswer,7,4.0,0.571
2286,TrueFalse,6,4.0,0.667
2289,MCQ,21,4.0,0.19
2289,ShortAnswer,7,2.0,0.286
2289,TrueFalse,5,2.0,0.4
2292,MCQ,32,4.0,0.125
2292,ShortAnswer,13,6.0,0.462
2292,TrueFalse,11,5.0,0.455
2295,MCQ,11,3.0,0.273
2295,ShortAnswer,4,1.0,0.25
2295,TrueFalse,2,0.0,0.0
2298,MCQ,25,8.0,0.32
2298,ShortAnswer,14,6.0,0.429
2298,TrueFalse,11,6.0,0.545
2303,MCQ,18,4.0,0.222
2303,ShortAnswer,2,1.0,0.5
2303,TrueFalse,11,5.0,0.455
2305,MCQ,7,3.0,0.429
2305,ShortAnswer,3,2.0,0.667
2305,TrueFalse,1,1.0,1.0
2310,MCQ,8,3.0,0.375
2310,ShortAnswer,1,1.0,1.0
2310,TrueFalse,3,3.0,1.0
2313,MCQ,27,4.0,0.148
2313,ShortAnswer,9,3.0,0.333
2313,TrueFalse,8,4.0,0.5
2314,MCQ,93,24.0,0.258
2314,ShortAnswer,14,7.0,0.5
2314,TrueFalse,18,10.0,0.556
2315,MCQ,39,10.0,0.256
2315,ShortAnswer,4,2.0,0.5
2315,TrueFalse,15,6.0,0.4
2319,MCQ,10,3.0,0.3
2319,ShortAnswer,2,1.0,0.5
2319,TrueFalse,4,3.0,0.75
2324,MCQ,40,4.0,0.1
2324,ShortAnswer,4,2.0,0.5
2324,TrueFalse,12,7.0,0.583
2325,MCQ,29,8.0,0.276
2325,ShortAnswer,8,4.0,0.5
2325,TrueFalse,11,9.0,0.818
2326,MCQ,25,6.0,0.24
2326,ShortAnswer,3,1.0,0.333
2326,TrueFalse,3,1.0,0.333
2328,MCQ,19,5.0,0.263
2328,ShortAnswer,5,3.0,0.6
2328,TrueFalse,3,3.0,1.0
2331,MCQ,48,7.0,0.146
2331,ShortAnswer,9,6.0,0.667
2331,TrueFalse,5,3.0,0.6
2332,MCQ,32,4.0,0.125
2332,ShortAnswer,9,5.0,0.556
2332,TrueFalse,17,8.0,0.471
2333,MCQ,59,11.0,0.186
2333,ShortAnswer,12,6.0,0.5
2333,TrueFalse,10,4.0,0.4
2342,MCQ,18,6.0,0.333
2342,TrueFalse,3,3.0,1.0
2345,MCQ,59,12.0,0.203
2345,ShortAnswer,12,7.0,0.583
2345,TrueFalse,15,3.0,0.2
2347,MCQ,48,8.0,0.167
2347,ShortAnswer,11,8.0,0.727
2347,TrueFalse,11,3.0,0.273
2348,MCQ,13,3.0,0.231
2348,ShortAnswer,6,1.0,0.167
2348,TrueFalse,11,5.0,0.455
2351,MCQ,53,11.0,0.208
2351,ShortAnswer,9,3.0,0.333
2351,TrueFalse,17,10.0,0.588
2352,MCQ,20,6.0,0.3
2352,ShortAnswer,5,2.0,0.4
2352,TrueFalse,10,5.0,0.5
2353,MCQ,1,1.0,1.0
2353,ShortAnswer,1,0.0,0.0
2353,TrueFalse,4,0.0,0.0
2357,MCQ,20,8.0,0.4
2357,ShortAnswer,2,2.0,1.0
2357,TrueFalse,12,6.0,0.5
2361,MCQ,1,0.0,0.0
2361,TrueFalse,1,0.0,0.0
2362,MCQ,54,12.0,0.222
2362,ShortAnswer,5,3.0,0.6
2362,TrueFalse,16,6.0,0.375
2365,MCQ,26,7.0,0.269
2365,ShortAnswer,1,1.0,1.0
2369,MCQ,90,25.0,0.278
2369,ShortAnswer,27,20.0,0.741
2369,TrueFalse,25,11.0,0.44
2378,MCQ,72,29.0,0.403
2378,ShortAnswer,9,3.0,0.333
2378,TrueFalse,22,13.0,0.591
