StudentId,EngagementSegment
114,Social Learner
4359,Passive Learner
2977,Dropout Risk
1278,Social Learner
3491,Dropout Risk
2547,Passive Learner
1514,Social Learner
4747,Dropout Risk
719,Social Learner
694,Social Learner
790,Passive Learner
2400,Passive Learner
3246,Dropout Risk
257,Social Learner
246,Social Learner
3532,Dropout Risk
4857,Dropout Risk
3620,Passive Learner
3943,Dropout Risk
1635,Social Learner
2397,Dropout Risk
1890,Social Learner
2073,Dropout Risk
3941,Dropout Risk
3397,Dropout Risk
2916,Passive Learner
3950,Dropout Risk
1773,Social Learner
1210,Social Learner
127,Social Learner
2790,Passive Learner
2524,Dropout Risk
4519,Passive Learner
1909,Passive Learner
2984,Passive Learner
2170,Passive Learner
2999,Dropout Risk
4039,Dropout Risk
2705,Passive Learner
2148,Dropout Risk
545,Social Learner
1565,Social Learner
1057,Social Learner
1260,Dropout Risk
2408,Dropout Risk
1576,Social Learner
2752,Passive Learner
4809,Passive Learner
2764,Passive Learner
3659,Dropout Risk
3390,Dropout Risk
4522,Dropout Risk
2985,Passive Learner
983,Social Learner
2935,Dropout Risk
1894,Social Learner
3180,Dropout Risk
2659,Dropout Risk
2056,Social Learner
2411,Passive Learner
2744,Dropout Risk
187,Social Learner
685,Dropout Risk
389,Social Learner
3607,Dropout Risk
1670,Social Learner
2096,Dropout Risk
2609,Passive Learner
882,Social Learner
2130,Dropout Risk
1386,Social Learner
3374,Dropout Risk
2421,Passive Learner
50,Social Learner
3873,Dropout Risk
56,Social Learner
2692,Passive Learner
2507,Dropout Risk
1361,Social Learner
4715,Passive Learner
3698,Dropout Risk
4126,Dropout Risk
3236,Passive Learner
2558,Passive Learner
915,Social Learner
4708,Dropout Risk
4571,Dropout Risk
3669,Dropout Risk
1012,Social Learner
2035,Social Learner
2900,Dropout Risk
3560,Passive Learner
4977,Dropout Risk
180,Social Learner
1133,Social Learner
2852,Dropout Risk
3172,Dropout Risk
3312,Dropout Risk
163,Social Learner
4382,Dropout Risk
1262,Social Learner
4983,Dropout Risk
4256,Passive Learner
456,Social Learner
4022,Passive Learner
2414,Passive Learner
3719,Dropout Risk
2197,Passive Learner
1063,Social Learner
1574,Passive Learner
1220,Social Learner
395,Social Learner
1733,Social Learner
3441,Passive Learner
2143,Dropout Risk
317,Social Learner
3349,Dropout Risk
1089,Social Learner
1647,Social Learner
2954,Super Learner
2956,Passive Learner
4074,Passive Learner
4349,Passive Learner
4866,Passive Learner
4802,Passive Learner
1212,Social Learner
3064,Dropout Risk
2561,Passive Learner
883,Social Learner
811,Social Learner
4627,Dropout Risk
1794,Social Learner
923,Social Learner
3085,Passive Learner
2913,Dropout Risk
3357,Passive Learner
676,Social Learner
1673,Social Learner
386,Social Learner
4344,Dropout Risk
3796,Dropout Risk
1735,Social Learner
3168,Passive Learner
2933,Passive Learner
506,Social Learner
2551,Passive Learner
3012,Passive Learner
3757,Dropout Risk
1129,Social Learner
4530,Passive Learner
1563,Social Learner
1954,Social Learner
323,Social Learner
1135,Social Learner
4732,Passive Learner
3347,Dropout Risk
84,Social Learner
3794,Dropout Risk
1374,Social Learner
3952,Passive Learner
431,Passive Learner
4277,Dropout Risk
1837,Dropout Risk
5,Social Learner
1803,Social Learner
1202,Social Learner
4111,Dropout Risk
4375,Passive Learner
3285,Passive Learner
1149,Social Learner
1437,Social Learner
1324,Passive Learner
4115,Passive Learner
1926,Social Learner
4493,Dropout Risk
1022,Social Learner
301,Dropout Risk
3905,Passive Learner
269,Social Learner
1289,Social Learner
3632,Dropout Risk
1255,Social Learner
2335,Dropout Risk
4941,Passive Learner
4119,Dropout Risk
4477,Passive Learner
4618,Dropout Risk
1319,Passive Learner
325,Social Learner
477,Social Learner
69,Social Learner
3264,Dropout Risk
3832,Dropout Risk
1838,Social Learner
667,Social Learner
792,Social Learner
2969,Dropout Risk
182,Social Learner
1440,Social Learner
3068,Passive Learner
4684,Dropout Risk
2407,Dropout Risk
4907,Dropout Risk
294,Social Learner
1435,Social Learner
651,Social Learner
4902,Dropout Risk
3157,Passive Learner
4506,Dropout Risk
4222,Dropout Risk
2389,Passive Learner
4374,Dropout Risk
2100,Dropout Risk
3304,Dropout Risk
4065,Passive Learner
1830,Social Learner
641,Social Learner
3421,Passive Learner
2643,Passive Learner
3368,Passive Learner
3343,Dropout Risk
4893,Passive Learner
4852,Passive Learner
4363,Passive Learner
2508,Passive Learner
4791,Passive Learner
4163,Dropout Risk
1613,Social Learner
4785,Passive Learner
1907,Social Learner
2736,Dropout Risk
2350,Passive Learner
1103,Social Learner
2858,Dropout Risk
1046,Dropout Risk
169,Social Learner
1978,Social Learner
657,Social Learner
3104,Dropout Risk
2966,Passive Learner
1375,Social Learner
4138,Dropout Risk
61,Social Learner
4244,Dropout Risk
1413,Social Learner
1158,Social Learner
562,Social Learner
3605,Dropout Risk
1622,Social Learner
1010,Social Learner
1415,Dropout Risk
2835,Passive Learner
4818,Dropout Risk
2432,Passive Learner
581,Social Learner
899,Social Learner
264,Social Learner
3143,Dropout Risk
912,Social Learner
251,Passive Learner
2161,Dropout Risk
2521,Passive Learner
4629,Passive Learner
3419,Dropout Risk
2465,Passive Learner
1667,Dropout Risk
343,Social Learner
2154,Passive Learner
931,Dropout Risk
4736,Passive Learner
941,Social Learner
646,Passive Learner
3808,Dropout Risk
1029,Social Learner
519,Social Learner
2089,Dropout Risk
617,Social Learner
855,Social Learner
2578,Passive Learner
3675,Passive Learner
3396,Passive Learner
214,Social Learner
4991,Passive Learner
2556,Dropout Risk
800,Social Learner
637,Social Learner
381,Passive Learner
217,Dropout Risk
2441,Dropout Risk
1925,Social Learner
379,Passive Learner
3847,Dropout Risk
2075,Passive Learner
1108,Social Learner
841,Social Learner
4782,Passive Learner
2699,Passive Learner
1524,Dropout Risk
3004,Passive Learner
2303,Passive Learner
2138,Dropout Risk
396,Social Learner
1427,Social Learner
3755,Passive Learner
892,Social Learner
133,Social Learner
1266,Social Learner
1060,Social Learner
3245,Passive Learner
2772,Dropout Risk
2490,Passive Learner
4892,Passive Learner
3552,Dropout Risk
2476,Dropout Risk
466,Social Learner
2152,Dropout Risk
1532,Social Learner
2274,Dropout Risk
454,Social Learner
1179,Social Learner
2372,Passive Learner
68,Social Learner
616,Social Learner
3959,Passive Learner
2012,Dropout Risk
4683,Dropout Risk
1782,Social Learner
190,Social Learner
3759,Passive Learner
1400,Social Learner
1850,Passive Learner
1117,Social Learner
3611,Dropout Risk
3974,Dropout Risk
4534,Dropout Risk
3093,Dropout Risk
3703,Dropout Risk
3823,Passive Learner
4696,Dropout Risk
1834,Social Learner
293,Social Learner
4303,Dropout Risk
3310,Passive Learner
3612,Dropout Risk
1234,Super Learner
2690,Dropout Risk
579,Passive Learner
3756,Passive Learner
72,Social Learner
3243,Passive Learner
3353,Passive Learner
1706,Social Learner
4678,Passive Learner
1975,Social Learner
3545,Dropout Risk
1606,Social Learner
1150,Social Learner
3321,Super Learner
2628,Dropout Risk
2129,Dropout Risk
3411,Dropout Risk
488,Social Learner
1171,Social Learner
525,Social Learner
3930,Dropout Risk
4466,Passive Learner
3394,Dropout Risk
2927,Dropout Risk
860,Social Learner
4856,Dropout Risk
3746,Super Learner
4355,Dropout Risk
1112,Social Learner
3123,Passive Learner
353,Social Learner
3011,Dropout Risk
2270,Passive Learner
4940,Passive Learner
3050,Dropout Risk
2512,Passive Learner
3130,Passive Learner
3920,Dropout Risk
2072,Dropout Risk
3537,Dropout Risk
2577,Dropout Risk
1464,Social Learner
3162,Passive Learner
4965,Passive Learner
3722,Passive Learner
4178,Dropout Risk
2347,Passive Learner
4249,Dropout Risk
1562,Passive Learner
2509,Dropout Risk
3257,Dropout Risk
2828,Dropout Risk
3747,Passive Learner
3136,Dropout Risk
4580,Dropout Risk
1912,Dropout Risk
385,Social Learner
4442,Dropout Risk
1418,Social Learner
566,Social Learner
868,Social Learner
1593,Social Learner
3055,Passive Learner
170,Social Learner
3749,Dropout Risk
4487,Passive Learner
3107,Dropout Risk
4145,Dropout Risk
4446,Passive Learner
283,Social Learner
4002,Dropout Risk
705,Social Learner
2737,Passive Learner
4636,Passive Learner
2738,Dropout Risk
928,Social Learner
538,Social Learner
4389,Passive Learner
3686,Dropout Risk
2580,Dropout Risk
4986,Dropout Risk
1369,Social Learner
4841,Dropout Risk
1058,Dropout Risk
910,Social Learner
307,Social Learner
2766,Dropout Risk
822,Dropout Risk
1625,Social Learner
2395,Dropout Risk
606,Social Learner
4650,Passive Learner
4148,Dropout Risk
1668,Social Learner
2721,Passive Learner
2440,Passive Learner
4044,Dropout Risk
3599,Dropout Risk
3549,Passive Learner
4455,Dropout Risk
109,Social Learner
2955,Dropout Risk
3838,Dropout Risk
2700,Dropout Risk
1987,Passive Learner
2555,Passive Learner
1700,Social Learner
4339,Dropout Risk
2484,Passive Learner
807,Social Learner
4152,Dropout Risk
2177,Dropout Risk
3426,Passive Learner
2649,Passive Learner
4724,Passive Learner
3000,Dropout Risk
1055,Social Learner
587,Social Learner
900,Passive Learner
2650,Dropout Risk
2500,Passive Learner
4365,Passive Learner
3960,Passive Learner
2141,Dropout Risk
3344,Passive Learner
3826,Dropout Risk
779,Social Learner
377,Social Learner
24,Social Learner
1784,Social Learner
2371,Passive Learner
4043,Dropout Risk
1696,Social Learner
4179,Passive Learner
2033,Social Learner
3643,Passive Learner
4309,Passive Learner
3655,Passive Learner
1960,Social Learner
1232,Social Learner
1368,Social Learner
2818,Dropout Risk
2941,Dropout Risk
1992,Social Learner
195,Social Learner
336,Social Learner
2052,Social Learner
2022,Social Learner
2219,Passive Learner
179,Social Learner
2028,Social Learner
4800,Passive Learner
1904,Social Learner
3883,Dropout Risk
4952,Dropout Risk
2450,Dropout Risk
3293,Passive Learner
3121,Dropout Risk
4509,Dropout Risk
4109,Passive Learner
3360,Passive Learner
1957,Social Learner
4862,Passive Learner
2340,Dropout Risk
594,Social Learner
3616,Passive Learner
628,Social Learner
4914,Passive Learner
1672,Passive Learner
4579,Passive Learner
73,Passive Learner
235,Social Learner
4778,Passive Learner
1487,Passive Learner
1545,Social Learner
621,Passive Learner
140,Social Learner
3798,Dropout Risk
1237,Social Learner
4638,Passive Learner
3212,Passive Learner
770,Social Learner
4475,Passive Learner
1495,Social Learner
3030,Dropout Risk
3317,Passive Learner
4335,Passive Learner
1302,Social Learner
610,Dropout Risk
1120,Social Learner
2472,Passive Learner
1039,Social Learner
564,Social Learner
308,Social Learner
1142,Social Learner
3893,Passive Learner
3263,Dropout Risk
4192,Dropout Risk
4801,Dropout Risk
4995,Dropout Risk
2987,Passive Learner
4187,Passive Learner
471,Social Learner
459,Social Learner
2594,Dropout Risk
357,Dropout Risk
1604,Social Learner
3867,Dropout Risk
1564,Social Learner
1054,Social Learner
1500,Social Learner
3548,Passive Learner
2831,Dropout Risk
90,Social Learner
338,Social Learner
113,Social Learner
2993,Passive Learner
4884,Passive Learner
2387,Dropout Risk
1638,Social Learner
4612,Passive Learner
1489,Social Learner
978,Social Learner
3656,Passive Learner
3613,Passive Learner
2294,Passive Learner
2944,Dropout Risk
4868,Dropout Risk
540,Social Learner
2786,Dropout Risk
1771,Social Learner
3308,Passive Learner
3831,Dropout Risk
2053,Social Learner
200,Social Learner
3332,Dropout Risk
1883,Passive Learner
1485,Social Learner
1730,Dropout Risk
345,Social Learner
2013,Social Learner
3239,Dropout Risk
4450,Dropout Risk
2718,Passive Learner
3871,Dropout Risk
2005,Social Learner
3222,Dropout Risk
22,Social Learner
341,Passive Learner
4676,Dropout Risk
2719,Dropout Risk
856,Social Learner
4218,Passive Learner
4307,Dropout Risk
3945,Dropout Risk
688,Social Learner
4254,Dropout Risk
1353,Social Learner
2809,Dropout Risk
2466,Passive Learner
312,Social Learner
2949,Dropout Risk
960,Social Learner
275,Social Learner
122,Social Learner
4421,Dropout Risk
3294,Dropout Risk
1201,Social Learner
4079,Dropout Risk
3327,Dropout Risk
977,Social Learner
3102,Dropout Risk
3075,Dropout Risk
1572,Social Learner
344,Social Learner
914,Social Learner
2686,Dropout Risk
844,Social Learner
1473,Social Learner
799,Social Learner
4792,Passive Learner
4553,Dropout Risk
3194,Passive Learner
4058,Passive Learner
707,Social Learner
1643,Social Learner
4219,Passive Learner
4690,Dropout Risk
2760,Dropout Risk
1236,Social Learner
2088,Passive Learner
2903,Dropout Risk
4076,Passive Learner
3760,Dropout Risk
2083,Passive Learner
1268,Social Learner
3042,Dropout Risk
4460,Passive Learner
88,Social Learner
2679,Dropout Risk
1082,Social Learner
2537,Passive Learner
2728,Dropout Risk
2016,Social Learner
1722,Social Learner
3460,Dropout Risk
4041,Dropout Risk
3690,Dropout Risk
2150,Passive Learner
2807,Dropout Risk
3624,Passive Learner
2638,Dropout Risk
3223,Passive Learner
1776,Social Learner
2233,Passive Learner
1132,Social Learner
655,Social Learner
2921,Dropout Risk
3140,Dropout Risk
718,Social Learner
2851,Dropout Risk
1543,Social Learner
1204,Social Learner
2808,Passive Learner
3913,Dropout Risk
4265,Dropout Risk
4541,Passive Learner
2238,Passive Learner
902,Social Learner
4881,Dropout Risk
3286,Dropout Risk
561,Social Learner
4297,Dropout Risk
666,Passive Learner
2308,Dropout Risk
3434,Dropout Risk
4918,Dropout Risk
111,Social Learner
3677,Passive Learner
3587,Passive Learner
1961,Social Learner
4789,Passive Learner
786,Social Learner
3814,Passive Learner
865,Social Learner
4686,Dropout Risk
1642,Social Learner
4886,Dropout Risk
2352,Passive Learner
696,Social Learner
4396,Dropout Risk
3113,Passive Learner
4651,Dropout Risk
210,Social Learner
4815,Passive Learner
3070,Dropout Risk
4498,Dropout Risk
2139,Dropout Risk
1032,Social Learner
1723,Social Learner
2002,Social Learner
3152,Dropout Risk
3912,Passive Learner
1654,Social Learner
1521,Social Learner
4211,Dropout Risk
1754,Social Learner
4885,Passive Learner
3281,Passive Learner
812,Dropout Risk
3024,Dropout Risk
934,Social Learner
4637,Dropout Risk
4255,Passive Learner
4101,Dropout Risk
1244,Social Learner
515,Dropout Risk
668,Social Learner
4472,Passive Learner
2767,Dropout Risk
94,Social Learner
873,Social Learner
4981,Passive Learner
958,Social Learner
1297,Dropout Risk
3713,Dropout Risk
3265,Dropout Risk
954,Social Learner
1097,Social Learner
1793,Social Learner
1479,Social Learner
3035,Passive Learner
4738,Passive Learner
3186,Passive Learner
2205,Dropout Risk
2373,Dropout Risk
1458,Social Learner
4465,Passive Learner
436,Social Learner
3235,Dropout Risk
3079,Passive Learner
2797,Passive Learner
2600,Dropout Risk
3773,Dropout Risk
4398,Passive Learner
2731,Passive Learner
148,Social Learner
2433,Passive Learner
3921,Dropout Risk
2174,Dropout Risk
4581,Dropout Risk
3897,Passive Learner
1194,Social Learner
2151,Dropout Risk
4524,Dropout Risk
2245,Passive Learner
1527,Social Learner
2061,Passive Learner
1181,Social Learner
1751,Social Learner
1892,Social Learner
230,Super Learner
277,Passive Learner
4415,Passive Learner
3399,Dropout Risk
3299,Passive Learner
3977,Dropout Risk
4712,Passive Learner
4424,Dropout Risk
1801,Social Learner
1432,Social Learner
4410,Dropout Risk
2506,Super Learner
2907,Dropout Risk
3726,Passive Learner
2435,Dropout Risk
2047,Social Learner
2986,Dropout Risk
1559,Social Learner
4473,Passive Learner
3066,Dropout Risk
511,Social Learner
3710,Passive Learner
4360,Dropout Risk
4497,Dropout Risk
2965,Passive Learner
4054,Passive Learner
1695,Social Learner
3869,Passive Learner
3430,Passive Learner
1750,Social Learner
369,Social Learner
4190,Dropout Risk
2032,Social Learner
3226,Dropout Risk
2779,Dropout Risk
1529,Social Learner
4774,Dropout Risk
1139,Dropout Risk
831,Social Learner
2811,Dropout Risk
1376,Social Learner
30,Social Learner
1102,Social Learner
3853,Dropout Risk
3447,Dropout Risk
2872,Passive Learner
1326,Social Learner
4225,Passive Learner
1457,Social Learner
837,Passive Learner
4116,Dropout Risk
3725,Passive Learner
4585,Passive Learner
4091,Super Learner
3882,Passive Learner
67,Social Learner
3736,Dropout Risk
4262,Dropout Risk
3649,Dropout Risk
3314,Passive Learner
3153,Dropout Risk
840,Dropout Risk
4709,Dropout Risk
1403,Social Learner
2627,Dropout Risk
795,Social Learner
1328,Social Learner
2175,Passive Learner
1973,Social Learner
2842,Passive Learner
1169,Social Learner
2146,Dropout Risk
2863,Passive Learner
2995,Passive Learner
2663,Passive Learner
548,Dropout Risk
4100,Dropout Risk
808,Social Learner
3041,Dropout Risk
1354,Social Learner
3320,Passive Learner
1419,Social Learner
262,Dropout Risk
916,Passive Learner
3989,Passive Learner
81,Social Learner
1450,Social Learner
4749,Super Learner
1275,Social Learner
3074,Passive Learner
4729,Dropout Risk
2377,Dropout Risk
2642,Dropout Risk
1251,Social Learner
3582,Dropout Risk
4535,Dropout Risk
1131,Social Learner
4350,Dropout Risk
2342,Dropout Risk
775,Social Learner
4794,Passive Learner
2434,Dropout Risk
107,Passive Learner
726,Passive Learner
2887,Dropout Risk
2844,Passive Learner
4205,Passive Learner
1366,Social Learner
4569,Passive Learner
71,Super Learner
3115,Passive Learner
3043,Passive Learner
4679,Dropout Risk
3947,Passive Learner
4821,Passive Learner
4240,Passive Learner
1468,Social Learner
3479,Dropout Risk
1295,Social Learner
4989,Passive Learner
728,Social Learner
3144,Dropout Risk
4934,Dropout Risk
911,Social Learner
964,Social Learner
836,Social Learner
3403,Dropout Risk
2093,Passive Learner
3892,Passive Learner
700,Social Learner
1623,Social Learner
744,Social Learner
981,Social Learner
496,Social Learner
2883,Dropout Risk
126,Social Learner
3619,Dropout Risk
1472,Social Learner
1891,Social Learner
2451,Passive Learner
316,Social Learner
3661,Dropout Risk
313,Social Learner
4920,Dropout Risk
4625,Passive Learner
4032,Dropout Risk
3295,Passive Learner
3453,Dropout Risk
731,Social Learner
2637,Dropout Risk
3315,Passive Learner
2293,Passive Learner
4317,Passive Learner
1888,Social Learner
1090,Social Learner
4947,Passive Learner
1390,Social Learner
1282,Dropout Risk
2697,Dropout Risk
1065,Social Learner
1552,Social Learner
1381,Dropout Risk
3506,Passive Learner
4838,Dropout Risk
2975,Dropout Risk
4020,Passive Learner
2654,Dropout Risk
528,Social Learner
2348,Passive Learner
3765,Passive Learner
4621,Passive Learner
3076,Dropout Risk
2898,Dropout Risk
2530,Dropout Risk
3323,Dropout Risk
1352,Social Learner
4327,Dropout Risk
3513,Dropout Risk
1947,Dropout Risk
2134,Dropout Risk
2361,Dropout Risk
2153,Dropout Risk
2881,Passive Learner
1013,Social Learner
4467,Dropout Risk
2394,Dropout Risk
1203,Social Learner
1228,Social Learner
3413,Dropout Risk
4401,Dropout Risk
4224,Dropout Risk
2488,Passive Learner
1958,Social Learner
2045,Social Learner
1726,Social Learner
2601,Passive Learner
289,Social Learner
3198,Dropout Risk
359,Social Learner
662,Social Learner
2379,Dropout Risk
1616,Social Learner
1687,Social Learner
4241,Dropout Risk
1412,Social Learner
1124,Social Learner
302,Social Learner
416,Social Learner
2617,Passive Learner
4641,Passive Learner
424,Social Learner
4649,Passive Learner
764,Social Learner
1475,Social Learner
2279,Passive Learner
376,Social Learner
4853,Dropout Risk
102,Social Learner
3667,Passive Learner
4470,Dropout Risk
4507,Passive Learner
4173,Passive Learner
3737,Passive Learner
432,Social Learner
2386,Dropout Risk
1007,Social Learner
2128,Dropout Risk
2029,Social Learner
3900,Dropout Risk
134,Social Learner
1359,Social Learner
3470,Passive Learner
2157,Passive Learner
2099,Dropout Risk
4386,Passive Learner
3751,Passive Learner
3316,Passive Learner
2923,Dropout Risk
2802,Passive Learner
1603,Social Learner
3884,Dropout Risk
949,Social Learner
1052,Social Learner
693,Social Learner
2689,Dropout Risk
3822,Dropout Risk
3783,Passive Learner
3629,Dropout Risk
2192,Passive Learner
850,Social Learner
3109,Dropout Risk
158,Social Learner
4822,Dropout Risk
4129,Dropout Risk
4557,Passive Learner
2795,Passive Learner
507,Social Learner
236,Social Learner
33,Passive Learner
3445,Passive Learner
2027,Social Learner
4781,Dropout Risk
661,Social Learner
101,Social Learner
2316,Passive Learner
1189,Passive Learner
3045,Dropout Risk
4614,Dropout Risk
4556,Dropout Risk
4315,Passive Learner
1953,Social Learner
1980,Social Learner
4912,Passive Learner
4960,Dropout Risk
2094,Dropout Risk
4959,Dropout Risk
2816,Dropout Risk
567,Social Learner
4705,Passive Learner
1177,Social Learner
2044,Social Learner
408,Social Learner
132,Social Learner
4837,Dropout Risk
4706,Dropout Risk
390,Social Learner
261,Social Learner
3750,Passive Learner
4513,Dropout Risk
3932,Passive Learner
943,Social Learner
1216,Social Learner
1897,Social Learner
3828,Dropout Risk
571,Social Learner
3727,Dropout Risk
3986,Dropout Risk
1602,Social Learner
3683,Dropout Risk
3711,Passive Learner
1163,Social Learner
4334,Dropout Risk
4516,Passive Learner
3427,Passive Learner
2224,Dropout Risk
245,Social Learner
1281,Social Learner
2801,Passive Learner
3301,Passive Learner
894,Social Learner
4357,Dropout Risk
4824,Dropout Risk
290,Social Learner
1166,Social Learner
3827,Dropout Risk
119,Social Learner
2614,Dropout Risk
2307,Passive Learner
2376,Passive Learner
2194,Dropout Risk
4273,Passive Learner
3791,Passive Learner
4161,Dropout Risk
2367,Dropout Risk
913,Social Learner
1321,Social Learner
4653,Passive Learner
4364,Passive Learner
4014,Passive Learner
3439,Dropout Risk
2552,Passive Learner
2145,Dropout Risk
2239,Dropout Risk
881,Social Learner
591,Social Learner
757,Social Learner
4388,Passive Learner
572,Social Learner
2514,Dropout Risk
3108,Passive Learner
1651,Social Learner
1023,Passive Learner
1223,Social Learner
3662,Dropout Risk
3888,Passive Learner
3214,Dropout Risk
1829,Social Learner
2416,Dropout Risk
1582,Social Learner
3919,Dropout Risk
1815,Dropout Risk
3402,Passive Learner
1756,Social Learner
1820,Social Learner
2620,Dropout Risk
2584,Passive Learner
2566,Dropout Risk
3530,Passive Learner
2527,Dropout Risk
4799,Dropout Risk
1935,Social Learner
1045,Social Learner
1554,Social Learner
3679,Dropout Risk
3398,Dropout Risk
2007,Social Learner
3687,Dropout Risk
3205,Passive Learner
330,Social Learner
4543,Dropout Risk
4610,Dropout Risk
950,Social Learner
1417,Social Learner
1309,Social Learner
446,Passive Learner
1542,Social Learner
91,Social Learner
560,Social Learner
3103,Passive Learner
4520,Dropout Risk
1438,Passive Learner
3523,Dropout Risk
632,Super Learner
2533,Dropout Risk
925,Social Learner
3424,Passive Learner
2109,Super Learner
7,Social Learner
1188,Social Learner
4820,Passive Learner
1225,Social Learner
1652,Social Learner
2996,Dropout Risk
3145,Dropout Risk
16,Social Learner
3418,Dropout Risk
1969,Social Learner
3266,Dropout Risk
1344,Social Learner
3472,Dropout Risk
4795,Passive Learner
1134,Social Learner
735,Social Learner
3202,Passive Learner
869,Social Learner
11,Social Learner
3790,Passive Learner
2865,Dropout Risk
2246,Dropout Risk
4642,Dropout Risk
315,Passive Learner
135,Social Learner
2470,Passive Learner
4976,Dropout Risk
4768,Dropout Risk
121,Social Learner
3550,Dropout Risk
2283,Passive Learner
4921,Dropout Risk
3678,Dropout Risk
3648,Passive Learner
4239,Dropout Risk
443,Social Learner
3192,Dropout Risk
1767,Social Learner
87,Social Learner
2207,Dropout Risk
4950,Dropout Risk
4829,Passive Learner
98,Social Learner
2709,Dropout Risk
3818,Passive Learner
758,Passive Learner
2840,Passive Learner
1870,Passive Learner
4730,Passive Learner
4288,Dropout Risk
3904,Dropout Risk
3322,Passive Learner
168,Social Learner
4331,Passive Learner
360,Social Learner
4666,Dropout Risk
970,Social Learner
112,Social Learner
1099,Dropout Risk
1805,Social Learner
3475,Dropout Risk
4521,Super Learner
620,Social Learner
2925,Dropout Risk
3060,Dropout Risk
784,Social Learner
1050,Dropout Risk
4191,Passive Learner
486,Social Learner
4411,Dropout Risk
2940,Dropout Risk
3754,Passive Learner
539,Social Learner
1274,Social Learner
703,Social Learner
3600,Passive Learner
1707,Social Learner
3270,Passive Learner
3456,Dropout Risk
1187,Social Learner
1835,Social Learner
4468,Dropout Risk
791,Social Learner
1434,Social Learner
4763,Dropout Risk
2095,Passive Learner
340,Social Learner
4804,Passive Learner
3845,Dropout Risk
1033,Social Learner
2309,Dropout Risk
2501,Dropout Risk
2252,Dropout Risk
3720,Dropout Risk
4051,Dropout Risk
797,Social Learner
2057,Social Learner
4896,Dropout Risk
1506,Super Learner
1362,Social Learner
218,Social Learner
1663,Social Learner
1566,Social Learner
498,Social Learner
3646,Dropout Risk
1213,Social Learner
1690,Social Learner
4764,Passive Learner
871,Social Learner
4805,Dropout Risk
2919,Passive Learner
4221,Dropout Risk
1505,Social Learner
2462,Dropout Risk
196,Social Learner
2378,Dropout Risk
4755,Passive Learner
2535,Passive Learner
3861,Passive Learner
4345,Passive Learner
4067,Dropout Risk
689,Social Learner
4611,Dropout Risk
464,Social Learner
2915,Dropout Risk
2399,Passive Learner
1609,Social Learner
4864,Passive Learner
1387,Social Learner
2621,Dropout Risk
4098,Dropout Risk
270,Social Learner
1591,Social Learner
1981,Dropout Risk
1718,Social Learner
1200,Social Learner
4172,Dropout Risk
1024,Social Learner
278,Social Learner
630,Passive Learner
2172,Dropout Risk
1300,Dropout Risk
4518,Passive Learner
1678,Social Learner
3625,Passive Learner
2893,Dropout Risk
4685,Passive Learner
1530,Social Learner
4236,Dropout Risk
849,Social Learner
4491,Dropout Risk
759,Social Learner
161,Social Learner
1086,Dropout Risk
1157,Social Learner
4080,Passive Learner
1903,Dropout Risk
4358,Passive Learner
2573,Dropout Risk
3704,Dropout Risk
4617,Passive Learner
1786,Social Learner
4458,Passive Learner
3193,Passive Learner
370,Social Learner
1522,Social Learner
1483,Social Learner
1246,Social Learner
1859,Social Learner
4925,Dropout Risk
1146,Social Learner
1597,Passive Learner
1977,Social Learner
3517,Dropout Risk
4461,Passive Learner
2220,Dropout Risk
1115,Social Learner
2167,Passive Learner
1143,Social Learner
3918,Dropout Risk
1766,Social Learner
2585,Passive Learner
4895,Passive Learner
4010,Passive Learner
3721,Dropout Risk
238,Social Learner
2830,Dropout Risk
3468,Passive Learner
250,Social Learner
4019,Dropout Risk
1127,Social Learner
194,Social Learner
276,Social Learner
3777,Passive Learner
3178,Passive Learner
422,Social Learner
1744,Social Learner
104,Social Learner
2631,Dropout Risk
394,Social Learner
1548,Dropout Risk
1515,Passive Learner
2805,Passive Learner
403,Social Learner
979,Social Learner
3553,Dropout Risk
3956,Dropout Risk
2401,Passive Learner
3568,Dropout Risk
2536,Dropout Risk
2704,Dropout Risk
2882,Passive Learner
2424,Passive Learner
1738,Social Learner
2878,Dropout Risk
3556,Passive Learner
2574,Passive Learner
3542,Passive Learner
4131,Dropout Risk
4982,Dropout Risk
3216,Passive Learner
2823,Dropout Risk
570,Social Learner
2806,Dropout Risk
953,Social Learner
2698,Dropout Risk
1882,Social Learner
533,Social Learner
1304,Social Learner
635,Social Learner
4536,Passive Learner
2579,Passive Learner
2461,Passive Learner
3063,Passive Learner
1480,Social Learner
4564,Passive Learner
2449,Dropout Risk
3271,Passive Learner
4258,Passive Learner
4486,Passive Learner
2513,Passive Learner
4551,Passive Learner
441,Social Learner
2178,Passive Learner
1404,Social Learner
4434,Passive Learner
2608,Passive Learner
4759,Passive Learner
1247,Dropout Risk
2069,Dropout Risk
4017,Passive Learner
4980,Dropout Risk
510,Social Learner
4342,Dropout Risk
4445,Passive Learner
1618,Social Learner
2874,Passive Learner
3232,Passive Learner
828,Passive Learner
3228,Passive Learner
1504,Social Learner
4176,Passive Learner
4083,Dropout Risk
2249,Passive Learner
919,Social Learner
740,Social Learner
2778,Dropout Risk
1619,Social Learner
413,Social Learner
1167,Social Learner
4304,Dropout Risk
4081,Passive Learner
1631,Social Learner
1305,Passive Learner
3489,Passive Learner
1685,Social Learner
58,Social Learner
3158,Dropout Risk
4648,Passive Learner
2712,Passive Learner
