StudentId,AvgEfficiency,AvgScore,AvgTimeMinutes,TotalAttempts,EfficiencyTier
4809,7.027,61.65,26.412,8,High
4810,1.537,36.488,29.27,10,Low
4812,3.064,45.1,22.157,14,Medium
4814,3.059,48.9,34.843,7,Medium
4822,2.126,33.5,16.15,2,Low
4824,4.842,64.72,22.05,8,High
4826,5.755,55.025,24.843,7,High
4829,2.888,27.92,24.518,11,Medium
4830,2.267,60.467,43.775,8,Low
4834,2.192,51.0,16.271,7,Low
4835,1.07,24.9,28.256,9,Low
4839,15.74,48.8,25.667,6,High
4840,,,30.825,4,
4842,1.664,66.4,40.131,13,Low
4843,5.173,61.35,19.722,9,High
4847,4.436,44.967,29.91,10,Medium
4850,5.923,58.771,25.089,9,High
4852,2.556,35.317,19.962,8,Low
4854,3.549,39.275,25.125,4,Medium
4855,6.19,49.52,28.518,11,High
4859,1.164,39.171,30.775,12,Low
4862,2.566,32.85,26.414,7,Low
4865,3.907,27.38,29.89,10,Medium
4872,4.826,71.133,15.857,7,High
4873,2.988,52.462,23.479,14,Medium
4875,2.706,34.7,21.243,7,Medium
4876,2.623,51.74,18.9,11,Medium
4877,4.66,38.857,19.983,12,Medium
4884,13.019,71.2,20.962,8,High
4885,0.066,4.3,34.833,6,Low
4888,11.519,79.1,13.6,3,High
4890,3.429,51.667,17.76,5,Medium
4892,8.519,68.2,15.969,13,High
4900,39.943,88.5,20.567,6,High
4904,4.384,44.4,25.691,11,Medium
4908,3.971,89.75,20.433,3,Medium
4909,3.252,45.65,20.36,5,Medium
4910,3.166,56.0,16.5,5,Medium
4914,2.556,42.988,26.264,14,Low
4917,4.986,48.6,18.525,4,High
4926,4.056,18.05,4.6,2,Medium
4930,3.007,51.75,20.56,10,Medium
4941,4.261,56.667,25.236,11,Medium
4942,4.266,61.74,17.075,8,Medium
4943,4.819,90.6,18.8,1,High
4944,5.914,66.333,25.729,7,High
4945,8.063,37.425,21.418,11,High
4948,,,7.2,1,
4951,3.022,32.857,21.336,14,Medium
4965,0.248,14.0,60.1,3,Low
4968,18.621,71.333,10.8,7,High
4970,0.321,4.4,10.6,2,Low
4971,40.75,77.75,10.95,6,High
4972,2.546,69.857,26.757,14,Low
4973,0.848,29.0,37.05,2,Low
4976,2.571,38.64,18.633,9,Low
4977,,,49.7,1,
4979,2.751,67.55,31.8,5,Medium
4984,,,44.833,3,
4985,0.161,2.0,39.3,2,Low
4987,1.625,36.56,23.53,10,Low
4990,5.012,69.5,13.533,3,High
4992,,,21.6,1,
4995,2.0,28.0,25.367,3,Low
4999,2.76,56.529,22.136,11,Medium
