CreatedById,Id,Title,ActivityType,DifficultyLevel,TotalStudents,CompletionRate,AvgProgress,AvgTimeMinutes,TimeEfficiencyRatio
5,1049,Big Data Overview,Lecture,,43.0,0.535,67.977,46.165,9.23
5,1916,Trees and Graphs,Quiz,Hard,59.0,0.593,71.508,53.853,
7,1119,Big Data Overview,Quiz,Hard,,,,,
14,1971,Memory Management,Assignment,,,,,,
7,915,SQL Joins,Assignment,,,,,,
6,1257,SQL Joins,Assignment,,,,,,
8,997,Encryption Methods,Lecture,,,,,,
12,1564,Big Data Overview,Quiz,Easy,,,,,
6,1829,Cloud Architecture,Lecture,,,,,,
14,1258,REST APIs,Quiz,,,,,,
4,70,Untitled,Assignment,,,,,,
8,1662,Machine Learning Basics,Lecture,,,,,,
9,227,Python for Data Science,Lecture,,,,,,
8,1197,Neural Networks,Lecture,,,,,,
11,165,Network Protocols,Lecture,,,,,,
12,1505,Dynamic Programming,Quiz,Hard,66.0,0.606,74.212,48.056,3.2
8,1675,Machine Learning Basics,Quiz,,,,,,
14,1383,Linked Lists,Quiz,Easy,,,,,
14,1374,Python for Data Science,Lecture,,,,,,
1,1642,Search Algorithms,Lecture,,,,,,
8,754,Neural Networks,Lecture,,52.0,0.558,74.115,53.31,1.18
3,2057,Dynamic Programming,Lecture,,,,,,
15,824,Concurrency,Lecture,,48.0,0.604,76.792,53.712,0.9
7,1208,Cloud Architecture,Quiz,,,,,,
6,421,Ethics in AI,Lecture,,,,,,
7,1623,REST APIs,Quiz,Easy,,,,,
1,112,REST APIs,Lecture,,,,,,
12,618,Web Development Basics,Lecture,,,,,,
13,502,Trees and Graphs,Lecture,,52.0,0.558,66.096,46.767,4.68
15,1143,Introduction to the Course,Lecture,,41.0,0.537,67.463,51.432,2.57
1,962,Untitled,Lecture,,,,,,
2,1894,Sorting Algorithms,Lecture,,,,,,
14,651,Database Normalization,Assignment,,,,,,
4,744,Network Protocols,Lecture,,,,,,
9,1724,Concurrency,Lecture,,,,,,
10,1088,OS Scheduling,Lecture,,,,,,
11,1085,Dynamic Programming,Lecture,,46.0,0.587,72.348,55.176,0.92
15,851,Python for Data Science,Lecture,,,,,,
12,463,Web Development Basics,Lecture,,,,,,
5,1331,Memory Management,Quiz,Hard,,,,,
11,547,Computer Vision Intro,Quiz,,39.0,0.487,73.0,43.985,0.73
9,745,Introduction to the Course,Quiz,,,,,,
7,1266,Sorting Algorithms,Quiz,Easy,,,,,
15,1196,Indexing & Performance,Lecture,,,,,,
12,253,Data Structures Overview,Lecture,,,,,,
13,1851,Ethics in AI,Quiz,Easy,,,,,
12,182,Python for Data Science,Quiz,Hard,,,,,
2,83,Encryption Methods,Assignment,,,,,,
5,1478,Computer Vision Intro,Lecture,,,,,,
11,657,Indexing & Performance,Quiz,,,,,,
4,1545,Big Data Overview,Lecture,,44.0,0.659,76.591,56.448,0.94
3,373,Search Algorithms,Assignment,,,,,,
2,1707,Cloud Architecture,Lecture,,,,,,
1,240,Database Normalization,Lecture,,48.0,0.5,73.333,51.3,10.26
11,634,Data Structures Overview,Assignment,,,,,,
8,1144,Data Structures Overview,Lecture,,,,,,
3,1833,Search Algorithms,Lecture,,52.0,0.596,75.385,47.26,0.79
10,1521,SQL Joins,Lecture,,,,,,
15,1701,Untitled,Quiz,Hard,,,,,
3,1962,Encryption Methods,Lecture,,39.0,0.667,79.436,48.482,
1,945,Cloud Architecture,Quiz,,,,,,
3,423,Introduction to the Course,Quiz,Medium,,,,,
11,1952,Introduction to the Course,Lecture,,,,,,
14,2102,OOP Concepts,Lecture,,,,,,
5,856,Ethics in AI,Assignment,,,,,,
8,88,Untitled,Lecture,,,,,,
15,1321,Network Protocols,Lecture,,52.0,0.596,72.577,43.931,8.79
7,1065,Big Data Overview,Lecture,,,,,,
10,464,Data Structures Overview,Lecture,,,,,,
6,1372,Untitled,Assignment,,,,,,
14,916,Big Data Overview,Lecture,,,,,,
15,802,OS Scheduling,Quiz,Hard,,,,,
6,1107,Untitled,Lecture,,66.0,0.409,59.788,50.738,
2,90,Machine Learning Basics,Quiz,Easy,,,,,
9,1260,Design Patterns,Lecture,,,,,,
8,2182,Introduction to the Course,Lecture,,,,,,
1,367,SQL Joins,Lecture,,49.0,0.551,66.163,51.522,2.58
3,1025,Computer Vision Intro,Lecture,,42.0,0.548,63.381,52.298,5.23
5,719,Ethics in AI,Lecture,,,,,,
11,1576,OOP Concepts,Lecture,,,,,,
10,668,Encryption Methods,Lecture,,47.0,0.638,74.851,48.53,0.81
15,1223,Data Structures Overview,Assignment,,,,,,
14,1432,Web Development Basics,Quiz,Easy,66.0,0.561,68.909,48.132,9.63
4,1849,Introduction to the Course,Assignment,,,,,,
13,174,Database Normalization,Lecture,,59.0,0.458,61.881,42.807,0.71
15,873,Database Normalization,Quiz,,,,,,
13,1055,REST APIs,Quiz,Hard,48.0,0.583,72.812,53.038,10.61
3,1228,Machine Learning Basics,Assignment,,,,,,
10,63,Ethics in AI,Lecture,,,,,,
15,549,Python for Data Science,Quiz,,,,,,
9,429,Indexing & Performance,Lecture,,,,,,
14,42,Linked Lists,Lecture,,,,,,
5,653,Ethics in AI,Lecture,,,,,,
5,517,Trees and Graphs,Assignment,,,,,,
9,1044,REST APIs,Lecture,,,,,,
9,844,Dynamic Programming,Assignment,,,,,,
3,235,Dynamic Programming,Lecture,,55.0,0.509,69.2,47.549,
12,1906,Computer Vision Intro,Assignment,,,,,,
14,1286,Computer Vision Intro,Lecture,,,,,,
12,425,Data Structures Overview,Quiz,Medium,,,,,
14,1155,Sorting Algorithms,Lecture,,,,,,
12,1568,Sorting Algorithms,Lecture,,,,,,
15,1679,Untitled,Quiz,Easy,,,,,
6,1556,Network Protocols,Assignment,,,,,,
3,265,Introduction to the Course,Lecture,,,,,,
11,673,Untitled,Lecture,,,,,,
11,1334,Web Development Basics,Lecture,,,,,,
7,812,Design Patterns,Assignment,,56.0,0.643,78.679,53.668,1.79
5,1887,Network Protocols,Lecture,,,,,,
14,767,Ethics in AI,Assignment,,,,,,
5,1987,Ethics in AI,Quiz,,51.0,0.569,67.784,50.024,2.5
13,817,Ethics in AI,Quiz,Medium,,,,,
8,195,Untitled,Assignment,,,,,,
3,708,Neural Networks,Quiz,Easy,40.0,0.7,82.5,53.198,10.64
10,133,OOP Concepts,Assignment,,,,,,
4,2218,Untitled,Lecture,,,,,,
4,1966,Network Protocols,Lecture,,,,,,
8,2093,Python for Data Science,Quiz,,,,,,
6,2103,Big Data Overview,Assignment,,54.0,0.63,74.593,51.278,1.71
5,2028,Web Development Basics,Lecture,,54.0,0.648,72.463,53.165,10.63
14,610,Python for Data Science,Quiz,,,,,,
9,1077,Encryption Methods,Lecture,,56.0,0.75,85.357,52.782,5.28
3,2178,Machine Learning Basics,Lecture,,,,,,
15,1778,Data Structures Overview,Lecture,,,,,,
13,95,Neural Networks,Lecture,,,,,,
4,1812,Untitled,Lecture,,,,,,
7,613,OOP Concepts,Lecture,,,,,,
9,341,SQL Joins,Lecture,,,,,,
11,691,Sorting Algorithms,Assignment,,,,,,
10,1835,Cloud Architecture,Assignment,,,,,,
9,581,Linked Lists,Lecture,,,,,,
3,179,Machine Learning Basics,Lecture,,,,,,
8,562,Big Data Overview,Assignment,,52.0,0.519,67.923,49.242,1.64
9,1669,Cybersecurity Fundamentals,Quiz,Medium,,,,,
14,1911,Machine Learning Basics,Lecture,,,,,,
3,689,Concurrency,Assignment,,47.0,0.447,66.894,43.343,2.89
11,1068,Search Algorithms,Lecture,,39.0,0.513,72.872,51.844,5.18
9,881,Cloud Architecture,Lecture,,,,,,
12,1084,Linked Lists,Assignment,,,,,,
12,510,Untitled,Quiz,Hard,,,,,
15,615,Concurrency,Quiz,Medium,,,,,
5,1032,Neural Networks,Assignment,,,,,,
10,2124,Ethics in AI,Quiz,Hard,,,,,
8,702,Trees and Graphs,Lecture,,,,,,
14,2096,Python for Data Science,Lecture,,58.0,0.534,67.793,45.462,1.52
7,1785,Computer Vision Intro,Lecture,,,,,,
4,385,Data Structures Overview,Lecture,,47.0,0.553,67.915,45.511,1.52
10,1929,Linked Lists,Assignment,,53.0,0.642,77.34,50.757,1.13
14,1793,Web Development Basics,Quiz,Hard,,,,,
5,108,Computer Vision Intro,Lecture,,55.0,0.509,66.182,46.769,3.12
8,1288,Trees and Graphs,Lecture,,,,,,
14,62,Design Patterns,Assignment,,,,,,
5,1209,Cybersecurity Fundamentals,Lecture,,,,,,
3,1154,Search Algorithms,Lecture,,48.0,0.521,68.688,52.675,3.51
12,1489,Trees and Graphs,Quiz,Medium,,,,,
9,501,Neural Networks,Lecture,,,,,,
5,1075,SQL Joins,Lecture,,,,,,
6,1151,Encryption Methods,Quiz,Easy,54.0,0.537,69.889,46.726,1.56
7,2207,Computer Vision Intro,Lecture,,,,,,
13,1194,Memory Management,Assignment,,,,,,
15,1549,Machine Learning Basics,Lecture,,,,,,
10,1129,Trees and Graphs,Assignment,,,,,,
5,1948,Encryption Methods,Quiz,,,,,,
6,784,Introduction to the Course,Quiz,Medium,,,,,
14,903,Untitled,Assignment,,,,,,
8,1148,Linked Lists,Quiz,,,,,,
4,763,SQL Joins,Lecture,,,,,,
1,602,Memory Management,Lecture,,,,,,
5,730,Network Protocols,Lecture,,,,,,
4,369,OOP Concepts,Assignment,,,,,,
11,1501,Neural Networks,Lecture,,,,,,
4,1964,Computer Vision Intro,Lecture,,57.0,0.509,68.368,55.207,1.23
11,120,Database Normalization,Lecture,,,,,,
2,1076,Memory Management,Quiz,Medium,,,,,
15,1030,Linked Lists,Lecture,,56.0,0.571,67.518,45.439,1.01
6,555,Trees and Graphs,Lecture,,,,,,
8,164,Indexing & Performance,Assignment,,,,,,
7,1181,Design Patterns,Lecture,,48.0,0.542,69.771,45.588,3.04
3,377,Linked Lists,Lecture,,,,,,
11,1338,Computer Vision Intro,Lecture,,43.0,0.605,76.023,50.853,1.7
5,496,Neural Networks,Quiz,Easy,49.0,0.469,66.061,52.91,10.58
9,1713,Search Algorithms,Lecture,,,,,,
14,2068,Web Development Basics,Quiz,Hard,,,,,
12,2142,Big Data Overview,Quiz,Easy,52.0,0.462,67.115,47.456,4.75
13,1114,Ethics in AI,Assignment,,,,,,
7,2050,Sorting Algorithms,Lecture,,,,,,
3,1711,Introduction to the Course,Assignment,,,,,,
11,1578,Introduction to the Course,Assignment,,,,,,
5,2080,Trees and Graphs,Assignment,,,,,,
12,1618,Encryption Methods,Quiz,Medium,,,,,
4,1751,OOP Concepts,Lecture,,52.0,0.481,64.231,48.65,
4,785,Trees and Graphs,Quiz,Hard,,,,,
4,1892,Indexing & Performance,Quiz,Medium,59.0,0.492,71.729,49.332,1.64
14,1454,Encryption Methods,Lecture,,66.0,0.591,75.773,45.747,9.15
10,1420,OOP Concepts,Lecture,,,,,,
12,1192,Machine Learning Basics,Assignment,,,,,,
14,443,Cybersecurity Fundamentals,Quiz,Easy,,,,,
7,671,Linked Lists,Assignment,,,,,,
11,342,Trees and Graphs,Quiz,Easy,64.0,0.562,74.781,43.145,0.72
5,790,Concurrency,Assignment,,,,,,
2,2041,Indexing & Performance,Quiz,Medium,,,,,
9,1308,OS Scheduling,Quiz,Hard,,,,,
3,1035,SQL Joins,Lecture,,,,,,
14,1176,Introduction to the Course,Quiz,Medium,55.0,0.709,77.945,54.524,0.91
6,406,Memory Management,Quiz,,,,,,
10,627,Sorting Algorithms,Assignment,,,,,,
2,2029,Ethics in AI,Lecture,,,,,,
2,1117,Ethics in AI,Lecture,,,,,,
3,2023,Encryption Methods,Lecture,,55.0,0.455,66.527,53.436,0.89
10,68,Indexing & Performance,Quiz,Hard,,,,,
12,440,Introduction to the Course,Lecture,,,,,,
15,2122,Network Protocols,Lecture,,,,,,
5,839,OS Scheduling,Quiz,Hard,,,,,
15,1166,Network Protocols,Quiz,Medium,,,,,
12,1008,OOP Concepts,Quiz,,,,,,
15,1925,Encryption Methods,Quiz,Hard,53.0,0.528,66.113,54.345,1.81
6,65,Cybersecurity Fundamentals,Lecture,,,,,,
11,1238,Network Protocols,Lecture,,,,,,
15,1392,Python for Data Science,Lecture,,,,,,
11,2005,Database Normalization,Quiz,Medium,,,,,
4,383,Python for Data Science,Lecture,,,,,,
11,11,Machine Learning Basics,Quiz,Hard,,,,,
14,1832,Data Structures Overview,Lecture,,,,,,
2,1494,Concurrency,Lecture,,52.0,0.615,74.481,48.315,9.66
4,1889,Design Patterns,Lecture,,,,,,
10,2094,Neural Networks,Lecture,,,,,,
2,1844,OOP Concepts,Assignment,,70.0,0.571,76.957,47.049,3.14
3,810,Web Development Basics,Lecture,,,,,,
9,836,Encryption Methods,Lecture,,54.0,0.556,72.037,43.181,4.32
2,2063,Computer Vision Intro,Assignment,,,,,,
1,1442,Linked Lists,Assignment,,54.0,0.481,67.093,47.719,
5,1360,Indexing & Performance,Quiz,,,,,,
4,565,Encryption Methods,Quiz,Easy,47.0,0.574,78.532,52.211,1.74
7,2134,Dynamic Programming,Lecture,,,,,,
3,527,Data Structures Overview,Lecture,,,,,,
6,917,SQL Joins,Lecture,,,,,,
3,277,Sorting Algorithms,Quiz,Hard,,,,,
3,1139,Encryption Methods,Lecture,,,,,,
3,318,OS Scheduling,Assignment,,49.0,0.633,75.776,50.729,1.13
13,1188,Data Structures Overview,Quiz,Medium,45.0,0.667,82.489,46.06,1.54
15,384,Network Protocols,Lecture,,,,,,
8,2141,REST APIs,Quiz,Hard,,,,,
3,389,REST APIs,Quiz,Easy,,,,,
3,468,Web Development Basics,Lecture,,,,,,
4,1067,SQL Joins,Assignment,,,,,,
3,1932,Network Protocols,Quiz,Hard,,,,,
4,906,Encryption Methods,Lecture,,51.0,0.627,71.039,48.165,9.63
9,1656,Concurrency,Quiz,Medium,,,,,
14,1854,SQL Joins,Lecture,,,,,,
3,436,OS Scheduling,Quiz,,,,,,
4,481,SQL Joins,Lecture,,,,,,
13,1247,Sorting Algorithms,Lecture,,46.0,0.652,76.804,47.8,2.39
1,603,Ethics in AI,Lecture,,,,,,
14,362,Computer Vision Intro,Quiz,,,,,,
4,1112,Python for Data Science,Quiz,Medium,,,,,
1,869,Cybersecurity Fundamentals,Assignment,,,,,,
13,1201,Neural Networks,Quiz,Hard,,,,,
15,659,Encryption Methods,Lecture,,,,,,
10,1762,Neural Networks,Assignment,,,,,,
4,417,Machine Learning Basics,Assignment,,,,,,
6,1728,OOP Concepts,Lecture,,53.0,0.472,66.075,47.762,4.78
5,2047,Data Structures Overview,Quiz,,41.0,0.488,64.537,51.18,2.56
12,1011,Linked Lists,Assignment,,,,,,
14,1295,Python for Data Science,Lecture,,51.0,0.608,78.451,50.733,1.13
13,310,Machine Learning Basics,Lecture,,,,,,
8,1225,Python for Data Science,Quiz,Hard,,,,,
7,2211,Ethics in AI,Quiz,Medium,,,,,
14,1242,Machine Learning Basics,Assignment,,,,,,
1,1541,Search Algorithms,Lecture,,,,,,
4,1799,OOP Concepts,Assignment,,,,,,
13,1561,Data Structures Overview,Lecture,,,,,,
8,1135,Design Patterns,Lecture,,,,,,
9,23,Ethics in AI,Lecture,,,,,,
1,1781,OOP Concepts,Lecture,,40.0,0.55,60.55,51.565,10.31
2,1096,Computer Vision Intro,Assignment,,55.0,0.582,72.964,52.087,
10,1231,REST APIs,Lecture,,,,,,
8,577,Untitled,Quiz,,,,,,
8,957,REST APIs,Quiz,Easy,,,,,
8,300,Dynamic Programming,Lecture,,54.0,0.481,68.759,47.376,2.37
8,646,OOP Concepts,Quiz,Easy,57.0,0.456,66.158,49.381,3.29
12,1425,SQL Joins,Lecture,,58.0,0.569,67.431,47.412,
3,185,Web Development Basics,Assignment,,,,,,
5,1373,Web Development Basics,Assignment,,,,,,
3,315,Sorting Algorithms,Lecture,,,,,,
9,55,Sorting Algorithms,Lecture,,,,,,
13,1284,Memory Management,Lecture,,,,,,
6,1782,Python for Data Science,Lecture,,,,,,
1,1002,Database Normalization,Assignment,,,,,,
11,1969,Indexing & Performance,Lecture,,,,,,
3,140,REST APIs,Lecture,,,,,,
6,370,Web Development Basics,Lecture,,53.0,0.547,68.774,55.317,0.92
12,535,Untitled,Quiz,,,,,,
2,513,Computer Vision Intro,Assignment,,,,,,
10,758,Data Structures Overview,Quiz,Easy,,,,,
6,792,Trees and Graphs,Assignment,,,,,,
6,1292,Trees and Graphs,Quiz,,,,,,
3,1269,Network Protocols,Lecture,,,,,,
8,1572,Data Structures Overview,Quiz,Easy,,,,,
14,1936,Cloud Architecture,Quiz,Medium,,,,,
7,588,Python for Data Science,Lecture,,,,,,
4,1206,Cybersecurity Fundamentals,Assignment,,,,,,
9,391,Python for Data Science,Lecture,,,,,,
15,308,SQL Joins,Lecture,,49.0,0.51,66.449,48.927,0.82
4,401,Untitled,Lecture,,,,,,
2,1681,SQL Joins,Lecture,,,,,,
15,1822,Dynamic Programming,Assignment,,47.0,0.574,71.043,53.934,
15,852,Database Normalization,Quiz,,,,,,
4,556,Python for Data Science,Lecture,,,,,,
14,512,Neural Networks,Lecture,,,,,,
8,1066,Concurrency,Lecture,,,,,,
7,2022,Machine Learning Basics,Lecture,,,,,,
1,1951,Ethics in AI,Lecture,,53.0,0.453,71.377,52.436,
10,1215,Data Structures Overview,Lecture,,58.0,0.724,80.414,52.338,5.23
4,1059,Untitled,Lecture,,47.0,0.574,77.617,55.443,11.09
12,1224,Cybersecurity Fundamentals,Lecture,,,,,,
7,93,Search Algorithms,Lecture,,,,,,
9,320,Big Data Overview,Lecture,,,,,,
2,1160,Neural Networks,Lecture,,61.0,0.574,72.328,52.49,3.5
1,1351,REST APIs,Quiz,Easy,,,,,
12,459,Untitled,Lecture,,,,,,
10,321,SQL Joins,Lecture,,,,,,
7,1592,Cybersecurity Fundamentals,Assignment,,,,,,
9,801,OOP Concepts,Assignment,,,,,,
7,682,Python for Data Science,Quiz,Easy,,,,,
3,1997,Sorting Algorithms,Quiz,Hard,,,,,
14,107,Machine Learning Basics,Assignment,,,,,,
12,1259,Cloud Architecture,Quiz,Hard,39.0,0.564,70.436,50.095,10.02
4,969,Network Protocols,Quiz,,,,,,
3,434,OOP Concepts,Quiz,Easy,,,,,
10,466,Trees and Graphs,Lecture,,,,,,
4,1926,Ethics in AI,Assignment,,,,,,
1,1017,OS Scheduling,Assignment,,50.0,0.46,66.02,47.942,3.2
2,411,Ethics in AI,Quiz,Hard,51.0,0.647,72.451,56.484,2.82
9,1723,Database Normalization,Lecture,,54.0,0.574,73.648,49.22,1.64
11,1691,Design Patterns,Quiz,Medium,,,,,
5,1968,Network Protocols,Lecture,,,,,,
2,403,Cloud Architecture,Lecture,,,,,,
7,1517,Machine Learning Basics,Lecture,,,,,,
15,413,Big Data Overview,Lecture,,,,,,
3,949,Neural Networks,Lecture,,,,,,
1,14,OS Scheduling,Quiz,,,,,,
12,1995,Trees and Graphs,Quiz,Hard,,,,,
6,2162,Cybersecurity Fundamentals,Lecture,,,,,,
11,662,Concurrency,Lecture,,,,,,
13,1965,Dynamic Programming,Assignment,,,,,,
13,1716,Indexing & Performance,Lecture,,,,,,
13,587,Ethics in AI,Quiz,Medium,51.0,0.549,73.902,44.651,2.23
2,1775,Computer Vision Intro,Lecture,,,,,,
13,1262,OOP Concepts,Lecture,,48.0,0.667,80.354,49.833,2.49
2,1630,Indexing & Performance,Lecture,,,,,,
13,192,Python for Data Science,Lecture,,,,,,
4,1876,Design Patterns,Assignment,,46.0,0.522,66.348,48.233,0.8
8,1509,Database Normalization,Quiz,Medium,,,,,
9,951,Machine Learning Basics,Lecture,,,,,,
13,217,Data Structures Overview,Quiz,,,,,,
6,2017,Sorting Algorithms,Lecture,,,,,,
7,1447,Cybersecurity Fundamentals,Assignment,,,,,,
14,143,Indexing & Performance,Quiz,Medium,53.0,0.604,73.208,48.755,1.63
14,1145,Machine Learning Basics,Lecture,,,,,,
3,1328,SQL Joins,Assignment,,,,,,
7,574,Computer Vision Intro,Lecture,,,,,,
10,1580,Data Structures Overview,Quiz,Hard,,,,,
4,1840,Search Algorithms,Lecture,,,,,,
14,414,Linked Lists,Quiz,Hard,,,,,
8,229,Cybersecurity Fundamentals,Assignment,,,,,,
6,1798,Linked Lists,Lecture,,44.0,0.523,71.091,47.348,2.37
9,2169,Encryption Methods,Assignment,,,,,,
1,147,Indexing & Performance,Assignment,,44.0,0.432,56.023,38.386,
11,230,Indexing & Performance,Lecture,,67.0,0.582,69.134,49.16,2.46
15,110,Linked Lists,Lecture,,,,,,
7,2176,Python for Data Science,Quiz,Hard,,,,,
7,2091,Cloud Architecture,Lecture,,,,,,
14,1935,Database Normalization,Lecture,,42.0,0.595,70.405,47.329,9.47
13,1909,OS Scheduling,Lecture,,51.0,0.686,83.608,50.829,10.17
13,491,OS Scheduling,Lecture,,,,,,
8,1946,Untitled,Lecture,,,,,,
15,1644,Ethics in AI,Lecture,,,,,,
6,811,Machine Learning Basics,Quiz,,,,,,
7,632,Neural Networks,Quiz,Medium,,,,,
7,1393,Data Structures Overview,Quiz,Medium,,,,,
9,1882,Neural Networks,Lecture,,57.0,0.702,80.825,52.677,0.88
13,734,Linked Lists,Lecture,,47.0,0.574,69.277,54.064,10.81
7,1605,Dynamic Programming,Lecture,,51.0,0.549,70.373,50.171,
14,1874,Untitled,Quiz,Easy,,,,,
9,589,Ethics in AI,Lecture,,,,,,
6,1982,Dynamic Programming,Lecture,,,,,,
8,1818,Encryption Methods,Quiz,,,,,,
2,1398,Neural Networks,Quiz,Easy,,,,,
4,1999,Ethics in AI,Quiz,Medium,51.0,0.608,72.176,54.404,
1,198,Database Normalization,Lecture,,55.0,0.618,73.982,54.4,
13,1673,Untitled,Lecture,,,,,,
11,193,OS Scheduling,Quiz,Easy,48.0,0.521,73.0,38.552,2.57
5,1671,Machine Learning Basics,Lecture,,61.0,0.557,70.508,55.892,2.79
7,1302,Linked Lists,Lecture,,45.0,0.533,73.067,42.196,
13,1387,Network Protocols,Quiz,Medium,,,,,
11,1739,Design Patterns,Quiz,Medium,,,,,
7,2177,SQL Joins,Assignment,,40.0,0.5,72.375,50.375,0.84
5,531,Linked Lists,Lecture,,,,,,
7,1378,Dynamic Programming,Lecture,,,,,,
12,119,Indexing & Performance,Lecture,,,,,,
7,1527,Encryption Methods,Quiz,Easy,,,,,
3,2205,Trees and Graphs,Lecture,,,,,,
10,776,Sorting Algorithms,Quiz,,52.0,0.481,67.615,51.208,5.12
13,2216,Ethics in AI,Assignment,,,,,,
8,188,Introduction to the Course,Lecture,,,,,,
7,416,Search Algorithms,Lecture,,,,,,
12,1841,Computer Vision Intro,Quiz,Easy,51.0,0.667,75.745,54.831,1.22
6,1755,Linked Lists,Lecture,,,,,,
11,49,Dynamic Programming,Lecture,,,,,,
9,293,Untitled,Assignment,,,,,,
8,1324,Database Normalization,Lecture,,55.0,0.709,83.236,58.551,
3,1546,Untitled,Quiz,Medium,,,,,
13,726,Ethics in AI,Quiz,Easy,54.0,0.537,71.815,41.076,2.05
15,1320,Python for Data Science,Lecture,,,,,,
4,1895,Database Normalization,Lecture,,,,,,
11,1582,SQL Joins,Lecture,,,,,,
15,837,Linked Lists,Assignment,,,,,,
6,640,Dynamic Programming,Quiz,Medium,,,,,
9,273,Web Development Basics,Lecture,,,,,,
9,1384,Data Structures Overview,Lecture,,,,,,
11,211,OS Scheduling,Lecture,,,,,,
5,857,Computer Vision Intro,Lecture,,,,,,
12,521,Linked Lists,Lecture,,,,,,
6,604,Untitled,Quiz,Medium,,,,,
10,18,Ethics in AI,Lecture,,,,,,
7,283,Big Data Overview,Lecture,,,,,,
7,599,Dynamic Programming,Quiz,Hard,,,,,
1,123,Trees and Graphs,Assignment,,,,,,
15,2133,Big Data Overview,Quiz,Hard,,,,,
5,2100,Memory Management,Assignment,,,,,,
6,2001,Memory Management,Lecture,,,,,,
12,2095,Cloud Architecture,Quiz,Hard,,,,,
9,2175,Computer Vision Intro,Quiz,Easy,,,,,
9,1718,Introduction to the Course,Assignment,,44.0,0.591,73.727,48.986,4.9
3,1726,Concurrency,Assignment,,,,,,
8,1730,Computer Vision Intro,Assignment,,,,,,
5,2012,Web Development Basics,Quiz,Medium,,,,,
1,925,SQL Joins,Lecture,,48.0,0.646,72.25,48.954,1.09
15,981,Network Protocols,Quiz,Medium,,,,,
5,2195,Indexing & Performance,Lecture,,,,,,
13,162,Cybersecurity Fundamentals,Assignment,,,,,,
6,319,Computer Vision Intro,Lecture,,,,,,
7,1719,OOP Concepts,Quiz,Medium,,,,,
5,1070,Cloud Architecture,Quiz,,48.0,0.5,73.0,56.208,1.25
13,2045,Neural Networks,Quiz,Medium,,,,,
1,1805,Introduction to the Course,Assignment,,,,,,
2,1431,Untitled,Lecture,,54.0,0.556,66.981,53.907,0.9
8,1364,Encryption Methods,Lecture,,38.0,0.632,85.132,46.124,1.02
2,1645,Concurrency,Lecture,,,,,,
13,2150,Sorting Algorithms,Lecture,,,,,,
1,2074,OOP Concepts,Lecture,,56.0,0.482,66.839,58.971,
13,806,Memory Management,Lecture,,,,,,
3,1684,Big Data Overview,Lecture,,,,,,
8,1603,Network Protocols,Quiz,Medium,,,,,
6,717,Sorting Algorithms,Quiz,Hard,,,,,
1,1479,SQL Joins,Lecture,,,,,,
7,720,Sorting Algorithms,Assignment,,,,,,
14,609,Indexing & Performance,Assignment,,,,,,
2,155,Cloud Architecture,Lecture,,,,,,
3,864,Machine Learning Basics,Lecture,,,,,,
1,1028,Encryption Methods,Assignment,,,,,,
3,197,Cloud Architecture,Lecture,,,,,,
9,1837,Trees and Graphs,Lecture,,,,,,
11,2033,Neural Networks,Lecture,,,,,,
8,1731,Big Data Overview,Lecture,,,,,,
1,606,Concurrency,Quiz,,,,,,
14,1439,Database Normalization,Lecture,,,,,,
7,2194,SQL Joins,Lecture,,61.0,0.443,62.328,51.998,10.4
2,871,Indexing & Performance,Quiz,Easy,,,,,
7,901,Trees and Graphs,Quiz,Easy,,,,,
9,20,Cybersecurity Fundamentals,Lecture,,,,,,
5,1653,OS Scheduling,Quiz,,,,,,
9,109,SQL Joins,Lecture,,,,,,
8,44,Dynamic Programming,Lecture,,,,,,
6,210,Big Data Overview,Lecture,,54.0,0.537,68.463,48.2,4.82
13,518,Encryption Methods,Quiz,Easy,40.0,0.575,68.95,49.53,9.91
14,480,Data Structures Overview,Assignment,,47.0,0.468,66.191,49.126,1.64
6,1665,Indexing & Performance,Quiz,Medium,,,,,
14,312,Big Data Overview,Lecture,,,,,,
6,1429,Python for Data Science,Lecture,,,,,,
1,787,Computer Vision Intro,Assignment,,,,,,
7,861,Data Structures Overview,Lecture,,,,,,
9,1710,Search Algorithms,Lecture,,,,,,
11,424,Concurrency,Lecture,,,,,,
2,266,Network Protocols,Lecture,,,,,,
4,1534,OS Scheduling,Quiz,Hard,,,,,
13,1270,REST APIs,Assignment,,,,,,
1,1904,Untitled,Assignment,,,,,,
7,2016,OS Scheduling,Lecture,,,,,,
4,1090,Untitled,Lecture,,50.0,0.62,73.62,52.076,0.87
6,1513,Sorting Algorithms,Lecture,,,,,,
7,2087,Ethics in AI,Assignment,,,,,,
5,1182,REST APIs,Lecture,,,,,,
2,900,Web Development Basics,Lecture,,57.0,0.474,63.491,50.053,
13,1441,Trees and Graphs,Assignment,,44.0,0.477,72.636,51.391,
2,2015,Database Normalization,Lecture,,,,,,
1,548,OOP Concepts,Lecture,,45.0,0.533,73.667,46.744,
5,946,Neural Networks,Assignment,,,,,,
2,539,OS Scheduling,Lecture,,50.0,0.5,67.74,48.652,0.81
14,2197,OOP Concepts,Lecture,,52.0,0.673,74.981,56.265,1.25
9,25,Computer Vision Intro,Quiz,Easy,,,,,
3,1843,Computer Vision Intro,Lecture,,,,,,
8,2179,Python for Data Science,Lecture,,54.0,0.63,74.796,49.702,2.49
