StudentId,SHAP_DepartmentId,SHAP_YearId,SHAP_SquadronId,SHAP_AdmissionYear,SHAP_EnrolledCourseCount,SHAP_AvgTimePerActivity,SHAP_Submissions,SHAP_AvgGrade,SHAP_LateRate,SHAP_AvgSubmitHour,SHAP_CommentsCount,SHAP_LikesGiven,SHAP_SocialIsolationScore,SHAP_WorkloadPressure,AtRisk
2988,-0.06415,-0.03168,-0.07581,-0.07129,-0.04844,0.09805,-0.00616,-0.02467,-0.00231,-0.01596,-0.00946,-0.02157,-0.04137,0.00571,0
1669,-0.01563,-0.03124,-0.03345,-0.03838,-0.02685,-0.17165,-0.01873,-0.02421,-0.00266,-0.03094,-0.01276,-0.02508,-0.0236,-0.03893,0
3258,0.02101,0.01226,-0.01496,0.02803,0.06588,0.21123,-0.00054,-0.00029,0.00206,0.00075,0.00503,0.00141,0.01439,-0.07539,1
406,-0.02332,-0.0181,-0.02544,-0.01584,-0.06043,0.0885,-0.0268,-0.0494,-0.15998,-0.08199,-0.01336,-0.03377,-0.00792,0.02873,0
648,-0.00559,-0.01927,-0.0123,-0.01029,-0.01618,-0.19536,-0.01333,-0.01653,-0.00337,-0.01461,-0.01384,-0.01145,-0.01037,-0.1566,0
4994,-0.00219,-0.09372,-0.05517,-0.06904,-0.01427,0.03652,-0.01388,-0.01433,-0.00222,-0.01766,-0.00832,-0.01152,-0.01259,-0.1957,0
4246,-0.00484,-0.01132,-0.01621,-0.01028,-0.02971,-0.23972,-0.00264,-0.00696,-0.00021,-0.00821,-0.00298,-0.00579,-0.0067,-0.15354,0
4635,-6e-05,-0.03032,-0.0562,-0.1024,0.01738,0.0708,-0.00877,-0.01124,-0.00135,-0.01058,-0.01394,-0.01163,-0.0092,-0.1466,0
4843,-0.01286,-0.00537,-0.07738,-0.02382,-0.02318,-0.17359,-0.00952,-0.01818,-0.00246,-0.01987,-0.00869,-0.01944,-0.0261,-0.01367,0
3311,-0.04056,-0.01905,-0.05203,0.00444,-0.05039,0.09502,0.00164,-0.00958,0.00079,-0.01203,-0.00956,-0.01411,-0.02466,0.04096,1
4274,-0.0053,-0.00593,-0.0117,-0.01129,-0.01959,-0.18387,-0.01564,-0.03102,-0.02671,-0.02268,-0.00344,-0.00545,-0.01601,-0.14047,0
4312,-0.01081,-0.01587,-0.01916,-0.0802,0.01521,-0.05795,-0.01342,-0.01396,0.00095,-0.01609,-0.01382,-0.01541,-0.01406,-0.13453,0
4928,-0.011,-0.00575,-0.01429,-0.01575,-0.01724,-0.19164,-0.01375,-0.01098,-0.00393,-0.03556,-0.00307,-0.00564,-0.0176,-0.15291,0
3450,-0.00252,-0.00946,-0.01599,-0.02439,-0.02165,-0.19234,-0.0137,-0.01173,-0.00162,-0.0185,-0.00336,-0.00846,-0.02079,-0.1546,0
3976,-0.01137,-0.01291,-0.0314,-0.01869,-0.04981,-0.04317,-0.01584,-0.02066,-0.00203,-0.03707,-0.01041,-0.0188,-0.037,-0.10995,0
3836,-0.006,-0.00832,-0.01507,-0.01488,-0.02237,-0.23499,-0.00304,-0.0082,8e-05,-0.00844,-0.00319,-0.00562,-0.0057,-0.16339,0
4347,-0.00907,-0.00963,-0.01766,-0.01062,-0.02935,-0.22317,-0.00322,-0.00751,-0.00014,-0.00882,-0.00258,-0.00569,-0.00783,-0.16381,0
4185,0.00174,-0.02764,-0.04354,-0.052,-0.0106,0.08929,-0.04029,-0.03389,-0.00945,-0.06281,-0.01126,-0.02197,-0.04504,-0.01163,0
4570,0.01945,0.02628,0.00384,0.01277,0.00448,0.15102,0.00498,-0.00845,0.003,-0.00211,0.00628,-0.00404,-0.00055,-0.03107,1
2888,-0.00497,-0.01088,-0.0223,-0.00799,0.00829,-0.24229,-0.00531,-0.04357,-0.00688,-0.00283,-0.00286,-0.00605,-0.01769,-0.12879,0
3603,-0.0079,-0.01161,-0.01326,-0.01353,-0.01819,-0.20377,-0.01249,-0.01376,-0.00127,-0.01823,-0.00339,-0.00604,-0.02355,-0.15212,0
4139,-0.00569,-0.01154,-0.01285,-0.02103,-0.02522,-0.23411,-0.00296,-0.00763,-0.00018,-0.00805,-0.00257,-0.00422,-0.00359,-0.15948,0
85,-0.00571,-0.02157,-0.01475,-0.00711,-0.02668,-0.20281,-0.00459,-0.00932,-0.00127,-0.01094,-0.007,-0.0115,-0.01438,-0.16148,0
670,-0.00954,-0.01731,-0.02468,-0.02142,0.00561,0.02001,-0.03398,-0.03758,-0.03277,-0.0226,-0.03554,-0.04745,-0.03219,-0.10468,0
2031,-0.01204,0.00796,-0.00154,-0.0015,0.0114,0.08719,0.00526,0.02113,0.00056,-0.00655,-0.01409,0.00253,-0.00126,0.06184,1
4769,-0.00666,-0.00959,-0.01194,-0.02645,-0.02959,-0.23424,-0.00337,-0.00875,-0.00027,-0.00871,-0.00201,-0.00454,-0.00754,-0.14545,0
896,-0.00808,-0.00793,-0.00906,-0.0111,-0.02581,-0.21316,-0.0164,-0.01374,-0.00168,-0.03577,-0.01834,-0.00687,-0.00812,-0.12305,0
1944,-0.04248,-0.02545,-0.02373,-0.02774,-0.02233,0.08691,-0.0785,-0.07016,-0.00317,-0.11348,-0.02779,-0.06305,-0.03979,0.00665,0
2034,0.00096,0.01174,-0.00067,-0.0069,0.00028,0.07469,0.00056,0.00578,0.01033,0.00361,-0.00306,0.01002,0.02338,0.08016,1
699,-0.01571,-0.03801,-0.02578,-0.08615,0.00162,0.06155,-0.04026,-0.02397,-0.01544,-0.05175,-0.02917,-0.02238,-0.02465,-0.134,0
2856,-0.00299,-0.00909,-0.00903,-0.02093,0.00871,-0.23366,-0.00528,-0.02234,-0.00985,-0.00798,-0.00388,-0.0056,-0.02227,-0.14493,0
4352,-0.00666,-0.00959,-0.01194,-0.02645,-0.02959,-0.23424,-0.00337,-0.00875,-0.00027,-0.00871,-0.00201,-0.00454,-0.00754,-0.14545,0
737,-0.00748,-0.0099,-0.01203,-0.01454,-0.02239,-0.22717,-0.00503,-0.00912,-0.00023,-0.0101,-0.01106,-0.01589,-0.0086,-0.14557,0
2918,-0.00877,-0.00597,-0.01849,-0.00883,-0.02778,-0.23837,-0.00246,-0.00732,-0.00013,-0.00797,-0.00252,-0.00575,-0.00713,-0.15762,0
3890,-0.00518,-0.02773,-0.01719,-0.00864,-0.02142,-0.22441,-0.00288,-0.00694,-0.00081,-0.00804,-0.00285,-0.00734,-0.00601,-0.15969,0
178,-0.03697,-0.03203,-0.03102,-0.06605,-0.00017,0.11776,0.00019,-0.0183,-3e-05,-0.01647,-0.01793,-0.00693,-0.0132,0.02704,0
3091,-0.01299,-0.02386,-0.03306,-0.04071,-0.02169,-0.02519,-0.02977,-0.05731,-0.00631,-0.04083,-0.00803,-0.01693,-0.02839,-0.04406,0
2733,-0.02152,-0.02071,-0.04807,-0.02239,0.00973,0.00418,-0.02781,-0.05346,-0.00042,-0.04179,-0.0076,-0.01854,-0.03685,-0.12887,0
2963,-0.01487,-0.00385,-0.00564,-0.02516,-0.02892,-0.22039,-0.00293,-0.00897,0.0001,-0.00898,-0.00235,-0.00473,-0.00933,-0.16307,0
3707,-0.02162,-0.02068,-0.02574,-0.03863,-0.02814,0.01865,-0.00291,-0.01107,-0.00018,-0.012,-0.00771,-0.01394,-0.00615,-0.15397,0
4816,-0.00941,-0.01481,-0.02132,-0.0125,-0.0348,-0.00205,-0.02859,-0.02749,-0.01335,-0.04609,-0.00342,-0.0061,-0.0276,-0.21657,0
1123,-0.01203,-0.02052,-0.01938,-0.01096,-0.00265,-0.22537,-0.00667,-0.01101,-0.00125,-0.0118,-0.00828,-0.01377,-0.0053,-0.15013,0
105,-0.04711,-0.04379,-0.04532,-0.02537,-0.04198,0.00813,-0.00598,-0.01238,0.00099,-0.01579,-0.03667,-0.03563,-0.04611,0.0079,0
690,-0.00925,-0.00826,-0.00897,-0.01508,-0.01689,-0.21856,-0.00325,-0.00835,0.00011,-0.00864,-0.01085,-0.01805,-0.00887,-0.16421,0
1848,-0.00823,-0.0103,-0.00498,-0.0065,-0.0166,-0.21534,-0.00387,-0.0092,-0.0004,-0.01019,-0.00605,-0.01234,-0.02165,-0.17347,0
4707,-0.00716,-0.01639,-0.03044,-0.0292,-0.0201,-0.19957,-0.00989,-0.01475,-0.00224,-0.01944,-0.00419,-0.01477,-0.01441,-0.07158,0
1712,-0.00652,-0.0092,-0.01148,-0.01075,0.00806,-0.23989,-0.01316,-0.03267,-0.00233,-0.00344,-0.00941,-0.00953,-0.01531,-0.13348,0
3676,-0.00406,-0.01666,-0.01036,-0.03318,-0.01801,-0.19182,-0.01083,-0.0134,-0.00819,-0.02823,-0.00297,-0.00519,-0.01636,-0.13986,0
2006,-0.02598,-0.02139,-0.04549,-0.05661,-0.03693,0.0511,-0.0384,-0.07808,-0.04099,-0.01945,-0.01621,-0.01685,-0.02228,0.02346,0
3562,-0.04229,-0.03959,-0.06892,-0.07679,-0.03441,0.02606,-0.00673,-0.01663,-0.00073,-0.01884,-0.01313,-0.02437,-0.03603,-0.03671,0
1377,-0.00444,-0.01082,-0.01959,-0.02698,-0.0012,-0.23396,-0.00752,-0.01115,-0.00062,-0.0125,-0.01102,-0.01932,-0.01425,-0.12573,0
4471,-0.00592,-0.0179,-0.0117,-0.00929,-0.02421,-0.20337,-0.01263,-0.02088,-0.00196,-0.01688,-0.00283,-0.00775,-0.02119,-0.14258,0
2680,-0.01243,-0.01606,-0.01725,-0.02359,0.00235,-0.12686,-0.0324,-0.0276,-0.03593,-0.03486,-0.01022,-0.01312,-0.037,-0.09913,0
2901,-0.02832,-0.01549,-0.0371,-0.02026,-0.01137,0.00676,-0.0294,-0.00822,-0.02538,-0.04964,-0.00391,-0.01006,-0.03209,0.03537,0
4668,0.01844,0.00221,0.01277,0.00762,0.02481,-0.04421,0.01122,0.00593,0.00782,0.01207,0.00137,-0.00248,0.00124,0.07208,1
3459,-0.00468,-0.01236,-0.01736,-0.02276,-0.02523,-0.22859,-0.00291,-0.00776,-0.00016,-0.00898,-0.00261,-0.00476,-0.00485,-0.15611,0
4826,-0.01608,-0.01378,0.00582,-0.0031,0.02614,0.1248,0.0047,-0.0031,0.00313,-0.00137,-0.00693,-0.00844,0.00069,0.07842,1
4042,-0.00735,-0.00835,-0.01595,-0.00915,-0.02141,-0.20412,-0.01381,-0.02014,-0.01412,-0.00806,-0.00341,-0.00575,-0.01534,-0.15214,0
2652,-0.00516,-0.01923,-0.02065,-0.06095,0.00541,-0.18226,-0.013,-0.01245,4e-05,-0.01473,-0.00661,-0.01305,-0.01083,-0.11062,0
2375,-0.00568,-0.06721,-0.05874,-0.03755,0.01286,-0.11892,-0.01014,-0.01374,-0.00057,-0.01367,-0.01629,-0.01444,-0.00711,-0.11789,0
99,0.02399,0.00234,0.01911,-0.00125,-0.00405,0.04471,0.02061,0.04517,0.01267,0.01096,0.00489,0.00573,0.00864,0.06735,1
3868,-0.00658,-0.0079,-0.00979,-0.01277,-0.05132,-0.17333,-0.01326,-0.02538,-0.01991,-0.0282,-0.00478,-0.00502,-0.02213,-0.11874,0
333,-0.00371,-0.02081,-0.05756,-0.05446,0.00756,0.10891,-0.01014,-0.01752,-0.00079,-0.02271,-0.02471,-0.0411,-0.02845,-0.18365,0
3990,-0.00661,-0.00535,-0.00101,-0.01279,-0.01223,-0.17775,-0.01188,-0.03568,-0.04235,-0.01903,-0.00372,-0.00513,-0.01699,-0.14857,0
3954,-0.00676,-0.00725,-0.01695,-0.0093,-0.02256,-0.23458,-0.00283,-0.00632,5e-05,-0.00716,-0.00343,-0.00652,-0.00551,-0.16998,0
2108,-0.02759,-0.02091,-0.03164,-0.02945,-0.01973,-0.06817,-0.02005,-0.02575,-0.10484,-0.05789,-0.0083,-0.00779,-0.0211,-0.01091,0
1941,-0.00492,-0.00788,-0.01037,-0.00614,-0.01456,-0.2089,-0.00509,-0.00863,-4e-05,-0.0102,-0.00832,-0.01387,-0.01534,-0.18484,0
5000,-0.0101,-0.05055,-0.04581,-0.01725,-0.03809,-0.07962,-0.00458,-0.01066,0.00045,-0.01163,-0.01112,-0.01824,-0.01448,-0.00244,1
3156,-0.00496,-0.00951,-0.01138,-0.00866,-0.03112,-0.20387,-0.01443,-0.03127,-0.01373,-0.00875,-0.00306,-0.00476,-0.01478,-0.13882,0
1199,-0.03188,-0.03528,-0.05944,-0.02153,-0.02246,0.07827,-0.03655,-0.12032,-0.03911,-0.05175,-0.00609,-0.02922,-0.03205,-0.02669,0
1443,-0.0086,-0.0053,-0.01114,-0.02666,-0.01946,-0.21988,-0.00339,-0.0086,-0.00057,-0.00884,-0.01031,-0.01073,-0.00828,-0.15734,0
3274,-0.00098,-0.02502,-0.05683,-0.02524,-0.04144,-0.21008,-0.00785,-0.01435,0.00025,-0.01905,-0.00439,-0.01175,-0.00826,-0.00411,0
2321,-0.02769,-0.01604,-0.0449,-0.01841,-0.02169,-0.10745,-0.02562,-0.01381,-0.00238,-0.0513,-0.00925,-0.01795,-0.03384,-0.00878,0
2209,-0.0015,-0.04464,-0.01904,-0.02735,-0.02073,0.09735,0.0016,-0.00855,0.0008,-0.00316,-0.00413,-0.01824,-0.02051,0.03399,0
337,-0.02596,-0.03468,-0.03539,-0.03453,-0.0425,0.04893,-0.01094,-0.02037,-0.00521,-0.02082,-0.02236,-0.04036,-0.0392,-0.14572,0
4583,-0.00149,-0.03389,-0.0135,-0.01631,0.00334,-0.2617,-0.0046,-0.00859,-0.00071,-0.00963,-0.0025,-0.00438,-0.00732,-0.13783,0
1462,-0.01512,-0.02835,-0.03783,-0.03525,-0.10122,0.02629,-0.00956,-0.02582,-0.00328,-0.02916,-0.01756,-0.04338,-0.03902,-0.05985,0
4005,-0.01648,-0.00266,-0.0371,-0.0623,-0.07487,0.02596,-0.00473,-0.01737,-0.00108,-0.01445,-0.00672,-0.00898,-0.01092,-0.22742,0
2741,-0.00838,-0.00953,-0.00722,-0.03737,-0.0252,-0.20395,-0.00245,-0.00879,-0.00028,-0.00792,-0.00299,-0.00486,-0.00633,-0.17383,0
2539,-0.01774,-0.02332,-0.02282,-0.02837,-0.08878,-0.05449,-0.03737,-0.06803,-0.03232,-0.04968,-0.01039,-0.01235,-0.02768,0.00923,0
2648,-0.00523,-0.00621,-0.01348,-0.01836,-0.0235,-0.23165,-0.00301,-0.00632,0.00011,-0.00703,-0.00369,-0.00692,-0.00549,-0.16833,0
3830,-0.04387,-0.03925,-0.0526,-0.04345,-0.02075,0.00114,-0.00613,-0.02201,-0.00123,-0.01532,-0.01017,-0.02191,-0.03139,-0.00717,0
712,-0.03937,-0.02523,-0.00603,-0.03065,-0.02397,-0.05614,-0.02919,-0.04022,-0.02174,-0.03791,-0.0429,-0.04593,-0.0254,-0.01942,0
2171,-0.01018,-0.06257,-0.02892,-0.0168,-0.02898,-0.06804,-0.03003,-0.0403,-0.00809,-0.07698,-0.00815,-0.02097,-0.03067,-0.00844,0
1812,-0.00415,-0.00849,-0.01505,-0.04671,-0.01052,-0.18802,-0.00454,-0.00947,-0.00053,-0.01052,-0.00864,-0.01411,-0.01214,-0.1662,0
3146,-0.01114,0.00397,0.00189,0.01325,0.02301,0.06206,0.00697,0.03213,0.01102,-0.00733,0.00294,-0.00142,0.01173,0.05681,1
1310,-0.03671,-0.0337,-0.01562,-0.16081,-0.042,0.04087,-0.00431,-0.01371,0.00022,-0.01111,-0.02823,-0.0491,-0.03788,0.018,0
4813,-0.0052,-0.00762,-0.01282,-0.01046,-0.02495,-0.18544,-0.0163,-0.02965,-0.02128,-0.01625,-0.00407,-0.00523,-0.01646,-0.1434,0
2363,-0.00445,-0.01214,-0.01874,-0.01404,-0.02865,-0.24662,-0.00315,-0.00773,-0.00024,-0.00914,-0.00183,-0.00486,-0.00715,-0.14039,0
4379,-0.00781,-0.02484,-0.05173,-0.01986,-0.05304,-0.05994,-0.04346,-0.08075,-0.00716,-0.05783,-0.01239,-0.02213,-0.0356,0.00742,0
2740,-0.03455,-0.0394,-0.02815,-0.0564,-0.03931,-0.13895,-0.00741,-0.01617,0.00037,-0.01272,-0.0119,-0.02194,-0.01974,-0.01784,0
1038,-0.00492,-0.0107,-0.00485,-0.01308,0.00333,-0.25717,-0.00499,-0.00903,-8e-05,-0.00984,-0.00676,-0.01925,-0.02602,-0.13576,0
4390,-0.00066,-0.00803,-0.00324,-0.00977,-0.01337,-0.20391,-0.01082,-0.00812,-0.00189,-0.01989,-0.00309,-0.00677,-0.01781,-0.19175,0
4721,-0.00778,-0.00736,-0.01448,-0.02274,-0.02113,-0.18899,-0.01607,-0.01826,-0.00168,-0.02469,-0.00316,-0.00758,-0.02102,-0.14418,0
3654,-0.00886,-0.02704,-0.02277,-0.02308,-0.0398,0.05356,-0.01131,-0.0546,-0.0234,-0.03755,-0.00433,-0.00652,-0.01892,-0.19947,0
2905,-0.03742,-0.05003,-0.00844,-0.00948,-0.05165,0.11746,-0.00256,-0.01132,0.00141,-0.00938,-0.00852,-0.01844,-0.01963,0.0339,0
483,0.00351,0.00082,0.0049,-0.00279,0.04525,0.1867,0.0674,0.01005,0.00521,-0.00061,0.00798,0.00664,-0.00101,-0.12816,1
3939,-0.02451,-0.02107,-0.02656,-0.05475,-0.01849,0.00628,-0.01514,-0.01729,0.00038,-0.01469,-0.0136,-0.01977,-0.02053,-0.23434,0
4796,-0.01983,-0.01904,-0.03535,-0.10115,-0.02451,0.09325,-0.04316,-0.0763,-0.00547,-0.06203,-0.0106,-0.03185,-0.05942,0.01133,0
3025,-0.00628,-0.00646,-0.01284,-0.01506,-0.01873,-0.22131,-0.004,-0.00778,8e-05,-0.00818,-0.00324,-0.00633,-0.00689,-0.18211,0
411,-0.00609,-0.00683,-0.0049,-0.03414,-0.02333,-0.20455,-0.00703,-0.02703,-0.00277,-0.01134,-0.01147,-0.01179,-0.01124,-0.12659,0
907,-0.0101,-0.02733,-0.01134,-0.00753,-0.01476,-0.20488,-0.00321,-0.00976,-0.00053,-0.01025,-0.00749,-0.0087,-0.00982,-0.1734,0
28,-0.02582,-0.02551,-0.01135,-0.05457,-0.02384,0.00302,-0.00555,-0.02539,-0.00133,-0.02352,-0.02488,-0.02541,-0.05699,-0.11795,0
1741,-0.00702,-0.00924,-0.00859,-0.00793,-0.06034,-0.20444,-0.00914,-0.01558,-0.00181,-0.00884,-0.01665,-0.00954,-0.01144,-0.12855,0
1405,-0.02705,-0.01132,-0.01303,-0.02175,-0.0068,0.10952,-0.02088,-0.0201,0.00072,-0.02224,-0.02239,-0.02579,-0.03954,-0.22346,0
1644,-0.00146,-0.0077,-0.01304,-0.01011,-0.02069,-0.2021,-0.00947,-0.0267,-0.00638,-0.00676,-0.00838,-0.00833,-0.01157,-0.16641,0
4951,-0.01265,0.02302,-0.01751,0.02313,0.02673,0.15271,0.00497,-0.00066,0.00232,-0.00572,-0.00214,-0.00596,-0.00725,0.06489,1
391,-0.01159,-0.00978,-0.01489,-0.00892,-0.02498,-0.20175,-0.01459,-0.01496,-0.00037,-0.01934,-0.00326,-0.01391,-0.01268,-0.1431,0
2425,-0.01449,-0.03736,-0.01527,-0.01175,0.00769,-0.26358,-0.00416,-0.00701,-0.00062,-0.00797,-0.00392,-0.00729,-0.00918,-0.12421,0
2060,-0.00828,-0.01131,-0.01363,-0.0098,-0.01515,-0.17767,-0.01119,-0.00909,-0.04698,-0.01996,-0.00742,-0.00736,-0.01707,-0.1442,0
3449,-0.02439,-0.02308,-0.01135,-0.05193,0.00035,-0.1001,-0.01545,-0.01486,0.00047,-0.0195,-0.01458,-0.01805,-0.01904,-0.13262,0
96,-0.03166,-0.03494,-0.04087,-0.04685,-0.06373,0.06097,-0.04805,-0.02052,-0.01077,-0.06697,-0.01216,-0.03648,-0.0289,0.00683,0
549,-0.00673,-0.01018,-0.01953,-0.01238,-0.02018,-0.19921,-0.00488,-0.00921,-1e-05,-0.01205,-0.00545,-0.01005,-0.0139,-0.17535,0
1003,-0.03215,-0.02435,-0.03052,-0.02182,-0.02662,-0.04352,-0.00755,-0.0323,-0.02055,-0.01975,-0.02954,-0.01554,-0.0235,-0.01139,0
1664,-0.04338,-0.01399,-0.03773,-0.00257,-0.01274,0.14844,-0.00151,-0.01366,0.00155,-0.01499,-0.00932,-0.01396,-0.01881,0.05855,0
3307,-0.04976,-0.02222,-0.06488,-0.05356,-0.0379,0.04608,-0.00853,-0.01976,-0.00186,-0.01537,-0.00882,-0.02241,-0.02651,-0.1236,0
1122,-0.00924,0.00963,0.02309,0.01989,0.0145,0.06728,0.00876,0.00155,0.00495,0.00404,0.01418,0.00664,-0.0037,0.09432,1
4199,-0.01412,-0.0247,-0.0376,-0.01629,-0.00254,0.08505,9e-05,-0.01033,0.00269,-0.00823,-0.0031,-0.01331,-0.01322,0.04151,0
2068,0.02093,-0.00312,0.03655,0.04275,0.06227,0.05848,-0.00379,-0.00334,0.00219,-0.00587,-0.00264,0.00222,0.00671,-0.07244,1
1356,-0.02153,-0.02509,-0.03982,-0.02854,-0.01159,0.00161,-0.00565,-0.01683,0.00036,-0.0168,-0.05802,-0.03581,-0.05249,-0.07391,0
909,-0.00784,-0.02249,-0.01022,-0.01439,-0.01586,-0.20837,-0.00348,-0.00931,-0.00096,-0.01032,-0.01016,-0.01232,-0.01096,-0.16242,0
3524,-0.01252,-0.00993,-0.02426,-0.02179,-0.06691,0.00983,-0.00347,-0.01214,-6e-05,-0.01287,-0.00706,-0.01115,-0.01189,-0.27489,0
2583,-0.01791,-0.08294,-0.00434,-0.0295,-0.01408,0.03396,-0.00301,-0.01717,-0.00432,-0.02021,-0.00284,-0.01307,-0.0082,-0.11047,0
2877,-0.00963,-0.00748,-0.01098,-0.00803,-0.04342,-0.19318,-0.01022,-0.02508,-0.00356,-0.01493,-0.00322,-0.00561,-0.02044,-0.13834,0
4295,0.03329,0.03537,-0.00155,0.00491,0.02479,0.16488,0.00417,-0.00502,0.00303,-0.00115,6e-05,-0.00432,-0.01033,0.08278,1
2392,-0.00344,-0.01801,-0.01706,-0.06399,-0.00174,0.02206,-0.03364,-0.04104,-0.05668,-0.03493,-0.00643,-0.00677,-0.03191,-0.13554,0
4773,-0.01912,-0.03464,-0.04099,-0.07261,-0.07856,0.04205,-0.00595,-0.01325,-0.00154,-0.01527,-0.00964,-0.0198,-0.01256,-0.13725,0
3638,-0.00285,-0.00707,-0.01357,-0.0119,-0.05285,-0.18135,-0.01493,-0.02075,-0.00122,-0.01696,-0.0025,-0.00739,-0.0202,-0.14559,0
4047,-0.00945,-0.05293,-0.03149,-0.01733,0.00121,0.07805,-0.0499,-0.04743,-0.02846,-0.03948,-0.00937,-0.01466,-0.0418,-0.11107,0
3100,-0.00612,-0.00635,-0.01646,-0.01266,-0.01577,-0.18283,-0.01646,-0.03041,-0.00367,-0.02432,-0.00301,-0.00676,-0.02039,-0.1539,0
2846,-0.06276,-0.07544,-0.04339,-0.04356,-0.03884,0.08419,-0.0504,-0.04484,-0.01012,-0.03684,-0.00605,-0.01892,-0.01118,0.01902,0
1040,-0.00157,-0.00659,-0.01749,-0.01527,0.00509,-0.24145,-0.00533,-0.00796,-0.00059,-0.01065,-0.05499,-0.01165,-0.01313,-0.10753,0
4207,-0.01506,-0.01722,-0.02186,-0.01721,-0.08434,0.03562,-0.02452,-0.05764,-0.02963,-0.03844,-0.0049,-0.01347,-0.03213,-0.03833,0
3833,-0.03431,-0.04137,-0.04896,-0.07528,-0.03337,0.11338,-0.00342,-0.01434,-0.0019,-0.01186,-0.01569,-0.02816,-0.01677,-0.00706,0
2575,-0.00875,-0.00968,-0.01372,-0.00647,-0.01391,-0.19598,-0.01377,-0.00968,-0.00788,-0.02776,-0.00327,-0.00681,-0.01825,-0.16319,0
4232,-0.00593,-0.00592,-0.01376,-0.03499,-0.02814,-0.21417,-0.00288,-0.00713,-0.00014,-0.00731,-0.0033,-0.0051,-0.00314,-0.1672,0
654,-0.00544,-0.0223,-0.01425,-0.01066,-0.01523,-0.20267,-0.00352,-0.00883,-0.00078,-0.00989,-0.00853,-0.01351,-0.01238,-0.17112,0
1595,-0.00829,-0.01064,-0.00768,-0.01584,-0.0218,-0.21382,-0.00565,-0.01024,-0.01956,-0.0057,-0.00476,-0.01338,-0.01268,-0.14906,0
4987,-0.00508,-0.0272,-0.01381,-0.01015,-0.02522,-0.23236,-0.00303,-0.00732,-0.00081,-0.00794,-0.00293,-0.0072,-0.00674,-0.14932,0
3617,-0.00492,-0.00675,-0.01508,-0.02329,-0.01763,-0.18866,-0.01454,-0.04354,-0.01044,-0.01581,-0.00358,-0.00544,-0.0137,-0.13572,0
2189,0.00072,-0.01819,-0.01526,-0.00799,-0.02709,0.03452,-0.01765,-0.0116,-0.0317,0.01478,-0.00642,-0.00956,-0.02384,-0.17983,0
4160,-0.007,-0.01447,-0.01898,-0.015,-0.05855,-0.22733,-0.00408,-0.01242,-0.00117,-0.01262,-0.00374,-0.0088,-0.01056,-0.0894,0
2024,-0.01002,0.00126,-0.00679,0.00223,-0.0199,0.15619,-0.00267,-0.00099,0.00404,0.00615,-0.00293,0.00229,0.01188,0.04014,1
272,-0.00922,-0.00932,-0.01122,-0.01574,-0.01862,-0.21098,-0.00647,-0.00978,-0.00658,-0.00617,-0.01867,-0.01285,-0.01287,-0.15061,0
2708,-0.03145,-0.02043,-0.05712,-0.06211,-0.02668,-0.12671,-0.01299,-0.02174,-0.00105,-0.0221,-0.01294,-0.03284,-0.03754,-0.00843,0
3429,-0.0144,-0.00886,-0.00776,-0.01597,-0.02506,-0.22992,-0.00289,-0.00867,-0.0,-0.00898,-0.00151,-0.00506,-0.00942,-0.1606,0
1296,-0.00858,-0.0067,-0.00859,-0.01032,-0.04678,-0.19356,-0.01824,-0.01009,-0.00113,-0.02495,-0.00647,-0.01319,-0.01267,-0.13784,0
2423,-0.00566,-0.03167,-0.01594,-0.02557,-0.03187,-0.20403,-0.00432,-0.00865,-0.00065,-0.00875,-0.0034,-0.00733,-0.00724,-0.14402,0
2365,-0.00501,-0.00844,-0.01147,-0.00816,-0.01814,-0.20482,-0.00591,-0.02837,-0.01235,-0.0157,-0.00355,-0.00588,-0.01439,-0.15691,0
4775,-0.00677,-0.00949,-0.01495,-0.01313,-0.0261,-0.19341,-0.01226,-0.02955,-0.00281,-0.01716,-0.00333,-0.00603,-0.01815,-0.14594,0
2486,-0.01275,-0.00537,-0.01382,-0.01184,-0.02109,-0.19804,-0.01677,-0.01376,-0.00067,-0.02309,-0.0031,-0.00641,-0.01325,-0.15915,0
3346,-0.01226,-0.00824,-0.03009,-0.04273,-0.02647,-0.26633,-0.01057,-0.02445,0.00038,-0.02199,-0.00485,-0.01324,-0.01304,-0.00522,0
306,-0.0065,-0.01753,-0.00961,-0.01515,-0.02183,-0.19913,-0.00956,-0.03218,-0.00676,-0.00861,-0.01103,-0.01278,-0.0147,-0.12873,0
2714,-0.00646,-0.00838,-0.0072,-0.00806,-0.02103,-0.22573,-0.00214,-0.0073,-0.00025,-0.008,-0.00257,-0.00506,-0.00731,-0.18962,0
3309,-0.00433,-0.00905,-0.01206,-0.02235,-0.0176,-0.19011,-0.01189,-0.02955,-0.00351,-0.0322,-0.00385,-0.00705,-0.01838,-0.13719,0
1845,-0.007,-0.00635,-0.01459,-0.01129,-0.05032,-0.18746,-0.00347,-0.00963,-0.00072,-0.00927,-0.00964,-0.01193,-0.02542,-0.15201,0
2814,-0.00507,-0.00318,-0.00178,-0.00794,-0.01879,-0.24202,-0.0017,-0.00682,0.00014,-0.00695,-0.00232,-0.00437,-0.00552,-0.1928,0
4662,-0.03134,-0.04344,-0.01605,-0.0523,-0.08026,0.05926,-0.00126,-0.01281,-0.00193,-0.01046,-0.0035,-0.00805,0.00067,-0.07764,0
