StudentId,DepartmentId,YearId,SquadronId,CompletionRate,AvgScore,FailureRatio,LateRate,AbandonRate,LearningVelocity,SocialIsolationScore,StudyConsistency,Dropout_Probability,Dropout_Predicted,Dropout_Actual,Dropout_OptimalPredicted,AtRisk_Probability,AtRisk_Predicted,AtRisk_Actual,AtRisk_OptimalPredicted,HighPerformer_Probability,HighPerformer_Predicted,HighPerformer_Actual,HighPerformer_OptimalPredicted,ClusterLabel,AnomalyType,IsAnomaly,DepartmentName,CombinedRiskScore
1871,1,3,2,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0017,0,0,1,0.135,0,0,0,0.0008,0,0,0,At-Risk Students,,0,Computer Science,0.0684
3735,1,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0,0,0,0.0,0,0,0,0.001,0,0,1,At-Risk Students,,0,Computer Science,0.0012
4439,1,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0,0,0,0.0,0,0,0,0.0011,0,0,0,At-Risk Students,,0,Computer Science,0.0013
2581,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0,0,0,0.0,0,0,0,0.0011,0,0,0,At-Risk Students,,0,Cyber Security,0.0013
1732,3,4,3,0.3333,0.0,0.0,0.0,0.3333,0.0025,0.1111,0.0,0.055,0,0,0,0.745,1,1,0,0.001,0,0,0,Passive Learners,,0,Cyber Security,0.4
2924,1,2,3,0.8333,0.0,0.0,0.0,0.1667,0.0046,0.0,0.0,0.0492,0,0,0,0.17,0,0,0,0.0011,0,0,0,Passive Learners,,0,Computer Science,0.1096
4441,2,3,4,0.5,0.0,0.0,0.0,0.2778,0.007,0.0,0.0,0.0118,0,0,0,0.095,0,0,1,0.0011,0,0,0,Passive Learners,,0,Artificial Intelligence,0.0534
4945,3,2,2,0.5,37.425,0.7273,0.0,0.1667,0.0046,0.0,2.3094,0.0006,0,0,0,0.055,0,0,0,0.7018,1,0,0,High Achievers,,0,Cyber Security,0.0278
1164,1,2,3,0.0,72.45,0.6667,0.0,0.0,0.0,0.1429,0.7071,0.9897,1,1,0,0.0,0,0,0,0.7089,1,0,1,Inconsistent Learners,,0,Computer Science,0.4948
3259,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0,0,1,0.0,0,0,0,0.0012,0,0,0,At-Risk Students,,0,Computer Science,0.0014
967,1,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0018,0,0,0,0.0,0,0,0,0.0009,0,0,1,At-Risk Students,,0,Computer Science,0.0009
154,2,1,3,0.75,38.65,1.0,0.0,0.1875,0.0104,0.25,0.0,0.001,0,0,1,0.07,0,0,0,0.913,1,0,1,High Achievers,,0,Artificial Intelligence,0.0355
4376,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.004,0,0,0,0.0,0,0,0,0.001,0,0,0,At-Risk Students,,0,Computer Science,0.002
3590,2,3,2,0.0,47.5,0.8333,0.2,0.0,0.0,1.0,1.7321,0.9982,1,1,0,0.0,0,0,0,0.7019,1,0,0,Inconsistent Learners,,0,Artificial Intelligence,0.4991
177,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0028,0,0,0,0.005,0,0,0,0.0009,0,0,0,At-Risk Students,,0,Computer Science,0.0039
2777,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0,0,1,0.0,0,0,0,0.0011,0,0,0,At-Risk Students,,0,Computer Science,0.0012
4586,1,1,2,0.7273,0.0,0.0,0.0,0.1818,0.0056,0.0,0.0,0.0004,0,0,1,0.035,0,0,0,0.0013,0,0,0,Passive Learners,,0,Computer Science,0.0177
3768,2,2,2,0.8333,0.0,0.0,0.0,0.0,0.0077,0.0,0.0,0.0009,0,0,0,0.005,0,0,0,0.0014,0,0,0,Passive Learners,,0,Artificial Intelligence,0.003
319,2,1,2,0.0,54.8429,0.6364,0.0,0.0,0.0,0.2,2.3094,0.9985,1,1,0,0.0,0,0,0,0.7378,1,0,0,Inconsistent Learners,,0,Artificial Intelligence,0.4992
874,1,1,4,0.8333,0.0,0.0,0.0,0.0,0.0047,0.0909,0.0,0.0014,0,0,0,0.26,0,0,0,0.001,0,0,0,Passive Learners,,0,Computer Science,0.1307
4459,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0,0,0,0.0,0,0,0,0.0011,0,0,0,At-Risk Students,,0,Computer Science,0.0018
595,1,2,2,0.0,0.0,0.0,0.3333,0.0,0.0,0.2,0.0,0.0018,0,0,0,0.02,0,0,0,0.0008,0,0,0,At-Risk Students,,0,Computer Science,0.0109
2636,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0029,0,0,0,0.005,0,0,0,0.0009,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.004
1703,1,4,1,0.0,0.0,0.0,0.25,0.0,0.0,0.0625,0.0,0.0032,0,0,0,0.01,0,0,0,0.0008,0,0,0,At-Risk Students,,0,Computer Science,0.0066
4137,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0,0,0,0.0,0,0,0,0.0009,0,0,0,At-Risk Students,,0,Cyber Security,0.0008
3428,1,1,1,0.8571,0.0,0.0,0.0,0.1429,0.0075,0.0,0.0,0.0077,0,0,0,0.02,0,0,1,0.0009,0,0,1,Passive Learners,,0,Computer Science,0.0138
1902,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0018,0,0,0,0.005,0,0,0,0.0008,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.0034
2430,1,2,3,0.7692,0.0,0.0,0.0,0.2308,0.0082,0.0,0.0,0.0011,0,0,0,0.11,0,0,1,0.0014,0,0,0,Passive Learners,,0,Computer Science,0.0556
2081,2,3,2,0.5455,0.0,0.0,0.0,0.3636,0.0046,1.0,0.0,0.0753,0,0,0,0.16,0,0,0,0.001,0,0,0,Passive Learners,,0,Artificial Intelligence,0.1176
4381,1,1,5,0.4667,0.0,0.0,0.0,0.4,0.0055,1.0,0.0,0.0247,0,0,0,0.775,1,1,0,0.001,0,0,1,Passive Learners,,0,Computer Science,0.3999
3688,3,1,5,0.0,46.1125,0.6429,0.5,0.0,0.0,1.0,0.5774,0.9987,1,1,1,0.0,0,0,0,0.5577,1,0,0,Inconsistent Learners,,0,Cyber Security,0.4994
174,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0029,0,0,0,0.0,0,0,0,0.001,0,0,0,At-Risk Students,,0,Computer Science,0.0014
2295,3,1,3,0.5,25.8,1.0,0.0,0.5,0.0034,1.0,0.0,0.4309,0,0,0,0.18,0,0,0,0.8238,1,0,0,Passive Learners,,0,Cyber Security,0.3054
2543,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0,0,0,0.0,0,0,1,0.001,0,0,0,At-Risk Students,,0,Computer Science,0.0017
4523,3,1,1,0.5,38.2,0.8182,0.0,0.0,0.0091,0.0,2.3094,0.0526,0,0,0,0.085,0,0,0,0.7306,1,0,0,High Achievers,,0,Cyber Security,0.0688
1620,1,1,2,0.6,0.0,0.0,0.0,0.25,0.0091,0.1,0.0,0.0007,0,0,0,0.375,0,0,1,0.0015,0,0,0,Passive Learners,,0,Computer Science,0.1878
674,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0016,0,0,0,0.0,0,0,1,0.0009,0,0,0,At-Risk Students,,0,Computer Science,0.0008
3027,2,3,1,0.0,52.25,0.6667,0.0,0.0,0.0,0.0,2.8284,0.9977,1,1,0,0.0,0,0,0,0.8643,1,0,0,Inconsistent Learners,,0,Artificial Intelligence,0.4988
829,1,3,4,0.3333,0.0,0.0,0.0,0.6667,0.0035,0.1,0.0,0.0011,0,0,0,0.695,1,1,0,0.0011,0,0,0,Passive Learners,,0,Computer Science,0.348
378,1,1,1,0.0,57.5333,0.7778,1.0,0.0,0.0,0.125,0.7071,0.9989,1,1,0,0.0,0,0,0,0.7265,1,0,0,Inconsistent Learners,,0,Computer Science,0.4994
368,1,3,5,0.0,0.0,0.0,0.3333,0.0,0.0,0.3333,0.0,0.0026,0,0,0,0.0,0,0,0,0.0009,0,0,0,At-Risk Students,,0,Computer Science,0.0013
4182,3,1,3,0.75,0.0,0.0,0.0,0.125,0.0099,0.0,0.0,0.0004,0,0,0,0.055,0,0,0,0.0014,0,0,0,Passive Learners,,0,Cyber Security,0.0277
2604,1,2,4,0.0,88.6,0.6667,0.2,0.0,0.0,1.0,0.0,0.9995,1,1,0,0.0,0,0,0,0.8087,1,1,0,Inconsistent Learners,,0,Computer Science,0.4998
2603,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0,0,0,0.0,0,0,0,0.0009,0,0,0,At-Risk Students,,0,Computer Science,0.0008
4329,1,1,1,0.5,58.28,0.7143,0.0,0.3333,0.0033,1.0,2.1213,0.001,0,0,1,0.02,0,0,0,0.7805,1,0,0,High Achievers,,0,Computer Science,0.0105
4392,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0,0,0,0.0,0,0,0,0.001,0,0,0,At-Risk Students,,0,Computer Science,0.0014
2369,3,1,3,0.3333,56.4714,0.7857,0.0,0.3333,0.0062,0.0,0.5774,0.0635,0,0,1,0.35,0,1,0,0.6305,1,0,0,High Achievers,,0,Cyber Security,0.2068
734,1,1,3,0.7222,0.0,0.0,0.0,0.2222,0.0104,0.1,0.0,0.0005,0,0,0,0.035,0,0,0,0.0016,0,0,0,Passive Learners,,0,Computer Science,0.0178
1008,1,4,3,0.2727,0.0,0.0,0.0,0.6364,0.0034,0.0833,0.0,0.0121,0,0,0,0.295,0,1,0,0.001,0,0,1,Passive Learners,,0,Computer Science,0.1536
3415,1,1,2,0.0,29.3,0.9,0.0,0.0,0.0,0.0,0.0,0.9959,1,1,0,0.0,0,0,0,0.7154,1,0,1,Inconsistent Learners,,0,Computer Science,0.498
1009,1,2,3,0.0,25.0,1.0,0.0,0.0,0.0,0.1667,1.4142,0.9974,1,1,0,0.0,0,0,0,0.7772,1,0,0,Inconsistent Learners,,0,Computer Science,0.4987
2947,2,1,2,0.2222,65.3,0.6,0.0,0.3333,0.0032,0.0,0.0,0.756,1,1,0,0.13,0,0,0,0.8472,1,0,1,High Achievers,,0,Artificial Intelligence,0.443
1447,1,1,5,0.0,0.0,0.0,0.2,0.0,0.0,0.0833,0.0,0.0028,0,0,1,0.0,0,0,0,0.0009,0,0,0,At-Risk Students,,0,Computer Science,0.0014
216,1,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0033,0,0,0,0.0,0,0,0,0.001,0,0,0,At-Risk Students,,0,Computer Science,0.0016
3106,1,1,3,0.8333,0.0,0.0,0.0,0.0,0.0041,0.0,0.0,0.0004,0,0,0,0.005,0,0,0,0.0012,0,0,0,Passive Learners,,0,Computer Science,0.0027
2402,1,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0,0,0,0.0,0,0,0,0.001,0,0,0,At-Risk Students,,0,Computer Science,0.0014
2231,2,1,1,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0028,0,0,1,0.0,0,0,0,0.0006,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.0014
47,2,3,1,0.0,52.8429,0.7,0.0,0.0,0.0,0.25,0.0,0.997,1,1,0,0.0,0,0,1,0.7359,1,0,1,Inconsistent Learners,,0,Artificial Intelligence,0.4985
1755,1,3,3,0.5833,0.0,0.0,0.0,0.25,0.006,0.1,0.0,0.0016,0,0,0,0.2,0,0,0,0.0012,0,0,0,Passive Learners,,0,Computer Science,0.1008
4757,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0,0,0,0.0,0,0,0,0.0008,0,0,1,At-Risk Students,,0,Computer Science,0.0007
4905,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0,0,0,0.0,0,0,0,0.001,0,0,0,At-Risk Students,,0,Computer Science,0.0014
681,1,4,2,0.5,0.0,0.0,0.0,0.5,0.002,0.0833,0.0,0.0204,0,0,0,0.12,0,0,0,0.0012,0,0,0,Passive Learners,,0,Computer Science,0.0702
804,1,1,4,0.0,48.2,1.0,0.0,0.0,0.0,0.1667,0.0,0.9988,1,1,1,0.0,0,0,1,0.8787,1,0,0,Inconsistent Learners,,0,Computer Science,0.4994
3141,1,2,2,0.4737,0.0,0.0,0.0,0.2632,0.0066,1.0,0.0,0.004,0,0,0,0.255,0,1,0,0.0007,0,0,0,Passive Learners,,0,Computer Science,0.1295
4367,3,2,3,0.5,31.925,0.875,0.0,0.25,0.0035,0.0,1.4142,0.0569,0,0,0,0.16,0,0,0,0.694,1,0,0,High Achievers,,0,Cyber Security,0.1084
4426,1,1,3,0.0,16.4,1.0,0.0,0.0,0.0,0.0,0.0,0.997,1,1,1,0.0,0,0,0,0.8175,1,0,0,Inconsistent Learners,,0,Computer Science,0.4985
3570,1,4,5,0.6875,0.0,0.0,0.0,0.1875,0.0094,0.0,0.0,0.0015,0,0,0,0.09,0,0,0,0.001,0,0,0,Passive Learners,,0,Computer Science,0.0458
772,2,1,1,0.0,88.5,0.5,0.0,0.0,0.0,0.1667,0.0,0.9909,1,1,0,0.0,0,0,0,0.887,1,1,0,Inconsistent Learners,,0,Artificial Intelligence,0.4954
1777,2,2,5,1.0,0.0,0.0,0.0,0.0,0.002,0.25,0.0,0.0181,0,0,0,0.02,0,0,0,0.001,0,0,0,Passive Learners,,0,Artificial Intelligence,0.019
1043,3,1,1,0.4667,0.0,0.0,0.0,0.2667,0.0064,0.0833,0.0,0.0088,0,0,0,0.33,0,1,0,0.0009,0,0,1,Passive Learners,,0,Cyber Security,0.1694
4655,2,1,3,0.0,50.9286,0.7,0.0,0.0,0.0,0.0,0.0,0.9965,1,1,0,0.0,0,0,0,0.6725,1,0,1,Inconsistent Learners,,0,Artificial Intelligence,0.4982
4040,2,1,2,0.0,68.16,0.6,0.0,0.0,0.0,0.0,0.0,0.9983,1,1,0,0.0,0,0,0,0.7656,1,1,1,Inconsistent Learners,,0,Artificial Intelligence,0.4992
2548,1,4,4,0.5294,58.2667,0.75,0.5,0.2353,0.0069,1.0,1.4142,0.0102,0,0,0,0.07,0,0,1,0.7836,1,0,0,High Achievers,Behavioral Outlier,1,Computer Science,0.0401
2160,2,4,5,0.3333,48.0556,0.6154,0.0,0.5833,0.003,1.0,1.1547,0.0095,0,0,0,0.725,1,1,0,0.6644,1,0,0,High Achievers,Behavioral Outlier,1,Artificial Intelligence,0.3672
374,1,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0026,0,0,0,0.0,0,0,0,0.0011,0,0,1,At-Risk Students,,0,Computer Science,0.0013
639,1,3,1,0.0,0.0,0.0,0.2,0.0,0.0,0.25,0.0,0.0015,0,0,1,0.0,0,0,0,0.0008,0,0,0,At-Risk Students,,0,Computer Science,0.0008
118,1,2,5,0.0,31.3,0.8889,0.0,0.0,0.0,0.0769,0.7071,0.994,1,1,0,0.0,0,0,0,0.7857,1,0,0,Inconsistent Learners,,0,Computer Science,0.497
2050,2,1,5,0.2857,0.0,0.0,0.25,0.1429,0.0027,0.1667,0.0,0.0014,0,0,0,0.33,0,1,0,0.0009,0,0,1,At-Risk Students,,0,Artificial Intelligence,0.1657
4333,1,2,2,0.0,46.9333,0.75,0.0,0.0,0.0,1.0,1.7321,0.9971,1,1,0,0.015,0,0,0,0.6787,1,0,0,Inconsistent Learners,,0,Computer Science,0.506
4088,1,1,3,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0029,0,0,1,0.0,0,0,0,0.0007,0,0,0,At-Risk Students,,0,Computer Science,0.0014
3195,2,2,5,0.0,77.84,0.5455,0.0,0.0,0.0,0.0,2.3094,0.999,1,1,0,0.0,0,0,0,0.7093,1,1,1,Inconsistent Learners,,0,Artificial Intelligence,0.4995
927,1,4,1,0.0,61.0,0.8571,0.0,0.0,0.0,0.1667,2.1213,0.9989,1,1,0,0.005,0,0,0,0.8002,1,0,0,Inconsistent Learners,,0,Computer Science,0.502
2796,2,1,5,0.0,50.86,0.5,0.0,0.0,0.0,0.0,2.8284,0.9963,1,1,0,0.0,0,0,0,0.8392,1,0,1,Inconsistent Learners,,0,Artificial Intelligence,0.4982
1254,3,1,3,0.0,0.0,0.0,0.1667,0.0,0.0,0.1429,0.0,0.0028,0,0,0,0.0,0,0,0,0.0007,0,0,0,At-Risk Students,,0,Cyber Security,0.0014
2212,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0027,0,0,0,0.0,0,0,1,0.0009,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.0014
3088,2,2,5,0.5385,0.0,0.0,0.0,0.0769,0.0073,0.0,0.0,0.0152,0,0,0,0.11,0,0,0,0.001,0,0,0,Passive Learners,,0,Artificial Intelligence,0.0626
1391,1,2,2,1.0,0.0,0.0,0.0,0.0,0.0063,0.1,0.0,0.0023,0,0,1,0.02,0,0,0,0.0009,0,0,0,Passive Learners,,0,Computer Science,0.0112
1190,1,1,2,0.0,0.0,0.0,0.3333,0.0,0.0,0.1111,0.0,0.0029,0,0,0,0.0,0,0,0,0.0007,0,0,0,At-Risk Students,,0,Computer Science,0.0014
2665,1,1,5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0026,0,0,0,0.0,0,0,0,0.0005,0,0,0,At-Risk Students,,0,Computer Science,0.0013
1797,1,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0016,0,0,0,0.005,0,0,0,0.0007,0,0,0,At-Risk Students,,0,Computer Science,0.0033
4664,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0,0,0,0.0,0,0,0,0.001,0,0,0,At-Risk Students,,0,Cyber Security,0.0014
3924,1,2,5,0.6667,52.1333,0.6667,0.0,0.3333,0.0049,0.0,2.8284,0.0003,0,0,1,0.015,0,0,0,0.8092,1,0,0,High Achievers,,0,Computer Science,0.0076
3961,1,2,3,1.0,33.24,0.875,0.0,0.0,0.0027,1.0,1.4142,0.001,0,0,0,0.05,0,0,0,0.7736,1,0,0,High Achievers,Behavioral Outlier,1,Computer Science,0.0255
4704,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0,0,0,0.0,0,0,0,0.0009,0,0,1,At-Risk Students,,0,Computer Science,0.0016
1470,2,1,4,0.0,40.9,0.7,0.5,0.0,0.0,0.1111,0.0,0.9962,1,1,0,0.005,0,0,0,0.7228,1,0,0,Inconsistent Learners,,0,Artificial Intelligence,0.5006
3166,2,1,4,0.5455,46.5,0.9,0.0,0.2727,0.006,1.0,0.0,0.0004,0,0,0,0.14,0,0,0,0.7259,1,0,0,High Achievers,,0,Artificial Intelligence,0.0702
1866,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0035,0,0,1,0.0,0,0,0,0.0011,0,0,0,At-Risk Students,,0,Computer Science,0.0018
4836,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0,0,0,0.0,0,0,0,0.001,0,0,0,At-Risk Students,,0,Computer Science,0.0017
4966,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0,0,0,0.0,0,0,0,0.0011,0,0,0,At-Risk Students,,0,Computer Science,0.002
955,1,1,5,0.0,0.0,0.0,0.3333,0.0,0.0,0.125,0.0,0.0034,0,0,0,0.0,0,0,0,0.0009,0,0,0,At-Risk Students,,0,Computer Science,0.0017
63,1,1,2,0.5556,0.0,0.0,0.0,0.1111,0.0087,0.3333,0.0,0.0007,0,0,1,0.16,0,0,0,0.0014,0,0,1,Passive Learners,,0,Computer Science,0.0804
3575,1,1,2,0.0,59.625,0.6667,0.5,0.0,0.0,1.0,2.8284,0.9785,1,1,0,0.0,0,0,0,0.8099,1,0,0,Inconsistent Learners,High Score / Low Completion,1,Computer Science,0.4892
4437,3,2,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0029,0,0,0,0.005,0,0,0,0.0011,0,0,0,At-Risk Students,,0,Cyber Security,0.004
2713,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0,0,0,0.0,0,0,0,0.0009,0,0,1,At-Risk Students,,0,Computer Science,0.0009
2236,2,3,5,0.6667,0.0,0.0,0.0,0.3333,0.0171,0.0,0.0,0.0024,0,0,0,0.0,0,0,0,0.0013,0,0,0,Passive Learners,,0,Artificial Intelligence,0.0012
2822,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0,0,0,0.0,0,0,0,0.0011,0,0,0,At-Risk Students,,0,Computer Science,0.0018
553,1,4,5,0.6923,54.0,0.3333,0.0,0.2308,0.0086,0.0667,0.0,0.0003,0,0,0,0.045,0,0,0,0.8902,1,0,0,High Achievers,,0,Computer Science,0.0226
3903,1,4,3,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0032,0,0,0,0.0,0,0,0,0.0007,0,0,1,At-Risk Students,,0,Computer Science,0.0016
4830,2,4,4,0.8,60.4667,0.625,0.0,0.2,0.0031,1.0,1.4142,0.001,0,0,0,0.21,0,0,0,0.7274,1,0,0,High Achievers,,0,Artificial Intelligence,0.1055
956,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0026,0,0,1,0.0,0,0,0,0.0013,0,0,0,At-Risk Students,,0,Computer Science,0.0013
3894,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026,0,0,0,0.0,0,0,0,0.0011,0,0,0,At-Risk Students,,0,Computer Science,0.0013
3251,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0025,0,0,0,0.0,0,0,1,0.0006,0,0,1,At-Risk Students,,0,Cyber Security,0.0012
3110,1,2,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0026,0,0,0,0.0,0,0,0,0.0007,0,0,0,At-Risk Students,,0,Computer Science,0.0013
2381,2,4,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0033,0,0,0,0.005,0,0,0,0.001,0,0,0,At-Risk Students,,0,Artificial Intelligence,0.0042
2696,2,2,2,0.8,0.0,0.0,0.0,0.1,0.0061,0.0,0.0,0.0011,0,0,1,0.01,0,0,0,0.0009,0,0,1,Passive Learners,,0,Artificial Intelligence,0.0056
4233,3,2,5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0032,0,0,0,0.0,0,0,0,0.0008,0,0,0,At-Risk Students,,0,Cyber Security,0.0016
4938,1,1,5,0.5,0.0,0.0,0.0,0.3571,0.0052,0.0,0.0,0.0032,0,0,0,0.18,0,0,0,0.0013,0,0,0,Passive Learners,,0,Computer Science,0.0916
298,1,1,4,0.0,46.26,0.75,0.0,0.0,0.0,0.1111,1.4142,0.9992,1,1,0,0.0,0,0,0,0.767,1,0,1,Inconsistent Learners,,0,Computer Science,0.4996
3242,1,1,4,0.4,0.0,0.0,0.3333,0.6,0.0018,1.0,0.0,0.0158,0,0,1,0.695,1,1,1,0.0008,0,0,0,Passive Learners,,0,Computer Science,0.3554
259,1,3,3,0.6,61.0333,0.5,0.0,0.2,0.0051,0.1429,1.4142,0.001,0,0,0,0.19,0,0,0,0.8047,1,0,1,High Achievers,,0,Computer Science,0.0955
4909,1,4,3,0.0,45.65,0.6,0.0,0.0,0.0,0.0,0.0,0.9799,1,1,0,0.0,0,0,0,0.8023,1,0,1,Inconsistent Learners,,0,Computer Science,0.49
4420,3,2,4,0.6429,0.0,0.0,0.0,0.2857,0.007,0.0,0.0,0.0002,0,0,0,0.165,0,0,0,0.0011,0,0,0,Passive Learners,,0,Cyber Security,0.0826
4587,2,1,3,0.0,47.75,0.6667,0.3333,0.0,0.0,1.0,2.8284,0.9982,1,1,0,0.0,0,0,0,0.708,1,0,0,Inconsistent Learners,High Score / Low Completion,1,Artificial Intelligence,0.4991
2272,3,2,2,0.5333,69.2,0.3636,0.0,0.2667,0.0066,0.0,2.3094,0.0005,0,0,1,0.025,0,0,0,0.6988,1,1,0,High Achievers,Behavioral Outlier,1,Cyber Security,0.0128
3866,1,2,3,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0,0.0028,0,0,0,0.0,0,0,0,0.0009,0,0,0,At-Risk Students,,0,Computer Science,0.0014
4985,1,1,2,0.8,2.0,1.0,0.0,0.2,0.0049,0.0,0.0,0.0012,0,0,1,0.0,0,0,0,0.8888,1,0,0,Passive Learners,,0,Computer Science,0.0006
1984,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0029,0,0,0,0.005,0,0,1,0.0013,0,0,1,At-Risk Students,,0,Computer Science,0.004
814,2,3,5,0.25,0.0,0.0,0.0,0.25,0.0051,0.125,0.0,0.0023,0,0,0,0.77,1,1,0,0.0011,0,0,0,Passive Learners,,0,Artificial Intelligence,0.3862
4808,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0,0,0,0.0,0,0,0,0.0011,0,0,0,At-Risk Students,,0,Computer Science,0.0014
3770,3,4,3,0.7333,0.0,0.0,0.0,0.1333,0.0085,0.0,0.0,0.0014,0,0,0,0.095,0,0,0,0.0011,0,0,0,Passive Learners,,0,Cyber Security,0.0482
796,3,1,2,1.0,61.3,0.7143,0.25,0.0,0.0109,0.25,2.1213,0.0033,0,0,0,0.04,0,0,1,0.7398,1,0,0,High Achievers,Behavioral Outlier,1,Cyber Security,0.0216
232,2,1,4,0.4706,0.0,0.0,0.0,0.3529,0.0062,0.1,0.0,0.0142,0,0,0,0.5,1,1,0,0.0012,0,0,1,Passive Learners,,0,Artificial Intelligence,0.2571
1923,1,2,1,0.0,0.0,0.0,0.2,0.0,0.0,0.25,0.0,0.0026,0,0,0,0.005,0,0,0,0.0011,0,0,0,At-Risk Students,,0,Computer Science,0.0038
356,2,3,2,0.0,55.4,0.6667,0.0,0.0,0.0,0.125,0.0,0.9904,1,1,0,0.0,0,0,0,0.8764,1,0,0,Inconsistent Learners,,0,Artificial Intelligence,0.4952
2403,2,1,1,0.25,0.0,0.0,0.0,0.25,0.0088,0.0,0.0,0.0015,0,0,0,0.755,1,1,0,0.0009,0,0,0,Passive Learners,,0,Artificial Intelligence,0.3782
2385,3,3,5,0.0,66.4,0.0,0.0,0.0,0.0,1.0,0.0,0.999,1,1,0,0.0,0,0,0,0.8485,1,1,0,Inconsistent Learners,,0,Cyber Security,0.4995
4633,3,4,4,0.0,38.8,0.8182,0.0,0.0,0.0,0.0,2.3094,0.9858,1,1,0,0.0,0,0,0,0.7626,1,0,0,Inconsistent Learners,,0,Cyber Security,0.4929
4777,1,1,3,0.7143,0.0,0.0,0.0,0.1429,0.0103,0.0,0.0,0.0039,0,0,1,0.025,0,0,0,0.0013,0,0,1,Passive Learners,,0,Computer Science,0.0144
4670,1,2,5,0.25,0.0,0.0,0.0,0.5,0.0009,0.0,0.0,0.0006,0,0,1,0.1,0,1,0,0.0009,0,0,0,Passive Learners,,0,Computer Science,0.0503
4646,1,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0,0,0,0.0,0,0,0,0.0011,0,0,1,At-Risk Students,,0,Computer Science,0.0018
4488,2,2,3,0.6471,34.4333,0.8333,0.0,0.2941,0.0087,1.0,2.8284,0.0005,0,0,1,0.08,0,0,0,0.812,1,0,0,High Achievers,Behavioral Outlier,1,Artificial Intelligence,0.0402
