StudentId,SHAP_AdmissionYear,SHAP_EnrolledCourseCount,SHAP_QuizAttempts,SHAP_AvgScore,SHAP_MinScore,SHAP_AvgAttemptsPerQuiz,SHAP_AvgTimePerQuizMin,SHAP_AvgAttemptsBeforeSuccess,SHAP_NightActivityRatio,SHAP_DaytimeActivityRatio,SHAP_FailureRatio,SHAP_DifficultyExposure,SHAP_AvgTimePerActivity,SHAP_WorkloadPressure,Dropout
4843,-0.00062,-0.00255,0.02801,0.002,-0.00332,0.03071,0.02702,0.0373,0.00055,0.0075,0.00673,-0.00078,-0.39429,-0.23672,0
3311,-0.00602,-0.04143,-0.03756,-0.01057,-0.00542,-0.04987,-0.04843,-0.05006,-0.00545,-0.02199,-0.01719,-0.00495,-0.07931,-0.1102,0
4274,-0.00174,0.00406,-0.07869,-0.0246,-0.01517,-0.09399,-0.09143,-0.09882,-0.0121,-0.04273,-0.03216,-0.01082,0.01245,-0.01271,0
4312,-0.00101,-0.00351,-0.04618,-0.01708,-0.00926,-0.05223,-0.05309,-0.05605,-0.00654,-0.02365,-0.01568,-0.00617,-0.21565,0.00765,0
4928,-0.01204,-0.00337,-0.07971,-0.02459,-0.01538,-0.09448,-0.09255,-0.10031,-0.0121,-0.04375,-0.03281,-0.011,0.01836,0.00527,0
3450,-0.01072,0.0023,-0.07896,-0.02476,-0.01485,-0.09459,-0.09198,-0.09907,-0.01203,-0.04288,-0.03251,-0.01091,0.0165,-0.00399,0
3976,-0.00035,-0.00361,0.03791,-0.00108,-0.00078,0.02869,0.02953,0.04248,0.00201,0.01505,0.01129,-0.00049,-0.44017,-0.08393,0
3836,-0.00073,0.00174,0.06952,0.00817,0.00623,0.07795,0.06689,0.08306,0.00699,0.02708,0.0189,0.00549,0.08069,0.04455,1
4347,0.00125,0.00367,0.07013,0.01468,0.01139,0.07213,0.07258,0.08439,0.00834,0.02465,0.01474,0.00311,0.07204,0.04345,1
4185,-0.00669,-0.01439,-0.03961,-0.01117,-0.008,-0.05178,-0.0505,-0.05576,-0.00485,-0.02364,-0.01924,-0.00506,-0.10439,-0.10337,0
4570,-0.00299,-0.00625,-0.038,-0.01119,-0.00683,-0.04841,-0.04529,-0.04655,-0.00421,-0.02215,-0.01585,-0.00539,-0.12251,-0.12282,0
2888,0.00144,0.00153,-0.07575,-0.02431,-0.01635,-0.09034,-0.09029,-0.09679,-0.01118,-0.04149,-0.03167,-0.00973,-0.00511,-0.00841,0
3603,-0.00266,0.0029,0.06832,0.01027,0.00445,0.07608,0.07184,0.08255,0.00901,0.0272,0.01355,0.00556,0.07969,0.04779,1
4139,-0.01286,-0.00016,-0.07939,-0.02491,-0.01556,-0.09373,-0.09248,-0.09949,-0.01229,-0.04359,-0.03264,-0.01101,0.01713,0.00254,0
85,0.00111,-0.01116,-0.07906,-0.02552,-0.01543,-0.09343,-0.09248,-0.099,-0.01229,-0.04318,-0.0326,-0.01098,0.01463,0.00092,0
670,-0.00985,-0.05136,0.0365,-0.00588,-0.00881,0.02792,0.03366,0.03832,0.00094,0.00998,-0.00301,-0.00211,-0.55966,0.02491,0
2031,-0.00832,-0.00764,0.033,-0.00621,-0.00897,0.03132,0.02977,0.03996,-0.00996,0.00396,0.00073,-0.01303,-0.24763,-0.26044,0
4769,-0.01486,0.00214,-0.07955,-0.0244,-0.01522,-0.09418,-0.09227,-0.10016,-0.01203,-0.04356,-0.03269,-0.011,0.01744,0.00187,0
896,-0.00174,0.00406,-0.07869,-0.0246,-0.01517,-0.09399,-0.09143,-0.09882,-0.0121,-0.04273,-0.03216,-0.01082,0.01245,-0.01271,0
1944,0.00178,-0.00851,0.0326,-0.0013,-0.00527,0.03296,0.02905,0.03417,-0.00333,0.00608,-0.00798,0.00277,-0.28292,-0.29854,0
2034,-0.00122,-0.01262,-0.03645,-0.01287,-0.00606,-0.04705,-0.0412,-0.04556,-0.00515,-0.02042,-0.01405,-0.00588,-0.1598,-0.09013,0
699,0.00276,-0.00958,-0.05205,-0.01898,-0.01153,-0.05981,-0.06684,-0.06112,-0.00743,-0.02777,-0.01819,-0.00705,-0.16323,0.00237,0
2856,-0.01345,-0.00263,-0.07589,-0.02467,-0.01566,-0.09205,-0.09054,-0.09673,-0.01192,-0.0417,-0.03172,-0.01016,0.00994,-0.00128,0
4352,-0.01486,0.00214,-0.07955,-0.0244,-0.01522,-0.09418,-0.09227,-0.10016,-0.01203,-0.04356,-0.03269,-0.011,0.01744,0.00187,0
737,0.0009,0.00318,-0.07872,-0.02465,-0.01527,-0.09326,-0.0914,-0.09923,-0.01195,-0.04255,-0.03231,-0.01071,0.01168,-0.01417,0
2918,-0.00174,0.00406,-0.07869,-0.0246,-0.01517,-0.09399,-0.09143,-0.09882,-0.0121,-0.04273,-0.03216,-0.01082,0.01245,-0.01271,0
3890,-0.00402,-0.00252,-0.07862,-0.02517,-0.01556,-0.09384,-0.09207,-0.09839,-0.01232,-0.04297,-0.03226,-0.01093,0.01496,-0.00472,0
178,0.00593,-0.01564,-0.03992,-0.01029,-0.00779,-0.0475,-0.04568,-0.05198,-0.00451,-0.01994,-0.01909,-0.00507,-0.10579,-0.06119,0
3091,-0.01053,0.00278,-0.03457,-0.01205,-0.00553,-0.04514,-0.03772,-0.04392,-0.00469,-0.01945,-0.01275,-0.00533,-0.17315,-0.09641,0
2733,-0.01525,-0.00643,-0.0471,-0.01791,-0.00989,-0.05413,-0.05527,-0.05804,-0.00682,-0.02485,-0.016,-0.00594,-0.19024,0.00941,0
2963,-0.01486,0.00214,-0.07955,-0.0244,-0.01522,-0.09418,-0.09227,-0.10016,-0.01203,-0.04356,-0.03269,-0.011,0.01744,0.00187,0
3707,-0.00072,-0.01128,-0.04559,-0.01877,-0.01075,-0.05384,-0.05178,-0.05451,-0.00675,-0.02623,-0.01491,-0.00597,-0.1609,-0.03646,0
4816,-0.0003,-0.01104,-0.0518,-0.02142,-0.01405,-0.06313,-0.06317,-0.07019,-0.00768,-0.02937,-0.02063,-0.00705,-0.08182,-0.05181,0
1123,0.00252,0.00125,-0.07548,-0.02444,-0.01616,-0.09066,-0.09043,-0.09623,-0.01175,-0.04173,-0.03177,-0.00987,-0.00958,-0.00413,0
105,0.0022,0.00352,-0.03542,-0.01317,-0.00599,-0.04519,-0.03896,-0.04429,-0.00528,-0.01979,-0.01266,-0.00588,-0.17584,-0.10168,0
690,0.00042,-0.0016,-0.07863,-0.02522,-0.01564,-0.09294,-0.09166,-0.09898,-0.01222,-0.0427,-0.03248,-0.01078,0.00904,-0.00507,0
1848,0.00192,-0.00549,-0.07886,-0.02499,-0.01516,-0.09393,-0.09221,-0.09915,-0.01208,-0.04318,-0.03275,-0.01091,0.01075,-0.00243,0
4707,-0.0012,0.00206,0.02842,0.0007,-0.00293,0.02978,0.02707,0.02998,-0.00088,0.00813,0.00408,0.00086,-0.38883,-0.23568,0
1712,0.00144,0.00153,-0.07575,-0.02431,-0.01635,-0.09034,-0.09029,-0.09679,-0.01118,-0.04149,-0.03167,-0.00973,-0.00511,-0.00841,0
3676,0.00056,0.00025,-0.07842,-0.02405,-0.01476,-0.0922,-0.0911,-0.09896,-0.01226,-0.04293,-0.03169,-0.011,-0.00325,0.00136,0
2006,-0.01895,0.00274,0.02284,-0.00694,-0.01557,0.03273,0.0272,0.02933,-0.01451,0.00031,-0.00557,0.00356,-0.26312,-0.26749,0
3562,-0.01073,-0.00515,-0.03723,-0.01295,-0.00741,-0.04888,-0.0427,-0.04716,-0.00615,-0.02126,-0.01477,-0.00605,-0.13666,-0.10136,0
1377,-0.00653,-0.01617,0.08202,-0.00235,-0.00768,0.08993,0.06505,0.09584,-0.00297,0.03016,0.03911,-0.00218,0.07545,0.03687,1
4471,0.0012,0.00213,-0.07862,-0.02474,-0.01497,-0.09351,-0.09168,-0.09888,-0.01205,-0.04277,-0.0326,-0.01089,0.00883,-0.00991,0
2680,0.00196,-0.00322,-0.04609,-0.01688,-0.00905,-0.05235,-0.05336,-0.05606,-0.0071,-0.02323,-0.01519,-0.00622,-0.21927,0.0076,0
2901,-0.01483,-0.00469,-0.03687,-0.01215,-0.0058,-0.04813,-0.0426,-0.04835,-0.00596,-0.02125,-0.01474,-0.00528,-0.15563,-0.08217,0
4668,-0.0033,-0.00148,0.03631,-0.0157,-0.01464,0.03199,0.01923,0.04054,0.00744,-0.01666,0.01576,-0.00611,-0.38043,-0.20642,0
3459,-0.01286,-0.00016,-0.07939,-0.02491,-0.01556,-0.09373,-0.09248,-0.09949,-0.01229,-0.04359,-0.03264,-0.01101,0.01713,0.00254,0
4826,-0.00601,-0.00608,0.02928,-0.00198,7e-05,0.02941,0.02697,0.0346,0.00101,0.00655,-0.00032,-0.00402,-0.3643,-0.23864,0
4042,0.00235,-0.00102,-0.07844,-0.0252,-0.01525,-0.09301,-0.09202,-0.09839,-0.01228,-0.04299,-0.03258,-0.01092,0.00804,-0.00675,0
2652,-0.001,-0.00354,-0.04602,-0.01693,-0.00921,-0.052,-0.05296,-0.05593,-0.00656,-0.02352,-0.01567,-0.00618,-0.21668,0.00774,0
2375,-0.01284,-0.00701,-0.04773,-0.01671,-0.00864,-0.05287,-0.05386,-0.05634,-0.00739,-0.02323,-0.01509,-0.00605,-0.19797,0.00728,0
99,-0.00385,0.00376,-0.03438,-0.01235,-0.00564,-0.0448,-0.03749,-0.04437,-0.00531,-0.01933,-0.01269,-0.00519,-0.17661,-0.10021,0
3868,-0.0106,-0.00525,-0.0796,-0.02588,-0.01556,-0.09288,-0.09129,-0.10013,-0.01195,-0.04371,-0.03266,-0.011,0.01709,0.00497,0
333,-0.01529,-0.05432,0.02887,-0.00533,-0.01264,0.04188,0.00553,0.0235,-0.0052,0.01415,-0.02046,0.0043,-0.43169,0.02824,0
3990,-0.00238,-0.00492,-0.07891,-0.02483,-0.01537,-0.09466,-0.09207,-0.09913,-0.01214,-0.04308,-0.03249,-0.01089,0.01471,-0.00229,0
3954,0.00235,-0.00102,-0.07844,-0.0252,-0.01525,-0.09301,-0.09202,-0.09839,-0.01228,-0.04299,-0.03258,-0.01092,0.00804,-0.00675,0
2108,-0.00486,-0.00115,0.03097,-0.00026,-0.00171,0.03129,0.02492,0.03506,-0.00092,0.0059,0.01271,-0.00072,-0.40498,-0.21974,0
1941,0.00192,-0.00549,-0.07886,-0.02499,-0.01516,-0.09393,-0.09221,-0.09915,-0.01208,-0.04318,-0.03275,-0.01091,0.01075,-0.00243,0
5000,-0.00325,-0.00489,-0.03449,-0.01258,-0.00586,-0.04531,-0.03836,-0.04489,-0.00535,-0.01932,-0.01281,-0.00526,-0.16501,-0.10108,0
3156,-0.00061,-0.00224,0.06928,0.00671,0.00663,0.07837,0.07265,0.08426,0.00753,0.02586,0.02116,0.00584,0.0804,0.04571,1
1199,-0.00114,-0.0005,0.02932,-0.00077,-0.00333,0.02984,0.01829,0.03033,-0.00365,0.00563,-0.00569,0.00196,-0.30793,-0.28581,0
1443,-0.01286,-0.00016,-0.07939,-0.02491,-0.01556,-0.09373,-0.09248,-0.09949,-0.01229,-0.04359,-0.03264,-0.01101,0.01713,0.00254,0
3274,-0.00955,-0.00405,-0.03681,-0.0141,-0.00669,-0.04736,-0.04332,-0.05179,-0.00545,-0.02316,-0.01431,-0.0046,-0.16406,-0.07319,0
2321,-0.0075,-0.00359,-0.03515,-0.01252,-0.00566,-0.04529,-0.04074,-0.04862,-0.00546,-0.02067,-0.01443,-0.00481,-0.17912,-0.07489,0
2209,0.00339,0.00101,0.02644,-0.0029,-0.00601,0.02662,0.0261,0.02864,-0.00243,0.00756,-0.00612,0.00316,-0.30059,-0.29832,0
337,-0.02245,-0.00206,-0.03569,-0.0103,-0.00673,-0.04759,-0.04379,-0.04693,-0.00462,-0.02005,-0.01537,-0.00468,-0.08957,-0.14362,0
4583,0.0015,-0.01274,0.06772,0.01574,0.0105,0.07416,0.06789,0.08446,-0.00585,0.03193,0.01537,0.00477,0.08033,0.04078,1
1462,-0.01176,0.00742,-0.04189,-0.01439,-0.0072,-0.05222,-0.04457,-0.05256,-0.00561,-0.02529,-0.01596,-0.00595,-0.05847,-0.13,0
4005,-0.01709,-0.01402,-0.05011,-0.02103,-0.0131,-0.06404,-0.06377,-0.06409,-0.00833,-0.0298,-0.02136,-0.00691,-0.08202,-0.03777,0
2741,0.0037,-0.0098,-0.07863,-0.02477,-0.01527,-0.0921,-0.09158,-0.09879,-0.01254,-0.04319,-0.03162,-0.01111,0.00111,0.00614,0
2539,-0.00471,0.00462,0.02946,-0.00034,0.00357,0.03002,0.02422,0.0335,0.00045,0.00984,0.00067,0.00066,-0.37795,-0.22747,0
2648,-0.00513,0.00486,0.0678,0.00961,0.00187,0.0772,0.07409,0.08103,0.00625,0.02672,0.01764,0.00669,0.08061,0.04732,1
3830,-0.00243,-0.02441,-0.04189,-0.01337,-0.00584,-0.05186,-0.04654,-0.05439,-0.00545,-0.02293,-0.01873,-0.00688,-0.08142,-0.10731,0
712,-0.00089,-0.00295,0.02917,-0.0006,-0.00202,0.03457,0.02806,0.03046,0.00063,0.00743,0.00269,0.00379,-0.39231,-0.23148,0
2171,-0.00035,-0.00292,-0.03412,-0.01287,-0.00619,-0.04361,-0.03898,-0.04418,-0.00509,-0.01949,-0.01308,-0.00581,-0.17405,-0.09772,0
1812,0.0015,-0.00713,-0.07854,-0.02421,-0.01496,-0.09273,-0.09162,-0.09932,-0.01235,-0.04321,-0.03182,-0.01105,0.0001,0.00687,0
3146,-0.0023,-0.00132,0.0315,0.00417,-0.00959,0.03159,0.02783,0.0365,-0.00444,0.01017,0.00445,-0.0057,-0.38089,-0.23045,0
1310,0.00799,0.00184,-0.03577,-0.01267,-0.00619,-0.04684,-0.04063,-0.04515,-0.00562,-0.02062,-0.01311,-0.00621,-0.15279,-0.11768,0
4813,0.00111,-0.01116,-0.07906,-0.02552,-0.01543,-0.09343,-0.09248,-0.099,-0.01229,-0.04318,-0.0326,-0.01098,0.01463,0.00092,0
2363,0.0009,0.00318,-0.07872,-0.02465,-0.01527,-0.09326,-0.0914,-0.09923,-0.01195,-0.04255,-0.03231,-0.01071,0.01168,-0.01417,0
4379,0.00115,-0.02001,-0.03597,-0.0125,-0.00542,-0.04433,-0.03983,-0.04455,-0.00511,-0.01955,-0.01393,-0.00572,-0.1709,-0.08177,0
2740,-0.00153,-0.00303,0.03061,0.00325,-0.00019,0.02861,0.02787,0.03082,0.00046,0.00852,0.00393,0.00157,-0.3797,-0.24962,0
1038,-0.01345,-0.00263,-0.07589,-0.02467,-0.01566,-0.09205,-0.09054,-0.09673,-0.01192,-0.0417,-0.03172,-0.01016,0.00994,-0.00128,0
4390,0.00192,-0.00549,-0.07886,-0.02499,-0.01516,-0.09393,-0.09221,-0.09915,-0.01208,-0.04318,-0.03275,-0.01091,0.01075,-0.00243,0
4721,-0.01072,0.0023,-0.07896,-0.02476,-0.01485,-0.09459,-0.09198,-0.09907,-0.01203,-0.04288,-0.03251,-0.01091,0.0165,-0.00399,0
3654,0.00516,-0.01913,-0.04855,-0.02014,-0.01269,-0.0628,-0.06147,-0.06544,-0.0076,-0.02902,-0.02016,-0.00673,-0.07587,-0.05901,0
2905,-1e-05,-0.0074,0.03104,-0.00454,-0.00549,0.02478,0.0163,0.03127,-0.00249,0.01421,-0.00692,-0.00523,-0.3308,-0.24317,0
483,-0.02014,-0.00348,-0.05101,-0.01719,-0.01206,-0.05674,-0.06368,-0.06286,-0.00717,-0.02521,-0.01861,-0.00655,-0.13488,-0.00387,0
3939,-0.00107,-0.00276,-0.04757,-0.01914,-0.00986,-0.05635,-0.05759,-0.0565,-0.00664,-0.0246,-0.01461,-0.0063,-0.20428,0.00882,0
4796,-0.01174,-0.01106,-0.03801,-0.01195,-0.00791,-0.04951,-0.04429,-0.05003,-0.00572,-0.01981,-0.01683,-0.00553,-0.10083,-0.12022,0
3025,0.00016,-0.00589,-0.07904,-0.02492,-0.01547,-0.09386,-0.09184,-0.09976,-0.01206,-0.04293,-0.03252,-0.01075,0.01209,-0.00166,0
411,0.00056,0.00025,-0.07842,-0.02405,-0.01476,-0.0922,-0.0911,-0.09896,-0.01226,-0.04293,-0.03169,-0.011,-0.00325,0.00136,0
907,0.00134,0.00336,0.06733,0.00919,0.00334,0.07787,0.06827,0.08331,0.00848,0.02765,0.01949,0.00782,0.07327,0.05083,1
28,-0.01797,-0.00196,0.03164,-0.01211,-0.00456,0.03871,0.02168,0.03886,0.00045,0.01415,0.00386,0.0053,-0.41639,-0.13012,0
1741,0.00076,-0.00414,0.071,0.00182,0.00408,0.07696,0.06791,0.08356,0.00919,0.02702,0.02436,0.00615,0.07628,0.0416,1
1405,0.08645,0.11076,-0.03412,-0.01068,-0.00805,-0.04017,-0.04621,-0.04524,-0.00401,-0.01696,-0.01125,-0.00255,0.09294,0.05063,1
1644,0.00042,-0.0016,-0.07863,-0.02522,-0.01564,-0.09294,-0.09166,-0.09898,-0.01222,-0.0427,-0.03248,-0.01078,0.00904,-0.00507,0
4951,-0.00257,-0.00264,0.01587,-0.00915,0.00049,0.02153,0.02919,0.03871,-0.00155,0.0065,0.01008,-0.00403,-0.30442,-0.25145,0
391,0.0009,0.00318,-0.07872,-0.02465,-0.01527,-0.09326,-0.0914,-0.09923,-0.01195,-0.04255,-0.03231,-0.01071,0.01168,-0.01417,0
2425,-0.01345,-0.00263,-0.07589,-0.02467,-0.01566,-0.09205,-0.09054,-0.09673,-0.01192,-0.0417,-0.03172,-0.01016,0.00994,-0.00128,0
2060,0.00042,-0.0016,-0.07863,-0.02522,-0.01564,-0.09294,-0.09166,-0.09898,-0.01222,-0.0427,-0.03248,-0.01078,0.00904,-0.00507,0
3449,-0.00471,-0.0484,0.03026,-0.00555,-0.00647,0.02611,0.03146,0.04033,0.00183,0.00731,-0.00017,-0.00168,-0.55569,0.02691,0
96,0.01002,0.04025,-0.03256,-0.01142,-0.00488,-0.04659,-0.03489,-0.04557,-0.00534,-0.02067,-0.01617,-0.0061,-0.02823,-0.09631,1
549,0.00042,-0.0016,-0.07863,-0.02522,-0.01564,-0.09294,-0.09166,-0.09898,-0.01222,-0.0427,-0.03248,-0.01078,0.00904,-0.00507,0
1003,-0.00564,-0.00295,-0.03527,-0.01325,-0.00683,-0.04559,-0.04036,-0.04757,-0.00581,-0.02059,-0.01357,-0.00434,-0.17667,-0.08003,0
1664,0.00377,-0.03962,-0.03854,-0.0121,-0.00718,-0.04947,-0.04529,-0.04983,-0.00483,-0.02113,-0.01711,-0.0061,-0.07869,-0.13235,0
3307,-0.0017,0.00422,-0.0445,-0.01201,-0.00915,-0.0519,-0.05151,-0.0567,-0.0051,-0.02358,-0.01922,-0.00543,-0.09026,-0.10162,0
1122,0.00076,-0.0142,-0.03674,-0.01288,-0.00547,-0.04484,-0.04044,-0.04566,-0.00505,-0.02001,-0.01396,-0.00591,-0.16543,-0.08861,0
4199,0.00784,0.01256,0.05779,0.03178,0.03689,0.07564,0.07005,0.0972,0.022,0.02918,0.03728,0.02467,-0.25224,-0.12407,1
2068,-0.01215,-0.04342,0.03643,0.00933,-0.00973,0.034,0.03432,0.04731,-0.01307,0.01095,0.00276,-0.00132,-0.54131,0.02744,0
1356,-0.00453,-0.00438,-0.03709,-0.01442,-0.00663,-0.05035,-0.04491,-0.05078,-0.00594,-0.02335,-0.01397,-0.00449,-0.15988,-0.07774,0
909,-0.00017,0.00254,0.0707,0.01213,0.01061,0.08,0.0702,0.08285,0.00818,0.02677,0.01325,0.00632,0.07048,0.04768,1
3524,-0.00674,-0.00986,-0.04461,-0.0187,-0.01158,-0.0554,-0.05434,-0.0547,-0.00704,-0.02579,-0.01488,-0.00542,-0.16157,-0.02781,0
2583,-0.02139,-0.00028,-0.04767,-0.01932,-0.01226,-0.05966,-0.05439,-0.05941,-0.00815,-0.02814,-0.01904,-0.00709,-0.08012,-0.07655,0
2877,0.00021,-0.01454,-0.07887,-0.02636,-0.0156,-0.09038,-0.08995,-0.0977,-0.01232,-0.04346,-0.03284,-0.01089,0.01386,0.00039,0
4295,-0.00109,-0.0544,-0.03908,-0.01275,-0.00723,-0.04789,-0.04419,-0.05046,-0.00504,-0.02103,-0.01687,-0.00623,-0.07609,-0.1061,0
2392,0.01472,-0.01028,-0.04726,-0.01891,-0.00966,-0.05588,-0.05947,-0.0557,-0.00782,-0.02591,-0.01501,-0.00724,-0.20898,0.00895,0
4773,-0.0075,-0.00188,-0.04122,-0.01291,-0.00802,-0.05325,-0.05263,-0.05619,-0.00542,-0.02466,-0.01754,-0.00401,-0.1178,-0.08041,0
3638,-0.00393,-0.00975,-0.07891,-0.02612,-0.01565,-0.09311,-0.09107,-0.09889,-0.01215,-0.04313,-0.03219,-0.01094,0.01735,2e-05,0
4047,-0.01197,-0.00112,-0.0527,-0.0195,-0.01205,-0.06042,-0.06658,-0.0623,-0.00764,-0.02826,-0.01772,-0.00632,-0.15931,0.00745,0
3100,-0.00468,0.00563,0.07032,0.01646,0.00803,0.07721,0.05972,0.08556,-0.00415,0.03666,0.00803,0.00467,0.07602,0.04207,1
2846,-0.0029,0.00316,0.02581,-0.00203,-0.00283,0.02409,0.02719,0.02902,-0.00707,0.00235,-0.00808,-0.00446,-0.30999,-0.27271,0
1040,0.00144,0.00153,-0.07575,-0.02431,-0.01635,-0.09034,-0.09029,-0.09679,-0.01118,-0.04149,-0.03167,-0.00973,-0.00511,-0.00841,0
4207,-0.00164,-0.00404,0.02905,-0.00408,-0.00089,0.02406,0.03088,0.03726,-0.00596,0.01026,-0.00374,-0.00087,-0.37313,-0.19061,0
3833,-0.01405,-0.02431,-0.03755,-0.01041,-0.00638,-0.05102,-0.04796,-0.0515,-0.00557,-0.02094,-0.01821,-0.00455,-0.10251,-0.09848,0
2575,0.00016,-0.00589,-0.07904,-0.02492,-0.01547,-0.09386,-0.09184,-0.09976,-0.01206,-0.04293,-0.03252,-0.01075,0.01209,-0.00166,0
4232,-0.00169,0.00034,0.07038,0.00781,0.00374,0.07873,0.06698,0.0843,0.01036,0.02686,0.02234,0.00603,0.07552,0.04983,1
654,-0.00238,-0.00492,-0.07891,-0.02483,-0.01537,-0.09466,-0.09207,-0.09913,-0.01214,-0.04308,-0.03249,-0.01089,0.01471,-0.00229,0
1595,-0.01486,0.00214,-0.07955,-0.0244,-0.01522,-0.09418,-0.09227,-0.10016,-0.01203,-0.04356,-0.03269,-0.011,0.01744,0.00187,0
4987,-0.00185,0.00621,0.06787,0.0069,8e-05,0.07878,0.07404,0.07966,0.01041,0.02457,0.02188,0.00759,0.08018,0.04023,1
3617,-0.00853,-0.00384,-0.07912,-0.02501,-0.01502,-0.09491,-0.09226,-0.0993,-0.01208,-0.04312,-0.03263,-0.01092,0.0173,0.00098,0
2189,-0.00021,-0.01082,-0.04623,-0.01889,-0.0117,-0.05531,-0.0564,-0.05534,-0.00665,-0.02624,-0.01515,-0.00563,-0.16319,-0.0267,0
4160,-0.00498,0.00451,-0.05551,-0.0246,-0.01562,-0.06543,-0.06044,-0.07136,-0.00862,-0.03236,-0.02111,-0.00715,-0.06189,-0.06892,0
2024,-0.01631,-0.00027,-0.04256,-0.01285,-0.00724,-0.05096,-0.04666,-0.05608,-0.00516,-0.02367,-0.01894,-0.00556,-0.08287,-0.12432,0
272,-0.01204,-0.00337,-0.07971,-0.02459,-0.01538,-0.09448,-0.09255,-0.10031,-0.0121,-0.04375,-0.03281,-0.011,0.01836,0.00527,0
2708,-0.01207,0.00241,-0.03442,-0.0123,-0.00593,-0.04518,-0.03885,-0.04493,-0.00532,-0.02035,-0.0135,-0.00579,-0.16628,-0.09594,0
3429,-0.00067,0.00403,0.06806,0.01088,0.0096,0.07974,0.0727,0.08235,0.00604,0.02569,0.01636,0.00437,0.07446,0.04293,1
1296,-0.00393,-0.00975,-0.07891,-0.02612,-0.01565,-0.09311,-0.09107,-0.09889,-0.01215,-0.04313,-0.03219,-0.01094,0.01735,2e-05,0
2423,-0.01039,-0.00659,-0.07969,-0.02512,-0.01566,-0.09387,-0.09269,-0.09984,-0.01229,-0.04371,-0.03262,-0.01106,0.01981,0.00527,0
2365,-0.00119,0.00119,0.07273,0.00433,0.00535,0.07126,0.07191,0.08456,0.00767,0.02553,0.02116,0.00085,0.07718,0.04402,1
4775,-0.00302,-0.01042,-0.07896,-0.02535,-0.01558,-0.09416,-0.09235,-0.09889,-0.01233,-0.0431,-0.03227,-0.01098,0.0182,0.00075,0
2486,-0.01486,0.00214,-0.07955,-0.0244,-0.01522,-0.09418,-0.09227,-0.10016,-0.01203,-0.04356,-0.03269,-0.011,0.01744,0.00187,0
3346,-0.01727,0.00216,-0.03458,-0.01172,-0.00577,-0.04611,-0.04044,-0.04393,-0.00599,-0.02049,-0.01452,-0.00538,-0.1685,-0.08093,0
306,-0.01204,-0.00337,-0.07971,-0.02459,-0.01538,-0.09448,-0.09255,-0.10031,-0.0121,-0.04375,-0.03281,-0.011,0.01836,0.00527,0
2714,0.00235,-0.00102,-0.07844,-0.0252,-0.01525,-0.09301,-0.09202,-0.09839,-0.01228,-0.04299,-0.03258,-0.01092,0.00804,-0.00675,0
3309,-0.00853,-0.00384,-0.07912,-0.02501,-0.01502,-0.09491,-0.09226,-0.0993,-0.01208,-0.04312,-0.03263,-0.01092,0.0173,0.00098,0
1845,-0.00393,-0.00975,-0.07891,-0.02612,-0.01565,-0.09311,-0.09107,-0.09889,-0.01215,-0.04313,-0.03219,-0.01094,0.01735,2e-05,0
2814,0.00185,0.00245,0.06495,0.01486,0.01058,0.07109,0.06973,0.08194,0.00231,0.02449,0.01499,0.00457,0.07462,0.0481,1
4662,0.08098,0.00048,-0.04035,-0.01884,-0.01283,-0.04956,-0.05161,-0.04956,-0.00674,-0.02644,-0.01728,-0.00371,-0.03233,-0.00066,0
4547,-0.00445,0.00359,-0.03465,-0.01285,-0.0059,-0.04565,-0.03822,-0.04425,-0.00466,-0.0198,-0.01215,-0.0052,-0.17191,-0.10235,0
1537,-0.01222,-0.00776,-0.03673,-0.01366,-0.00615,-0.04571,-0.04267,-0.04934,-0.00586,-0.02103,-0.01396,-0.00514,-0.15868,-0.07956,0
4681,0.0015,-0.00713,-0.07854,-0.02421,-0.01496,-0.09273,-0.09162,-0.09932,-0.01235,-0.04321,-0.03182,-0.01105,0.0001,0.00687,0
4181,0.0012,0.00213,-0.07862,-0.02474,-0.01497,-0.09351,-0.09168,-0.09888,-0.01205,-0.04277,-0.0326,-0.01089,0.00883,-0.00991,0
3579,-0.01345,0.00014,0.02832,-0.01161,-0.02792,0.02989,0.00856,0.03818,-0.00349,-0.00225,0.01896,-0.00151,-0.29152,-0.22074,0
763,-4e-05,0.00236,0.06883,0.01072,0.00707,0.07703,0.06957,0.08472,0.00475,0.02375,0.01664,0.00605,0.08067,0.04444,1
1547,-0.01651,0.00188,-0.03753,-0.01126,-0.00677,-0.04763,-0.04349,-0.04737,-0.00434,-0.02128,-0.01596,-0.00481,-0.10573,-0.13264,0
1996,-0.01259,0.00239,-0.03431,-0.01213,-0.00599,-0.04514,-0.03871,-0.04463,-0.00465,-0.02033,-0.01326,-0.00573,-0.16783,-0.09555,0
644,0.00192,-0.00549,-0.07886,-0.02499,-0.01516,-0.09393,-0.09221,-0.09915,-0.01208,-0.04318,-0.03275,-0.01091,0.01075,-0.00243,0
965,0.0012,0.00213,-0.07862,-0.02474,-0.01497,-0.09351,-0.09168,-0.09888,-0.01205,-0.04277,-0.0326,-0.01089,0.00883,-0.00991,0
2870,0.00235,-0.00102,-0.07844,-0.0252,-0.01525,-0.09301,-0.09202,-0.09839,-0.01228,-0.04299,-0.03258,-0.01092,0.00804,-0.00675,0
