StudentId,Cluster,ClusterLabel
139,1,Passive Learners
141,1,Passive Learners
988,3,Inconsistent Learners
4271,0,At-Risk Students
2225,2,High Achievers
1976,3,Inconsistent Learners
603,1,Passive Learners
4616,0,At-Risk Students
2009,0,At-Risk Students
578,1,Passive Learners
409,0,At-Risk Students
938,1,Passive Learners
4063,1,Passive Learners
1895,3,Inconsistent Learners
3850,2,High Achievers
2493,0,At-Risk Students
173,1,Passive Learners
665,2,High Achievers
3188,1,Passive Learners
1588,1,Passive Learners
3528,3,Inconsistent Learners
1044,0,At-Risk Students
1414,0,At-Risk Students
144,1,Passive Learners
3880,1,Passive Learners
3199,1,Passive Learners
4703,1,Passive Learners
3124,2,High Achievers
282,0,At-Risk Students
940,0,At-Risk Students
3733,0,At-Risk Students
2324,3,Inconsistent Learners
2136,1,Passive Learners
326,0,At-Risk Students
476,0,At-Risk Students
3829,0,At-Risk Students
3020,2,High Achievers
2750,0,At-Risk Students
2113,1,Passive Learners
4412,1,Passive Learners
1810,1,Passive Learners
766,1,Passive Learners
2000,1,Passive Learners
3410,1,Passive Learners
1913,1,Passive Learners
2990,1,Passive Learners
1370,1,Passive Learners
1285,3,Inconsistent Learners
650,1,Passive Learners
3565,3,Inconsistent Learners
3595,2,High Achievers
1658,2,High Achievers
3994,0,At-Risk Students
77,3,Inconsistent Learners
2331,3,Inconsistent Learners
4049,0,At-Risk Students
2867,0,At-Risk Students
3980,3,Inconsistent Learners
2409,1,Passive Learners
3673,0,At-Risk Students
1253,2,High Achievers
760,0,At-Risk Students
1731,1,Passive Learners
3342,1,Passive Learners
3480,0,At-Risk Students
3627,0,At-Risk Students
2104,3,Inconsistent Learners
2875,0,At-Risk Students
4563,1,Passive Learners
4482,2,High Achievers
3046,1,Passive Learners
924,1,Passive Learners
1675,2,High Achievers
1501,2,High Achievers
3337,1,Passive Learners
773,1,Passive Learners
1640,0,At-Risk Students
292,0,At-Risk Students
320,3,Inconsistent Learners
3071,1,Passive Learners
1702,0,At-Risk Students
13,0,At-Risk Students
4210,2,High Achievers
3273,3,Inconsistent Learners
1445,0,At-Risk Students
4835,2,High Achievers
3714,1,Passive Learners
4451,1,Passive Learners
155,3,Inconsistent Learners
371,3,Inconsistent Learners
687,0,At-Risk Students
3543,0,At-Risk Students
1959,2,High Achievers
3879,0,At-Risk Students
4378,2,High Achievers
2725,0,At-Risk Students
1512,1,Passive Learners
3700,0,At-Risk Students
1596,3,Inconsistent Learners
991,1,Passive Learners
1018,0,At-Risk Students
2980,1,Passive Learners
3606,1,Passive Learners
4860,1,Passive Learners
2289,2,High Achievers
2299,1,Passive Learners
3972,3,Inconsistent Learners
2426,1,Passive Learners
3692,0,At-Risk Students
2338,1,Passive Learners
3120,1,Passive Learners
2787,0,At-Risk Students
1073,1,Passive Learners
2967,0,At-Risk Students
4068,0,At-Risk Students
600,1,Passive Learners
827,0,At-Risk Students
4726,2,High Achievers
130,2,High Achievers
1832,2,High Achievers
1226,1,Passive Learners
2417,0,At-Risk Students
4957,0,At-Risk Students
1867,2,High Achievers
2345,3,Inconsistent Learners
4323,1,Passive Learners
4395,3,Inconsistent Learners
3364,3,Inconsistent Learners
2498,3,Inconsistent Learners
4972,2,High Achievers
1699,3,Inconsistent Learners
3389,2,High Achievers
1332,0,At-Risk Students
4823,0,At-Risk Students
2437,1,Passive Learners
2278,1,Passive Learners
3330,2,High Achievers
334,1,Passive Learners
9,0,At-Risk Students
2582,1,Passive Learners
1841,1,Passive Learners
2077,1,Passive Learners
4643,0,At-Risk Students
3138,1,Passive Learners
4263,0,At-Risk Students
3051,2,High Achievers
1239,1,Passive Learners
3471,1,Passive Learners
241,1,Passive Learners
3133,0,At-Risk Students
1021,1,Passive Learners
4086,0,At-Risk Students
4575,0,At-Risk Students
1600,1,Passive Learners
1627,1,Passive Learners
1442,3,Inconsistent Learners
1677,2,High Achievers
4250,2,High Achievers
537,1,Passive Learners
1847,3,Inconsistent Learners
2356,0,At-Risk Students
4059,1,Passive Learners
2612,0,At-Risk Students
3896,2,High Achievers
1170,0,At-Risk Students
4531,0,At-Risk Students
314,2,High Achievers
4301,1,Passive Learners
1683,0,At-Risk Students
399,0,At-Risk Students
891,1,Passive Learners
1407,1,Passive Learners
4168,1,Passive Learners
3592,1,Passive Learners
3695,1,Passive Learners
206,0,At-Risk Students
3336,3,Inconsistent Learners
3473,1,Passive Learners
3636,1,Passive Learners
839,0,At-Risk Students
1752,1,Passive Learners
462,1,Passive Learners
393,1,Passive Learners
2593,3,Inconsistent Learners
4915,0,At-Risk Students
4748,0,At-Risk Students
2682,1,Passive Learners
783,0,At-Risk Students
258,3,Inconsistent Learners
2912,1,Passive Learners
3705,1,Passive Learners
2960,0,At-Risk Students
551,0,At-Risk Students
4024,1,Passive Learners
4384,0,At-Risk Students
2353,1,Passive Learners
3685,1,Passive Learners
407,3,Inconsistent Learners
793,3,Inconsistent Learners
305,3,Inconsistent Learners
2333,3,Inconsistent Learners
1215,1,Passive Learners
2223,0,At-Risk Students
3584,0,At-Risk Students
1557,2,High Achievers
2115,3,Inconsistent Learners
2329,0,At-Risk Students
2884,0,At-Risk Students
2896,0,At-Risk Students
2989,2,High Achievers
4558,1,Passive Learners
1488,0,At-Risk Students
4559,0,At-Risk Students
1363,1,Passive Learners
4693,2,High Achievers
1611,0,At-Risk Students
714,0,At-Risk Students
2588,1,Passive Learners
4697,0,At-Risk Students
458,0,At-Risk Students
4326,3,Inconsistent Learners
1162,3,Inconsistent Learners
2946,0,At-Risk Students
149,1,Passive Learners
1028,0,At-Risk Students
2412,1,Passive Learners
2917,3,Inconsistent Learners
4803,1,Passive Learners
2758,0,At-Risk Students
4443,0,At-Risk Students
2049,1,Passive Learners
749,0,At-Risk Students
2457,0,At-Risk Students
1621,1,Passive Learners
1974,3,Inconsistent Learners
1833,0,At-Risk Students
3319,1,Passive Learners
4527,0,At-Risk Students
1855,2,High Achievers
429,0,At-Risk Students
4659,0,At-Risk Students
3650,0,At-Risk Students
2886,1,Passive Learners
1219,0,At-Risk Students
2864,1,Passive Learners
3697,0,At-Risk Students
17,1,Passive Learners
465,0,At-Risk Students
1191,1,Passive Learners
1725,1,Passive Learners
4849,1,Passive Learners
4720,1,Passive Learners
4817,1,Passive Learners
12,3,Inconsistent Learners
3512,1,Passive Learners
4113,1,Passive Learners
4286,0,At-Risk Students
2958,1,Passive Learners
1218,3,Inconsistent Learners
4216,0,At-Risk Students
2071,1,Passive Learners
3164,3,Inconsistent Learners
785,3,Inconsistent Learners
1425,0,At-Risk Students
3067,0,At-Risk Students
1861,1,Passive Learners
3585,2,High Achievers
4876,2,High Achievers
4016,1,Passive Learners
6,2,High Achievers
1871,0,At-Risk Students
3735,0,At-Risk Students
4439,0,At-Risk Students
2581,0,At-Risk Students
1732,1,Passive Learners
2924,1,Passive Learners
4441,1,Passive Learners
4945,2,High Achievers
1164,3,Inconsistent Learners
3259,0,At-Risk Students
967,0,At-Risk Students
154,2,High Achievers
4376,0,At-Risk Students
3590,3,Inconsistent Learners
177,0,At-Risk Students
2777,0,At-Risk Students
4586,1,Passive Learners
3768,1,Passive Learners
319,3,Inconsistent Learners
874,1,Passive Learners
4459,0,At-Risk Students
595,0,At-Risk Students
2636,0,At-Risk Students
1703,0,At-Risk Students
4137,0,At-Risk Students
3428,1,Passive Learners
1902,0,At-Risk Students
2430,1,Passive Learners
2081,1,Passive Learners
4381,1,Passive Learners
3688,3,Inconsistent Learners
174,0,At-Risk Students
2295,1,Passive Learners
2543,0,At-Risk Students
4523,2,High Achievers
1620,1,Passive Learners
674,0,At-Risk Students
3027,3,Inconsistent Learners
829,1,Passive Learners
378,3,Inconsistent Learners
368,0,At-Risk Students
4182,1,Passive Learners
2604,3,Inconsistent Learners
2603,0,At-Risk Students
4329,2,High Achievers
4392,0,At-Risk Students
2369,2,High Achievers
734,1,Passive Learners
1008,1,Passive Learners
3415,3,Inconsistent Learners
1009,3,Inconsistent Learners
2947,2,High Achievers
1447,0,At-Risk Students
216,0,At-Risk Students
3106,1,Passive Learners
2402,0,At-Risk Students
2231,0,At-Risk Students
47,3,Inconsistent Learners
1755,1,Passive Learners
4757,0,At-Risk Students
4905,0,At-Risk Students
681,1,Passive Learners
804,3,Inconsistent Learners
3141,1,Passive Learners
4367,2,High Achievers
4426,3,Inconsistent Learners
3570,1,Passive Learners
772,3,Inconsistent Learners
1777,1,Passive Learners
1043,1,Passive Learners
4655,3,Inconsistent Learners
4040,3,Inconsistent Learners
2548,2,High Achievers
2160,2,High Achievers
374,0,At-Risk Students
639,0,At-Risk Students
118,3,Inconsistent Learners
2050,0,At-Risk Students
4333,3,Inconsistent Learners
4088,0,At-Risk Students
3195,3,Inconsistent Learners
927,3,Inconsistent Learners
2796,3,Inconsistent Learners
1254,0,At-Risk Students
2212,0,At-Risk Students
3088,1,Passive Learners
1391,1,Passive Learners
1190,0,At-Risk Students
2665,0,At-Risk Students
1797,0,At-Risk Students
4664,0,At-Risk Students
3924,2,High Achievers
3961,2,High Achievers
4704,0,At-Risk Students
1470,3,Inconsistent Learners
3166,2,High Achievers
1866,0,At-Risk Students
4836,0,At-Risk Students
4966,0,At-Risk Students
955,0,At-Risk Students
63,1,Passive Learners
3575,3,Inconsistent Learners
4437,0,At-Risk Students
2713,0,At-Risk Students
2236,1,Passive Learners
2822,0,At-Risk Students
553,2,High Achievers
3903,0,At-Risk Students
4830,2,High Achievers
956,0,At-Risk Students
3894,0,At-Risk Students
3251,0,At-Risk Students
3110,0,At-Risk Students
2381,0,At-Risk Students
2696,1,Passive Learners
4233,0,At-Risk Students
4938,1,Passive Learners
298,3,Inconsistent Learners
3242,1,Passive Learners
259,2,High Achievers
4909,3,Inconsistent Learners
4420,1,Passive Learners
4587,3,Inconsistent Learners
2272,2,High Achievers
3866,0,At-Risk Students
4985,1,Passive Learners
1984,0,At-Risk Students
814,1,Passive Learners
4808,0,At-Risk Students
3770,1,Passive Learners
796,2,High Achievers
232,1,Passive Learners
1923,0,At-Risk Students
356,3,Inconsistent Learners
2403,1,Passive Learners
2385,3,Inconsistent Learners
4633,3,Inconsistent Learners
4777,1,Passive Learners
4670,1,Passive Learners
4646,0,At-Risk Students
4488,2,High Achievers
692,0,At-Risk Students
3305,1,Passive Learners
188,0,At-Risk Students
2502,0,At-Risk Students
1910,1,Passive Learners
3965,1,Passive Learners
4484,1,Passive Learners
1886,0,At-Risk Students
3572,2,High Achievers
3709,1,Passive Learners
2623,2,High Achievers
1193,3,Inconsistent Learners
1679,0,At-Risk Students
2834,0,At-Risk Students
1936,0,At-Risk Students
243,0,At-Risk Students
4427,1,Passive Learners
2456,1,Passive Learners
677,2,High Achievers
1650,1,Passive Learners
2314,2,High Achievers
3953,2,High Achievers
221,0,At-Risk Students
1439,0,At-Risk Students
4692,3,Inconsistent Learners
1174,2,High Achievers
1684,0,At-Risk Students
3057,0,At-Risk Students
2565,2,High Achievers
1824,1,Passive Learners
4954,0,At-Risk Students
1783,2,High Achievers
1428,1,Passive Learners
2184,1,Passive Learners
933,1,Passive Learners
52,0,At-Risk Students
324,2,High Achievers
3490,1,Passive Learners
473,0,At-Risk Students
2087,0,At-Risk Students
2769,2,High Achievers
4974,0,At-Risk Students
2948,3,Inconsistent Learners
2589,0,At-Risk Students
4812,2,High Achievers
1839,1,Passive Learners
3917,1,Passive Learners
611,0,At-Risk Students
1173,0,At-Risk Students
1066,0,At-Risk Students
4124,0,At-Risk Students
4229,0,At-Risk Students
372,0,At-Risk Students
3464,1,Passive Learners
1411,3,Inconsistent Learners
92,0,At-Risk Students
1956,2,High Achievers
1908,0,At-Risk Students
1601,3,Inconsistent Learners
2629,2,High Achievers
152,0,At-Risk Students
4394,0,At-Risk Students
74,0,At-Risk Students
1249,1,Passive Learners
4779,2,High Achievers
1919,0,At-Risk Students
25,0,At-Risk Students
4120,2,High Achievers
2210,2,High Achievers
3899,3,Inconsistent Learners
1761,1,Passive Learners
2930,0,At-Risk Students
2112,0,At-Risk Students
3484,0,At-Risk Students
4490,1,Passive Learners
4230,1,Passive Learners
4087,3,Inconsistent Learners
4220,3,Inconsistent Learners
2780,2,High Achievers
445,3,Inconsistent Learners
226,1,Passive Learners
1318,0,At-Risk Students
4324,1,Passive Learners
3785,1,Passive Learners
2310,1,Passive Learners
518,3,Inconsistent Learners
2349,0,At-Risk Students
4282,2,High Achievers
1727,0,At-Risk Students
3987,0,At-Risk Students
1993,0,At-Risk Students
3561,1,Passive Learners
3444,0,At-Risk Students
4404,1,Passive Learners
51,0,At-Risk Students
4851,0,At-Risk Students
4183,0,At-Risk Students
1075,3,Inconsistent Learners
1006,0,At-Risk Students
716,1,Passive Learners
2107,0,At-Risk Students
966,3,Inconsistent Learners
1095,1,Passive Learners
2382,1,Passive Learners
2606,2,High Achievers
297,1,Passive Learners
1279,2,High Achievers
3383,2,High Achievers
2800,2,High Achievers
116,2,High Achievers
1272,0,At-Risk Students
4293,1,Passive Learners
4577,0,At-Risk Students
440,1,Passive Learners
4436,1,Passive Learners
1940,2,High Achievers
2847,0,At-Risk Students
1928,0,At-Risk Students
4166,3,Inconsistent Learners
2950,3,Inconsistent Learners
4894,1,Passive Learners
4890,3,Inconsistent Learners
4595,0,At-Risk Students
405,0,At-Risk Students
1578,0,At-Risk Students
1280,0,At-Risk Students
710,0,At-Risk Students
2364,0,At-Risk Students
4226,2,High Achievers
3732,1,Passive Learners
34,0,At-Risk Students
2702,0,At-Risk Students
1342,1,Passive Learners
1152,1,Passive Learners
3275,0,At-Risk Students
2315,2,High Achievers
2213,0,At-Risk Students
3069,2,High Achievers
4013,0,At-Risk Students
1533,2,High Achievers
2091,3,Inconsistent Learners
1785,2,High Achievers
3775,0,At-Risk Students
4015,1,Passive Learners
1252,1,Passive Learners
3908,0,At-Risk Students
3065,0,At-Risk Students
4955,0,At-Risk Students
1569,3,Inconsistent Learners
2360,0,At-Risk Students
3132,1,Passive Learners
157,1,Passive Learners
3033,0,At-Risk Students
75,0,At-Risk Students
2248,1,Passive Learners
124,1,Passive Learners
1917,0,At-Risk Students
1962,1,Passive Learners
4958,1,Passive Learners
3112,0,At-Risk Students
3171,1,Passive Learners
2247,1,Passive Learners
976,0,At-Risk Students
1072,0,At-Risk Students
2706,0,At-Risk Students
4356,0,At-Risk Students
1453,0,At-Risk Students
1358,1,Passive Learners
1461,0,At-Risk Students
568,1,Passive Learners
1598,0,At-Risk Students
3169,0,At-Risk Students
732,2,High Achievers
110,3,Inconsistent Learners
4000,3,Inconsistent Learners
2678,0,At-Risk Students
2528,1,Passive Learners
643,1,Passive Learners
2234,1,Passive Learners
623,0,At-Risk Students
4287,0,At-Risk Students
1854,2,High Achievers
184,1,Passive Learners
3852,2,High Achievers
893,1,Passive Learners
4311,3,Inconsistent Learners
3623,0,At-Risk Students
4854,3,Inconsistent Learners
4147,0,At-Risk Students
3761,1,Passive Learners
2429,3,Inconsistent Learners
3154,0,At-Risk Students
1633,2,High Achievers
2446,1,Passive Learners
1778,0,At-Risk Students
2319,3,Inconsistent Learners
2366,0,At-Risk Students
4555,1,Passive Learners
398,0,At-Risk Students
1053,1,Passive Learners
2909,2,High Achievers
4201,1,Passive Learners
485,0,At-Risk Students
948,3,Inconsistent Learners
114,1,Passive Learners
4359,1,Passive Learners
2977,2,High Achievers
1278,0,At-Risk Students
3491,1,Passive Learners
2547,2,High Achievers
1514,1,Passive Learners
4747,0,At-Risk Students
719,3,Inconsistent Learners
694,0,At-Risk Students
790,1,Passive Learners
2400,1,Passive Learners
3246,3,Inconsistent Learners
257,0,At-Risk Students
246,0,At-Risk Students
3532,0,At-Risk Students
4857,0,At-Risk Students
3620,1,Passive Learners
3943,0,At-Risk Students
1635,1,Passive Learners
2397,3,Inconsistent Learners
1890,3,Inconsistent Learners
2073,3,Inconsistent Learners
3941,0,At-Risk Students
3397,0,At-Risk Students
2916,1,Passive Learners
3950,3,Inconsistent Learners
1773,0,At-Risk Students
1210,1,Passive Learners
127,2,High Achievers
2790,1,Passive Learners
2524,0,At-Risk Students
4519,1,Passive Learners
1909,2,High Achievers
2984,1,Passive Learners
2170,1,Passive Learners
2999,0,At-Risk Students
4039,0,At-Risk Students
2705,1,Passive Learners
2148,0,At-Risk Students
545,0,At-Risk Students
1565,2,High Achievers
1057,3,Inconsistent Learners
1260,0,At-Risk Students
2408,0,At-Risk Students
1576,3,Inconsistent Learners
2752,1,Passive Learners
4809,2,High Achievers
2764,2,High Achievers
3659,0,At-Risk Students
3390,0,At-Risk Students
4522,0,At-Risk Students
2985,1,Passive Learners
983,2,High Achievers
2935,0,At-Risk Students
1894,1,Passive Learners
3180,0,At-Risk Students
2659,3,Inconsistent Learners
2056,0,At-Risk Students
2411,1,Passive Learners
2744,3,Inconsistent Learners
187,0,At-Risk Students
685,0,At-Risk Students
389,0,At-Risk Students
3607,0,At-Risk Students
1670,1,Passive Learners
2096,0,At-Risk Students
2609,2,High Achievers
882,1,Passive Learners
2130,3,Inconsistent Learners
1386,0,At-Risk Students
3374,0,At-Risk Students
2421,2,High Achievers
50,0,At-Risk Students
3873,0,At-Risk Students
56,0,At-Risk Students
2692,1,Passive Learners
2507,0,At-Risk Students
1361,2,High Achievers
4715,2,High Achievers
3698,0,At-Risk Students
4126,0,At-Risk Students
3236,1,Passive Learners
2558,1,Passive Learners
915,3,Inconsistent Learners
4708,3,Inconsistent Learners
4571,0,At-Risk Students
3669,0,At-Risk Students
1012,2,High Achievers
2035,3,Inconsistent Learners
2900,3,Inconsistent Learners
3560,1,Passive Learners
4977,0,At-Risk Students
180,0,At-Risk Students
1133,3,Inconsistent Learners
2852,3,Inconsistent Learners
3172,0,At-Risk Students
3312,1,Passive Learners
163,2,High Achievers
4382,1,Passive Learners
1262,0,At-Risk Students
4983,0,At-Risk Students
4256,2,High Achievers
456,2,High Achievers
4022,1,Passive Learners
2414,2,High Achievers
3719,0,At-Risk Students
2197,2,High Achievers
1063,3,Inconsistent Learners
1574,2,High Achievers
1220,1,Passive Learners
395,2,High Achievers
1733,0,At-Risk Students
3441,2,High Achievers
2143,3,Inconsistent Learners
317,2,High Achievers
3349,0,At-Risk Students
1089,0,At-Risk Students
1647,0,At-Risk Students
2954,2,High Achievers
2956,1,Passive Learners
4074,1,Passive Learners
4349,1,Passive Learners
4866,1,Passive Learners
4802,1,Passive Learners
1212,0,At-Risk Students
3064,3,Inconsistent Learners
2561,2,High Achievers
883,1,Passive Learners
811,1,Passive Learners
4627,0,At-Risk Students
1794,0,At-Risk Students
923,2,High Achievers
3085,1,Passive Learners
2913,0,At-Risk Students
3357,1,Passive Learners
676,1,Passive Learners
1673,1,Passive Learners
386,1,Passive Learners
4344,0,At-Risk Students
3796,0,At-Risk Students
1735,1,Passive Learners
3168,1,Passive Learners
2933,1,Passive Learners
506,3,Inconsistent Learners
2551,1,Passive Learners
3012,1,Passive Learners
3757,0,At-Risk Students
1129,0,At-Risk Students
4530,2,High Achievers
1563,0,At-Risk Students
1954,1,Passive Learners
323,1,Passive Learners
1135,3,Inconsistent Learners
4732,2,High Achievers
3347,0,At-Risk Students
84,1,Passive Learners
3794,0,At-Risk Students
1374,2,High Achievers
3952,1,Passive Learners
431,1,Passive Learners
4277,0,At-Risk Students
1837,3,Inconsistent Learners
5,1,Passive Learners
1803,3,Inconsistent Learners
1202,2,High Achievers
4111,0,At-Risk Students
4375,1,Passive Learners
3285,1,Passive Learners
1149,1,Passive Learners
1437,2,High Achievers
1324,2,High Achievers
4115,1,Passive Learners
1926,1,Passive Learners
4493,0,At-Risk Students
1022,0,At-Risk Students
301,0,At-Risk Students
3905,2,High Achievers
269,0,At-Risk Students
1289,1,Passive Learners
3632,0,At-Risk Students
1255,3,Inconsistent Learners
2335,0,At-Risk Students
4941,2,High Achievers
4119,0,At-Risk Students
4477,1,Passive Learners
4618,3,Inconsistent Learners
1319,2,High Achievers
325,0,At-Risk Students
477,2,High Achievers
69,1,Passive Learners
3264,0,At-Risk Students
3832,0,At-Risk Students
1838,0,At-Risk Students
667,1,Passive Learners
792,0,At-Risk Students
2969,3,Inconsistent Learners
182,0,At-Risk Students
1440,3,Inconsistent Learners
3068,2,High Achievers
4684,0,At-Risk Students
2407,0,At-Risk Students
4907,0,At-Risk Students
294,0,At-Risk Students
1435,2,High Achievers
651,3,Inconsistent Learners
4902,0,At-Risk Students
3157,1,Passive Learners
4506,3,Inconsistent Learners
4222,3,Inconsistent Learners
2389,2,High Achievers
4374,0,At-Risk Students
2100,2,High Achievers
3304,0,At-Risk Students
4065,1,Passive Learners
1830,1,Passive Learners
641,2,High Achievers
3421,2,High Achievers
2643,1,Passive Learners
3368,1,Passive Learners
3343,0,At-Risk Students
4893,1,Passive Learners
4852,2,High Achievers
4363,1,Passive Learners
2508,1,Passive Learners
4791,1,Passive Learners
4163,0,At-Risk Students
1613,3,Inconsistent Learners
4785,2,High Achievers
1907,1,Passive Learners
2736,0,At-Risk Students
2350,1,Passive Learners
1103,1,Passive Learners
2858,3,Inconsistent Learners
1046,3,Inconsistent Learners
169,0,At-Risk Students
1978,1,Passive Learners
657,1,Passive Learners
3104,0,At-Risk Students
2966,1,Passive Learners
1375,3,Inconsistent Learners
4138,0,At-Risk Students
61,2,High Achievers
4244,0,At-Risk Students
1413,0,At-Risk Students
1158,1,Passive Learners
562,0,At-Risk Students
3605,3,Inconsistent Learners
1622,3,Inconsistent Learners
1010,0,At-Risk Students
1415,0,At-Risk Students
2835,2,High Achievers
4818,0,At-Risk Students
2432,2,High Achievers
581,0,At-Risk Students
899,1,Passive Learners
264,2,High Achievers
3143,0,At-Risk Students
912,2,High Achievers
251,1,Passive Learners
2161,0,At-Risk Students
2521,1,Passive Learners
4629,2,High Achievers
3419,0,At-Risk Students
2465,2,High Achievers
1667,0,At-Risk Students
343,1,Passive Learners
2154,2,High Achievers
931,0,At-Risk Students
4736,1,Passive Learners
941,0,At-Risk Students
646,1,Passive Learners
3808,0,At-Risk Students
1029,0,At-Risk Students
519,2,High Achievers
2089,0,At-Risk Students
617,0,At-Risk Students
855,1,Passive Learners
2578,1,Passive Learners
3675,2,High Achievers
3396,1,Passive Learners
214,2,High Achievers
4991,1,Passive Learners
2556,3,Inconsistent Learners
800,3,Inconsistent Learners
637,2,High Achievers
381,1,Passive Learners
217,3,Inconsistent Learners
2441,0,At-Risk Students
1925,0,At-Risk Students
379,1,Passive Learners
3847,3,Inconsistent Learners
2075,1,Passive Learners
1108,0,At-Risk Students
841,0,At-Risk Students
4782,1,Passive Learners
2699,1,Passive Learners
1524,0,At-Risk Students
3004,1,Passive Learners
2303,2,High Achievers
2138,3,Inconsistent Learners
396,1,Passive Learners
1427,2,High Achievers
3755,1,Passive Learners
892,1,Passive Learners
133,3,Inconsistent Learners
1266,1,Passive Learners
1060,1,Passive Learners
3245,1,Passive Learners
2772,0,At-Risk Students
2490,1,Passive Learners
4892,2,High Achievers
3552,3,Inconsistent Learners
2476,0,At-Risk Students
466,2,High Achievers
2152,0,At-Risk Students
1532,1,Passive Learners
2274,2,High Achievers
454,0,At-Risk Students
1179,2,High Achievers
2372,1,Passive Learners
68,3,Inconsistent Learners
616,0,At-Risk Students
3959,1,Passive Learners
2012,0,At-Risk Students
4683,0,At-Risk Students
1782,0,At-Risk Students
190,0,At-Risk Students
3759,1,Passive Learners
1400,2,High Achievers
1850,2,High Achievers
1117,1,Passive Learners
3611,0,At-Risk Students
3974,3,Inconsistent Learners
4534,0,At-Risk Students
3093,0,At-Risk Students
3703,2,High Achievers
3823,1,Passive Learners
4696,3,Inconsistent Learners
1834,1,Passive Learners
293,0,At-Risk Students
4303,0,At-Risk Students
3310,1,Passive Learners
3612,3,Inconsistent Learners
1234,2,High Achievers
2690,0,At-Risk Students
579,1,Passive Learners
3756,2,High Achievers
72,0,At-Risk Students
3243,2,High Achievers
3353,1,Passive Learners
1706,3,Inconsistent Learners
4678,1,Passive Learners
1975,0,At-Risk Students
3545,0,At-Risk Students
1606,2,High Achievers
1150,3,Inconsistent Learners
3321,2,High Achievers
2628,1,Passive Learners
2129,0,At-Risk Students
3411,0,At-Risk Students
488,0,At-Risk Students
1171,1,Passive Learners
525,1,Passive Learners
3930,1,Passive Learners
4466,1,Passive Learners
3394,0,At-Risk Students
2927,0,At-Risk Students
860,0,At-Risk Students
4856,0,At-Risk Students
3746,2,High Achievers
4355,0,At-Risk Students
1112,0,At-Risk Students
3123,2,High Achievers
353,1,Passive Learners
3011,0,At-Risk Students
2270,2,High Achievers
4940,1,Passive Learners
3050,3,Inconsistent Learners
2512,2,High Achievers
3130,1,Passive Learners
3920,3,Inconsistent Learners
2072,0,At-Risk Students
3537,0,At-Risk Students
2577,3,Inconsistent Learners
1464,1,Passive Learners
3162,1,Passive Learners
4965,1,Passive Learners
3722,1,Passive Learners
4178,0,At-Risk Students
2347,2,High Achievers
4249,0,At-Risk Students
1562,2,High Achievers
2509,0,At-Risk Students
3257,1,Passive Learners
2828,0,At-Risk Students
3747,1,Passive Learners
3136,0,At-Risk Students
4580,1,Passive Learners
1912,0,At-Risk Students
385,3,Inconsistent Learners
4442,3,Inconsistent Learners
1418,1,Passive Learners
566,3,Inconsistent Learners
868,1,Passive Learners
1593,2,High Achievers
3055,2,High Achievers
170,1,Passive Learners
3749,0,At-Risk Students
4487,1,Passive Learners
3107,0,At-Risk Students
4145,3,Inconsistent Learners
4446,1,Passive Learners
283,3,Inconsistent Learners
4002,0,At-Risk Students
705,1,Passive Learners
2737,2,High Achievers
4636,1,Passive Learners
2738,0,At-Risk Students
928,0,At-Risk Students
538,0,At-Risk Students
4389,2,High Achievers
3686,0,At-Risk Students
2580,3,Inconsistent Learners
4986,0,At-Risk Students
1369,0,At-Risk Students
4841,0,At-Risk Students
1058,0,At-Risk Students
910,0,At-Risk Students
307,1,Passive Learners
2766,0,At-Risk Students
822,3,Inconsistent Learners
1625,1,Passive Learners
2395,0,At-Risk Students
606,1,Passive Learners
4650,1,Passive Learners
4148,0,At-Risk Students
1668,1,Passive Learners
2721,1,Passive Learners
2440,2,High Achievers
4044,0,At-Risk Students
3599,0,At-Risk Students
3549,1,Passive Learners
4455,0,At-Risk Students
109,0,At-Risk Students
2955,3,Inconsistent Learners
3838,0,At-Risk Students
2700,0,At-Risk Students
1987,1,Passive Learners
2555,2,High Achievers
1700,1,Passive Learners
4339,0,At-Risk Students
2484,2,High Achievers
807,1,Passive Learners
4152,0,At-Risk Students
2177,0,At-Risk Students
3426,2,High Achievers
2649,1,Passive Learners
4724,1,Passive Learners
3000,0,At-Risk Students
1055,3,Inconsistent Learners
587,0,At-Risk Students
900,1,Passive Learners
2650,0,At-Risk Students
2500,1,Passive Learners
4365,1,Passive Learners
3960,1,Passive Learners
2141,0,At-Risk Students
3344,2,High Achievers
3826,3,Inconsistent Learners
779,2,High Achievers
377,0,At-Risk Students
24,1,Passive Learners
1784,0,At-Risk Students
2371,1,Passive Learners
4043,0,At-Risk Students
1696,1,Passive Learners
4179,1,Passive Learners
2033,0,At-Risk Students
3643,1,Passive Learners
4309,2,High Achievers
3655,2,High Achievers
1960,1,Passive Learners
1232,0,At-Risk Students
1368,2,High Achievers
2818,0,At-Risk Students
2941,3,Inconsistent Learners
1992,0,At-Risk Students
195,0,At-Risk Students
336,3,Inconsistent Learners
2052,2,High Achievers
2022,1,Passive Learners
2219,1,Passive Learners
179,0,At-Risk Students
2028,3,Inconsistent Learners
4800,1,Passive Learners
1904,1,Passive Learners
3883,0,At-Risk Students
4952,0,At-Risk Students
2450,0,At-Risk Students
3293,1,Passive Learners
3121,0,At-Risk Students
4509,0,At-Risk Students
4109,1,Passive Learners
3360,1,Passive Learners
1957,3,Inconsistent Learners
4862,2,High Achievers
2340,0,At-Risk Students
594,0,At-Risk Students
