Id,UserId,DepartmentId,YearId,SquadronId,AdmissionYear,CreatedAt,UpdatedAt,DepartmentId_WasNull,YearId_WasNull,SquadronId_WasNull,AdmissionYear_WasNull,CreatedAt_Year,CreatedAt_Month,CreatedAt_Weekday,AccountAgeDays,EnrolledCourseCount,TotalCreditLoad,Year_AvgCreditLoad,Year_TotalEnrollments,Squadron_AvgCreditLoad,Squadron_TotalEnrollments,DepartmentId_Enc,YearId_Enc,SquadronId_Enc,AdmissionYear_Norm,AccountAgeDays_Norm,TotalCreditLoad_Norm,RiskFlag_NoEnrollment,RiskFlag_LowCreditLoad,RiskScore,DepartmentName,YearLevelName
4809,837.0,1,3,1,2024,2024-05-28 18:13:41,2024-07-05 18:13:41,0,0,0,0,2024,5,1,655,0,0,2.874454677653902,2063,2.8900462962962963,1728,0,2,0,0.5999999999999659,0.3189041095890411,0.0,1,1,1.0,Computer Science,Third Year
2764,1702.0,1,1,4,2024,2024-09-09 15:13:51,2025-01-30 15:13:51,0,0,0,0,2024,9,0,551,1,4,2.929756350440643,3858,2.9369419642857144,1792,0,0,3,0.5999999999999659,0.2619178082191781,0.07017543859649122,0,0,0.0,Computer Science,First Year
3659,184.0,1,2,5,2023,2022-10-11 22:01:05,2022-12-01 22:01:05,0,0,0,0,2022,10,1,1250,1,2,2.8799102132435466,2673,2.894755492558469,2822,0,1,4,0.39999999999997726,0.644931506849315,0.03508771929824561,0,0,0.0,Computer Science,Second Year
3390,1637.0,1,3,5,2023,2021-04-22 06:53:54,2021-09-28 06:53:54,1,0,0,0,2021,4,3,1787,3,8,2.874454677653902,2063,2.894755492558469,2822,0,2,4,0.39999999999997726,0.9391780821917807,0.14035087719298245,0,0,0.0,Computer Science,Third Year
4522,1639.0,1,1,1,2021,2021-11-22 02:22:29,2022-03-26 02:22:29,0,0,0,0,2021,11,0,1573,3,10,2.929756350440643,3858,2.8900462962962963,1728,0,0,0,0.0,0.821917808219178,0.17543859649122806,0,0,0.0,Computer Science,First Year
2985,748.0,3,3,1,2023,2025-05-30 04:54:42,2025-10-18 04:54:42,0,0,0,0,2025,5,4,288,2,5,2.874454677653902,2063,2.8900462962962963,1728,2,2,0,0.39999999999997726,0.1178082191780822,0.08771929824561403,0,0,0.0,Cyber Security,Third Year
983,1215.0,3,1,3,2025,2021-09-08 03:49:59,2022-03-02 03:49:59,0,0,0,0,2021,9,2,1648,4,12,2.929756350440643,3858,2.8538888888888887,1800,2,0,2,0.7999999999999545,0.8630136986301369,0.21052631578947367,0,0,0.0,Cyber Security,First Year
2935,777.0,1,1,3,2025,2021-09-24 08:22:17,2022-05-13 08:22:17,0,0,0,0,2021,9,4,1632,4,10,2.929756350440643,3858,2.8538888888888887,1800,0,0,2,0.7999999999999545,0.8542465753424656,0.17543859649122806,0,0,0.0,Computer Science,First Year
1894,2039.0,2,2,4,2023,2022-01-24 06:26:54,2022-05-07 06:26:54,0,0,0,0,2022,1,0,1510,2,5,2.8799102132435466,2673,2.9369419642857144,1792,1,1,3,0.39999999999997726,0.7873972602739725,0.08771929824561403,0,0,0.0,Artificial Intelligence,Second Year
3180,1593.0,1,1,1,2021,2022-11-30 03:15:29,2023-01-04 03:15:29,0,0,0,0,2022,11,2,1200,3,7,2.929756350440643,3858,2.8900462962962963,1728,0,0,0,0.0,0.6175342465753424,0.12280701754385964,0,0,0.0,Computer Science,First Year
2659,9897.0,3,1,5,2026,2024-07-07 07:06:17,2025-03-09 07:06:17,0,0,0,0,2024,7,6,615,2,7,2.929756350440643,3858,2.894755492558469,2822,2,0,4,1.0,0.29698630136986304,0.12280701754385964,0,0,0.0,Cyber Security,First Year
2056,1343.0,3,3,5,2026,2021-11-14 19:14:49,2021-11-15 19:14:49,0,0,0,0,2021,11,6,1581,1,3,2.874454677653902,2063,2.894755492558469,2822,2,2,4,1.0,0.8263013698630136,0.05263157894736842,0,0,0.0,Cyber Security,Third Year
2411,2016.0,2,3,2,2023,2023-09-09 19:53:43,2024-04-30 19:53:43,0,0,0,0,2023,9,5,917,1,2,2.874454677653902,2063,2.9339622641509435,1802,1,2,1,0.39999999999997726,0.4624657534246575,0.03508771929824561,0,0,0.0,Artificial Intelligence,Third Year
2744,834.0,2,1,1,2023,2024-03-22 03:55:58,2024-08-01 03:55:58,0,0,0,0,2024,3,4,722,4,12,2.929756350440643,3858,2.8900462962962963,1728,1,0,0,0.39999999999997726,0.35561643835616435,0.21052631578947367,0,0,0.0,Artificial Intelligence,First Year
187,1625.0,2,1,3,2026,2025-09-01 08:29:33,2026-01-09 08:29:33,0,1,0,0,2025,9,0,194,2,6,2.929756350440643,3858,2.8538888888888887,1800,1,0,2,1.0,0.0663013698630137,0.10526315789473684,0,0,0.0,Artificial Intelligence,First Year
685,1728.0,1,1,2,2022,2023-12-06 00:53:22,2024-09-16 00:53:22,0,0,0,0,2023,12,2,829,2,10,2.929756350440643,3858,2.9339622641509435,1802,0,0,1,0.19999999999998863,0.41424657534246573,0.17543859649122806,0,0,0.0,Computer Science,First Year
389,205.0,1,1,2,2023,2021-05-09 00:02:32,2021-06-07 00:02:32,0,0,0,0,2021,5,6,1770,1,2,2.929756350440643,3858,2.9339622641509435,1802,0,0,1,0.39999999999997726,0.92986301369863,0.03508771929824561,0,0,0.0,Computer Science,First Year
3607,,3,1,4,2024,2024-08-30 08:53:44,2025-03-13 08:53:44,0,1,0,0,2024,8,4,561,5,16,2.929756350440643,3858,2.9369419642857144,1792,2,0,3,0.5999999999999659,0.2673972602739726,0.2807017543859649,0,0,0.0,Cyber Security,First Year
1670,672.0,2,2,1,2024,2025-10-25 22:53:32,2026-08-03 22:53:32,0,0,0,0,2025,10,5,140,1,2,2.8799102132435466,2673,2.8900462962962963,1728,1,1,0,0.5999999999999659,0.036712328767123284,0.03508771929824561,0,0,0.0,Artificial Intelligence,Second Year
2096,70.0,2,1,2,2023,2023-11-14 09:12:28,2024-03-07 09:12:28,0,0,0,0,2023,11,1,851,5,15,2.929756350440643,3858,2.9339622641509435,1802,1,0,1,0.39999999999997726,0.4263013698630137,0.2631578947368421,0,0,0.0,Artificial Intelligence,First Year
2609,307.0,3,1,5,2024,2023-07-08 01:21:38,2024-03-17 01:21:38,0,0,1,0,2023,7,5,980,3,9,2.929756350440643,3858,2.894755492558469,2822,2,0,4,0.5999999999999659,0.49698630136986305,0.15789473684210525,0,0,0.0,Cyber Security,First Year
882,1146.0,3,1,2,2022,2024-11-09 18:04:14,2025-07-24 18:04:14,0,0,0,0,2024,11,5,490,2,6,2.929756350440643,3858,2.9339622641509435,1802,2,0,1,0.19999999999998863,0.22849315068493153,0.10526315789473684,0,0,0.0,Cyber Security,First Year
2130,1552.0,2,2,4,2024,2024-01-07 21:56:40,2024-09-05 21:56:40,0,0,0,0,2024,1,6,797,1,3,2.8799102132435466,2673,2.9369419642857144,1792,1,1,3,0.5999999999999659,0.39671232876712326,0.05263157894736842,0,0,0.0,Artificial Intelligence,Second Year
1386,738.0,1,1,1,2022,2024-09-22 03:37:31,2025-01-05 03:37:31,0,0,0,0,2024,9,6,538,3,7,2.929756350440643,3858,2.8900462962962963,1728,0,0,0,0.19999999999998863,0.2547945205479452,0.12280701754385964,0,0,0.0,Computer Science,First Year
3374,203.0,3,4,5,2021,2023-04-22 00:57:58,2023-06-11 00:57:58,0,0,0,0,2023,4,5,1057,2,6,2.9029629629629627,1350,2.894755492558469,2822,2,3,4,0.0,0.5391780821917808,0.10526315789473684,0,0,0.0,Cyber Security,Fourth Year
2421,619.0,2,1,5,2023,2021-05-18 13:09:37,2021-11-09 13:09:37,0,0,1,0,2021,5,1,1761,1,2,2.929756350440643,3858,2.894755492558469,2822,1,0,4,0.39999999999997726,0.9249315068493149,0.03508771929824561,0,0,0.0,Artificial Intelligence,First Year
50,1051.0,1,1,2,2023,2025-06-21 04:38:02,2026-03-13 04:38:02,0,0,0,0,2025,6,5,266,1,3,2.929756350440643,3858,2.9339622641509435,1802,0,0,1,0.39999999999997726,0.10575342465753425,0.05263157894736842,0,0,0.0,Computer Science,First Year
3873,2031.0,1,1,4,2023,2024-01-24 06:38:02,2024-05-14 06:38:02,0,0,0,0,2024,1,2,780,0,0,2.929756350440643,3858,2.9369419642857144,1792,0,0,3,0.39999999999997726,0.3873972602739726,0.0,1,1,1.0,Computer Science,First Year
56,1619.0,2,1,4,2024,2022-12-15 06:40:53,2023-08-06 06:40:53,0,0,0,0,2022,12,3,1185,2,6,2.929756350440643,3858,2.9369419642857144,1792,1,0,3,0.5999999999999659,0.6093150684931506,0.10526315789473684,0,0,0.0,Artificial Intelligence,First Year
2692,890.0,2,1,3,2023,2024-01-14 10:38:52,2024-08-17 10:38:52,0,0,0,0,2024,1,6,790,3,8,2.929756350440643,3858,2.8538888888888887,1800,1,0,2,0.39999999999997726,0.3928767123287671,0.14035087719298245,0,0,0.0,Artificial Intelligence,First Year
2507,1036.0,1,2,3,2025,2024-09-25 02:27:54,2025-05-13 02:27:54,0,0,0,0,2024,9,2,535,2,7,2.8799102132435466,2673,2.8538888888888887,1800,0,1,2,0.7999999999999545,0.25315068493150683,0.12280701754385964,0,0,0.0,Computer Science,Second Year
1361,1643.0,1,3,5,2023,2022-10-08 14:16:32,2023-02-04 14:16:32,0,0,1,0,2022,10,5,1253,1,2,2.874454677653902,2063,2.894755492558469,2822,0,2,4,0.39999999999997726,0.6465753424657533,0.03508771929824561,0,0,0.0,Computer Science,Third Year
4715,67.0,1,2,4,2023,2021-06-03 23:35:47,2021-10-23 23:35:47,0,0,0,0,2021,6,3,1744,2,6,2.8799102132435466,2673,2.9369419642857144,1792,0,1,3,0.39999999999997726,0.9156164383561642,0.10526315789473684,0,0,0.0,Computer Science,Second Year
3698,103.0,2,1,1,2024,2024-02-02 03:37:23,2024-11-02 03:37:23,0,0,0,0,2024,2,4,771,2,4,2.929756350440643,3858,2.8900462962962963,1728,1,0,0,0.5999999999999659,0.38246575342465755,0.07017543859649122,0,0,0.0,Artificial Intelligence,First Year
4126,925.0,2,2,4,2024,2021-04-13 19:34:14,2021-12-25 19:34:14,0,0,0,0,2021,4,1,1796,3,6,2.8799102132435466,2673,2.9369419642857144,1792,1,1,3,0.5999999999999659,0.9441095890410958,0.10526315789473684,0,0,0.0,Artificial Intelligence,Second Year
3236,253.0,2,4,2,2023,2023-04-15 23:34:10,2023-07-27 23:34:10,0,0,0,0,2023,4,5,1063,0,0,2.9029629629629627,1350,2.9339622641509435,1802,1,3,1,0.39999999999997726,0.5424657534246574,0.0,1,1,1.0,Artificial Intelligence,Fourth Year
2558,89.0,1,2,3,2024,2023-08-01 09:35:20,2023-10-23 09:35:20,0,0,0,0,2023,8,1,956,0,0,2.8799102132435466,2673,2.8538888888888887,1800,0,1,2,0.5999999999999659,0.4838356164383561,0.0,1,1,1.0,Computer Science,Second Year
915,1607.0,3,1,4,2026,2023-10-15 00:42:23,2024-03-28 00:42:23,0,0,0,0,2023,10,6,881,3,6,2.929756350440643,3858,2.9369419642857144,1792,2,0,3,1.0,0.44273972602739725,0.10526315789473684,0,0,0.0,Cyber Security,First Year
4708,1104.0,1,1,5,2025,2022-02-03 07:22:42,2022-03-27 07:22:42,0,0,1,0,2022,2,3,1500,3,8,2.929756350440643,3858,2.894755492558469,2822,0,0,4,0.7999999999999545,0.781917808219178,0.14035087719298245,0,0,0.0,Computer Science,First Year
4571,,1,1,5,2023,2025-08-18 20:36:04,2025-08-27 20:36:04,0,0,0,0,2025,8,0,208,1,3,2.929756350440643,3858,2.894755492558469,2822,0,0,4,0.39999999999997726,0.07397260273972603,0.05263157894736842,0,0,0.0,Computer Science,First Year
3669,,1,1,5,2024,2023-11-25 02:51:06,2024-07-13 02:51:06,0,1,0,0,2023,11,5,840,1,2,2.929756350440643,3858,2.894755492558469,2822,0,0,4,0.5999999999999659,0.4202739726027397,0.03508771929824561,0,0,0.0,Computer Science,First Year
1012,135.0,1,3,2,2026,2021-12-13 02:07:21,2022-07-21 02:07:21,0,0,0,0,2021,12,0,1552,3,7,2.874454677653902,2063,2.9339622641509435,1802,0,2,1,1.0,0.8104109589041095,0.12280701754385964,0,0,0.0,Computer Science,Third Year
2035,191.0,3,1,4,2025,2022-02-04 19:43:24,2022-03-26 19:43:24,0,0,0,0,2022,2,4,1499,1,4,2.929756350440643,3858,2.9369419642857144,1792,2,0,3,0.7999999999999545,0.7813698630136985,0.07017543859649122,0,0,0.0,Cyber Security,First Year
2900,1989.0,1,2,4,2023,2024-09-24 09:52:41,2025-01-20 09:52:41,0,0,0,0,2024,9,1,536,2,7,2.8799102132435466,2673,2.9369419642857144,1792,0,1,3,0.39999999999997726,0.2536986301369863,0.12280701754385964,0,0,0.0,Computer Science,Second Year
3560,1663.0,1,3,4,2024,2024-02-20 19:09:32,2024-03-05 19:09:32,0,0,0,0,2024,2,1,753,2,8,2.874454677653902,2063,2.9369419642857144,1792,0,2,3,0.5999999999999659,0.37260273972602737,0.14035087719298245,0,0,0.0,Computer Science,Third Year
4977,1635.0,1,1,5,2024,2023-05-25 05:24:52,2024-03-05 05:24:52,0,0,0,0,2023,5,3,1024,2,7,2.929756350440643,3858,2.894755492558469,2822,0,0,4,0.5999999999999659,0.5210958904109588,0.12280701754385964,0,0,0.0,Computer Science,First Year
180,116.0,2,3,1,2024,2025-07-11 12:59:02,2025-09-10 12:59:02,0,0,0,0,2025,7,4,246,1,3,2.874454677653902,2063,2.8900462962962963,1728,1,2,0,0.5999999999999659,0.0947945205479452,0.05263157894736842,0,0,0.0,Artificial Intelligence,Third Year
1133,35.0,2,2,4,2024,2021-03-16 03:33:03,2021-07-18 03:33:03,0,0,0,0,2021,3,1,1824,1,2,2.8799102132435466,2673,2.9369419642857144,1792,1,1,3,0.5999999999999659,0.9594520547945204,0.03508771929824561,0,0,0.0,Artificial Intelligence,Second Year
2852,205.0,1,3,2,2025,2021-05-04 19:58:32,2021-09-06 19:58:32,1,0,0,0,2021,5,1,1775,1,6,2.874454677653902,2063,2.9339622641509435,1802,0,2,1,0.7999999999999545,0.9326027397260273,0.10526315789473684,0,0,0.0,Computer Science,Third Year
3172,847.0,1,3,2,2024,2023-10-25 03:02:48,2024-02-05 03:02:48,1,0,0,0,2023,10,2,871,0,0,2.874454677653902,2063,2.9339622641509435,1802,0,2,1,0.5999999999999659,0.43726027397260275,0.0,1,1,1.0,Computer Science,Third Year
3312,563.0,1,1,2,2024,2025-06-07 13:03:26,2026-02-22 13:03:26,0,0,0,0,2025,6,5,280,4,10,2.929756350440643,3858,2.9339622641509435,1802,0,0,1,0.5999999999999659,0.11342465753424656,0.17543859649122806,0,0,0.0,Computer Science,First Year
163,1394.0,1,1,2,2023,2021-09-07 09:06:58,2021-11-09 09:06:58,0,0,0,0,2021,9,1,1649,1,3,2.929756350440643,3858,2.9339622641509435,1802,0,0,1,0.39999999999997726,0.8635616438356163,0.05263157894736842,0,0,0.0,Computer Science,First Year
4382,1107.0,2,3,1,2023,2021-06-09 11:57:11,2021-08-24 11:57:11,0,0,0,0,2021,6,2,1739,2,5,2.874454677653902,2063,2.8900462962962963,1728,1,2,0,0.39999999999997726,0.912876712328767,0.08771929824561403,0,0,0.0,Artificial Intelligence,Third Year
1262,9051.0,1,1,4,2024,2025-01-22 04:14:15,2025-03-17 04:14:15,0,0,0,0,2025,1,2,416,3,9,2.929756350440643,3858,2.9369419642857144,1792,0,0,3,0.5999999999999659,0.18794520547945204,0.15789473684210525,0,0,0.0,Computer Science,First Year
4983,881.0,2,4,1,2022,2024-08-15 11:30:51,2025-05-15 11:30:51,0,0,0,0,2024,8,3,576,0,0,2.9029629629629627,1350,2.8900462962962963,1728,1,3,0,0.19999999999998863,0.2756164383561644,0.0,1,1,1.0,Artificial Intelligence,Fourth Year
4256,1323.0,2,1,5,2025,2022-12-04 15:39:29,2023-07-05 15:39:29,0,0,0,0,2022,12,6,1196,1,3,2.929756350440643,3858,2.894755492558469,2822,1,0,4,0.7999999999999545,0.6153424657534246,0.05263157894736842,0,0,0.0,Artificial Intelligence,First Year
456,350.0,2,3,5,2023,2021-06-26 00:20:24,2021-12-23 00:20:24,0,0,0,0,2021,6,5,1722,4,12,2.874454677653902,2063,2.894755492558469,2822,1,2,4,0.39999999999997726,0.9035616438356163,0.21052631578947367,0,0,0.0,Artificial Intelligence,Third Year
4022,406.0,3,3,3,2024,2022-02-06 19:37:26,2022-07-24 19:37:26,0,0,0,0,2022,2,6,1497,1,3,2.874454677653902,2063,2.8538888888888887,1800,2,2,2,0.5999999999999659,0.7802739726027397,0.05263157894736842,0,0,0.0,Cyber Security,Third Year
2414,32.0,1,2,5,2025,2024-05-25 03:15:56,2024-11-14 03:15:56,0,0,0,0,2024,5,5,658,10,31,2.8799102132435466,2673,2.894755492558469,2822,0,1,4,0.7999999999999545,0.32054794520547947,0.5438596491228069,0,0,0.0,Computer Science,Second Year
3719,1436.0,2,1,2,2023,2025-11-15 15:57:01,2026-01-04 15:57:01,0,0,0,0,2025,11,5,119,2,7,2.929756350440643,3858,2.9339622641509435,1802,1,0,1,0.39999999999997726,0.0252054794520548,0.12280701754385964,0,0,0.0,Artificial Intelligence,First Year
2197,1445.0,2,1,3,2024,2024-05-15 20:13:31,2024-06-11 20:13:31,0,0,0,0,2024,5,2,668,2,4,2.929756350440643,3858,2.8538888888888887,1800,1,0,2,0.5999999999999659,0.32602739726027397,0.07017543859649122,0,0,0.0,Artificial Intelligence,First Year
1063,1752.0,1,1,5,2026,2024-05-09 13:44:17,2025-01-22 13:44:17,0,0,0,0,2024,5,3,674,4,12,2.929756350440643,3858,2.894755492558469,2822,0,0,4,1.0,0.3293150684931507,0.21052631578947367,0,0,0.0,Computer Science,First Year
1574,1376.0,1,3,2,2025,2025-01-03 09:08:57,2025-08-04 09:08:57,0,0,0,0,2025,1,4,435,4,13,2.874454677653902,2063,2.9339622641509435,1802,0,2,1,0.7999999999999545,0.19835616438356163,0.22807017543859648,0,0,0.0,Computer Science,Third Year
1220,844.0,1,1,5,2024,2021-02-25 07:12:29,2021-12-16 07:12:29,0,1,0,0,2021,2,3,1843,2,8,2.929756350440643,3858,2.894755492558469,2822,0,0,4,0.5999999999999659,0.9698630136986299,0.14035087719298245,0,0,0.0,Computer Science,First Year
395,,1,1,1,2026,2022-10-10 22:14:41,2023-04-19 22:14:41,0,1,0,0,2022,10,0,1251,2,5,2.929756350440643,3858,2.8900462962962963,1728,0,0,0,1.0,0.6454794520547944,0.08771929824561403,0,0,0.0,Computer Science,First Year
1733,1373.0,3,1,5,2024,2023-07-24 13:20:42,2024-04-20 13:20:42,0,1,0,0,2023,7,0,964,2,4,2.929756350440643,3858,2.894755492558469,2822,2,0,4,0.5999999999999659,0.4882191780821918,0.07017543859649122,0,0,0.0,Cyber Security,First Year
3441,1635.0,2,4,3,2025,2024-11-29 09:35:53,2025-01-16 09:35:53,0,0,0,0,2024,11,4,470,1,4,2.9029629629629627,1350,2.8538888888888887,1800,1,3,2,0.7999999999999545,0.21753424657534248,0.07017543859649122,0,0,0.0,Artificial Intelligence,Fourth Year
2143,156.0,1,3,4,2024,2025-05-20 13:28:14,2025-10-25 13:28:14,0,0,0,0,2025,5,1,298,3,8,2.874454677653902,2063,2.9369419642857144,1792,0,2,3,0.5999999999999659,0.12328767123287672,0.14035087719298245,0,0,0.0,Computer Science,Third Year
317,1820.0,1,3,4,2024,2025-11-05 07:57:24,2026-06-12 07:57:24,0,0,0,0,2025,11,2,129,0,0,2.874454677653902,2063,2.9369419642857144,1792,0,2,3,0.5999999999999659,0.03068493150684931,0.0,1,1,1.0,Computer Science,Third Year
3349,1128.0,2,2,5,2025,2025-08-16 17:00:59,2026-04-21 17:00:59,0,0,1,0,2025,8,5,210,3,7,2.8799102132435466,2673,2.894755492558469,2822,1,1,4,0.7999999999999545,0.07506849315068492,0.12280701754385964,0,0,0.0,Artificial Intelligence,Second Year
1089,403.0,2,4,5,2025,2024-07-10 13:54:09,2025-05-05 13:54:09,0,0,0,0,2024,7,2,612,3,8,2.9029629629629627,1350,2.894755492558469,2822,1,3,4,0.7999999999999545,0.29534246575342465,0.14035087719298245,0,0,0.0,Artificial Intelligence,Fourth Year
1647,151.0,1,1,4,2023,2023-06-10 22:05:39,2023-08-14 22:05:39,0,1,0,0,2023,6,5,1008,0,0,2.929756350440643,3858,2.9369419642857144,1792,0,0,3,0.39999999999997726,0.5123287671232876,0.0,1,1,1.0,Computer Science,First Year
2954,849.0,2,3,1,2024,2022-01-05 04:05:03,2022-04-11 04:05:03,0,0,0,0,2022,1,2,1529,2,6,2.874454677653902,2063,2.8900462962962963,1728,1,2,0,0.5999999999999659,0.7978082191780821,0.10526315789473684,0,0,0.0,Artificial Intelligence,Third Year
2956,671.0,1,3,3,2026,2022-11-13 13:54:04,2023-06-03 13:54:04,0,0,0,0,2022,11,6,1217,2,9,2.874454677653902,2063,2.8538888888888887,1800,0,2,2,1.0,0.6268493150684931,0.15789473684210525,0,0,0.0,Computer Science,Third Year
4074,1733.0,1,1,1,2025,2022-11-21 02:06:27,2023-08-19 02:06:27,0,0,0,0,2022,11,0,1209,2,5,2.929756350440643,3858,2.8900462962962963,1728,0,0,0,0.7999999999999545,0.6224657534246575,0.08771929824561403,0,0,0.0,Computer Science,First Year
4349,1417.0,1,2,5,2024,2022-09-03 02:41:39,2023-01-23 02:41:39,0,0,0,0,2022,9,5,1288,2,7,2.8799102132435466,2673,2.894755492558469,2822,0,1,4,0.5999999999999659,0.6657534246575342,0.12280701754385964,0,0,0.0,Computer Science,Second Year
4866,30.0,2,1,5,2024,2024-02-19 12:08:40,2024-09-24 12:08:40,0,0,1,0,2024,2,0,754,1,6,2.929756350440643,3858,2.894755492558469,2822,1,0,4,0.5999999999999659,0.3731506849315068,0.10526315789473684,0,0,0.0,Artificial Intelligence,First Year
4802,258.0,1,3,5,2024,2021-11-08 10:34:52,2022-01-14 10:34:52,0,0,1,0,2021,11,0,1587,1,4,2.874454677653902,2063,2.894755492558469,2822,0,2,4,0.5999999999999659,0.8295890410958903,0.07017543859649122,0,0,0.0,Computer Science,Third Year
1212,553.0,3,1,1,2022,2024-11-07 05:45:08,2025-03-30 05:45:08,0,0,0,0,2024,11,3,492,4,13,2.929756350440643,3858,2.8900462962962963,1728,2,0,0,0.19999999999998863,0.2295890410958904,0.22807017543859648,0,0,0.0,Cyber Security,First Year
3064,569.0,2,2,2,2024,2021-10-08 19:56:48,2021-11-18 19:56:48,0,0,0,0,2021,10,4,1618,15,44,2.8799102132435466,2673,2.9339622641509435,1802,1,1,1,0.5999999999999659,0.8465753424657533,0.7719298245614035,0,0,0.0,Artificial Intelligence,Second Year
2561,1287.0,2,2,3,2024,2021-03-12 01:31:04,2021-06-12 01:31:04,0,0,0,0,2021,3,4,1828,0,0,2.8799102132435466,2673,2.8538888888888887,1800,1,1,2,0.5999999999999659,0.9616438356164383,0.0,1,1,1.0,Artificial Intelligence,Second Year
883,1626.0,1,3,2,2026,2025-04-23 11:16:24,2025-04-28 11:16:24,0,0,0,0,2025,4,2,325,5,18,2.874454677653902,2063,2.9339622641509435,1802,0,2,1,1.0,0.13808219178082193,0.3157894736842105,0,0,0.0,Computer Science,Third Year
811,833.0,1,3,2,2026,2021-05-18 00:03:03,2021-09-17 00:03:03,0,0,0,0,2021,5,1,1761,1,4,2.874454677653902,2063,2.9339622641509435,1802,0,2,1,1.0,0.9249315068493149,0.07017543859649122,0,0,0.0,Computer Science,Third Year
4627,1517.0,1,1,5,2024,2023-07-13 01:15:04,2024-02-19 01:15:04,0,0,0,1,2023,7,3,975,4,12,2.929756350440643,3858,2.894755492558469,2822,0,0,4,0.5999999999999659,0.4942465753424657,0.21052631578947367,0,0,0.0,Computer Science,First Year
1794,1628.0,1,1,4,2024,2021-05-31 17:09:14,2021-06-18 17:09:14,0,0,0,0,2021,5,0,1748,0,0,2.929756350440643,3858,2.9369419642857144,1792,0,0,3,0.5999999999999659,0.9178082191780821,0.0,1,1,1.0,Computer Science,First Year
923,1251.0,2,3,4,2026,2021-03-13 12:48:41,2021-10-22 12:48:41,0,0,0,0,2021,3,5,1827,2,5,2.874454677653902,2063,2.9369419642857144,1792,1,2,3,1.0,0.9610958904109588,0.08771929824561403,0,0,0.0,Artificial Intelligence,Third Year
3085,1074.0,1,1,4,2025,2022-10-16 15:05:35,2022-11-19 15:05:35,0,0,0,0,2022,10,6,1245,0,0,2.929756350440643,3858,2.9369419642857144,1792,0,0,3,0.7999999999999545,0.6421917808219177,0.0,1,1,1.0,Computer Science,First Year
2913,1907.0,2,1,5,2023,2021-03-15 12:07:37,2021-11-07 12:07:37,0,0,0,0,2021,3,0,1825,1,1,2.929756350440643,3858,2.894755492558469,2822,1,0,4,0.39999999999997726,0.9599999999999999,0.017543859649122806,0,1,0.5,Artificial Intelligence,First Year
3357,2050.0,3,2,1,2022,2023-11-27 19:54:16,2024-09-21 19:54:16,0,0,0,0,2023,11,0,838,2,3,2.8799102132435466,2673,2.8900462962962963,1728,2,1,0,0.19999999999998863,0.4191780821917808,0.05263157894736842,0,0,0.0,Cyber Security,Second Year
676,1680.0,1,3,2,2024,2021-10-01 18:06:07,2022-07-24 18:06:07,0,0,0,0,2021,10,4,1625,3,13,2.874454677653902,2063,2.9339622641509435,1802,0,2,1,0.5999999999999659,0.8504109589041094,0.22807017543859648,0,0,0.0,Computer Science,Third Year
1673,428.0,1,1,2,2023,2025-01-07 17:28:22,2025-10-26 17:28:22,0,0,0,0,2025,1,1,431,2,7,2.929756350440643,3858,2.9339622641509435,1802,0,0,1,0.39999999999997726,0.19616438356164384,0.12280701754385964,0,0,0.0,Computer Science,First Year
386,1664.0,1,2,4,2025,2023-11-11 04:36:52,2024-07-04 04:36:52,0,0,0,0,2023,11,5,854,2,7,2.8799102132435466,2673,2.9369419642857144,1792,0,1,3,0.7999999999999545,0.42794520547945203,0.12280701754385964,0,0,0.0,Computer Science,Second Year
4344,870.0,1,1,4,2024,2022-09-16 20:52:37,2023-05-31 20:52:37,0,0,0,0,2022,9,4,1275,4,10,2.929756350440643,3858,2.9369419642857144,1792,0,0,3,0.5999999999999659,0.6586301369863012,0.17543859649122806,0,0,0.0,Computer Science,First Year
3796,1952.0,3,2,5,2025,2024-06-30 08:11:39,2025-04-25 08:11:39,0,0,1,0,2024,6,6,622,2,6,2.8799102132435466,2673,2.894755492558469,2822,2,1,4,0.7999999999999545,0.30082191780821915,0.10526315789473684,0,0,0.0,Cyber Security,Second Year
1735,1118.0,1,3,2,2022,2021-01-25 17:33:59,2021-03-31 17:33:59,0,0,0,0,2021,1,0,1874,3,8,2.874454677653902,2063,2.9339622641509435,1802,0,2,1,0.19999999999998863,0.9868493150684929,0.14035087719298245,0,0,0.0,Computer Science,Third Year
3168,987.0,1,2,2,2026,2023-02-19 11:51:12,2023-04-16 11:51:12,0,0,0,0,2023,2,6,1119,3,11,2.8799102132435466,2673,2.9339622641509435,1802,0,1,1,1.0,0.5731506849315068,0.19298245614035087,0,0,0.0,Computer Science,Second Year
2933,1546.0,1,4,1,2022,2024-05-27 15:39:43,2024-11-16 15:39:43,0,0,0,0,2024,5,0,656,1,4,2.9029629629629627,1350,2.8900462962962963,1728,0,3,0,0.19999999999998863,0.31945205479452055,0.07017543859649122,0,0,0.0,Computer Science,Fourth Year
506,1292.0,2,1,5,2026,2022-04-28 20:33:11,2022-10-09 20:33:11,0,0,0,0,2022,4,3,1416,1,4,2.929756350440643,3858,2.894755492558469,2822,1,0,4,1.0,0.7358904109589041,0.07017543859649122,0,0,0.0,Artificial Intelligence,First Year
