Id,QuestionId,OptionText,OptionTextAr,IsCorrect,SortOrder
6480,2191,Data Link,,0,4
2293,778,O(log n),,1,1
2459,829,Application Programming Interface,,1,1
9826,3283,Heap Sort,خيار: Heap Sort,0,4
7671,2576,True,صح,0,1
6142,2079,False,خطأ,0,2
8088,2720,False,خطأ,0,2
13515,4541,True,صح,1,1
2940,979,False,خطأ,1,2
6824,2298,Merge Sort,خيار: Merge Sort,0,4
3032,1008,Network Layer,,1,4
1241,423,True,صح,0,1
3219,1075,An index key,خيار: An index key,0,3
480,160,Object Oriented Programming,خيار: Object Oriented Prog,1,2
9661,3222,Data Link,,0,3
12848,4312,Model is too simple,,0,4
13436,4511,False,خطأ,0,2
1812,617,Too few parameters,خيار: Too few parameters,0,2
1153,388,Symmetric key,خيار: Symmetric key,0,1
13954,4696,Two processes waiting for each other,,1,2
11635,3904,True,صح,1,1
13309,4462,Public Key Cryptography,,1,1
14544,4901,False,خطأ,0,2
13539,4549,O(log n),خيار: O(log n),1,3
3726,1245,False,خطأ,1,2
11975,4020,HTTP,,1,1
7345,2471,A memory overflow,خيار: A memory overflow,0,1
14567,4908,Data Link,خيار: Data Link,0,3
14913,5025,K-Means,,1,1
11271,3777,Indexing data,,0,1
8310,2789,O(log n),خيار: O(log n),1,4
13593,4568,Ordered Object Program,خيار: Ordered Object Progr,0,1
5463,1842,True,صح,1,1
3072,1024,False,خطأ,1,2
5737,1938,Merge Sort,,0,3
5370,1803,FTP,,0,4
7598,2547,Bubble Sort,,1,4
6177,2091,Encrypting data,خيار: Encrypting data,0,1
1791,612,16,خيار: 16,0,1
12224,4104,Quick Sort,,0,2
9375,3123,True,صح,1,1
10618,3553,O(n²),,0,2
471,158,Object Output Process,خيار: Object Output Proces,0,1
4668,1563,A system crash,,0,4
1945,661,Too few parameters,خيار: Too few parameters,0,3
2306,782,HTTP,,1,2
1669,570,True,صح,0,1
13653,4593,Tree,,0,3
4291,1440,Stack,خيار: Stack,1,3
13121,4395,HTTP,,1,1
1322,450,O(1),,0,4
8351,2802,Standard Query Logic,خيار: Standard Query Logic,0,3
1251,426,Transport,,0,3
166,53,Naive Bayes,خيار: Naive Bayes,0,4
4469,1502,True,صح,1,1
2335,791,HTTP,,1,3
4671,1565,A composite key,,0,3
10193,3411,Applied Program Index,,0,3
7846,2640,Quick Sort,خيار: Quick Sort,0,4
8789,2941,Two processes waiting for each other,خيار: Two processes waitin,1,1
1158,389,8,خيار: 8,1,2
2544,856,Tree,خيار: Tree,0,4
7540,2528,A system crash,خيار: A system crash,0,4
1291,440,Application Process Interface,خيار: Application Process ,0,3
2660,894,16,,0,2
4619,1550,Bubble Sort,خيار: Bubble Sort,1,1
9786,3267,Steganography,,0,4
13970,4701,O(n),,0,4
5985,2024,True,صح,1,1
11568,3881,Open Object Programming,,0,4
2332,790,A memory overflow,خيار: A memory overflow,0,4
13778,4635,False,خطأ,1,2
15210,5116,8,خيار: 8,1,2
12054,4050,O(log n),خيار: O(log n),1,2
2727,912,Stack,,1,1
12565,4220,True,صح,1,1
5293,1775,Object Oriented Programming,,1,1
13212,4425,Session,,0,4
15421,5184,A CPU spike,خيار: A CPU spike,0,3
10909,3655,SSH,خيار: SSH,0,3
14177,4774,Automated Process Integrator,,0,3
10004,3347,False,خطأ,1,2
5712,1929,References a primary key in another table,خيار: References a primary,1,4
6318,2133,References a primary key in another table,,1,2
5372,1804,A CPU spike,خيار: A CPU spike,0,2
8644,2894,HTTP,خيار: HTTP,1,2
2066,703,Tree,خيار: Tree,0,2
383,130,Object Output Process,,0,1
85,30,Open Object Programming,,0,1
4059,1360,FTP,خيار: FTP,0,3
9257,3084,Indexing data,خيار: Indexing data,0,3
14719,4958,Queue,,0,3
9114,3042,A CPU spike,خيار: A CPU spike,0,4
2243,762,Heap Sort,,0,1
2425,818,Steganography,,0,3
12597,4229,Merge Sort,,0,3
7595,2547,Merge Sort,خيار: Merge Sort,0,1
2503,845,Application Programming Interface,,1,3
7273,2443,Structured Query Language,,1,3
15407,5180,A system crash,خيار: A system crash,0,3
7320,2460,8,,1,4
10751,3595,Model is too simple,,0,3
5546,1867,Backing up data,,0,2
8292,2785,Application Programming Interface,,1,2
13180,4413,Applied Program Index,,0,2
4532,1522,False,خطأ,0,2
238,78,Automated Process Integrator,خيار: Automated Process In,0,2
2409,813,Two processes waiting for each other,خيار: Two processes waitin,1,1
3946,1325,Session,خيار: Session,0,2
11416,3826,Model is too simple,,0,4
1756,599,A memory overflow,,0,2
6725,2268,K-Means,,1,1
12755,4278,K-Means,,1,3
13731,4619,Application Process Interface,,0,1
8235,2767,Encrypting data,,0,1
6768,2282,Public Key Cryptography,,1,4
12110,4070,O(1),,0,2
15214,5117,A CPU spike,,0,2
4796,1611,Application Process Interface,,0,2
13942,4692,An index key,,0,4
13555,4555,SSH,خيار: SSH,0,1
14229,4794,Steganography,,0,1
12535,4209,True,صح,0,1
9453,3152,Reducing data redundancy,,1,3
14113,4752,Merge Sort,,0,1
527,175,Simple Query Language,,0,3
6095,2062,8,,1,1
6007,2031,"Good on training, poor on test data","خيار: Good on training, po",1,3
9062,3025,O(n),خيار: O(n),0,2
10054,3362,SVM,,0,4
10676,3570,"Good on training, poor on test data","خيار: Good on training, po",1,4
7676,2578,TCP,خيار: TCP,0,4
5742,1940,A memory overflow,,0,2
13952,4695,8,,1,4
5334,1789,False,خطأ,0,2
6221,2104,Bubble Sort,,1,1
1166,391,Application Programming Interface,,1,4
8215,2760,Sequential Query Language,,0,1
5652,1906,Model is too simple,,0,2
6605,2231,A composite key,,0,1
11301,3787,True,صح,1,1
8867,2966,Object Oriented Programming,خيار: Object Oriented Prog,1,3
5501,1855,Quick Sort,,0,1
1778,606,Backing up data,,0,4
10350,3462,Ordered Object Program,خيار: Ordered Object Progr,0,4
13526,4544,False,خطأ,0,2
10724,3584,16,,0,4
12853,4314,O(log n),,1,1
5831,1968,FTP,,0,1
1544,528,Heap Sort,,0,4
1988,676,False,خطأ,0,2
2595,875,A CPU spike,,0,1
12304,4131,False,خطأ,0,2
12357,4149,Heap Sort,,0,3
52,18,6,,0,2
9181,3063,Sequential Query Language,خيار: Sequential Query Lan,0,3
12082,4058,False,خطأ,1,2
8052,2707,SVM,خيار: SVM,0,2
12473,4190,SVM,خيار: SVM,0,1
13944,4693,Application Process Interface,خيار: Application Process ,0,2
9989,3343,Sequential Query Language,,0,3
8161,2743,Bubble Sort,خيار: Bubble Sort,1,3
14693,4948,Object Oriented Programming,,1,3
10857,3636,Model is too simple,خيار: Model is too simple,0,1
14635,4930,Public Key Cryptography,خيار: Public Key Cryptogra,1,3
5612,1890,False,خطأ,1,2
1374,466,Model underfits,,0,4
14389,4852,Hashing,خيار: Hashing,0,3
10861,3638,A composite key,خيار: A composite key,0,1
191,60,Encrypting data,خيار: Encrypting data,0,3
15427,5186,Network Layer,خيار: Network Layer,1,1
227,73,Bubble Sort,,1,3
949,320,Object Oriented Programming,,1,1
13223,4431,True,صح,1,1
1492,509,A system crash,,0,2
2112,716,A system crash,خيار: A system crash,0,2
9398,3130,Session,,0,2
11360,3805,False,خطأ,0,2
2364,799,A memory overflow,خيار: A memory overflow,0,4
3230,1078,False,خطأ,0,2
6728,2268,Naive Bayes,,0,4
9579,3193,Model underfits,,0,3
14800,4983,Tree,,0,4
13447,4516,Public Key Cryptography,خيار: Public Key Cryptogra,1,1
10185,3408,A system crash,خيار: A system crash,0,3
10637,3559,Hashing,,0,3
10659,3565,Structured Query Language,,1,3
10987,3681,True,صح,1,1
10087,3377,O(1),,0,1
15273,5137,True,صح,0,1
15552,5233,Applied Program Index,خيار: Applied Program Inde,0,4
13530,4546,Stack,خيار: Stack,1,4
2849,952,Hashing,خيار: Hashing,0,1
15568,5238,Stack,,1,2
1881,641,Open Object Programming,,0,3
3585,1199,Ordered Object Program,خيار: Ordered Object Progr,0,1
198,62,FTP,خيار: FTP,0,4
6514,2201,O(log n),خيار: O(log n),1,4
6864,2310,Encrypting data,خيار: Encrypting data,0,2
9704,3236,TCP,,0,2
3803,1276,Simple Query Language,خيار: Simple Query Languag,0,1
15022,5056,Simple Query Language,,0,4
6770,2284,Structured Query Language,,1,2
11773,3947,Applied Program Index,,0,1
6171,2089,Standard Query Logic,,0,3
1041,349,O(n),خيار: O(n),0,3
2653,892,Symmetric key,خيار: Symmetric key,0,3
11143,3732,Transport,,0,1
6374,2154,False,خطأ,1,2
4732,1589,16,,0,4
5192,1743,16,خيار: 16,0,4
15634,5265,Merge Sort,,0,2
3097,1034,Bubble Sort,خيار: Bubble Sort,1,1
14331,4833,TCP,,0,3
12555,4216,Steganography,خيار: Steganography,0,3
4043,1355,O(n),خيار: O(n),0,3
8483,2842,6,,0,1
60,20,False,خطأ,0,2
3070,1023,False,خطأ,1,2
5470,1844,False,خطأ,1,2
7516,2520,Quick Sort,خيار: Quick Sort,0,4
13105,4391,Merge Sort,,0,1
2406,812,A system crash,,0,2
12991,4355,Merge Sort,خيار: Merge Sort,0,3
2629,884,FTP,,0,3
109,37,Stack,خيار: Stack,1,1
10143,3394,O(n),خيار: O(n),0,3
3999,1341,Decision Tree,,0,3
2556,859,References a primary key in another table,,1,4
13124,4395,TCP,خيار: TCP,0,4
9100,3039,SVM,,0,2
13146,4401,8,,1,4
4645,1556,Standard Query Logic,,0,3
6722,2266,Session,خيار: Session,0,4
8119,2729,Application Process Interface,,0,3
13787,4641,Hashing,,0,1
1792,612,6,,0,2
14937,5031,K-Means,,1,1
4240,1423,Naive Bayes,خيار: Naive Bayes,0,2
5014,1683,O(log n),خيار: O(log n),1,4
14872,5009,Application Process Interface,,0,4
1498,510,Symmetric key,خيار: Symmetric key,0,4
13937,4691,True,صح,1,1
7150,2403,HTTP,,1,2
1142,385,A composite key,خيار: A composite key,0,2
7346,2471,Two processes waiting for each other,,1,2
12245,4110,True,صح,1,1
6168,2087,False,خطأ,0,2
6819,2297,Heap Sort,خيار: Heap Sort,0,3
2687,901,A key for encryption,,0,1
5175,1739,Transport,,0,3
10546,3531,Bubble Sort,خيار: Bubble Sort,1,4
12587,4226,HTTP,خيار: HTTP,1,3
14029,4722,True,صح,1,1
13251,4440,Indexing data,خيار: Indexing data,0,1
2620,882,Ordered Object Program,,0,2
1414,478,Transport,,0,4
1783,610,Automated Process Integrator,,0,1
911,306,An index key,,0,3
13802,4645,O(n),خيار: O(n),0,2
4986,1674,False,خطأ,0,2
3858,1294,Too few parameters,خيار: Too few parameters,0,2
1710,584,False,خطأ,0,2
9042,3020,Quick Sort,,0,2
12521,4205,Ordered Object Program,,0,3
11916,4000,False,خطأ,1,2
6887,2317,O(1),خيار: O(1),0,3
5689,1922,True,صح,0,1
9767,3259,Encrypting data,خيار: Encrypting data,0,3
12498,4198,Heap Sort,خيار: Heap Sort,0,4
812,271,False,خطأ,0,2
9199,3068,TCP,,0,1
15467,5200,Hashing,,0,3
3181,1064,O(n²),,0,1
9445,3150,True,صح,0,1
6554,2215,Ordered Object Program,,0,4
11825,3968,9,خيار: 9,0,3
10801,3617,Naive Bayes,,0,3
6985,2351,Hashing,,0,3
3824,1281,Reducing data redundancy,,1,4
7730,2600,O(1),خيار: O(1),0,4
11343,3800,True,صح,0,1
6182,2092,Applied Program Index,خيار: Applied Program Inde,0,2
7114,2394,"Good on training, poor on test data",,1,2
1398,473,Data Link,,0,4
9158,3056,False,خطأ,1,2
14171,4772,O(log n),,1,3
3911,1310,An index key,خيار: An index key,0,3
14074,4737,Model is too simple,خيار: Model is too simple,0,2
11281,3780,Steganography,خيار: Steganography,0,3
15630,5263,Simple Query Language,,0,4
951,320,Open Object Programming,خيار: Open Object Programm,0,3
3635,1217,SSH,,0,1
6240,2108,Stack,,1,4
11926,4003,Application Programming Interface,خيار: Application Programm,1,4
3870,1298,Automated Process Integrator,خيار: Automated Process In,0,2
1907,652,Network Layer,خيار: Network Layer,1,1
14827,4990,Queue,خيار: Queue,0,3
13876,4667,Indexing data,,0,4
5365,1801,Bubble Sort,خيار: Bubble Sort,1,3
8294,2785,Application Process Interface,خيار: Application Process ,0,4
12021,4039,A CPU spike,خيار: A CPU spike,0,3
10038,3358,Open Object Programming,خيار: Open Object Programm,0,4
1394,472,TCP,,0,4
7196,2418,"Good on training, poor on test data",,1,2
2553,859,A composite key,,0,1
14453,4869,SVM,,0,3
4034,1353,O(log n),خيار: O(log n),1,2
11666,3915,Tree,,0,4
9796,3273,O(n),خيار: O(n),0,4
9117,3043,Backing up data,,0,3
11233,3762,Applied Program Index,,0,3
3845,1290,Application Programming Interface,,1,3
14603,4920,TCP,خيار: TCP,0,3
138,45,"Good on training, poor on test data","خيار: Good on training, po",1,2
14701,4953,Decision Tree,,0,1
1180,396,Standard Query Logic,,0,4
8472,2838,Applied Program Index,خيار: Applied Program Inde,0,2
2379,805,Open Object Programming,,0,1
2803,938,A system crash,خيار: A system crash,0,3
2027,689,A key for encryption,,0,1
10738,3591,Bubble Sort,,1,2
9242,3080,Object Output Process,,0,4
8123,2731,True,صح,0,1
13830,4653,"Good on training, poor on test data",,1,2
4274,1433,Object Oriented Programming,خيار: Object Oriented Prog,1,2
11182,3746,O(log n),,1,4
3271,1093,Public Key Cryptography,,1,1
11379,3813,HTTP,,1,3
2610,879,False,خطأ,0,2
8502,2846,Merge Sort,,0,4
7927,2669,6,خيار: 6,0,1
10643,3561,True,صح,1,1
14972,5041,9,,0,4
1225,417,O(1),,0,1
15354,5162,Bubble Sort,,1,4
15474,5202,False,خطأ,0,2
3892,1305,Queue,خيار: Queue,0,4
5927,2004,True,صح,1,1
13986,4705,8,,1,4
13825,4652,O(1),خيار: O(1),0,1
13658,4594,Encrypting data,,0,4
7689,2582,Data Link,خيار: Data Link,0,3
12583,4225,Steganography,,0,3
1633,558,True,صح,0,1
11826,3968,8,,1,4
6144,2080,HTTP,خيار: HTTP,1,2
12140,4079,Data Link,خيار: Data Link,0,2
7414,2492,Quick Sort,,0,2
4813,1616,9,,0,1
13375,4486,True,صح,0,1
5230,1753,A key for encryption,خيار: A key for encryption,0,2
3145,1049,A key for encryption,خيار: A key for encryption,0,1
10470,3504,Stack,,1,4
10773,3604,Merge Sort,خيار: Merge Sort,0,3
9715,3240,Hashing,,0,1
7401,2488,HTTP,,1,3
8561,2864,True,صح,0,1
4918,1648,Applied Program Index,خيار: Applied Program Inde,0,2
15150,5095,False,خطأ,1,2
14114,4752,Quick Sort,خيار: Quick Sort,0,2
13384,4489,False,خطأ,0,2
11385,3815,Network Layer,خيار: Network Layer,1,1
8617,2882,Heap Sort,,0,3
8115,2728,Application Programming Interface,خيار: Application Programm,1,3
10653,3564,Public Key Cryptography,خيار: Public Key Cryptogra,1,1
4522,1517,SVM,,0,4
8102,2724,Applied Program Index,,0,4
2203,750,Symmetric key,خيار: Symmetric key,0,1
14707,4954,6,خيار: 6,0,3
14186,4779,Standard Query Logic,,0,4
1843,628,True,صح,0,1
4080,1368,Queue,خيار: Queue,0,2
13824,4651,Standard Query Logic,خيار: Standard Query Logic,0,4
10928,3662,SSH,,0,2
964,325,SSH,,0,2
8138,2735,Quick Sort,خيار: Quick Sort,0,2
2318,785,False,خطأ,0,2
13215,4427,True,صح,0,1
15368,5166,Merge Sort,,0,2
12208,4100,Naive Bayes,,0,2
1594,544,False,خطأ,1,2
6662,2246,Network Layer,خيار: Network Layer,1,4
1274,433,O(1),خيار: O(1),0,4
5777,1950,Heap Sort,خيار: Heap Sort,0,1
1772,605,A composite key,,0,2
6222,2104,Heap Sort,,0,2
15519,5224,Transport,خيار: Transport,0,1
9153,3054,Steganography,,0,3
12249,4111,Public Key Cryptography,,1,3
12092,4062,A memory overflow,,0,2
5015,1684,True,صح,0,1
9174,3061,Application Programming Interface,خيار: Application Programm,1,4
13033,4367,True,صح,0,1
4538,1524,SVM,,0,2
11405,3822,Too few parameters,,0,3
9843,3293,True,صح,1,1
165,53,SVM,خيار: SVM,0,3
4506,1513,SVM,خيار: SVM,0,4
3565,1192,Quick Sort,خيار: Quick Sort,0,3
12669,4251,Public Key Cryptography,,1,1
3511,1176,SSH,خيار: SSH,0,3
13413,4502,Indexing data,,0,1
14168,4771,Backing up data,خيار: Backing up data,0,4
8170,2745,Transport,,0,4
9720,3241,False,خطأ,0,2
4777,1605,O(n²),,0,3
11442,3836,SSH,,0,4
5530,1863,Backing up data,,0,2
3399,1141,Model underfits,,0,1
15089,5076,FTP,,0,1
4907,1645,Decision Tree,,0,3
7784,2615,False,خطأ,0,2
5314,1780,Queue,خيار: Queue,0,4
15450,5194,False,خطأ,1,2
4999,1679,Two processes waiting for each other,,1,1
136,44,A key for encryption,خيار: A key for encryption,0,4
11238,3763,Model underfits,خيار: Model underfits,0,4
12628,4239,Ordered Object Program,,0,2
2257,767,Object Output Process,خيار: Object Output Proces,0,1
13579,4563,A system crash,خيار: A system crash,0,3
11921,4002,Application Process Interface,خيار: Application Process ,0,3
9142,3049,Object Output Process,,0,4
15119,5086,Tree,خيار: Tree,0,1
14881,5016,16,,0,3
1302,443,9,,0,2
6463,2185,Backing up data,,0,3
6695,2258,Standard Query Logic,,0,3
4625,1551,Network Layer,,1,3
5853,1976,A composite key,,0,1
4459,1499,Hashing,,0,1
6903,2323,Simple Query Language,,0,1
11542,3871,An index key,,0,4
1735,591,True,صح,0,1
896,302,Merge Sort,,0,4
15162,5099,Application Process Interface,خيار: Application Process ,0,2
15650,5270,O(n),خيار: O(n),0,4
2924,974,Reducing data redundancy,,1,4
6826,2299,Naive Bayes,خيار: Naive Bayes,0,2
4554,1528,HTTP,,1,2
1977,671,Transport,خيار: Transport,0,3
5893,1993,SSH,,0,3
8637,2891,Quick Sort,خيار: Quick Sort,0,1
8862,2965,Heap,,0,2
7627,2558,True,صح,0,1
4871,1636,8,خيار: 8,1,1
10263,3435,Automated Process Integrator,خيار: Automated Process In,0,1
4460,1499,Steganography,خيار: Steganography,0,2
1343,457,Data Link,,0,1
2260,767,Ordered Object Program,خيار: Ordered Object Progr,0,4
3249,1084,Structured Query Language,,1,3
12422,4176,Indexing data,خيار: Indexing data,0,2
6320,2133,A composite key,,0,4
14079,4739,Object Output Process,خيار: Object Output Proces,0,3
12490,4195,Data Link,خيار: Data Link,0,2
2932,977,A key for encryption,خيار: A key for encryption,0,2
11947,4012,Reducing data redundancy,,1,1
14405,4856,Symmetric key,خيار: Symmetric key,0,3
5810,1961,False,خطأ,1,2
8760,2933,An index key,خيار: An index key,0,4
4163,1400,Structured Query Language,,1,1
9670,3225,Application Programming Interface,خيار: Application Programm,1,2
3061,1020,O(log n),,1,1
6541,2212,"Good on training, poor on test data",,1,1
5100,1712,Stack,,1,2
8302,2787,Bubble Sort,,1,4
11040,3696,Backing up data,خيار: Backing up data,0,4
14460,4872,6,خيار: 6,0,2
11988,4027,"Good on training, poor on test data",,1,4
13643,4588,O(log n),خيار: O(log n),1,1
3453,1157,Application Process Interface,خيار: Application Process ,0,3
6373,2154,True,صح,0,1
1880,641,Ordered Object Program,,0,2
6412,2169,SVM,خيار: SVM,0,2
6467,2186,Data Link,,0,3
9012,3011,A system crash,,0,2
784,263,Naive Bayes,خيار: Naive Bayes,0,2
15126,5087,Session,خيار: Session,0,4
2110,715,Public Key Cryptography,,1,4
6704,2261,False,خطأ,0,2
13652,4593,Heap,خيار: Heap,0,2
10444,3498,SVM,خيار: SVM,0,2
15547,5232,True,صح,1,1
11709,3927,Simple Query Language,,0,1
3610,1207,Steganography,خيار: Steganography,0,4
7489,2512,"Good on training, poor on test data",,1,3
12480,4192,False,خطأ,1,2
14118,4753,Applied Program Index,خيار: Applied Program Inde,0,2
173,55,A memory overflow,,0,3
414,139,A key for encryption,خيار: A key for encryption,0,4
5252,1761,Two processes waiting for each other,,1,4
3142,1048,Steganography,,0,2
3436,1151,Standard Query Logic,,0,4
319,107,Automated Process Integrator,خيار: Automated Process In,0,3
8782,2939,9,خيار: 9,0,2
12122,4073,An index key,,0,2
3623,1213,O(n²),خيار: O(n²),0,1
8043,2704,Encrypting data,خيار: Encrypting data,0,1
14543,4901,True,صح,1,1
11072,3708,False,خطأ,0,2
134,44,An index key,,0,2
415,140,SSH,,0,1
5786,1954,False,خطأ,0,2
9789,3272,O(1),,0,1
1790,611,Merge Sort,خيار: Merge Sort,0,4
9637,3215,True,صح,0,1
14970,5041,16,,0,2
13961,4699,SVM,خيار: SVM,0,1
10680,3572,16,,0,4
4613,1548,Applied Program Index,,0,3
13587,4566,True,صح,0,1
9345,3112,Public Key Cryptography,,1,3
12100,4066,HTTP,خيار: HTTP,1,2
6272,2120,False,خطأ,1,2
11053,3702,Data Link,,0,1
13646,4588,O(n²),خيار: O(n²),0,4
6345,2144,Standard Query Logic,,0,1
908,305,A composite key,,0,4
9054,3023,Data Link,خيار: Data Link,0,2
147,47,9,,0,3
5667,1914,A key for encryption,خيار: A key for encryption,0,1
5233,1754,Open Object Programming,,0,1
14662,4938,False,خطأ,0,2
6657,2245,Decision Tree,,0,3
15082,5074,Sequential Query Language,,0,2
1017,340,Transport,خيار: Transport,0,3
6937,2334,Model is too simple,خيار: Model is too simple,0,1
2445,825,16,,0,1
9605,3203,SVM,,0,3
14950,5034,K-Means,خيار: K-Means,1,4
5761,1945,A CPU spike,خيار: A CPU spike,0,3
14546,4902,SSH,,0,2
13170,4410,Structured Query Language,خيار: Structured Query Lan,1,4
6486,2193,Structured Query Language,,1,2
448,152,A key for encryption,خيار: A key for encryption,0,2
7756,2607,Model underfits,,0,4
14541,4900,Structured Query Language,,1,3
2513,848,True,صح,0,1
1386,470,A memory overflow,خيار: A memory overflow,0,4
12714,4266,Ordered Object Program,,0,2
8260,2775,O(n),خيار: O(n),0,2
7078,2380,False,خطأ,1,2
14078,4739,Object Oriented Programming,,1,2
14351,4841,Model underfits,,0,1
9638,3215,False,خطأ,1,2
8733,2921,Open Object Programming,خيار: Open Object Programm,0,3
5795,1957,O(1),,0,3
4002,1342,Ordered Object Program,,0,2
13697,4609,Data Link,,0,1
10746,3594,O(n),,0,2
13985,4705,9,,0,3
1469,502,O(n²),خيار: O(n²),0,3
14880,5016,8,,1,2
10138,3393,Applied Program Index,خيار: Applied Program Inde,0,2
9414,3136,FTP,,0,2
9086,3033,A key for encryption,,0,4
924,312,False,خطأ,0,2
8647,2895,Indexing data,خيار: Indexing data,0,1
11243,3766,Application Programming Interface,خيار: Application Programm,1,1
6751,2277,Reducing data redundancy,خيار: Reducing data redund,1,3
7015,2362,Queue,,0,1
481,160,Object Output Process,خيار: Object Output Proces,0,3
10593,3545,Model underfits,,0,1
278,92,O(n²),,0,4
5378,1806,9,,0,4
9988,3343,Structured Query Language,خيار: Structured Query Lan,1,2
12190,4093,O(n²),,0,2
2784,931,Heap Sort,خيار: Heap Sort,0,2
13113,4393,Ordered Object Program,خيار: Ordered Object Progr,0,1
11259,3772,TCP,,0,1
12462,4187,Backing up data,,0,2
65,22,Sequential Query Language,,0,3
3397,1137,References a primary key in another table,,1,3
3760,1262,Standard Query Logic,,0,2
2482,838,O(log n),,1,4
10896,3650,K-Means,,1,2
6317,2133,A key for encryption,,0,1
9369,3121,Object Oriented Programming,,1,3
13740,4622,Session,,0,4
13767,4631,Stack,خيار: Stack,1,3
5242,1757,Decision Tree,,0,2
8751,2930,True,صح,0,1
3854,1293,"Good on training, poor on test data","خيار: Good on training, po",1,2
2179,740,True,صح,0,1
9500,3168,Hashing,,0,2
3799,1274,Tree,,0,3
1186,399,Applied Program Index,خيار: Applied Program Inde,0,2
6745,2276,Reducing data redundancy,,1,1
4977,1671,True,صح,0,1
9368,3121,Ordered Object Program,خيار: Ordered Object Progr,0,2
10530,3526,Bubble Sort,,1,4
1803,615,Applied Program Index,خيار: Applied Program Inde,0,1
7837,2638,True,صح,1,1
6466,2186,Transport,,0,2
13797,4643,An index key,خيار: An index key,0,3
543,180,True,صح,0,1
3308,1108,Encrypting data,خيار: Encrypting data,0,4
3487,1169,"Good on training, poor on test data",,1,1
1500,511,Structured Query Language,خيار: Structured Query Lan,1,2
13766,4631,Tree,,0,2
3160,1056,Simple Query Language,خيار: Simple Query Languag,0,2
8515,2851,Two processes waiting for each other,خيار: Two processes waitin,1,1
5649,1904,True,صح,0,1
13462,4520,9,,0,2
2191,743,Object Output Process,,0,3
2300,779,Encrypting data,,0,4
6458,2184,Session,,0,2
429,145,Heap,خيار: Heap,0,1
7445,2500,O(1),,0,3
5236,1754,Object Oriented Programming,,1,4
844,281,Ordered Object Program,,0,4
14611,4922,A memory overflow,خيار: A memory overflow,0,3
5282,1771,False,خطأ,0,2
932,314,Decision Tree,خيار: Decision Tree,0,4
5562,1872,8,,1,4
2574,866,False,خطأ,1,2
12060,4051,Simple Query Language,,0,4
6039,2043,HTTP,,1,1
5444,1835,Merge Sort,خيار: Merge Sort,0,2
2984,993,False,خطأ,1,2
10098,3379,Encrypting data,,0,4
6152,2082,Object Oriented Programming,خيار: Object Oriented Prog,1,2
13012,4361,Quick Sort,,0,4
15516,5219,O(n²),,0,4
8450,2832,Sequential Query Language,خيار: Sequential Query Lan,0,4
10450,3499,Two processes waiting for each other,خيار: Two processes waitin,1,4
13848,4658,"Good on training, poor on test data","خيار: Good on training, po",1,4
12746,4276,Structured Query Language,,1,2
1707,582,True,صح,1,1
15309,5150,Backing up data,,0,1
7112,2393,A memory overflow,خيار: A memory overflow,0,4
12656,4247,False,خطأ,0,2
745,250,A system crash,,0,1
3107,1036,Model is too simple,,0,3
6732,2270,Standard Query Logic,,0,2
4724,1584,Queue,خيار: Queue,0,4
11235,3763,Too few parameters,,0,1
14221,4792,Simple Query Language,,0,1
14239,4798,True,صح,1,1
2287,775,Session,خيار: Session,0,3
4401,1482,Bubble Sort,,1,1
15624,5262,Applied Program Index,,0,2
14763,4973,True,صح,0,1
4402,1482,Heap Sort,,0,2
14227,4793,An index key,خيار: An index key,0,3
8735,2922,An index key,خيار: An index key,0,1
7279,2446,True,صح,0,1
1949,662,"Good on training, poor on test data","خيار: Good on training, po",1,3
10106,3381,"Good on training, poor on test data",,1,4
2682,899,SVM,خيار: SVM,0,4
6322,2134,False,خطأ,0,2
8660,2898,Stack,خيار: Stack,1,2
6871,2312,Model underfits,خيار: Model underfits,0,3
5461,1841,Network Layer,خيار: Network Layer,1,3
3969,1333,6,خيار: 6,0,1
597,200,O(1),خيار: O(1),0,3
1752,598,Bubble Sort,,1,2
5947,2009,Merge Sort,خيار: Merge Sort,0,3
1871,638,"Good on training, poor on test data",,1,1
475,159,Sequential Query Language,خيار: Sequential Query Lan,0,1
10903,3653,HTTP,خيار: HTTP,1,1
2871,958,Sequential Query Language,,0,1
10699,3577,Two processes waiting for each other,خيار: Two processes waitin,1,3
939,316,Merge Sort,خيار: Merge Sort,0,3
3955,1327,Sequential Query Language,,0,3
628,210,8,,1,2
608,203,TCP,خيار: TCP,0,4
8427,2826,O(n²),خيار: O(n²),0,3
8448,2832,Structured Query Language,خيار: Structured Query Lan,1,2
15228,5121,Open Object Programming,خيار: Open Object Programm,0,2
8368,2807,9,خيار: 9,0,2
1315,448,Reducing data redundancy,,1,1
938,316,Bubble Sort,خيار: Bubble Sort,1,2
5146,1728,6,خيار: 6,0,4
6846,2305,Quick Sort,,0,4
1766,603,References a primary key in another table,خيار: References a primary,1,2
2927,975,Tree,,0,3
9783,3267,Public Key Cryptography,خيار: Public Key Cryptogra,1,1
11160,3738,Structured Query Language,خيار: Structured Query Lan,1,2
14558,4905,False,خطأ,0,2
1506,514,Session,,0,2
14882,5016,9,,0,4
8073,2715,Open Object Programming,,0,3
9128,3046,Model underfits,,0,2
8246,2771,O(log n),خيار: O(log n),1,4
12526,4206,Stack,خيار: Stack,1,4
2548,857,FTP,,0,4
15502,5213,TCP,,0,4
5923,2003,Queue,خيار: Queue,0,1
