Id,QuizId,StudentId,AttemptNumber,StartedAt,SubmittedAt,Score,MaxScore,ScorePercent,Status,IsGraded,GradedById,GradedAt,TimeSpentSeconds,Score_WasNull,TimeSpentSeconds_WasNull,StartedAt_Hour,StartedAt_Weekday,StartedAt_Month,IsNightAttempt,TimeSpentMinutes,TimeSpent_Norm,PassRatePct,Passed,IsFirstAttempt,IsRetry
7523,577,4629,1,2024-01-30 01:26:05,2024-01-30 01:42:27,9.5,20,47.5,Completed,1,3.0,2024-01-31 04:42:27,982.0,0,0,1,1,1,1,16.4,0.16362023070097603,47.5,0,1,0
9462,802,2246,3,2024-01-14 04:53:46,2024-01-14 04:57:57,10.9,25,43.6,Completed,0,11.0,,251.0,0,0,4,6,1,1,4.2,0.033895297249334516,43.6,0,0,1
1700,549,3730,1,2022-10-13 03:30:10,2022-10-13 03:54:55,,10,,InProgress,0,-1.0,2022-10-14 13:54:55,1485.0,1,0,3,3,10,1,24.8,0.25288376220053244,,0,1,0
1079,1685,107,3,2025-11-01 12:26:28,2025-11-01 12:33:03,3.9,10,39.0,Completed,0,12.0,,395.0,0,0,12,5,11,0,6.6,0.059449866903283057,39.0,0,0,1
7610,1079,2130,3,2025-10-16 19:47:30,2025-10-16 19:57:47,,10,,Abandoned,0,9.0,,617.0,1,0,19,3,10,0,10.3,0.09884649511978705,,0,0,1
6492,1246,929,1,2023-01-15 15:15:54,2023-01-15 15:47:10,,50,,Abandoned,0,11.0,,1876.0,1,0,15,6,1,0,31.3,0.32227151730257325,,0,1,0
5848,1890,3431,2,2024-03-26 21:43:39,2024-03-26 21:45:40,0.1,50,0.2,Completed,1,-1.0,,121.0,0,0,21,1,3,0,2.0,0.01082519964507542,0.2,0,0,1
1532,11,2057,2,2024-08-27 11:09:08,2024-08-27 12:05:42,5.2,50,10.4,Completed,0,-1.0,,3394.0,0,0,11,1,8,0,56.6,0.591659272404614,10.4,0,0,1
3695,1589,1561,1,2024-04-24 06:19:55,2024-04-24 06:34:13,1.7,20,8.5,Completed,1,4.0,,858.0,0,0,6,2,4,0,14.3,0.14161490683229813,8.5,0,1,0
10424,624,951,1,2022-07-21 18:48:06,2022-07-21 19:04:58,19.7,50,39.4,Completed,0,-1.0,,1012.0,0,0,18,3,7,0,16.9,0.168944099378882,39.4,0,1,0
8401,549,1434,1,2023-12-06 03:00:48,2023-12-06 03:37:33,,10,,Abandoned,0,12.0,,2205.0,1,0,3,2,12,1,36.8,0.3806566104702751,,0,1,0
443,655,1660,1,2024-04-25 18:28:54,2024-04-25 18:44:21,-5.0,-5,14.0,Completed,0,-1.0,,927.0,0,0,18,3,4,0,15.4,0.1538598047914818,,0,1,0
8976,1389,3163,1,2022-10-23 19:22:22,2022-10-23 20:25:40,15.2,50,30.4,Completed,1,10.0,2022-10-25 04:25:40,3798.0,0,0,19,6,10,0,63.3,0.6633540372670808,30.4,0,1,0
4863,1811,2533,2,2023-08-27 06:24:58,2023-08-27 06:35:41,11.8,20,59.0,Completed,1,3.0,2023-08-27 08:35:41,643.0,0,0,6,6,8,0,10.7,0.10346051464063888,59.0,1,0,1
7520,1164,4629,1,2023-09-04 23:03:50,2023-09-04 23:25:53,0.2,100,0.2,Completed,0,1.0,,1323.0,0,0,23,0,9,0,22.0,0.22413487133984028,0.2,0,1,0
2424,389,1565,3,2025-09-23 01:16:13,2025-09-23 01:35:56,,100,,Abandoned,0,-1.0,,1183.0,1,0,1,1,9,1,19.7,0.19929015084294588,,0,0,1
9961,1997,3546,1,2022-10-02 05:48:55,2022-10-02 06:08:03,70.8,100,70.8,Completed,1,-1.0,,1148.0,0,0,5,6,10,1,19.1,0.19307897071872226,70.8,1,1,0
9091,1070,1180,1,2025-01-31 00:54:22,2025-01-31 01:10:15,,25,,Abandoned,0,-1.0,2025-02-01 08:10:15,953.0,1,0,0,4,1,1,15.9,0.15847382431233362,,0,1,0
2983,535,1311,1,2024-02-11 00:19:37,2024-02-11 00:32:44,20.0,25,80.0,Completed,1,-1.0,2024-02-11 13:32:44,787.0,0,0,0,6,2,1,13.1,0.12901508429458738,80.0,1,1,0
9612,726,2662,2,2025-07-30 23:00:15,2025-07-30 23:14:52,13.2,20,66.0,Completed,1,-1.0,2025-07-31 17:14:52,877.0,0,0,23,2,7,0,14.6,0.14498669032830525,66.0,1,0,1
1987,1188,1082,1,2024-08-25 01:02:56,2024-08-25 01:11:19,12.2,20,61.0,Completed,1,-1.0,2024-08-26 00:11:19,503.0,0,0,1,6,8,1,8.4,0.07861579414374445,61.0,1,1,0
3012,419,2545,1,2023-01-28 08:16:12,2023-01-28 09:18:16,24.0,25,96.0,Completed,1,-1.0,,3724.0,0,0,8,5,1,0,62.1,0.6502218278615794,96.0,1,1,0
6669,1036,3102,2,2025-06-28 15:01:44,2025-06-28 15:47:22,11.6,25,46.4,Completed,0,1.0,2025-06-30 08:47:22,2738.0,0,0,15,5,6,0,45.6,0.4752440106477374,46.4,0,0,1
5289,624,1478,1,2023-07-04 20:23:29,,,50,,InProgress,0,1.0,,754.0,1,0,20,1,7,0,12.6,0.12315882874889086,,0,1,0
9753,328,2559,1,2024-08-05 07:43:56,2024-08-05 08:33:55,,20,,Abandoned,0,11.0,2024-08-06 08:33:55,2999.0,1,0,7,0,8,0,50.0,0.5215616681455191,,0,1,0
1903,2047,4204,1,2022-08-23 23:45:52,2022-08-23 23:49:04,47.6,50,95.2,Completed,1,-1.0,2022-08-24 19:49:04,192.0,0,0,23,1,8,0,3.2,0.023425022182786158,95.2,1,1,0
7485,419,4745,2,2025-11-22 02:35:38,2025-11-22 03:46:46,5.2,25,20.8,Completed,0,8.0,2025-11-23 21:46:46,4268.0,0,0,2,5,11,1,71.1,0.7467613132209405,20.8,0,0,1
6923,1493,4206,1,2022-09-01 05:30:33,2022-09-01 05:39:11,,10,,InProgress,0,3.0,2022-09-01 20:39:11,518.0,1,0,5,3,9,1,8.6,0.08127772848269743,,0,1,0
3270,87,459,3,2025-09-04 02:07:04,2025-09-04 02:24:36,16.7,25,66.8,Completed,1,8.0,2025-09-04 19:24:36,1131.0,0,1,2,3,9,1,18.8,0.19006211180124225,66.8,1,0,1
10393,296,3612,1,2025-11-07 10:57:46,2025-11-07 11:15:38,66.6,100,66.6,Completed,1,10.0,,1131.0,0,1,10,4,11,0,18.8,0.19006211180124225,66.6,1,1,0
9755,726,2559,1,2026-01-01 17:47:59,2026-01-01 18:05:18,4.7,20,23.5,Completed,1,14.0,,1039.0,0,0,17,3,1,0,17.3,0.17373558118899735,23.5,0,1,0
6726,2140,1847,1,2023-10-04 04:03:19,2023-10-04 04:11:21,2.6,10,26.0,Completed,0,-1.0,,482.0,0,0,4,2,10,1,8.0,0.0748890860692103,26.0,0,1,0
9465,1864,2246,2,2025-02-19 14:20:50,2025-02-19 14:38:31,,100,,Abandoned,0,14.0,2025-02-21 03:38:31,1061.0,1,0,14,2,2,0,17.7,0.17763975155279502,,0,0,1
1108,518,267,2,2024-01-20 05:36:19,2024-01-20 05:49:02,9.1,25,36.4,Completed,1,-1.0,,763.0,0,0,5,5,1,1,12.7,0.12475598935226265,36.4,0,0,1
8137,87,4444,3,2025-09-19 00:07:46,2025-09-19 00:14:18,,25,,InProgress,0,13.0,2025-09-20 14:14:18,392.0,1,0,0,4,9,1,6.5,0.05891748003549246,,0,0,1
2216,2047,1164,1,2026-01-25 04:35:33,2026-01-25 04:39:26,,50,,Abandoned,0,15.0,2026-01-25 09:39:26,233.0,1,0,4,6,1,1,3.9,0.03070097604259095,,0,1,0
8882,350,2620,3,2023-12-08 13:03:27,2023-12-08 13:35:23,5.7,10,57.0,Completed,1,11.0,,1916.0,0,0,13,4,12,0,31.9,0.3293700088731145,57.0,1,0,1
10998,446,4198,2,2023-09-05 19:33:52,,,100,,InProgress,0,-1.0,,3609.0,1,0,19,1,9,0,60.2,0.6298136645962733,,0,0,1
3723,1150,4696,1,2022-10-17 00:50:48,,,50,,InProgress,0,14.0,,855.0,1,0,0,0,10,1,14.2,0.14108251996450755,,0,1,0
9801,32,806,2,2024-02-29 07:23:29,2024-02-29 07:57:26,30.3,50,60.6,Completed,0,-1.0,2024-02-29 15:57:26,2037.0,0,0,7,3,2,0,34.0,0.35084294587400183,60.6,1,0,1
583,1239,1953,1,2024-12-16 00:22:51,2024-12-16 00:26:15,,100,,Abandoned,0,14.0,2024-12-17 01:26:15,204.0,1,0,0,0,12,1,3.4,0.025554569653948533,,0,1,0
6043,1828,3847,2,2023-04-06 18:12:13,2023-04-06 18:52:08,,100,,Abandoned,0,-1.0,,2395.0,1,0,18,3,4,0,39.9,0.4143744454303461,,0,0,1
8012,893,1396,1,2025-05-03 17:16:14,,,10,,InProgress,0,-1.0,,1415.0,1,0,17,5,5,0,23.6,0.24046140195208518,,0,1,0
3655,1864,641,3,2024-06-14 22:44:15,2024-06-14 22:59:50,42.8,100,42.8,Completed,1,4.0,,935.0,0,0,22,4,6,0,15.6,0.15527950310559005,42.8,0,0,1
802,646,4804,1,2023-11-21 13:14:55,2023-11-21 13:22:26,95.5,100,95.5,Completed,0,-1.0,,451.0,0,0,13,1,11,0,7.5,0.06938775510204082,95.5,1,1,0
10070,1858,573,2,2023-06-03 19:19:10,2023-06-03 19:35:50,36.5,50,73.0,Completed,1,-1.0,2023-06-05 06:35:50,1000.0,0,0,19,5,6,0,16.7,0.1668145519077196,73.0,1,0,1
3669,1890,730,2,2023-09-04 02:37:33,2023-09-04 03:12:28,39.5,50,79.0,Completed,1,-1.0,2023-09-05 01:12:28,2095.0,0,0,2,0,9,1,34.9,0.3611357586512866,79.0,1,0,1
5530,576,4715,3,2024-02-26 03:24:22,2024-02-26 03:45:03,4.0,25,16.0,Completed,1,1.0,2024-02-26 15:45:03,1241.0,0,0,3,0,2,1,20.7,0.2095829636202307,16.0,0,0,1
6589,752,1011,1,2023-10-09 15:34:47,2023-10-09 16:07:48,,-5,,Abandoned,0,4.0,2023-10-10 08:07:48,1981.0,1,0,15,0,10,0,33.0,0.34090505767524404,,0,1,0
6389,863,2940,2,2022-08-15 04:27:58,2022-08-15 04:40:39,25.0,25,100.0,Completed,1,12.0,2022-08-15 14:40:39,761.0,0,0,4,0,8,1,12.7,0.12440106477373558,100.0,1,0,1
5446,549,215,1,2023-01-13 07:53:35,2023-01-13 08:12:04,,10,,Abandoned,0,-1.0,2023-01-14 13:12:04,1109.0,1,0,7,4,1,0,18.5,0.18615794143744455,,0,1,0
3327,1669,4876,1,2023-08-04 16:27:37,2023-08-04 16:55:44,19.8,100,19.8,Completed,1,-1.0,2023-08-05 03:55:44,1687.0,0,0,16,4,8,0,28.1,0.2887311446317658,19.8,0,1,0
468,595,1376,1,2023-02-17 20:55:23,2023-02-17 21:25:31,4.0,100,4.0,Completed,1,9.0,2023-02-18 20:25:31,1808.0,0,0,20,4,2,0,30.1,0.3102040816326531,4.0,0,1,0
1484,595,1086,2,2022-10-16 12:52:15,2022-10-16 13:17:49,33.2,100,33.2,Completed,1,1.0,,1534.0,0,0,12,6,10,0,25.6,0.2615794143744455,33.2,0,0,1
4435,560,935,1,2025-02-07 07:09:03,2025-02-07 07:24:31,,100,,InProgress,0,-1.0,2025-02-08 15:24:31,928.0,1,0,7,4,2,0,15.5,0.15403726708074533,,0,1,0
432,141,385,1,2024-04-01 14:19:52,2024-04-01 15:08:23,21.4,25,85.6,Completed,1,-1.0,2024-04-03 03:08:23,2911.0,0,0,14,0,4,0,48.5,0.5059449866903283,85.6,1,1,0
8501,1999,2861,2,2024-05-16 04:21:17,2024-05-16 04:40:27,9.1,10,91.0,Completed,1,4.0,,1150.0,0,0,4,3,5,1,19.2,0.19343389529724933,91.0,1,0,1
10266,327,4621,1,2024-08-19 13:58:55,2024-08-19 14:30:24,11.7,25,46.8,Completed,1,-1.0,,1889.0,0,0,13,0,8,0,31.5,0.32457852706299917,46.8,0,1,0
3106,1916,1606,3,2023-01-02 10:23:05,2023-01-02 10:31:54,7.8,20,39.0,Completed,1,3.0,2023-01-04 01:31:54,529.0,0,0,10,0,1,0,8.8,0.08322981366459628,39.0,0,0,1
9185,610,4942,1,2023-01-12 22:26:20,2023-01-12 22:39:36,77.3,100,77.3,Completed,0,-1.0,2023-01-13 15:39:36,796.0,0,0,22,3,1,0,13.3,0.13061224489795917,77.3,1,1,0
770,595,1763,2,2022-06-02 18:34:10,2022-06-02 18:48:43,,100,,Abandoned,0,1.0,2022-06-04 14:48:43,873.0,1,0,18,3,6,0,14.6,0.1442768411712511,,0,0,1
6046,682,3847,1,2022-10-06 07:34:29,2022-10-06 08:27:27,0.7,20,3.5,Completed,1,8.0,,3178.0,0,0,7,3,10,0,53.0,0.5533274179236912,3.5,0,1,0
5394,160,2432,1,2023-04-08 20:12:30,2023-04-08 20:32:12,,20,,Abandoned,0,13.0,,1182.0,1,0,20,5,4,0,19.7,0.19911268855368233,,0,1,0
8269,1607,2944,1,2022-11-20 13:06:58,2022-11-20 13:18:35,17.7,20,88.5,Completed,1,5.0,,697.0,0,0,13,6,11,0,11.6,0.11304347826086958,88.5,1,1,0
4559,2140,217,3,2025-05-26 21:28:59,2025-05-26 21:47:14,,10,,InProgress,0,11.0,,1095.0,1,0,21,0,5,0,18.2,0.1836734693877551,,0,0,1
5254,32,1971,1,2022-12-13 07:27:53,2022-12-13 08:56:55,20.4,50,40.8,Completed,1,-1.0,,5342.0,0,0,7,1,12,0,89.0,0.9373558118899734,40.8,0,1,0
8431,1659,1104,1,2022-11-01 14:29:23,2022-11-01 14:48:33,17.2,25,68.8,Completed,0,-1.0,,1150.0,0,0,14,1,11,0,19.2,0.19343389529724933,68.8,1,1,0
1746,682,1271,1,2026-01-26 10:45:52,2026-01-26 11:02:56,13.9,20,69.5,Completed,1,7.0,,1024.0,0,0,10,0,1,0,17.1,0.17107364685004436,69.5,1,1,0
3618,878,3237,1,2023-11-18 17:08:55,2023-11-18 17:14:26,20.4,50,40.8,Completed,1,13.0,,331.0,0,0,17,5,11,0,5.5,0.04809228039041704,40.8,0,1,0
4312,296,2577,2,2024-10-15 07:38:28,2024-10-15 07:41:21,7.4,100,7.4,Completed,1,13.0,2024-10-17 07:41:21,173.0,0,0,7,1,10,0,2.9,0.020053238686779058,7.4,0,0,1
10780,1042,1714,1,2024-10-11 12:37:08,,,20,,InProgress,0,10.0,,1019.0,1,0,12,4,10,0,17.0,0.1701863354037267,,0,1,0
820,1344,4620,3,2024-03-10 21:03:28,2024-03-10 21:19:05,,50,,InProgress,0,-1.0,2024-03-11 16:19:05,937.0,1,0,21,6,3,0,15.6,0.15563442768411712,,0,0,1
2712,1570,508,2,2023-05-26 14:02:15,2023-05-26 14:21:53,,100,,InProgress,0,9.0,2023-05-26 16:21:53,1178.0,1,0,14,4,5,0,19.6,0.19840283939662823,,0,0,1
4832,1493,1552,1,2024-11-14 11:48:25,2024-11-14 12:29:04,2.3,10,23.0,Completed,1,14.0,2024-11-15 21:29:04,2439.0,0,0,11,3,11,0,40.6,0.42218278615794147,23.0,0,1,0
2320,1564,1470,1,2023-07-18 11:51:54,2023-07-18 12:24:33,8.0,10,80.0,Completed,1,1.0,2023-07-19 03:24:33,1959.0,0,0,11,1,7,0,32.6,0.33700088731144634,80.0,1,1,0
4081,1371,198,2,2023-12-29 00:06:21,2023-12-29 00:28:59,27.0,50,54.0,Completed,1,2.0,2023-12-31 00:28:59,1358.0,0,0,0,4,12,1,22.6,0.2303460514640639,54.0,1,0,1
7678,389,4440,1,2024-08-17 12:52:12,,,100,,InProgress,0,10.0,,282.0,1,0,12,5,8,0,4.7,0.03939662821650399,,0,1,0
2023,1351,4506,3,2022-06-26 07:32:53,2022-06-26 07:49:05,,10,,Abandoned,0,8.0,2022-06-27 18:49:05,972.0,1,0,7,6,6,0,16.2,0.16184560780834073,,0,0,1
4012,1936,4395,2,2024-10-03 09:39:16,2024-10-03 09:51:05,,25,,Abandoned,0,-1.0,2024-10-05 00:51:05,709.0,1,0,9,3,10,0,11.8,0.11517302573203195,,0,0,1
10826,727,3568,1,2025-12-31 18:59:42,2025-12-31 19:13:27,10.0,25,40.0,Completed,1,-1.0,,825.0,0,0,18,2,12,0,13.8,0.13575865128660158,40.0,0,1,0
9004,1945,1690,1,2023-06-26 08:42:55,2023-06-26 09:22:50,,20,,Abandoned,0,3.0,,2395.0,1,0,8,0,6,0,39.9,0.4143744454303461,,0,1,0
2837,1036,1172,1,2024-03-04 10:42:04,2024-03-04 10:54:07,,25,,Abandoned,0,13.0,2024-03-04 12:54:07,723.0,1,0,10,0,3,0,12.0,0.11765749778172138,,0,1,0
3515,296,2732,2,2024-10-25 20:36:42,2024-10-25 20:39:29,100.0,100,100.0,Completed,0,1.0,2024-10-26 22:39:29,167.0,0,0,20,4,10,0,2.8,0.01898846495119787,100.0,1,0,1
8703,1858,984,1,2023-12-11 08:48:48,2023-12-11 08:54:48,28.5,50,57.0,Completed,1,-1.0,,360.0,0,0,8,0,12,0,6.0,0.053238686779059456,57.0,1,1,0
4658,1978,4655,3,2026-01-11 14:44:46,2026-01-11 14:46:42,18.8,20,94.0,Completed,1,13.0,2026-01-12 02:46:42,116.0,0,0,14,6,1,0,1.9,0.009937888198757763,94.0,1,0,1
9969,419,3426,1,2023-04-20 22:07:25,2023-04-20 22:20:57,,25,,Abandoned,0,9.0,,812.0,1,0,22,3,4,0,13.5,0.1334516415261757,,0,1,0
4676,636,921,1,2026-01-13 05:18:04,2026-01-13 05:20:58,7.2,10,72.0,Completed,1,2.0,2026-01-15 05:20:58,174.0,0,0,5,1,1,1,2.9,0.02023070097604259,72.0,1,1,0
8699,87,984,3,2022-10-14 05:42:33,2022-10-14 05:49:18,,25,,InProgress,0,-1.0,,405.0,1,0,5,4,10,1,6.8,0.06122448979591837,,0,0,1
10008,1344,4256,2,2024-12-29 20:26:00,2024-12-29 20:39:13,,50,,InProgress,0,4.0,,793.0,1,0,20,6,12,0,13.2,0.13007985803016858,,0,0,1
1306,1739,541,1,2023-03-12 03:14:44,2023-03-12 03:45:43,2.1,25,8.4,Completed,1,12.0,2023-03-12 08:45:43,1859.0,0,0,3,6,3,1,31.0,0.3192546583850932,8.4,0,1,0
314,690,2314,1,2024-10-21 01:52:16,2024-10-21 01:59:51,,999,,InProgress,0,3.0,,455.0,1,0,1,0,10,1,7.6,0.07009760425909495,,0,1,0
1515,222,3052,1,2025-06-13 10:13:29,,,50,,InProgress,0,13.0,,105.0,1,0,10,4,6,0,1.8,0.007985803016858917,,0,1,0
6186,1239,1675,1,2024-02-09 05:20:58,2024-02-09 05:24:43,82.2,100,82.2,Completed,1,10.0,,225.0,0,0,5,4,2,1,3.8,0.0292812777284827,82.2,1,1,0
2624,1997,4040,1,2025-06-15 19:41:30,2025-06-15 20:08:59,97.4,100,97.4,Completed,0,1.0,2025-06-16 18:08:59,1649.0,0,0,19,6,6,0,27.5,0.2819875776397516,97.4,1,1,0
6041,587,3847,3,2022-11-07 22:02:12,,,20,,InProgress,0,-1.0,,671.0,1,0,22,0,11,0,11.2,0.10842945874001775,,0,0,1
10918,222,2031,1,2023-02-19 14:49:00,2023-02-19 15:04:51,18.6,50,37.2,Completed,1,12.0,,951.0,0,0,14,6,2,0,15.8,0.15811889973380655,37.2,0,1,0
490,43,265,2,2026-01-04 16:58:39,2026-01-04 17:21:18,,100,,Abandoned,0,15.0,,1359.0,1,0,16,6,1,0,22.6,0.2305235137533274,,0,0,1
9042,1505,2905,3,2023-02-09 10:35:57,2023-02-09 10:57:56,,100,,InProgress,0,-1.0,2023-02-09 14:57:56,1319.0,1,0,10,3,2,0,22.0,0.22342502218278615,,0,0,1
8183,1015,572,1,2025-01-14 18:43:14,2025-01-14 19:23:06,12.6,25,50.4,Completed,1,13.0,,2392.0,0,0,18,1,1,0,39.9,0.4138420585625555,50.4,1,1,0
5888,863,3454,2,2026-01-04 09:30:36,2026-01-04 09:48:18,12.9,25,51.6,Completed,1,-1.0,2026-01-04 13:48:18,1062.0,0,0,9,6,1,0,17.7,0.17781721384205856,51.6,1,0,1
9143,1888,3986,1,2022-11-02 12:18:33,2022-11-02 12:24:53,,25,,Abandoned,0,5.0,2022-11-04 05:24:53,380.0,1,0,12,2,11,0,6.3,0.056787932564330075,,0,1,0
9708,1080,203,3,2024-05-16 14:40:20,2024-05-16 14:59:21,72.6,100,72.6,Completed,0,9.0,2024-05-16 19:59:21,1141.0,0,0,14,3,5,0,19.0,0.19183673469387755,72.6,1,0,1
6011,1383,1865,1,2025-08-10 05:22:39,2025-08-10 06:05:26,13.4,25,53.6,Completed,1,14.0,2025-08-10 16:05:26,2567.0,0,0,5,6,8,1,42.8,0.44489795918367353,53.6,1,1,0
3032,1042,4226,2,2024-01-30 04:53:24,2024-01-30 05:06:04,,20,,InProgress,0,15.0,2024-02-01 01:06:04,760.0,1,0,4,1,1,1,12.7,0.12422360248447203,,0,0,1
976,954,1338,1,2025-05-21 15:47:33,2025-05-21 16:09:29,,10,,InProgress,0,7.0,,1316.0,1,0,15,2,5,0,21.9,0.22289263531499556,,0,1,0
2321,1564,1470,2,2025-11-05 09:40:36,2025-11-05 10:13:16,,10,,Abandoned,0,-1.0,,1960.0,1,0,9,2,11,0,32.7,0.33717834960070986,,0,0,1
386,1493,3696,2,2024-03-16 14:30:30,2024-03-16 14:39:29,7.0,10,70.0,Completed,0,3.0,,539.0,0,0,14,5,3,0,9.0,0.08500443655723158,70.0,1,0,1
4546,1500,1343,2,2022-06-13 04:15:41,2022-06-13 04:58:22,,50,,InProgress,0,-1.0,2022-06-13 19:58:22,2561.0,1,0,4,0,6,1,42.7,0.4438331854480923,,0,0,1
1936,708,1378,1,2025-02-05 06:40:05,2025-02-05 07:05:52,16.8,20,84.0,Completed,0,-1.0,,1547.0,0,0,6,2,2,0,25.8,0.26388642413487134,84.0,1,1,0
7483,559,4745,1,2023-12-29 17:15:33,2023-12-29 18:03:57,13.3,25,53.2,Completed,1,3.0,2023-12-31 06:03:57,2904.0,0,0,17,4,12,0,48.4,0.5047027506654835,53.2,1,1,0
7878,776,4166,1,2023-08-26 16:54:26,2023-08-26 17:12:05,26.1,100,26.1,Completed,1,1.0,2023-08-28 04:12:05,1059.0,0,0,16,5,8,0,17.6,0.17728482697426798,26.1,0,1,0
5466,327,4120,1,2024-02-23 20:08:16,2024-02-23 20:17:43,,25,,Abandoned,0,10.0,2024-02-25 20:17:43,567.0,1,0,20,4,2,0,9.4,0.08997338065661048,,0,1,0
4470,1997,518,2,2025-07-06 15:12:44,2025-07-06 15:26:12,13.5,100,13.5,Completed,1,15.0,2025-07-07 14:26:12,808.0,0,0,15,6,7,0,13.5,0.13274179236912156,13.5,0,0,1
257,1945,2889,2,2024-05-26 12:25:11,2024-05-26 13:43:38,16.8,20,84.0,Completed,1,-1.0,,4707.0,0,0,12,6,5,0,78.4,0.8246672582076309,84.0,1,0,1
2817,1493,1562,1,2025-09-09 16:56:22,2025-09-09 17:25:22,6.7,10,67.0,Completed,1,-1.0,2025-09-11 05:25:22,1740.0,0,0,16,1,9,0,29.0,0.2981366459627329,67.0,1,1,0
467,863,1376,1,2025-07-11 01:56:30,2025-07-11 02:15:09,,25,,InProgress,0,3.0,,1119.0,1,0,1,4,7,1,18.6,0.18793256433007985,,0,1,0
5890,1719,3454,2,2025-11-10 14:30:09,2025-11-10 14:48:40,31.9,50,63.8,Completed,1,-1.0,2025-11-11 20:48:40,1111.0,0,0,14,0,11,0,18.5,0.1865128660159716,63.8,1,0,1
9276,21,1162,1,2025-12-06 07:40:15,2025-12-06 07:49:08,60.4,100,60.4,Completed,1,2.0,,533.0,0,0,7,5,12,0,8.9,0.08393966282165041,60.4,1,1,0
3256,1503,1766,1,2024-07-02 17:34:30,2024-07-02 17:35:44,5.1,10,51.0,Completed,0,7.0,2024-07-04 03:35:44,74.0,0,0,17,1,7,0,1.2,0.00248447204968944,51.0,1,1,0
9208,448,3231,1,2025-05-24 08:19:13,2025-05-24 09:14:30,63.0,100,63.0,Completed,1,-1.0,,3317.0,0,0,8,5,5,0,55.3,0.577994676131322,63.0,1,1,0
4104,1,2118,1,2022-08-14 06:36:49,2022-08-14 07:09:15,,20,,Abandoned,0,10.0,2022-08-15 22:09:15,1946.0,1,0,6,6,8,0,32.4,0.3346938775510204,,0,1,0
10371,1659,4114,1,2025-08-02 21:21:08,2025-08-02 21:23:50,4.2,25,16.8,Completed,1,-1.0,,162.0,0,0,21,5,8,0,2.7,0.018101153504880212,16.8,0,1,0
2518,351,4101,1,2025-06-02 05:57:38,2025-06-02 05:59:57,,50,,Abandoned,0,1.0,2025-06-03 12:59:57,139.0,1,0,5,0,6,1,2.3,0.014019520851818987,,0,1,0
1421,1118,4951,2,2023-02-26 02:22:33,2023-02-26 02:37:08,,100,,Abandoned,0,-1.0,2023-02-26 23:37:08,875.0,1,0,2,6,2,1,14.6,0.14463176574977818,,0,0,1
9361,1080,837,1,2022-06-21 22:20:34,2022-06-21 22:41:11,51.3,100,51.3,Completed,1,6.0,,1237.0,0,0,22,1,6,0,20.6,0.20887311446317658,51.3,1,1,0
5090,1811,4604,2,2025-07-09 05:02:50,2025-07-09 05:49:54,12.5,20,62.5,Completed,1,-1.0,2025-07-10 04:49:54,2824.0,0,0,5,2,7,1,47.1,0.49050576752440106,62.5,1,0,1
124,1188,2226,1,2022-06-22 22:11:25,2022-06-22 22:34:52,16.7,20,83.5,Completed,1,-1.0,,1407.0,0,0,22,2,6,0,23.4,0.23904170363797694,83.5,1,1,0
9607,176,2562,1,2024-12-05 18:59:39,2024-12-05 19:07:04,7.6,10,76.0,Completed,0,8.0,,445.0,0,0,18,3,12,0,7.4,0.06832298136645962,76.0,1,1,0
2087,2114,4112,1,2025-05-14 05:15:23,2025-05-14 05:35:09,8.5,20,42.5,Completed,0,4.0,2025-05-14 14:35:09,1186.0,0,0,5,2,5,1,19.8,0.19982253771073646,42.5,0,1,0
5686,2212,274,1,2025-10-07 20:02:46,2025-10-07 20:17:42,-5.0,-5,12.0,Completed,1,-1.0,2025-10-08 12:17:42,896.0,0,0,20,1,10,0,14.9,0.14835847382431233,,0,1,0
8218,687,2325,1,2025-04-13 05:07:04,,,25,,InProgress,0,11.0,,754.0,1,0,5,6,4,1,12.6,0.12315882874889086,,0,1,0
9699,2192,3788,1,2025-05-10 17:11:07,2025-05-10 17:19:46,,20,,InProgress,0,14.0,2025-05-12 15:19:46,519.0,1,0,17,5,5,0,8.6,0.08145519077196095,,0,1,0
8064,1070,4809,1,2025-12-27 23:16:06,2025-12-27 23:21:00,16.8,25,67.2,Completed,1,4.0,2025-12-28 23:21:00,294.0,0,0,23,5,12,0,4.9,0.041526175687666374,67.2,1,1,0
4655,1638,4655,1,2024-10-23 05:47:28,2024-10-23 06:49:33,,-5,,Abandoned,0,-1.0,2024-10-23 18:49:33,3725.0,1,0,5,2,10,1,62.1,0.650399290150843,,0,1,0
5029,1656,357,2,2025-09-21 05:40:57,2025-09-21 05:59:48,,10,,Abandoned,0,14.0,,1131.0,1,0,5,6,9,1,18.8,0.19006211180124225,,0,0,1
4093,1289,3195,1,2024-10-14 03:09:22,2024-10-14 04:02:14,,25,,InProgress,0,8.0,,3172.0,1,0,3,0,10,1,52.9,0.55226264418811,,0,1,0
5733,1945,1748,2,2025-10-29 13:19:13,2025-10-29 13:29:13,,20,,Abandoned,0,3.0,,600.0,1,0,13,2,10,0,10.0,0.095829636202307,,0,0,1
10136,1188,378,2,2024-05-15 06:21:02,2024-05-15 06:49:34,0.0,20,0.0,Completed,1,1.0,,1712.0,0,0,6,2,5,0,28.5,0.29316770186335406,0.0,0,0,1
