Id,ActivityId,StudentId,Status,ProgressPercent,FirstAccessedAt,LastAccessedAt,TotalTimeSpentSeconds,CompletedAt,TotalTimeSpentSeconds_WasNull,LearningSpanDays,TotalTimeSpentMinutes,TimeSpent_Norm,ProgressPercent_Norm,IsCompleted,IsInProgress,Status_Enc
9196,1626,450,Completed,100,2022-09-05 08:45:13,2022-12-28 08:45:13,4945.0,2022-12-28 08:45:13,0,114.0,82.4,0.6841736694677871,1.0,1,0,0
16561,1041,1076,Completed,100,2023-09-03 13:37:06,2023-10-11 13:37:06,695.0,2023-10-11 13:37:06,0,38.0,11.6,0.0889355742296918,1.0,1,0,0
16650,1941,3091,Completed,100,2023-07-14 09:31:05,2023-10-23 09:31:05,2631.0,2023-10-23 09:31:05,0,101.0,43.8,0.3600840336134453,1.0,1,0,0
21551,2143,1834,Completed,100,2025-01-18 00:02:09,2025-05-14 00:02:09,5061.0,2025-05-14 00:02:09,0,116.0,84.4,0.7004201680672268,1.0,1,0,0
6882,1958,4140,InProgress,35,2024-10-05 01:59:27,2025-01-05 01:59:27,2780.0,,1,92.0,46.3,0.3809523809523809,0.35,0,1,1
3034,492,4218,Completed,100,2023-08-19 03:30:35,2023-11-02 03:30:35,2928.0,2023-11-02 03:30:35,0,75.0,48.8,0.4016806722689075,1.0,1,0,0
16225,1941,3830,InProgress,15,2024-06-15 10:39:27,2024-06-27 10:39:27,536.0,,0,12.0,8.9,0.0666666666666666,0.15,0,1,1
21814,213,1048,Completed,100,2025-10-19 05:01:19,2026-01-02 05:01:19,2065.0,2026-01-02 05:01:19,0,75.0,34.4,0.2808123249299719,1.0,1,0,0
14408,1042,4662,NotStarted,100,,,2780.0,,1,0.0,46.3,0.3809523809523809,1.0,0,0,2
3850,161,1368,Completed,100,2023-06-24 17:49:00,2023-09-01 17:49:00,1846.0,2023-09-01 17:49:00,0,69.0,30.8,0.2501400560224089,1.0,1,0,0
25450,1442,3257,InProgress,7,2025-04-04 21:22:43,2025-04-06 21:22:43,349.0,,0,2.0,5.8,0.0404761904761904,0.07,0,1,1
22145,1176,2306,Completed,100,2025-08-02 03:36:12,,2911.0,2025-08-12 03:36:12,0,0.0,48.5,0.3992997198879551,1.0,1,0,0
11873,836,4792,InProgress,89,2022-09-05 02:27:34,2022-10-14 02:27:34,2486.0,,0,39.0,41.4,0.3397759103641456,0.89,0,1,1
17006,472,880,InProgress,40,2023-10-25 04:50:34,2023-11-15 04:50:34,2549.0,,0,21.0,42.5,0.3485994397759103,0.4,0,1,1
118,1321,266,InProgress,27,2022-07-26 04:50:07,2022-08-09 04:50:07,787.0,,0,14.0,13.1,0.1018207282913165,0.27,0,1,1
26900,1431,4672,Completed,100,2026-01-26 06:02:09,2026-02-15 06:02:09,4359.0,2026-02-15 06:02:09,0,20.0,72.6,0.6021008403361344,1.0,1,0,0
7774,1239,1465,Completed,100,2025-12-08 20:44:45,2026-01-26 20:44:45,2749.0,2026-01-26 20:44:45,0,49.0,45.8,0.376610644257703,1.0,1,0,0
11273,1356,4475,InProgress,21,2025-01-19 12:01:21,2025-03-23 12:01:21,2864.0,,0,63.0,47.7,0.3927170868347338,0.21,0,1,1
24271,71,601,InProgress,77,2024-09-03 22:32:51,2024-12-06 22:32:51,2554.0,,0,94.0,42.6,0.3492997198879551,0.77,0,1,1
14976,1471,2668,Completed,100,2024-03-09 17:03:38,2024-07-03 17:03:38,6360.0,2024-07-03 17:03:38,0,116.0,106.0,0.8823529411764706,1.0,1,0,0
10535,36,586,Completed,100,2025-12-10 07:18:36,2026-02-07 07:18:36,6360.0,2026-02-07 07:18:36,0,59.0,106.0,0.8823529411764706,1.0,1,0,0
12351,959,3768,Completed,100,2024-02-11 16:06:36,2024-03-17 16:06:36,1725.0,2024-03-17 16:06:36,0,35.0,28.8,0.2331932773109243,1.0,1,0,0
26747,480,727,InProgress,14,2023-08-25 11:31:36,2023-11-12 11:31:36,2780.0,,1,79.0,46.3,0.3809523809523809,0.14,0,1,1
11237,300,706,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
4373,2142,481,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
22930,495,2731,InProgress,82,2025-06-27 21:39:08,2025-07-04 21:39:08,3322.0,,0,7.0,55.4,0.4568627450980391,0.8200000000000001,0,1,1
3610,1042,2100,InProgress,29,2026-01-07 20:52:55,,1836.0,,0,0.0,30.6,0.2487394957983193,0.29,0,1,1
18249,1633,1360,Completed,100,2025-03-24 06:45:58,2025-03-26 06:45:58,5514.0,2025-03-26 06:45:58,0,2.0,91.9,0.7638655462184873,1.0,1,0,0
9625,2023,3915,Completed,100,2024-01-10 06:38:06,2024-01-10 06:38:06,7120.0,2024-01-10 06:38:06,0,0.0,118.7,0.9887955182072828,1.0,1,0,0
10756,455,2788,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
5058,1705,3620,Completed,100,2025-05-29 07:50:19,,2500.0,2025-06-23 07:50:19,0,0.0,41.7,0.3417366946778711,1.0,1,0,0
17672,2065,2958,Completed,100,2023-04-17 13:07:21,2023-04-25 13:07:21,1163.0,2023-04-25 13:07:21,0,8.0,19.4,0.1544817927170868,1.0,1,0,0
8826,1229,879,Completed,100,2024-10-03 00:44:31,2025-01-10 00:44:31,372.0,2025-01-10 00:44:31,0,99.0,6.2,0.0436974789915966,1.0,1,0,0
8334,1025,2912,Completed,100,2025-09-16 06:43:34,2025-10-25 06:43:34,2524.0,2025-10-25 06:43:34,0,39.0,42.1,0.3450980392156862,1.0,1,0,0
22149,143,2306,Completed,100,2024-05-08 17:21:42,2024-05-18 17:21:42,4619.0,2024-05-18 17:21:42,0,10.0,77.0,0.6385154061624649,1.0,1,0,0
11649,1428,4847,InProgress,90,2024-01-31 21:28:06,,2223.0,,0,0.0,37.0,0.3029411764705882,0.9,0,1,1
18757,904,3271,Completed,100,2022-06-03 08:10:42,2022-07-15 08:10:42,5042.0,2022-07-15 08:10:42,0,42.0,84.0,0.6977591036414565,1.0,1,0,0
22119,38,4368,Completed,100,2025-06-21 01:37:34,2025-10-13 01:37:34,5774.0,2025-10-13 01:37:34,0,114.0,96.2,0.8002801120448179,1.0,1,0,0
18848,385,2466,InProgress,88,2023-10-19 15:09:41,2024-01-26 15:09:41,1483.0,,0,99.0,24.7,0.1992997198879551,0.88,0,1,1
2681,1442,3851,InProgress,85,2023-05-31 21:28:15,2023-07-13 21:28:15,1198.0,,0,43.0,20.0,0.1593837535014005,0.85,0,1,1
8273,1127,2290,Completed,100,2022-06-22 09:58:05,2022-09-09 09:58:05,5982.0,2022-09-09 09:58:05,0,79.0,99.7,0.8294117647058823,1.0,1,0,0
18709,1882,1978,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
9698,502,2179,Completed,100,2023-07-25 18:21:09,,1235.0,2023-08-21 18:21:09,0,0.0,20.6,0.1645658263305322,1.0,1,0,0
15611,1617,1885,Completed,100,2025-01-31 22:02:57,2025-02-16 22:02:57,2820.0,2025-02-16 22:02:57,0,16.0,47.0,0.3865546218487394,1.0,1,0,0
24776,1703,826,InProgress,7,2022-11-06 09:31:50,2022-11-16 09:31:50,3431.0,,0,10.0,57.2,0.4721288515406162,0.07,0,1,1
18225,1937,1791,Completed,100,2024-03-17 03:43:33,2024-06-04 03:43:33,5903.0,2024-06-04 03:43:33,0,79.0,98.4,0.8183473389355742,1.0,1,0,0
13756,9,4760,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
14617,1030,2348,Completed,100,2024-07-27 05:15:57,2024-10-12 05:15:57,2138.0,2024-10-12 05:15:57,0,77.0,35.6,0.2910364145658263,1.0,1,0,0
12323,228,3165,Completed,100,2023-03-16 02:39:21,2023-03-25 02:39:21,5642.0,2023-03-25 02:39:21,0,9.0,94.0,0.7817927170868347,1.0,1,0,0
20408,1017,750,InProgress,90,2024-09-24 07:19:45,2024-11-13 07:19:45,2744.0,,0,50.0,45.7,0.3759103641456582,0.9,0,1,1
18975,355,4278,Completed,100,2025-01-28 17:39:50,2025-02-02 17:39:50,5881.0,2025-02-02 17:39:50,0,5.0,98.0,0.815266106442577,1.0,1,0,0
12486,723,3609,Completed,100,2024-11-07 20:00:26,2024-11-28 20:00:26,6785.0,2024-11-28 20:00:26,0,21.0,113.1,0.94187675070028,1.0,1,0,0
16203,213,4037,Completed,100,2025-08-22 00:54:43,2025-09-21 00:54:43,6237.0,2025-09-21 00:54:43,0,30.0,104.0,0.865126050420168,1.0,1,0,0
23372,240,3508,InProgress,90,2024-10-07 07:18:32,2024-11-24 07:18:32,2735.0,,0,48.0,45.6,0.3746498599439775,0.9,0,1,1
4247,108,977,InProgress,16,2025-03-28 18:41:17,2025-06-05 18:41:17,2259.0,,0,69.0,37.6,0.3079831932773109,0.16,0,1,1
15237,1769,3766,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
17296,1765,4849,Completed,100,2024-02-25 22:20:45,,6411.0,2024-02-27 22:20:45,0,0.0,106.8,0.8894957983193277,1.0,1,0,0
17593,1867,4997,InProgress,83,2023-03-02 07:02:41,,1273.0,,0,0.0,21.2,0.1698879551820728,0.8300000000000001,0,1,1
18691,755,2649,InProgress,19,2023-07-15 21:06:20,2023-09-13 21:06:20,1498.0,,0,60.0,25.0,0.2014005602240896,0.19,0,1,1
5405,1497,443,InProgress,24,2023-03-07 18:22:11,2023-03-15 18:22:11,2321.0,,0,8.0,38.7,0.3166666666666666,0.24,0,1,1
4319,1922,1593,Completed,100,2023-05-04 11:39:29,2023-06-15 11:39:29,3606.0,2023-06-15 11:39:29,0,42.0,60.1,0.4966386554621848,1.0,1,0,0
977,587,1694,Completed,100,2025-01-02 08:16:03,2025-04-20 08:16:03,5351.0,2025-04-20 08:16:03,0,108.0,89.2,0.7410364145658264,1.0,1,0,0
5398,314,3566,Completed,100,2022-08-07 00:19:59,2022-10-08 00:19:59,4317.0,2022-10-08 00:19:59,0,62.0,72.0,0.596218487394958,1.0,1,0,0
18804,172,1468,Completed,100,2022-08-21 02:01:11,2022-08-31 02:01:11,4103.0,2022-08-31 02:01:11,0,10.0,68.4,0.5662464985994398,1.0,1,0,0
4741,1052,3999,Completed,100,2023-08-04 00:52:05,2023-09-12 00:52:05,2780.0,2023-09-12 00:52:05,1,39.0,46.3,0.3809523809523809,1.0,1,0,0
2216,696,2133,InProgress,25,2023-06-27 13:58:28,2023-08-23 13:58:28,600.0,,0,57.0,10.0,0.0756302521008403,0.25,0,1,1
19442,547,2488,InProgress,68,2025-01-06 13:23:54,2025-02-24 13:23:54,63.0,,0,49.0,1.0,0.0004201680672268,0.68,0,1,1
17332,1311,270,Completed,100,2025-09-11 19:29:39,2025-12-21 19:29:39,1785.0,2025-12-21 19:29:39,0,101.0,29.8,0.2415966386554621,1.0,1,0,0
13896,552,1650,Completed,100,2025-03-24 06:47:48,2025-06-17 06:47:48,3833.0,2025-06-17 06:47:48,0,85.0,63.9,0.5284313725490196,1.0,1,0,0
20516,506,4703,Completed,100,2023-09-23 16:03:52,2023-12-01 16:03:52,5764.0,2023-12-01 16:03:52,0,69.0,96.1,0.7988795518207282,1.0,1,0,0
22058,246,2050,InProgress,56,2025-06-19 02:29:04,2025-07-09 02:29:04,2532.0,,0,20.0,42.2,0.3462184873949579,0.56,0,1,1
19846,1809,1602,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
23122,1705,4076,Completed,100,2025-04-22 01:13:03,2025-04-23 01:13:03,2780.0,2025-04-23 01:13:03,1,1.0,46.3,0.3809523809523809,1.0,1,0,0
23958,1059,1960,InProgress,27,2025-01-17 08:59:09,2025-05-17 08:59:09,2938.0,,0,120.0,49.0,0.4030812324929971,0.27,0,1,1
26597,1277,318,Completed,100,2026-01-07 02:46:35,2026-04-15 02:46:35,3113.0,2026-04-15 02:46:35,0,98.0,51.9,0.4275910364145657,1.0,1,0,0
3837,966,1122,Completed,100,2022-08-03 10:46:54,2022-08-17 10:46:54,5002.0,2022-08-17 10:46:54,0,14.0,83.4,0.692156862745098,1.0,1,0,0
25738,1569,1732,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
8740,1831,4438,InProgress,14,2024-10-08 03:22:52,2024-11-11 03:22:52,1131.0,,0,34.0,18.8,0.15,0.14,0,1,1
23461,187,1080,Completed,100,2024-12-06 07:44:38,2024-12-28 07:44:38,814.0,2024-12-28 07:44:38,0,22.0,13.6,0.1056022408963585,1.0,1,0,0
24116,663,4348,InProgress,7,2022-09-12 03:46:28,2022-09-16 03:46:28,2492.0,,0,4.0,41.5,0.3406162464985994,0.07,0,1,1
16562,880,1076,Completed,100,2024-10-12 17:17:52,2024-12-05 17:17:52,2836.0,2024-12-05 17:17:52,0,54.0,47.3,0.3887955182072828,1.0,1,0,0
14293,183,3933,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
21636,455,1669,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
17862,2070,2482,InProgress,17,2023-09-19 18:27:36,2024-01-05 18:27:36,291.0,,0,108.0,4.8,0.0323529411764705,0.17,0,1,1
26715,73,2113,Completed,100,2024-06-22 23:37:28,2024-10-20 23:37:28,2341.0,2024-10-20 23:37:28,0,120.0,39.0,0.3194677871148459,1.0,1,0,0
11205,230,3892,InProgress,37,2023-10-17 00:14:20,2023-11-11 00:14:20,3145.0,,0,25.0,52.4,0.4320728291316526,0.37,0,1,1
22627,1108,1740,Completed,100,2024-03-09 23:01:21,2024-06-19 23:01:21,4380.0,2024-06-19 23:01:21,0,102.0,73.0,0.6050420168067226,1.0,1,0,0
8734,143,4438,Completed,100,2022-10-23 03:51:39,2022-11-02 03:51:39,7107.0,2022-11-02 03:51:39,0,10.0,118.4,0.9869747899159664,1.0,1,0,0
7374,220,124,Completed,100,2023-02-13 16:14:33,2023-06-01 16:14:33,6340.0,2023-06-01 16:14:33,0,108.0,105.7,0.8795518207282913,1.0,1,0,0
18686,1498,2649,Completed,100,2025-10-25 01:38:28,2026-01-25 01:38:28,1279.0,2026-01-25 01:38:28,0,92.0,21.3,0.1707282913165266,1.0,1,0,0
6510,1162,4796,Completed,100,2023-05-03 11:07:24,2023-05-26 11:07:24,4201.0,2023-05-26 11:07:24,0,23.0,70.0,0.5799719887955181,1.0,1,0,0
18733,30,1376,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
5274,1296,2560,InProgress,100,2023-05-12 15:17:51,,1217.0,,0,0.0,20.3,0.1620448179271708,1.0,0,1,1
26006,306,1554,Completed,100,2022-10-24 03:00:53,2023-02-05 03:00:53,1293.0,2023-02-05 03:00:53,0,104.0,21.6,0.1726890756302521,1.0,1,0,0
5212,1769,2608,InProgress,11,2022-06-14 22:04:41,2022-07-29 22:04:41,2138.0,,0,45.0,35.6,0.2910364145658263,0.11,0,1,1
23014,1548,3211,InProgress,31,2023-12-27 13:41:58,2024-03-05 13:41:58,1780.0,,0,69.0,29.7,0.2408963585434173,0.31,0,1,1
18707,1951,1978,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
23980,187,3747,InProgress,59,2022-06-10 06:42:34,,3055.0,,0,0.0,50.9,0.4194677871148459,0.59,0,1,1
9802,1909,4250,Completed,100,2023-08-26 16:05:11,2023-12-07 16:05:11,2735.0,2023-12-07 16:05:11,0,103.0,45.6,0.3746498599439775,1.0,1,0,0
19686,1666,431,InProgress,89,2024-09-23 11:05:49,2024-10-16 11:05:49,2970.0,,0,23.0,49.5,0.407563025210084,0.89,0,1,1
8129,1160,4794,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
17065,1705,341,Completed,100,2023-07-15 08:39:57,2023-08-08 08:39:57,3624.0,2023-08-08 08:39:57,0,24.0,60.4,0.4991596638655461,1.0,1,0,0
20613,1914,627,Completed,100,2025-02-16 13:56:53,2025-03-01 13:56:53,1965.0,2025-03-01 13:56:53,0,13.0,32.8,0.2668067226890755,1.0,1,0,0
18347,1459,1077,Completed,100,2025-03-01 11:24:43,2025-06-01 11:24:43,2084.0,2025-06-01 11:24:43,0,92.0,34.7,0.2834733893557422,1.0,1,0,0
25210,39,467,Completed,100,2023-01-18 08:11:13,,2658.0,2023-02-06 08:11:13,0,0.0,44.3,0.3638655462184873,1.0,1,0,0
26003,1059,1554,InProgress,70,2022-08-09 06:16:06,2022-12-01 06:16:06,2647.0,,0,114.0,44.1,0.3623249299719887,0.7000000000000001,0,1,1
18867,539,2802,Completed,100,2023-04-03 18:15:39,2023-07-30 18:15:39,7148.0,2023-07-30 18:15:39,0,118.0,119.1,0.992717086834734,1.0,1,0,0
16098,738,2894,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
7450,2028,2426,InProgress,21,2024-10-17 00:34:26,2025-01-08 00:34:26,3258.0,,0,83.0,54.3,0.4478991596638655,0.21,0,1,1
4125,1552,1988,InProgress,42,2023-11-29 23:34:33,2024-03-03 23:34:33,3194.0,,0,95.0,53.2,0.4389355742296918,0.42,0,1,1
3316,435,3188,Completed,100,2024-08-23 06:57:29,2024-11-16 06:57:29,7041.0,2024-11-16 06:57:29,0,85.0,117.4,0.9777310924369748,1.0,1,0,0
5808,1848,4570,InProgress,32,2025-04-26 07:53:43,2025-06-02 07:53:43,664.0,,0,37.0,11.1,0.084593837535014,0.32,0,1,1
19383,404,1131,Completed,100,2023-12-24 16:05:38,2024-02-17 16:05:38,2780.0,2024-02-17 16:05:38,1,55.0,46.3,0.3809523809523809,1.0,1,0,0
14904,1780,2887,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
11481,547,4430,Completed,100,2024-04-07 23:49:58,2024-05-29 23:49:58,841.0,2024-05-29 23:49:58,0,52.0,14.0,0.1093837535014005,1.0,1,0,0
17629,1999,2253,InProgress,50,2024-03-09 14:40:51,2024-04-25 14:40:51,3088.0,,0,47.0,51.5,0.4240896358543417,0.5,0,1,1
21317,505,4578,InProgress,19,2025-07-01 03:20:03,2025-08-21 03:20:03,2780.0,,1,51.0,46.3,0.3809523809523809,0.19,0,1,1
23393,1262,4074,Completed,100,2024-02-21 15:03:17,2024-05-12 15:03:17,4901.0,2024-05-12 15:03:17,0,81.0,81.7,0.6780112044817928,1.0,1,0,0
25883,1925,2315,Completed,100,2024-07-31 19:06:02,2024-10-20 19:06:02,7114.0,2024-10-20 19:06:02,0,81.0,118.6,0.9879551820728292,1.0,1,0,0
1002,1841,641,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
2423,411,986,Completed,100,2025-05-10 09:31:20,2025-09-04 09:31:20,2768.0,2025-09-04 09:31:20,0,117.0,46.1,0.3792717086834733,1.0,1,0,0
18669,439,331,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
8449,598,2031,InProgress,62,2024-01-14 21:10:56,2024-01-23 21:10:56,1860.0,,0,9.0,31.0,0.2521008403361344,0.62,0,1,1
25607,1059,2005,Completed,100,2025-03-14 17:40:26,2025-06-06 17:40:26,3539.0,2025-06-06 17:40:26,0,84.0,59.0,0.4872549019607842,1.0,1,0,0
12871,1042,4764,Completed,100,2023-06-19 01:44:41,2023-08-31 01:44:41,6421.0,2023-08-31 01:44:41,0,73.0,107.0,0.8908963585434173,1.0,1,0,0
11580,914,1382,Completed,100,2025-07-07 20:27:38,2025-08-31 20:27:38,1158.0,2025-08-31 20:27:38,0,55.0,19.3,0.153781512605042,1.0,1,0,0
2258,1654,2740,Completed,100,2025-03-26 20:52:17,2025-07-13 20:52:17,6636.0,2025-07-13 20:52:17,0,109.0,110.6,0.9210084033613444,1.0,1,0,0
19087,1167,3888,InProgress,73,2024-02-25 19:29:25,2024-06-08 19:29:25,2349.0,,0,104.0,39.2,0.3205882352941176,0.73,0,1,1
16692,1844,2401,Completed,100,2023-03-14 10:04:12,,3065.0,2023-04-04 10:04:12,0,0.0,51.1,0.4208683473389355,1.0,1,0,0
7543,462,1636,Completed,100,2023-03-06 04:44:45,2023-03-25 04:44:45,4947.0,2023-03-25 04:44:45,0,19.0,82.4,0.684453781512605,1.0,1,0,0
1756,723,4355,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
3184,1892,2484,Completed,100,2023-08-03 11:02:09,2023-08-03 11:02:09,5586.0,2023-08-03 11:02:09,0,0.0,93.1,0.7739495798319328,1.0,1,0,0
17443,1921,664,InProgress,13,2025-03-07 09:52:37,,3373.0,,0,0.0,56.2,0.4640056022408963,0.13,0,1,1
2776,1239,3858,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
1899,1465,3176,Completed,100,2024-04-12 21:16:55,2024-07-31 21:16:55,6693.0,2024-07-31 21:16:55,0,110.0,111.6,0.9289915966386554,1.0,1,0,0
19750,2209,3237,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
6350,105,642,Completed,100,2024-02-10 10:48:04,2024-03-07 10:48:04,4671.0,2024-03-07 10:48:04,0,26.0,77.8,0.6457983193277311,1.0,1,0,0
20359,279,773,InProgress,23,2025-09-09 10:59:41,,1601.0,,0,0.0,26.7,0.2158263305322128,0.23,0,1,1
874,1689,4226,Completed,100,2024-11-20 06:05:55,,2780.0,2024-12-15 06:05:55,1,0.0,46.3,0.3809523809523809,1.0,1,0,0
15546,701,779,InProgress,92,2024-10-10 21:49:52,2024-12-28 21:49:52,1427.0,,0,79.0,23.8,0.1914565826330532,0.92,0,1,1
5537,2061,200,InProgress,70,2022-08-20 13:10:17,2022-10-10 13:10:17,2780.0,,1,51.0,46.3,0.3809523809523809,0.7000000000000001,0,1,1
9516,845,3706,InProgress,44,2024-11-11 02:08:23,,2517.0,,0,0.0,42.0,0.3441176470588235,0.44,0,1,1
16471,776,1101,Completed,100,2023-03-22 07:19:50,2023-06-27 07:19:50,2803.0,2023-06-27 07:19:50,0,97.0,46.7,0.3841736694677871,1.0,1,0,0
10754,276,2788,InProgress,55,2025-11-20 01:51:41,2026-03-02 01:51:41,215.0,,0,102.0,3.6,0.0217086834733893,0.55,0,1,1
26033,865,1506,Completed,100,2023-02-05 18:45:02,2023-04-21 18:45:02,3256.0,2023-04-21 18:45:02,0,75.0,54.3,0.4476190476190476,1.0,1,0,0
6904,1850,2487,Completed,100,2022-07-10 19:12:48,2022-10-30 19:12:48,976.0,2022-10-30 19:12:48,0,112.0,16.3,0.1282913165266106,1.0,1,0,0
16411,966,2477,Completed,100,2025-09-01 09:33:02,2025-10-01 09:33:02,6749.0,2025-10-01 09:33:02,0,30.0,112.5,0.9368347338935574,1.0,1,0,0
26528,1596,3285,InProgress,17,2024-11-18 22:09:34,2024-12-04 22:09:34,3162.0,,0,16.0,52.7,0.434453781512605,0.17,0,1,1
11190,667,1931,Completed,100,2025-08-27 11:08:22,,2805.0,2025-08-30 11:08:22,0,0.0,46.8,0.384453781512605,1.0,1,0,0
4968,2047,442,InProgress,62,2024-10-09 16:36:35,2024-12-27 16:36:35,2161.0,,0,79.0,36.0,0.2942577030812324,0.62,0,1,1
9912,845,1271,Completed,100,2023-10-25 02:45:47,,6876.0,2023-11-11 02:45:47,0,0.0,114.6,0.9546218487394956,1.0,1,0,0
14434,1476,3409,Completed,100,2024-06-28 11:21:31,2024-07-26 11:21:31,3385.0,2024-07-26 11:21:31,0,28.0,56.4,0.4656862745098039,1.0,1,0,0
19262,308,143,InProgress,94,2022-06-22 02:40:54,2022-09-21 02:40:54,3600.0,,0,91.0,60.0,0.495798319327731,0.94,0,1,1
19951,734,428,Completed,100,2024-03-02 19:03:23,2024-05-03 19:03:23,3057.0,2024-05-03 19:03:23,0,62.0,51.0,0.4197478991596638,1.0,1,0,0
930,1452,3321,Completed,100,2024-07-24 02:08:51,2024-08-30 02:08:51,2780.0,2024-08-30 02:08:51,1,37.0,46.3,0.3809523809523809,1.0,1,0,0
22654,1781,2574,Completed,100,2022-08-08 22:58:04,2022-09-27 22:58:04,2780.0,2022-09-27 22:58:04,1,50.0,46.3,0.3809523809523809,1.0,1,0,0
23939,1664,93,Completed,100,2025-04-08 03:51:36,2025-04-28 03:51:36,1492.0,2025-04-28 03:51:36,0,20.0,24.9,0.2005602240896358,1.0,1,0,0
11694,928,815,Completed,100,2023-09-17 13:57:29,2023-11-10 13:57:29,5572.0,2023-11-10 13:57:29,0,54.0,92.9,0.7719887955182072,1.0,1,0,0
6583,1296,4473,InProgress,68,2024-12-29 19:11:02,2025-03-06 19:11:02,2195.0,,0,67.0,36.6,0.2990196078431372,0.68,0,1,1
23607,1338,2421,Completed,100,2024-08-29 13:48:44,2024-11-16 13:48:44,2389.0,2024-11-16 13:48:44,0,79.0,39.8,0.3261904761904761,1.0,1,0,0
2669,925,800,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
3337,524,3441,InProgress,32,2025-09-13 00:25:47,2025-12-10 00:25:47,409.0,,0,88.0,6.8,0.0488795518207282,0.32,0,1,1
22396,1654,603,Completed,100,2025-09-02 06:05:27,2025-09-23 06:05:27,968.0,2025-09-23 06:05:27,0,21.0,16.1,0.1271708683473389,1.0,1,0,0
7759,553,2989,InProgress,29,2025-11-07 00:48:25,2026-02-02 00:48:25,101.0,,0,87.0,1.7,0.0057422969187675,0.29,0,1,1
18310,1046,2663,InProgress,14,2022-10-05 17:55:15,2023-01-07 17:55:15,1611.0,,0,94.0,26.8,0.2172268907563025,0.14,0,1,1
9309,455,3457,InProgress,87,2022-12-21 00:48:03,2023-03-26 00:48:03,953.0,,0,95.0,15.9,0.1250700280112044,0.87,0,1,1
9096,754,614,InProgress,55,2024-04-03 02:45:30,2024-04-15 02:45:30,3303.0,,0,12.0,55.0,0.4542016806722688,0.55,0,1,1
16676,1136,3884,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
26685,598,2451,Completed,100,2025-04-02 04:38:51,2025-07-26 04:38:51,5286.0,2025-07-26 04:38:51,0,115.0,88.1,0.7319327731092437,1.0,1,0,0
11018,1027,4967,Completed,100,2026-01-11 23:36:23,2026-02-09 23:36:23,4007.0,2026-02-09 23:36:23,0,29.0,66.8,0.5528011204481793,1.0,1,0,0
21302,2143,2905,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
22768,1247,3910,Completed,100,2023-07-11 12:51:03,2023-08-25 12:51:03,4642.0,2023-08-25 12:51:03,0,45.0,77.4,0.6417366946778711,1.0,1,0,0
17400,1229,1095,NotStarted,0,,,2780.0,,1,0.0,46.3,0.3809523809523809,0.0,0,0,2
14579,246,1842,InProgress,90,2025-07-11 17:32:59,2025-08-03 17:32:59,2570.0,,0,23.0,42.8,0.3515406162464985,0.9,0,1,1
7737,2092,520,InProgress,36,2023-08-02 14:26:45,2023-09-28 14:26:45,2807.0,,0,57.0,46.8,0.3847338935574229,0.36,0,1,1
1307,2097,317,Completed,100,2024-03-20 17:13:47,2024-06-22 17:13:47,3631.0,2024-06-22 17:13:47,0,94.0,60.5,0.500140056022409,1.0,1,0,0
26777,1964,3662,InProgress,9,2023-03-07 01:55:05,,2775.0,,0,0.0,46.2,0.380252100840336,0.09,0,1,1
26739,598,727,Completed,100,2025-02-04 13:02:37,2025-05-07 13:02:37,2780.0,2025-05-07 13:02:37,1,92.0,46.3,0.3809523809523809,1.0,1,0,0
